cmc_id,symbol,month_end,fees_usd,revenue_usd,n_days_fees,n_days_rev,dl_fees_slug,source_notes
6950,PERP,2025-06-30 00:00:00,940,185,30,30,perpetual-protocol,protocol_fees
6950,PERP,2025-07-31 00:00:00,1732,344,31,31,perpetual-protocol,protocol_fees
6950,PERP,2025-08-31 00:00:00,1351,269,31,31,perpetual-protocol,protocol_fees
6950,PERP,2025-09-30 00:00:00,1120,225,30,30,perpetual-protocol,protocol_fees
6950,PERP,2025-10-31 00:00:00,1389,277,31,31,perpetual-protocol,protocol_fees
6950,PERP,2025-11-30 00:00:00,1150,233,30,30,perpetual-protocol,protocol_fees
6950,PERP,2025-12-31 00:00:00,575,113,31,31,perpetual-protocol,protocol_fees
6950,PERP,2026-01-31 00:00:00,0,0,31,31,perpetual-protocol,protocol_fees
6950,PERP,2026-02-28 00:00:00,0,0,28,28,perpetual-protocol,protocol_fees
6950,PERP,2026-03-31 00:00:00,0,0,31,31,perpetual-protocol,protocol_fees
6950,PERP,2026-04-30 00:00:00,0,0,30,30,perpetual-protocol,protocol_fees
6950,PERP,2026-05-31 00:00:00,0,0,31,31,perpetual-protocol,protocol_fees
6950,PERP,2026-06-30 00:00:00,0,0,30,30,perpetual-protocol,protocol_fees
6950,PERP,2026-07-31 00:00:00,0,0,31,31,perpetual-protocol,protocol_fees
6953,FRAX,2021-12-31 00:00:00,2838.08,0.0,8,8,frax-finance,protocol_fees
6953,FRAX,2022-01-31 00:00:00,14985.0,0.0,31,31,frax-finance,protocol_fees
6953,FRAX,2022-02-28 00:00:00,15607.0,0.0,28,28,frax-finance,protocol_fees
6953,FRAX,2022-03-31 00:00:00,8655.0,0.0,31,31,frax-finance,protocol_fees
6953,FRAX,2022-04-30 00:00:00,7531.95,0.0,30,30,frax-finance,protocol_fees
6953,FRAX,2022-05-31 00:00:00,152893.0,0.0,31,31,frax-finance,protocol_fees
6953,FRAX,2022-06-30 00:00:00,343188.0,0.0,30,30,frax-finance,protocol_fees
6953,FRAX,2022-07-31 00:00:00,301310.0,0.0,31,31,frax-finance,protocol_fees
6953,FRAX,2022-08-31 00:00:00,360636.0,0.0,31,31,frax-finance,protocol_fees
6953,FRAX,2022-09-30 00:00:00,232050.0,0.0,30,30,frax-finance,protocol_fees
6953,FRAX,2022-10-31 00:00:00,189168.43,426.14,31,31,frax-finance,protocol_fees
6953,FRAX,2022-11-30 00:00:00,256475.0,3191.0,30,30,frax-finance,protocol_fees
6953,FRAX,2022-12-31 00:00:00,340324.0,18974.0,31,31,frax-finance,protocol_fees
6953,FRAX,2023-01-31 00:00:00,889458.0,29619.0,31,31,frax-finance,protocol_fees
6953,FRAX,2023-02-28 00:00:00,1328852.0,52262.0,28,28,frax-finance,protocol_fees
6953,FRAX,2023-03-31 00:00:00,1413865.0,90730.0,31,31,frax-finance,protocol_fees
6953,FRAX,2023-04-30 00:00:00,1142142.0,85988.0,30,30,frax-finance,protocol_fees
6953,FRAX,2023-05-31 00:00:00,1504915.0,133665.0,31,31,frax-finance,protocol_fees
6953,FRAX,2023-06-30 00:00:00,1607418.0,142262.0,30,30,frax-finance,protocol_fees
6953,FRAX,2023-07-31 00:00:00,1519361.0,132894.0,31,31,frax-finance,protocol_fees
6953,FRAX,2023-08-31 00:00:00,1786576.0,156264.0,31,31,frax-finance,protocol_fees
6953,FRAX,2023-09-30 00:00:00,1237290.0,111538.0,30,30,frax-finance,protocol_fees
6953,FRAX,2023-10-31 00:00:00,1261927.0,108486.0,31,31,frax-finance,protocol_fees
6953,FRAX,2023-11-30 00:00:00,2181675.0,187832.0,30,30,frax-finance,protocol_fees
6953,FRAX,2023-12-31 00:00:00,2046578.0,174804.0,31,31,frax-finance,protocol_fees
6953,FRAX,2024-01-31 00:00:00,2154608.0,180741.0,31,31,frax-finance,protocol_fees
6953,FRAX,2024-02-29 00:00:00,2800818.0,251476.0,29,29,frax-finance,protocol_fees
6953,FRAX,2024-03-31 00:00:00,4147316.0,288221.42,31,31,frax-finance,protocol_fees
6953,FRAX,2024-04-30 00:00:00,2967171.0,200119.5,30,30,frax-finance,protocol_fees
6953,FRAX,2024-05-31 00:00:00,2473024.0,185052.57,31,31,frax-finance,protocol_fees
6953,FRAX,2024-06-30 00:00:00,2191200.0,165252.92,30,30,frax-finance,protocol_fees
6953,FRAX,2024-07-31 00:00:00,1816921.0,136395.55,31,31,frax-finance,protocol_fees
6953,FRAX,2024-08-31 00:00:00,1988995.0,148179.38,31,31,frax-finance,protocol_fees
6953,FRAX,2024-09-30 00:00:00,1396079.54,105843.65,30,30,frax-finance,protocol_fees
6953,FRAX,2024-10-31 00:00:00,1640660.0,118058.73000000001,31,31,frax-finance,protocol_fees
6953,FRAX,2024-11-30 00:00:00,1838644.0,120540.05,30,30,frax-finance,protocol_fees
6953,FRAX,2024-12-31 00:00:00,2255530.0,127011.58,31,31,frax-finance,protocol_fees
6953,FRAX,2025-01-31 00:00:00,2435260.0,159973.71,31,31,frax-finance,protocol_fees
6953,FRAX,2025-02-28 00:00:00,1293463.95,86430.64,28,28,frax-finance,protocol_fees
6953,FRAX,2025-03-31 00:00:00,1045361.49,66176.54,31,31,frax-finance,protocol_fees
6953,FRAX,2025-04-30 00:00:00,907162.83,73820.09,30,30,frax-finance,protocol_fees
6953,FRAX,2025-05-31 00:00:00,1113005.93,74688.61,31,31,frax-finance,protocol_fees
6953,FRAX,2025-06-30 00:00:00,1051105.45,70226.31,30,30,frax-finance,protocol_fees
6953,FRAX,2025-07-31 00:00:00,1571214.69,99036.99,31,31,frax-finance,protocol_fees
6953,FRAX,2025-08-31 00:00:00,1545432.0,112104.8,31,31,frax-finance,protocol_fees
6953,FRAX,2025-09-30 00:00:00,1354692.24,100597.83,30,30,frax-finance,protocol_fees
6953,FRAX,2025-10-31 00:00:00,1583107.0,128232.26,31,31,frax-finance,protocol_fees
6953,FRAX,2025-11-30 00:00:00,1130913.03,80484.39,30,30,frax-finance,protocol_fees
6953,FRAX,2025-12-31 00:00:00,957835.29,69206.34,31,31,frax-finance,protocol_fees
6953,FRAX,2026-01-31 00:00:00,1068876.01,67055.39,31,31,frax-finance,protocol_fees
6953,FRAX,2026-02-28 00:00:00,571132.92,35511.75,28,28,frax-finance,protocol_fees
6953,FRAX,2026-03-31 00:00:00,633516.26,35217.94,31,31,frax-finance,protocol_fees
6953,FRAX,2026-04-30 00:00:00,820367.17,40892.97,30,30,frax-finance,protocol_fees
6953,FRAX,2026-05-31 00:00:00,730414.06,31562.57,31,31,frax-finance,protocol_fees
6953,FRAX,2026-06-30 00:00:00,613703.83,24139.99,30,30,frax-finance,protocol_fees
6953,FRAX,2026-07-31 00:00:00,614647.22,26796.82,31,31,frax-finance,protocol_fees
7083,UNI,2018-11-30 00:00:00,455.0,,27,,uniswap,protocol_fees
7083,UNI,2018-12-31 00:00:00,2016.0,,31,,uniswap,protocol_fees
7083,UNI,2019-01-31 00:00:00,2906.0,,31,,uniswap,protocol_fees
7083,UNI,2019-02-28 00:00:00,38669.0,,28,,uniswap,protocol_fees
7083,UNI,2019-03-31 00:00:00,49682.0,,31,,uniswap,protocol_fees
7083,UNI,2019-04-30 00:00:00,106690.0,,30,,uniswap,protocol_fees
7083,UNI,2019-05-31 00:00:00,139854.0,,31,,uniswap,protocol_fees
7083,UNI,2019-06-30 00:00:00,126375.0,,30,,uniswap,protocol_fees
7083,UNI,2019-07-31 00:00:00,127458.0,,31,,uniswap,protocol_fees
7083,UNI,2019-08-31 00:00:00,80952.0,,31,,uniswap,protocol_fees
7083,UNI,2019-09-30 00:00:00,72923.0,,30,,uniswap,protocol_fees
7083,UNI,2019-10-31 00:00:00,83065.0,,31,,uniswap,protocol_fees
7083,UNI,2019-11-30 00:00:00,159137.0,,30,,uniswap,protocol_fees
7083,UNI,2019-12-31 00:00:00,182400.0,,31,,uniswap,protocol_fees
7083,UNI,2020-01-31 00:00:00,189905.0,,31,,uniswap,protocol_fees
7083,UNI,2020-02-29 00:00:00,434046.0,,29,,uniswap,protocol_fees
7083,UNI,2020-03-31 00:00:00,659751.0,,31,,uniswap,protocol_fees
7083,UNI,2020-04-30 00:00:00,506983.0,,30,,uniswap,protocol_fees
7083,UNI,2020-05-31 00:00:00,834151.0,,31,,uniswap,protocol_fees
7083,UNI,2020-06-30 00:00:00,1810840.0,,30,,uniswap,protocol_fees
7083,UNI,2020-07-31 00:00:00,5127533.0,,31,,uniswap,protocol_fees
7083,UNI,2020-08-31 00:00:00,20064988.0,,31,,uniswap,protocol_fees
7083,UNI,2020-09-30 00:00:00,45143494.0,,30,,uniswap,protocol_fees
7083,UNI,2020-10-31 00:00:00,32602820.0,,31,,uniswap,protocol_fees
7083,UNI,2020-11-30 00:00:00,29204638.0,,30,,uniswap,protocol_fees
7083,UNI,2020-12-31 00:00:00,38244685.0,,31,,uniswap,protocol_fees
7083,UNI,2021-01-31 00:00:00,79078214.0,,31,,uniswap,protocol_fees
7083,UNI,2021-02-28 00:00:00,96802147.0,,28,,uniswap,protocol_fees
7083,UNI,2021-03-31 00:00:00,96835167.0,0.0,31,3.0,uniswap,protocol_fees
7083,UNI,2021-04-30 00:00:00,126339590.0,,30,,uniswap,protocol_fees
7083,UNI,2021-05-31 00:00:00,251294706.0,,31,,uniswap,protocol_fees
7083,UNI,2021-06-30 00:00:00,109609049.0,,30,,uniswap,protocol_fees
7083,UNI,2021-07-31 00:00:00,86267868.0,,31,,uniswap,protocol_fees
7083,UNI,2021-08-31 00:00:00,112651142.0,,31,,uniswap,protocol_fees
7083,UNI,2021-09-30 00:00:00,125432554.0,,30,,uniswap,protocol_fees
7083,UNI,2021-10-31 00:00:00,139749899.0,,31,,uniswap,protocol_fees
7083,UNI,2021-11-30 00:00:00,190912705.0,,30,,uniswap,protocol_fees
7083,UNI,2021-12-31 00:00:00,160832664.0,,31,,uniswap,protocol_fees
7083,UNI,2022-01-31 00:00:00,136929172.0,,31,,uniswap,protocol_fees
7083,UNI,2022-02-28 00:00:00,87350314.0,,28,,uniswap,protocol_fees
7083,UNI,2022-03-31 00:00:00,89437726.0,,31,,uniswap,protocol_fees
7083,UNI,2022-04-30 00:00:00,88612771.0,,30,,uniswap,protocol_fees
7083,UNI,2022-05-31 00:00:00,89112889.0,,31,,uniswap,protocol_fees
7083,UNI,2022-06-30 00:00:00,65061407.0,,30,,uniswap,protocol_fees
7083,UNI,2022-07-31 00:00:00,51714086.0,,31,,uniswap,protocol_fees
7083,UNI,2022-08-31 00:00:00,52302421.0,,31,,uniswap,protocol_fees
7083,UNI,2022-09-30 00:00:00,45052982.0,,30,,uniswap,protocol_fees
7083,UNI,2022-10-31 00:00:00,39700550.0,,31,,uniswap,protocol_fees
7083,UNI,2022-11-30 00:00:00,58051875.0,,30,,uniswap,protocol_fees
7083,UNI,2022-12-31 00:00:00,24848989.0,0.0,31,2.0,uniswap,protocol_fees
7083,UNI,2023-01-31 00:00:00,38140120.0,0.0,31,5.0,uniswap,protocol_fees
7083,UNI,2023-02-28 00:00:00,67853779.0,,28,,uniswap,protocol_fees
7083,UNI,2023-03-31 00:00:00,74330653.0,0.0,31,1.0,uniswap,protocol_fees
7083,UNI,2023-04-30 00:00:00,48510399.0,0.0,30,1.0,uniswap,protocol_fees
7083,UNI,2023-05-31 00:00:00,68477540.0,0.0,31,1.0,uniswap,protocol_fees
7083,UNI,2023-06-30 00:00:00,36336844.0,,30,,uniswap,protocol_fees
7083,UNI,2023-07-31 00:00:00,34664468.0,,31,,uniswap,protocol_fees
7083,UNI,2023-08-31 00:00:00,34725588.0,,31,,uniswap,protocol_fees
7083,UNI,2023-09-30 00:00:00,22815772.0,0.0,30,1.0,uniswap,protocol_fees
7083,UNI,2023-10-31 00:00:00,34430019.0,0.0,31,31.0,uniswap,protocol_fees
7083,UNI,2023-11-30 00:00:00,58603672.0,0.0,30,30.0,uniswap,protocol_fees
7083,UNI,2023-12-31 00:00:00,78791729.0,0.0,31,31.0,uniswap,protocol_fees
7083,UNI,2024-01-31 00:00:00,73369404.0,0.0,31,31.0,uniswap,protocol_fees
7083,UNI,2024-02-29 00:00:00,82165773.0,0.0,29,29.0,uniswap,protocol_fees
7083,UNI,2024-03-31 00:00:00,147828168.0,0.0,31,31.0,uniswap,protocol_fees
7083,UNI,2024-04-30 00:00:00,113422188.0,0.0,30,30.0,uniswap,protocol_fees
7083,UNI,2024-05-31 00:00:00,84106566.0,0.0,31,31.0,uniswap,protocol_fees
7083,UNI,2024-06-30 00:00:00,76530882.0,0.0,30,30.0,uniswap,protocol_fees
7083,UNI,2024-07-31 00:00:00,65079436.0,0.0,31,31.0,uniswap,protocol_fees
7083,UNI,2024-08-31 00:00:00,55275874.0,0.0,31,31.0,uniswap,protocol_fees
7083,UNI,2024-09-30 00:00:00,45509736.0,0.0,30,30.0,uniswap,protocol_fees
7083,UNI,2024-10-31 00:00:00,65075230.0,0.0,31,31.0,uniswap,protocol_fees
7083,UNI,2024-11-30 00:00:00,126867932.0,0.0,30,30.0,uniswap,protocol_fees
7083,UNI,2024-12-31 00:00:00,159662661.0,0.0,31,31.0,uniswap,protocol_fees
7083,UNI,2025-01-31 00:00:00,140585476.0,0.0,31,31.0,uniswap,protocol_fees
7083,UNI,2025-02-28 00:00:00,87975098.0,0.0,28,28.0,uniswap,protocol_fees
7083,UNI,2025-03-31 00:00:00,60548175.0,0.0,31,31.0,uniswap,protocol_fees
7083,UNI,2025-04-30 00:00:00,58051405.0,0.0,30,30.0,uniswap,protocol_fees
7083,UNI,2025-05-31 00:00:00,82100778.0,0.0,31,31.0,uniswap,protocol_fees
7083,UNI,2025-06-30 00:00:00,68056163.0,0.0,30,30.0,uniswap,protocol_fees
7083,UNI,2025-07-31 00:00:00,88663384.0,0.0,31,31.0,uniswap,protocol_fees
7083,UNI,2025-08-31 00:00:00,109069939.0,0.0,31,31.0,uniswap,protocol_fees
7083,UNI,2025-09-30 00:00:00,100819330.0,0.0,30,30.0,uniswap,protocol_fees
7083,UNI,2025-10-31 00:00:00,132588819.0,0.0,31,31.0,uniswap,protocol_fees
7083,UNI,2025-11-30 00:00:00,81109852.0,0.0,30,30.0,uniswap,protocol_fees
7083,UNI,2025-12-31 00:00:00,44693948.0,164209.0,31,31.0,uniswap,protocol_fees
7083,UNI,2026-01-31 00:00:00,49678815.0,2835080.0,31,31.0,uniswap,protocol_fees
7083,UNI,2026-02-28 00:00:00,59627570.0,3180405.0,28,28.0,uniswap,protocol_fees
7083,UNI,2026-03-31 00:00:00,42167728.0,4580214.0,31,31.0,uniswap,protocol_fees
7083,UNI,2026-04-30 00:00:00,42594419.0,4495125.0,30,30.0,uniswap,protocol_fees
7083,UNI,2026-05-31 00:00:00,46994044.0,3845960.0,31,31.0,uniswap,protocol_fees
7083,UNI,2026-06-30 00:00:00,44150653.0,5109459.0,30,30.0,uniswap,protocol_fees
7083,UNI,2026-07-31 00:00:00,96491850.46,4376712.0,31,31.0,uniswap,protocol_fees
7186,CAKE,2021-04-30 00:00:00,19715642.0,6309004.0,7,7,pancakeswap,protocol_fees
7186,CAKE,2021-05-31 00:00:00,161515039.0,51684814.0,31,31,pancakeswap,protocol_fees
7186,CAKE,2021-06-30 00:00:00,48024421.0,15367815.0,30,30,pancakeswap,protocol_fees
7186,CAKE,2021-07-31 00:00:00,41145561.0,13166578.0,31,31,pancakeswap,protocol_fees
7186,CAKE,2021-08-31 00:00:00,60758955.0,19442868.0,31,31,pancakeswap,protocol_fees
7186,CAKE,2021-09-30 00:00:00,58132020.0,18602245.0,30,30,pancakeswap,protocol_fees
7186,CAKE,2021-10-31 00:00:00,74184769.0,23739125.0,31,31,pancakeswap,protocol_fees
7186,CAKE,2021-11-30 00:00:00,142380834.0,45561865.0,30,30,pancakeswap,protocol_fees
7186,CAKE,2021-12-31 00:00:00,94425957.0,30216305.0,31,31,pancakeswap,protocol_fees
7186,CAKE,2022-01-31 00:00:00,57770897.0,18486688.0,31,31,pancakeswap,protocol_fees
7186,CAKE,2022-02-28 00:00:00,43000930.0,13760297.0,28,28,pancakeswap,protocol_fees
7186,CAKE,2022-03-31 00:00:00,41456522.0,13266085.0,31,31,pancakeswap,protocol_fees
7186,CAKE,2022-04-30 00:00:00,46550663.0,14896214.0,30,30,pancakeswap,protocol_fees
7186,CAKE,2022-05-31 00:00:00,47359126.0,15154918.0,31,31,pancakeswap,protocol_fees
7186,CAKE,2022-06-30 00:00:00,24193352.0,7741871.0,30,30,pancakeswap,protocol_fees
7186,CAKE,2022-07-31 00:00:00,18289066.0,5852503.0,31,31,pancakeswap,protocol_fees
7186,CAKE,2022-08-31 00:00:00,20245771.0,6478646.0,31,31,pancakeswap,protocol_fees
7186,CAKE,2022-09-30 00:00:00,15405061.0,4929619.0,30,30,pancakeswap,protocol_fees
7186,CAKE,2022-10-31 00:00:00,16302941.0,4962022.0,31,31,pancakeswap,protocol_fees
7186,CAKE,2022-11-30 00:00:00,21660001.0,6931199.0,30,30,pancakeswap,protocol_fees
7186,CAKE,2022-12-31 00:00:00,10439703.0,3340704.0,31,31,pancakeswap,protocol_fees
7186,CAKE,2023-01-31 00:00:00,3809546.0,1219053.0,31,31,pancakeswap,protocol_fees
7186,CAKE,2023-02-28 00:00:00,5523795.0,1767614.0,28,28,pancakeswap,protocol_fees
7186,CAKE,2023-03-31 00:00:00,4464891.0,1429026.0,31,31,pancakeswap,protocol_fees
7186,CAKE,2023-04-30 00:00:00,4650593.0,1497029.0,30,30,pancakeswap,protocol_fees
7186,CAKE,2023-05-31 00:00:00,4214893.0,1356477.0,31,31,pancakeswap,protocol_fees
7186,CAKE,2023-06-30 00:00:00,3061075.0,989315.0,30,30,pancakeswap,protocol_fees
7186,CAKE,2023-07-31 00:00:00,10476223.0,3359449.0,31,31,pancakeswap,protocol_fees
7186,CAKE,2023-08-31 00:00:00,3146795.0,998883.0,31,31,pancakeswap,protocol_fees
7186,CAKE,2023-09-30 00:00:00,2619369.0,824572.0,30,30,pancakeswap,protocol_fees
7186,CAKE,2023-10-31 00:00:00,3455690.0,1120607.0,31,31,pancakeswap,protocol_fees
7186,CAKE,2023-11-30 00:00:00,7150853.0,2309303.0,30,30,pancakeswap,protocol_fees
7186,CAKE,2023-12-31 00:00:00,11421988.0,3680323.0,31,31,pancakeswap,protocol_fees
7186,CAKE,2024-01-31 00:00:00,13925419.0,4809285.0,31,31,pancakeswap,protocol_fees
7186,CAKE,2024-02-29 00:00:00,11559349.0,4096945.0,29,29,pancakeswap,protocol_fees
7186,CAKE,2024-03-31 00:00:00,27645193.0,9483783.0,31,31,pancakeswap,protocol_fees
7186,CAKE,2024-04-30 00:00:00,15092360.0,5336759.0,30,30,pancakeswap,protocol_fees
7186,CAKE,2024-05-31 00:00:00,10854158.0,3921763.0,31,31,pancakeswap,protocol_fees
7186,CAKE,2024-06-30 00:00:00,13001250.0,4588539.0,30,30,pancakeswap,protocol_fees
7186,CAKE,2024-07-31 00:00:00,9753650.0,3571657.0,31,31,pancakeswap,protocol_fees
7186,CAKE,2024-08-31 00:00:00,10376498.0,3786224.0,31,31,pancakeswap,protocol_fees
7186,CAKE,2024-09-30 00:00:00,8378655.0,3078973.0,30,30,pancakeswap,protocol_fees
7186,CAKE,2024-10-31 00:00:00,9349254.0,3356294.0,31,31,pancakeswap,protocol_fees
7186,CAKE,2024-11-30 00:00:00,17852059.0,6223353.0,30,30,pancakeswap,protocol_fees
7186,CAKE,2024-12-31 00:00:00,20167038.0,7048080.0,31,31,pancakeswap,protocol_fees
7186,CAKE,2025-01-31 00:00:00,17604505.0,6158027.0,31,31,pancakeswap,protocol_fees
7186,CAKE,2025-02-28 00:00:00,42611459.0,14129434.0,28,28,pancakeswap,protocol_fees
7186,CAKE,2025-03-31 00:00:00,27455467.0,9236701.0,31,31,pancakeswap,protocol_fees
7186,CAKE,2025-04-30 00:00:00,14793433.0,5123966.0,30,30,pancakeswap,protocol_fees
7186,CAKE,2025-05-31 00:00:00,29171501.0,9908140.0,31,31,pancakeswap,protocol_fees
7186,CAKE,2025-06-30 00:00:00,39284047.0,13220672.0,30,30,pancakeswap,protocol_fees
7186,CAKE,2025-07-31 00:00:00,28882966.0,9803409.0,31,31,pancakeswap,protocol_fees
7186,CAKE,2025-08-31 00:00:00,21206966.0,7289877.0,31,31,pancakeswap,protocol_fees
7186,CAKE,2025-09-30 00:00:00,38835863.0,12939680.0,30,30,pancakeswap,protocol_fees
7186,CAKE,2025-10-31 00:00:00,81431814.0,26657837.0,31,31,pancakeswap,protocol_fees
7186,CAKE,2025-11-30 00:00:00,33562185.0,11308186.0,30,30,pancakeswap,protocol_fees
7186,CAKE,2025-12-31 00:00:00,17064995.0,5783502.0,31,31,pancakeswap,protocol_fees
7186,CAKE,2026-01-31 00:00:00,17273463.0,5883941.0,31,31,pancakeswap,protocol_fees
7186,CAKE,2026-02-28 00:00:00,11639831.0,3994586.0,28,28,pancakeswap,protocol_fees
7186,CAKE,2026-03-31 00:00:00,11951888.0,4147709.0,31,31,pancakeswap,protocol_fees
7186,CAKE,2026-04-30 00:00:00,11434226.0,3884351.0,30,30,pancakeswap,protocol_fees
7186,CAKE,2026-05-31 00:00:00,9657650.0,3320856.0,31,31,pancakeswap,protocol_fees
7186,CAKE,2026-06-30 00:00:00,10047848.0,3423987.0,30,30,pancakeswap,protocol_fees
7186,CAKE,2026-07-31 00:00:00,6613303.14,2284272.77,31,31,pancakeswap,protocol_fees
7224,DODO,2022-12-31 00:00:00,236244,47244,30,30,dodo-amm,protocol_fees
7224,DODO,2023-01-31 00:00:00,376011,75198,31,31,dodo-amm,protocol_fees
7224,DODO,2023-02-28 00:00:00,436711,87340,28,28,dodo-amm,protocol_fees
7224,DODO,2023-03-31 00:00:00,539143,107823,31,31,dodo-amm,protocol_fees
7224,DODO,2023-04-30 00:00:00,285656,57133,30,30,dodo-amm,protocol_fees
7224,DODO,2023-05-31 00:00:00,131097,26215,31,31,dodo-amm,protocol_fees
7224,DODO,2023-06-30 00:00:00,209834,41969,30,30,dodo-amm,protocol_fees
7224,DODO,2023-07-31 00:00:00,101660,20333,31,31,dodo-amm,protocol_fees
7224,DODO,2023-08-31 00:00:00,196543,39311,31,31,dodo-amm,protocol_fees
7224,DODO,2023-09-30 00:00:00,116022,23210,30,30,dodo-amm,protocol_fees
7224,DODO,2023-10-31 00:00:00,223421,44689,31,31,dodo-amm,protocol_fees
7224,DODO,2023-11-30 00:00:00,177761,35549,30,30,dodo-amm,protocol_fees
7224,DODO,2023-12-31 00:00:00,593444,118686,31,31,dodo-amm,protocol_fees
7224,DODO,2024-01-31 00:00:00,826082,165214,31,31,dodo-amm,protocol_fees
7224,DODO,2024-02-29 00:00:00,370519,74097,29,29,dodo-amm,protocol_fees
7224,DODO,2024-03-31 00:00:00,1361163,272226,31,31,dodo-amm,protocol_fees
7224,DODO,2024-04-30 00:00:00,910468,182089,30,30,dodo-amm,protocol_fees
7224,DODO,2024-05-31 00:00:00,537975,107583,31,31,dodo-amm,protocol_fees
7224,DODO,2024-06-30 00:00:00,500804,100158,30,30,dodo-amm,protocol_fees
7224,DODO,2024-07-31 00:00:00,220625,44124,31,31,dodo-amm,protocol_fees
7224,DODO,2024-08-31 00:00:00,5493665,1098733,31,31,dodo-amm,protocol_fees
7224,DODO,2024-09-30 00:00:00,257220,51454,30,30,dodo-amm,protocol_fees
7224,DODO,2024-10-31 00:00:00,1521074,304215,31,31,dodo-amm,protocol_fees
7224,DODO,2024-11-30 00:00:00,1708863,341765,30,30,dodo-amm,protocol_fees
7224,DODO,2024-12-31 00:00:00,1018028,203603,31,31,dodo-amm,protocol_fees
7224,DODO,2025-01-31 00:00:00,845959,169194,31,31,dodo-amm,protocol_fees
7224,DODO,2025-02-28 00:00:00,3288294,657663,28,28,dodo-amm,protocol_fees
7224,DODO,2025-03-31 00:00:00,4098287,819665,30,30,dodo-amm,protocol_fees
7224,DODO,2025-04-30 00:00:00,1876230,375255,30,30,dodo-amm,protocol_fees
7224,DODO,2025-05-31 00:00:00,2993635,598723,31,31,dodo-amm,protocol_fees
7224,DODO,2025-06-30 00:00:00,2058993,411795,30,30,dodo-amm,protocol_fees
7224,DODO,2025-07-31 00:00:00,2513342,502669,31,31,dodo-amm,protocol_fees
7224,DODO,2025-08-31 00:00:00,4403107,880619,31,31,dodo-amm,protocol_fees
7224,DODO,2025-09-30 00:00:00,9620668,1924139,30,30,dodo-amm,protocol_fees
7224,DODO,2025-10-31 00:00:00,8745800,1749164,31,31,dodo-amm,protocol_fees
7224,DODO,2025-11-30 00:00:00,485756,97149,30,30,dodo-amm,protocol_fees
7224,DODO,2025-12-31 00:00:00,501362,100267,31,31,dodo-amm,protocol_fees
7224,DODO,2026-01-31 00:00:00,665816,133159,31,31,dodo-amm,protocol_fees
7224,DODO,2026-02-28 00:00:00,509771,101956,28,28,dodo-amm,protocol_fees
7224,DODO,2026-03-31 00:00:00,385718,77148,31,31,dodo-amm,protocol_fees
7224,DODO,2026-04-30 00:00:00,225845,45150,30,30,dodo-amm,protocol_fees
7224,DODO,2026-05-31 00:00:00,216852,43376,31,31,dodo-amm,protocol_fees
7224,DODO,2026-06-30 00:00:00,263906,52780,28,28,dodo-amm,protocol_fees
7224,DODO,2026-07-31 00:00:00,287292,57444,31,31,dodo-amm,protocol_fees
7278,AAVE,2020-12-31 00:00:00,177122,14773,28,28,aave-v2,protocol_fees
7278,AAVE,2021-01-31 00:00:00,1262890,115345,31,31,aave-v2,protocol_fees
7278,AAVE,2021-02-28 00:00:00,4957148,501029,28,28,aave-v2,protocol_fees
7278,AAVE,2021-03-31 00:00:00,5197591,563847,31,31,aave-v2,protocol_fees
7278,AAVE,2021-04-30 00:00:00,7942539,841308,30,30,aave-v2,protocol_fees
7278,AAVE,2021-05-31 00:00:00,27457385,2858693,31,31,aave-v2,protocol_fees
7278,AAVE,2021-06-30 00:00:00,15629836,1752835,30,30,aave-v2,protocol_fees
7278,AAVE,2021-07-31 00:00:00,15876299,1687880,31,31,aave-v2,protocol_fees
7278,AAVE,2021-08-31 00:00:00,30527235,3145905,31,31,aave-v2,protocol_fees
7278,AAVE,2021-09-30 00:00:00,39370428,4020086,30,30,aave-v2,protocol_fees
7278,AAVE,2021-10-31 00:00:00,50194869,5242256,31,31,aave-v2,protocol_fees
7278,AAVE,2021-11-30 00:00:00,30983754,3340673,30,30,aave-v2,protocol_fees
7278,AAVE,2021-12-31 00:00:00,23056501,2488182,31,31,aave-v2,protocol_fees
7278,AAVE,2022-01-31 00:00:00,19438852,2142218,31,31,aave-v2,protocol_fees
7278,AAVE,2022-02-28 00:00:00,13770603,1555469,28,28,aave-v2,protocol_fees
7278,AAVE,2022-03-31 00:00:00,14557388,1623679,31,31,aave-v2,protocol_fees
7278,AAVE,2022-04-30 00:00:00,18121469,1938760,30,30,aave-v2,protocol_fees
7278,AAVE,2022-05-31 00:00:00,10471578,1202588,31,31,aave-v2,protocol_fees
7278,AAVE,2022-06-30 00:00:00,5401576,702978,30,30,aave-v2,protocol_fees
7278,AAVE,2022-07-31 00:00:00,3781348,498039,31,31,aave-v2,protocol_fees
7278,AAVE,2022-08-31 00:00:00,6764735,832154,31,31,aave-v2,protocol_fees
7278,AAVE,2022-09-30 00:00:00,7517401,848921,30,30,aave-v2,protocol_fees
7278,AAVE,2022-10-31 00:00:00,3541687,450890,31,31,aave-v2,protocol_fees
7278,AAVE,2022-11-30 00:00:00,4819286,601440,30,30,aave-v2,protocol_fees
7278,AAVE,2022-12-31 00:00:00,4020518,490615,31,31,aave-v2,protocol_fees
7278,AAVE,2023-01-31 00:00:00,4384339,568860,31,31,aave-v2,protocol_fees
7278,AAVE,2023-02-28 00:00:00,4453700,562455,28,28,aave-v2,protocol_fees
