cmc_id,symbol,month_end,fees_usd,revenue_usd,n_days_fees,n_days_rev,dl_fees_slug,source_notes
2586,SNX,2024-04-30 00:00:00,1621459,1515209,30,30,synthetix,protocol_fees
2586,SNX,2024-05-31 00:00:00,1083717,918863,31,31,synthetix,protocol_fees
2586,SNX,2024-06-30 00:00:00,816545,687740,30,30,synthetix,protocol_fees
2586,SNX,2024-07-31 00:00:00,980436,797752,31,31,synthetix,protocol_fees
2586,SNX,2024-08-31 00:00:00,1036610,896421,31,31,synthetix,protocol_fees
2586,SNX,2024-09-30 00:00:00,447095,420185,30,30,synthetix,protocol_fees
2586,SNX,2024-10-31 00:00:00,1352152,1296979,31,31,synthetix,protocol_fees
2586,SNX,2024-11-30 00:00:00,3463862,3342396,30,30,synthetix,protocol_fees
2586,SNX,2024-12-31 00:00:00,1484833,1364127,31,31,synthetix,protocol_fees
2586,SNX,2025-01-31 00:00:00,663200,506227,31,31,synthetix,protocol_fees
2586,SNX,2025-02-28 00:00:00,649683,449272,28,28,synthetix,protocol_fees
2586,SNX,2025-03-31 00:00:00,359976,270150,31,31,synthetix,protocol_fees
2586,SNX,2025-04-30 00:00:00,231639,165995,30,30,synthetix,protocol_fees
2586,SNX,2025-05-31 00:00:00,134447,60491,31,31,synthetix,protocol_fees
2586,SNX,2025-06-30 00:00:00,139126,62169,30,30,synthetix,protocol_fees
2586,SNX,2025-07-31 00:00:00,82668,82063,31,31,synthetix,protocol_fees
2586,SNX,2025-08-31 00:00:00,307110,307106,31,31,synthetix,protocol_fees
2586,SNX,2025-09-30 00:00:00,1664,1664,30,30,synthetix,protocol_fees
2586,SNX,2025-10-31 00:00:00,1960,1960,31,31,synthetix,protocol_fees
2586,SNX,2025-11-30 00:00:00,808,808,30,30,synthetix,protocol_fees
2586,SNX,2025-12-31 00:00:00,272,272,31,31,synthetix,protocol_fees
2586,SNX,2026-01-31 00:00:00,6730,6730,31,31,synthetix,protocol_fees
2586,SNX,2026-02-28 00:00:00,20,20,28,28,synthetix,protocol_fees
2586,SNX,2026-03-31 00:00:00,0,0,31,31,synthetix,protocol_fees
2586,SNX,2026-04-30 00:00:00,0,0,30,30,synthetix,protocol_fees
2586,SNX,2026-05-31 00:00:00,5922,5922,31,31,synthetix,protocol_fees
2586,SNX,2026-06-30 00:00:00,0,0,30,30,synthetix,protocol_fees
2586,SNX,2026-07-31 00:00:00,0,0,31,31,synthetix,protocol_fees
5631,ORN,2024-08-31 00:00:00,840267,168055,31,31,dedust,protocol_fees
5631,ORN,2024-09-30 00:00:00,441046,88207,30,30,dedust,protocol_fees
5631,ORN,2024-10-31 00:00:00,375967,75194,31,31,dedust,protocol_fees
5631,ORN,2024-11-30 00:00:00,629652,125932,30,30,dedust,protocol_fees
5631,ORN,2024-12-31 00:00:00,535507,107102,31,31,dedust,protocol_fees
5631,ORN,2025-01-31 00:00:00,328694,65739,31,31,dedust,protocol_fees
5631,ORN,2025-02-28 00:00:00,141356,28274,28,28,dedust,protocol_fees
5631,ORN,2025-03-31 00:00:00,99911,19982,31,31,dedust,protocol_fees
5631,ORN,2025-04-30 00:00:00,59542,11908,30,30,dedust,protocol_fees
5631,ORN,2025-05-31 00:00:00,47448,9489,31,31,dedust,protocol_fees
5631,ORN,2025-06-30 00:00:00,63219,12647,30,30,dedust,protocol_fees
5631,ORN,2025-07-31 00:00:00,38520,7703,31,31,dedust,protocol_fees
5631,ORN,2025-08-31 00:00:00,120226,24045,31,31,dedust,protocol_fees
5631,ORN,2025-09-30 00:00:00,44549,8908,30,30,dedust,protocol_fees
5631,ORN,2025-10-31 00:00:00,59531,11904,31,31,dedust,protocol_fees
5631,ORN,2025-11-30 00:00:00,75206,15041,30,30,dedust,protocol_fees
5631,ORN,2025-12-31 00:00:00,40116,8019,31,31,dedust,protocol_fees
5631,ORN,2026-01-31 00:00:00,24366,4872,31,31,dedust,protocol_fees
5631,ORN,2026-02-28 00:00:00,20007,4001,28,28,dedust,protocol_fees
5631,ORN,2026-03-31 00:00:00,2155,432,3,3,dedust,protocol_fees
5631,ORN,2026-04-30 00:00:00,0,0,21,21,dedust,protocol_fees
5631,ORN,2026-05-31 00:00:00,310309,73962,31,31,dedust,protocol_fees
5631,ORN,2026-06-30 00:00:00,95219,29960,30,30,dedust,protocol_fees
5631,ORN,2026-07-31 00:00:00,150216,52123,31,31,dedust,protocol_fees
5692,COMP,2019-05-31 00:00:00,15971,1596,24,24,compound-finance,protocol_fees
5692,COMP,2019-06-30 00:00:00,97052,9708,30,30,compound-finance,protocol_fees
5692,COMP,2019-07-31 00:00:00,340932,34095,31,31,compound-finance,protocol_fees
5692,COMP,2019-08-31 00:00:00,617529,61755,31,31,compound-finance,protocol_fees
5692,COMP,2019-09-30 00:00:00,488223,42529,30,30,compound-finance,protocol_fees
5692,COMP,2019-10-31 00:00:00,435373,30143,31,31,compound-finance,protocol_fees
5692,COMP,2019-11-30 00:00:00,273335,20536,30,30,compound-finance,protocol_fees
5692,COMP,2019-12-31 00:00:00,152307,13419,31,31,compound-finance,protocol_fees
5692,COMP,2020-01-31 00:00:00,219164,17135,31,31,compound-finance,protocol_fees
5692,COMP,2020-02-29 00:00:00,273408,13878,29,29,compound-finance,protocol_fees
5692,COMP,2020-03-31 00:00:00,204406,10284,31,31,compound-finance,protocol_fees
5692,COMP,2020-04-30 00:00:00,64897,3301,30,30,compound-finance,protocol_fees
5692,COMP,2020-05-31 00:00:00,51593,3056,31,31,compound-finance,protocol_fees
5692,COMP,2020-06-30 00:00:00,2569954,558775,30,30,compound-finance,protocol_fees
5692,COMP,2020-07-31 00:00:00,4268858,541326,31,31,compound-finance,protocol_fees
5692,COMP,2020-08-31 00:00:00,4661865,373083,31,31,compound-finance,protocol_fees
5692,COMP,2020-09-30 00:00:00,3542936,320646,30,30,compound-finance,protocol_fees
5692,COMP,2020-10-31 00:00:00,4538651,346614,31,31,compound-finance,protocol_fees
5692,COMP,2020-11-30 00:00:00,6427545,455771,30,30,compound-finance,protocol_fees
5692,COMP,2020-12-31 00:00:00,9733817,1052172,31,31,compound-finance,protocol_fees
5692,COMP,2021-01-31 00:00:00,17777436,2032815,31,31,compound-finance,protocol_fees
5692,COMP,2021-02-28 00:00:00,33119163,3987773,28,28,compound-finance,protocol_fees
5692,COMP,2021-03-31 00:00:00,38354744,4570159,31,31,compound-finance,protocol_fees
5692,COMP,2021-04-30 00:00:00,46803668,5138687,30,30,compound-finance,protocol_fees
5692,COMP,2021-05-31 00:00:00,33722894,3779593,31,31,compound-finance,protocol_fees
5692,COMP,2021-06-30 00:00:00,15484523,1936123,30,30,compound-finance,protocol_fees
5692,COMP,2021-07-31 00:00:00,18439254,2280992,31,31,compound-finance,protocol_fees
5692,COMP,2021-08-31 00:00:00,26915689,3169413,31,31,compound-finance,protocol_fees
5692,COMP,2021-09-30 00:00:00,32182591,3563783,30,30,compound-finance,protocol_fees
5692,COMP,2021-10-31 00:00:00,34092464,3551545,31,31,compound-finance,protocol_fees
5692,COMP,2021-11-30 00:00:00,29608889,3338938,30,30,compound-finance,protocol_fees
5692,COMP,2021-12-31 00:00:00,26159250,3121379,31,31,compound-finance,protocol_fees
5692,COMP,2022-01-31 00:00:00,18255078,2137868,31,31,compound-finance,protocol_fees
5692,COMP,2022-02-28 00:00:00,11106662,1329067,28,28,compound-finance,protocol_fees
5692,COMP,2022-03-31 00:00:00,12104994,1358483,31,31,compound-finance,protocol_fees
5692,COMP,2022-04-30 00:00:00,10141454,1124541,30,30,compound-finance,protocol_fees
5692,COMP,2022-05-31 00:00:00,4049837,455117,31,31,compound-finance,protocol_fees
5692,COMP,2022-06-30 00:00:00,2132696,225481,30,30,compound-finance,protocol_fees
5692,COMP,2022-07-31 00:00:00,1782893,188035,31,31,compound-finance,protocol_fees
5692,COMP,2022-08-31 00:00:00,1934384,209596,31,31,compound-finance,protocol_fees
5692,COMP,2022-09-30 00:00:00,1934762,223695,30,30,compound-finance,protocol_fees
5692,COMP,2022-10-31 00:00:00,1907722,212499,31,31,compound-finance,protocol_fees
5692,COMP,2022-11-30 00:00:00,1869923,188106,30,30,compound-finance,protocol_fees
5692,COMP,2022-12-31 00:00:00,1450779,155263,31,31,compound-finance,protocol_fees
5692,COMP,2023-01-31 00:00:00,1528053,164354,31,31,compound-finance,protocol_fees
5692,COMP,2023-02-28 00:00:00,1894306,205143,28,28,compound-finance,protocol_fees
5692,COMP,2023-03-31 00:00:00,2308529,228410,31,31,compound-finance,protocol_fees
5692,COMP,2023-04-30 00:00:00,1660204,173032,30,30,compound-finance,protocol_fees
5692,COMP,2023-05-31 00:00:00,1692785,173419,31,31,compound-finance,protocol_fees
5692,COMP,2023-06-30 00:00:00,1641324,161437,30,30,compound-finance,protocol_fees
5692,COMP,2023-07-31 00:00:00,2099338,240808,31,31,compound-finance,protocol_fees
5692,COMP,2023-08-31 00:00:00,2738404,336323,31,31,compound-finance,protocol_fees
5692,COMP,2023-09-30 00:00:00,2136690,301024,30,30,compound-finance,protocol_fees
5692,COMP,2023-10-31 00:00:00,2266709,426001,31,31,compound-finance,protocol_fees
5692,COMP,2023-11-30 00:00:00,2738283,687993,30,30,compound-finance,protocol_fees
5692,COMP,2023-12-31 00:00:00,3597432,903898,31,31,compound-finance,protocol_fees
5692,COMP,2024-01-31 00:00:00,3414637,969485,31,31,compound-finance,protocol_fees
5692,COMP,2024-02-29 00:00:00,2700351,737869,29,29,compound-finance,protocol_fees
5692,COMP,2024-03-31 00:00:00,4632940,1173731,31,31,compound-finance,protocol_fees
5692,COMP,2024-04-30 00:00:00,2551352,635455,30,30,compound-finance,protocol_fees
5692,COMP,2024-05-31 00:00:00,2396613,576012,31,31,compound-finance,protocol_fees
5692,COMP,2024-06-30 00:00:00,2169854,452542,30,30,compound-finance,protocol_fees
5692,COMP,2024-07-31 00:00:00,2123200,427034,31,31,compound-finance,protocol_fees
5692,COMP,2024-08-31 00:00:00,765282,150056,31,31,compound-finance,protocol_fees
5692,COMP,2024-09-30 00:00:00,640282,109949,30,30,compound-finance,protocol_fees
5692,COMP,2024-10-31 00:00:00,850116,148562,31,31,compound-finance,protocol_fees
5692,COMP,2024-11-30 00:00:00,1046376,174015,30,30,compound-finance,protocol_fees
5692,COMP,2024-12-31 00:00:00,1990071,338201,31,31,compound-finance,protocol_fees
5692,COMP,2025-01-31 00:00:00,1799503,307404,31,31,compound-finance,protocol_fees
5692,COMP,2025-02-28 00:00:00,3349941,193137,28,28,compound-finance,protocol_fees
5692,COMP,2025-03-31 00:00:00,3667352,93604,31,31,compound-finance,protocol_fees
5692,COMP,2025-04-30 00:00:00,2952817,61566,30,30,compound-finance,protocol_fees
5692,COMP,2025-05-31 00:00:00,3439843,79239,31,31,compound-finance,protocol_fees
5692,COMP,2025-06-30 00:00:00,3706177,111834,30,30,compound-finance,protocol_fees
5692,COMP,2025-07-31 00:00:00,5527814,165723,31,31,compound-finance,protocol_fees
5692,COMP,2025-08-31 00:00:00,4987052,175357,31,31,compound-finance,protocol_fees
5692,COMP,2025-09-30 00:00:00,4681092,98724,30,30,compound-finance,protocol_fees
5692,COMP,2025-10-31 00:00:00,4423627,102466,31,31,compound-finance,protocol_fees
5692,COMP,2025-11-30 00:00:00,3406825,72323,30,30,compound-finance,protocol_fees
5692,COMP,2025-12-31 00:00:00,3555477,888666,31,31,compound-finance,protocol_fees
5692,COMP,2026-01-31 00:00:00,3211757,534760,31,31,compound-finance,protocol_fees
5692,COMP,2026-02-28 00:00:00,1548259,79334,28,28,compound-finance,protocol_fees
5692,COMP,2026-03-31 00:00:00,1518422,46399,31,31,compound-finance,protocol_fees
5692,COMP,2026-04-30 00:00:00,1834663,46001,30,30,compound-finance,protocol_fees
5692,COMP,2026-05-31 00:00:00,1871039,69469,31,31,compound-finance,protocol_fees
5692,COMP,2026-06-30 00:00:00,1631443,116504,30,30,compound-finance,protocol_fees
5692,COMP,2026-07-31 00:00:00,1847450,155693,31,31,compound-finance,protocol_fees
5728,BAL,2020-03-31 00:00:00,29,,9,,balancer,protocol_fees
5728,BAL,2020-04-30 00:00:00,4329,,30,,balancer,protocol_fees
5728,BAL,2020-05-31 00:00:00,30148,,31,,balancer,protocol_fees
5728,BAL,2020-06-30 00:00:00,1134754,,30,,balancer,protocol_fees
5728,BAL,2020-07-31 00:00:00,6419985,,31,,balancer,protocol_fees
5728,BAL,2020-08-31 00:00:00,17250469,,31,,balancer,protocol_fees
5728,BAL,2020-09-30 00:00:00,24572009,,30,,balancer,protocol_fees
5728,BAL,2020-10-31 00:00:00,5181994,,31,,balancer,protocol_fees
5728,BAL,2020-11-30 00:00:00,4111886,,30,,balancer,protocol_fees
5728,BAL,2020-12-31 00:00:00,4411863,,31,,balancer,protocol_fees
5728,BAL,2021-01-31 00:00:00,10025303,,31,,balancer,protocol_fees
5728,BAL,2021-02-28 00:00:00,14547998,,28,,balancer,protocol_fees
5728,BAL,2021-03-31 00:00:00,12705542,,31,,balancer,protocol_fees
5728,BAL,2021-04-30 00:00:00,15903775,25.0,30,7.0,balancer,protocol_fees
5728,BAL,2021-05-31 00:00:00,22281724,62108.0,31,31.0,balancer,protocol_fees
5728,BAL,2021-06-30 00:00:00,5916904,526776.0,30,30.0,balancer,protocol_fees
5728,BAL,2021-07-31 00:00:00,4338841,876784.0,31,31.0,balancer,protocol_fees
5728,BAL,2021-08-31 00:00:00,4330069,1159116.0,31,31.0,balancer,protocol_fees
5728,BAL,2021-09-30 00:00:00,5621200,1686989.0,30,30.0,balancer,protocol_fees
5728,BAL,2021-10-31 00:00:00,4854082,1577703.0,31,31.0,balancer,protocol_fees
5728,BAL,2021-11-30 00:00:00,8358106,3364856.0,30,30.0,balancer,protocol_fees
5728,BAL,2021-12-31 00:00:00,8152816,3406539.0,31,31.0,balancer,protocol_fees
5728,BAL,2022-01-31 00:00:00,3580512,1189280.0,31,31.0,balancer,protocol_fees
5728,BAL,2022-02-28 00:00:00,3677505,1223148.0,28,28.0,balancer,protocol_fees
5728,BAL,2022-03-31 00:00:00,3709491,1223851.0,31,31.0,balancer,protocol_fees
5728,BAL,2022-04-30 00:00:00,6208041,2384464.0,30,30.0,balancer,protocol_fees
5728,BAL,2022-05-31 00:00:00,5278684,2111146.0,31,31.0,balancer,protocol_fees
5728,BAL,2022-06-30 00:00:00,3682062,1495638.0,30,30.0,balancer,protocol_fees
5728,BAL,2022-07-31 00:00:00,2933455,1078104.0,31,31.0,balancer,protocol_fees
5728,BAL,2022-08-31 00:00:00,3317609,1398839.0,31,31.0,balancer,protocol_fees
5728,BAL,2022-09-30 00:00:00,3003700,1340255.0,30,30.0,balancer,protocol_fees
5728,BAL,2022-10-31 00:00:00,2376825,1066859.0,31,31.0,balancer,protocol_fees
5728,BAL,2022-11-30 00:00:00,3032385,1212331.0,30,30.0,balancer,protocol_fees
5728,BAL,2022-12-31 00:00:00,1329860,577044.0,31,31.0,balancer,protocol_fees
5728,BAL,2023-01-31 00:00:00,2554606,1081512.0,31,31.0,balancer,protocol_fees
5728,BAL,2023-02-28 00:00:00,3069720,1369899.0,28,28.0,balancer,protocol_fees
5728,BAL,2023-03-31 00:00:00,3052238,1469802.0,31,31.0,balancer,protocol_fees
5728,BAL,2023-04-30 00:00:00,1990866,954848.0,30,30.0,balancer,protocol_fees
5728,BAL,2023-05-31 00:00:00,1166857,563835.0,31,31.0,balancer,protocol_fees
5728,BAL,2023-06-30 00:00:00,1087220,488969.0,30,30.0,balancer,protocol_fees
5728,BAL,2023-07-31 00:00:00,1027575,433685.0,31,31.0,balancer,protocol_fees
5728,BAL,2023-08-31 00:00:00,4625662,2208026.0,31,31.0,balancer,protocol_fees
5728,BAL,2023-09-30 00:00:00,567609,252109.0,30,30.0,balancer,protocol_fees
5728,BAL,2023-10-31 00:00:00,737054,303628.0,31,31.0,balancer,protocol_fees
5728,BAL,2023-11-30 00:00:00,1711283,723451.0,30,30.0,balancer,protocol_fees
5728,BAL,2023-12-31 00:00:00,2076318,889615.0,31,31.0,balancer,protocol_fees
5728,BAL,2024-01-31 00:00:00,1563025,675399.0,31,31.0,balancer,protocol_fees
5728,BAL,2024-02-29 00:00:00,1707219,803382.0,29,29.0,balancer,protocol_fees
5728,BAL,2024-03-31 00:00:00,2897823,1394507.0,31,31.0,balancer,protocol_fees
5728,BAL,2024-04-30 00:00:00,2779833,1352333.0,30,30.0,balancer,protocol_fees
5728,BAL,2024-05-31 00:00:00,1557902,754898.0,31,31.0,balancer,protocol_fees
5728,BAL,2024-06-30 00:00:00,1515201,748601.0,30,30.0,balancer,protocol_fees
5728,BAL,2024-07-31 00:00:00,1430844,703417.0,31,31.0,balancer,protocol_fees
5728,BAL,2024-08-31 00:00:00,1781003,876746.0,31,31.0,balancer,protocol_fees
5728,BAL,2024-09-30 00:00:00,1611478,798960.0,30,30.0,balancer,protocol_fees
5728,BAL,2024-10-31 00:00:00,1479369,732076.0,31,31.0,balancer,protocol_fees
5728,BAL,2024-11-30 00:00:00,3328809,1650453.0,30,30.0,balancer,protocol_fees
5728,BAL,2024-12-31 00:00:00,6349907,3154945.0,31,31.0,balancer,protocol_fees
5728,BAL,2025-01-31 00:00:00,3596092,1784228.0,31,31.0,balancer,protocol_fees
5728,BAL,2025-02-28 00:00:00,2500357,1219645.0,28,28.0,balancer,protocol_fees
5728,BAL,2025-03-31 00:00:00,1568863,734058.0,31,31.0,balancer,protocol_fees
5728,BAL,2025-04-30 00:00:00,1222158,547096.0,30,30.0,balancer,protocol_fees
5728,BAL,2025-05-31 00:00:00,1600548,709082.0,31,31.0,balancer,protocol_fees
5728,BAL,2025-06-30 00:00:00,1189204,538140.0,30,30.0,balancer,protocol_fees
5728,BAL,2025-07-31 00:00:00,1537582,688984.0,31,31.0,balancer,protocol_fees
5728,BAL,2025-08-31 00:00:00,2024893,860033.0,31,31.0,balancer,protocol_fees
5728,BAL,2025-09-30 00:00:00,2096576,834512.0,30,30.0,balancer,protocol_fees
5728,BAL,2025-10-31 00:00:00,2757272,1092856.0,31,31.0,balancer,protocol_fees
5728,BAL,2025-11-30 00:00:00,979535,347648.0,30,30.0,balancer,protocol_fees
5728,BAL,2025-12-31 00:00:00,615343,211230.0,31,31.0,balancer,protocol_fees
5728,BAL,2026-01-31 00:00:00,456799,137984.0,31,31.0,balancer,protocol_fees
5728,BAL,2026-02-28 00:00:00,530586,197316.0,28,28.0,balancer,protocol_fees
5728,BAL,2026-03-31 00:00:00,314244,97237.0,31,31.0,balancer,protocol_fees
5728,BAL,2026-04-30 00:00:00,558474,204413.0,30,30.0,balancer,protocol_fees
5728,BAL,2026-05-31 00:00:00,316703,90007.0,31,31.0,balancer,protocol_fees
5728,BAL,2026-06-30 00:00:00,250517,53303.0,30,30.0,balancer,protocol_fees
5728,BAL,2026-07-31 00:00:00,269660,107475.0,31,31.0,balancer,protocol_fees
5864,YFI,2020-07-31 00:00:00,20353,4478,4,4,yearn,protocol_fees
5864,YFI,2020-08-31 00:00:00,764997,168302,30,30,yearn,protocol_fees
