cmc_id,symbol,name,picked_chainid,picked_address,reachable,n_platforms,platforms
5117,OGN,Origin Protocol,1,0x8207c1ffc5b6804f6024322ccf34f29c3541ae26,True,2,Ethereum:0x8207c1ffc5b6804f6024322ccf34f29c3541ae26 | Base:0x7002458B1DF59EccB57387bC79fFc7C29E22e6f7
5190,FLEX,FLEX,1,0xfcf8eda095e37a41e002e266daad7efc1579bc0a,True,1,Ethereum:0xfcf8eda095e37a41e002e266daad7efc1579bc0a
5234,DNA,Metaverse Dualchain Network Architecture,,,False,0,
5266,MLK,MiL.k,42161,0x374c5FB7979d5fDBAAd2d95409e235e5CBdfD43C,True,1,Arbitrum:0x374c5FB7979d5fDBAAd2d95409e235e5CBdfD43C
5274,EDG,Edgeware,56,0x4e0da40b9063dc48364c1c0ffb4ae9d091fc2270,True,5,BNB Smart Chain (BEP20):0x4e0da40b9063dc48364c1c0ffb4ae9d091fc2270 | Polygon:0x4e0da40b9063dc48364c1c0ffb4ae9d091fc2270 | Arbitrum:0x4e0da40b9063dc48364c1c0ffb4ae9d091fc2270 | Linea:0x4e0da40b9063dc48364c1c0ffb4ae9d091fc2270 | Base:0x4e0da40b9063dc48364c1c0ffb4ae9d091fc2270
5279,SOLO,Sologenic,56,0xc2c28b58db223da89b567a0a98197fc17c115148,True,2,BNB Smart Chain (BEP20):0xc2c28b58db223da89b567a0a98197fc17c115148 | XRP Ledger:534F4C4F00000000000000000000000000000000.rsoLo2S1kiGeCcn6hCUXVrCpGMWLrRrLZz
5299,HDAO,HyperDAO,1,0x74faab6986560fd1140508e4266d8a7b87274ffd,True,1,Ethereum:0x74faab6986560fd1140508e4266d8a7b87274ffd
5354,PEAK,PEAKDEFI,1,0x630d98424efe0ea27fb1b3ab7741907dffeaad78,True,2,Ethereum:0x630d98424efe0ea27fb1b3ab7741907dffeaad78 | BNB Smart Chain (BEP20):0x630d98424efe0ea27fb1b3ab7741907dffeaad78
5410,PRQ,PARSIQ,1,0x362bc847A3a9637d3af6624EeC853618a43ed7D2,True,2,Ethereum:0x362bc847A3a9637d3af6624EeC853618a43ed7D2 | BNB Smart Chain (BEP20):0xd21d29b38374528675c34936bf7d5dd693d2a577
5429,DEP,DEAPcoin,1,0x1a3496c18d558bd9c6c8f609e1b129f67ab08163,True,6,Ethereum:0x1a3496c18d558bd9c6c8f609e1b129f67ab08163 | BNB Smart Chain (BEP20):0xcaf5191fc480f43e4df80106c7695eca56e48b18 | Solana:BgwQjVNMWvt2d8CN51CsbniwRWyZ9H9HfHkEsvikeVuZ | Fantom:0x8dFDC61c7c7551D0DEec950A2822eB59cddb8f59 | Polygon:0xd0ee109352c6116db0f17f4aa8519cdbfc7e7887 | Avalanche C-Chain:
5488,JST,JUST,,,False,1,Tron20:TCFLL5dx5ZJdKnWuesXxi1VPwjLVmWZZy9
5566,KEEP,Keep Network,1,0x85eee30c52b0b379b046fb0f85f4f3dc3009afec,True,2,Ethereum:0x85eee30c52b0b379b046fb0f85f4f3dc3009afec | Solana:64L6o4G2H7Ln1vN7AHZsUMW4pbFciHyuwn4wUdSbcFxh
5601,STAKE,STAKE,1,0x0Ae055097C6d159879521C384F1D2123D1f195e6,True,2,Ethereum:0x0Ae055097C6d159879521C384F1D2123D1f195e6 | Gnosis Chain:0xb7D311E2Eb55F2f68a9440da38e7989210b9A05e
5617,UMA,UMA,1,0x04Fa0d235C4abf4BcF4787aF4CF447DE572eF828,True,2,Ethereum:0x04Fa0d235C4abf4BcF4787aF4CF447DE572eF828 | Avalanche C-Chain:0x3Bd2B1c7ED8D396dbb98DED3aEbb41350a5b2339
5631,ORN,Orion,1,0x0258F474786DdFd37ABCE6df6BBb1Dd5dfC4434a,True,2,Ethereum:0x0258F474786DdFd37ABCE6df6BBb1Dd5dfC4434a | BNB Smart Chain (BEP20):0xe4ca1f75eca6214393fce1c1b316c237664eaa8e
5690,RENDER,Render,1,0x6de037ef9ad2725eb40118bb1702ebb27e4aeb24,True,2,Ethereum:0x6de037ef9ad2725eb40118bb1702ebb27e4aeb24 | Solana:rndrizKT3MK1iimdxRdWabcF7Zg7AR5T4nud4EkHBof
5741,DMG,DMM: Governance,1,0xEd91879919B71bB6905f23af0A68d231EcF87b14,True,1,Ethereum:0xEd91879919B71bB6905f23af0A68d231EcF87b14
5798,RING,Darwinia Network,1,0x9469d013805bffb7d3debe5e7839237e535ec483,True,1,Ethereum:0x9469d013805bffb7d3debe5e7839237e535ec483
5824,SLP,Smooth Love Potion,1,0xCC8Fa225D80b9c7D42F96e9570156c65D6cAAa25,True,4,Ethereum:0xCC8Fa225D80b9c7D42F96e9570156c65D6cAAa25 | BNB Smart Chain (BEP20):0x070a08BeEF8d36734dD67A491202fF35a6A16d97 | Solana:4hpngEp1v3CXpeKB81Gw4sv7YvwUVRKvY3SGag9ND8Q4 | Ronin:0xa8754b9fa15fc18bb59458815510e40a12cd2014
5829,SWAP,TrustSwap,1,0xcc4304a31d09258b0029ea7fe63d032f52e44efe,True,4,Ethereum:0xcc4304a31d09258b0029ea7fe63d032f52e44efe | BNB Smart Chain (BEP20):0x94eafeeef7ffa66203fdc9349c54d601472a79dc | Polygon:0x3809dcdd5dde24b37abe64a5a339784c3323c44f | Avalanche C-Chain:0xc7B5D72C836e718cDA8888eaf03707fAef675079
5830,NXM,NXM,1,0xd7c49cee7e9188cca6ad8ff264c1da2e69d4cf3b,True,2,Ethereum:0xd7c49cee7e9188cca6ad8ff264c1da2e69d4cf3b | Solana:Aqs5ydqKXEK2cjotDXxHmk8N9PknqQ5q4ZED4ymY1eeh
5841,NEST,NEST Protocol,1,0xcd6926193308d3B371FdD6A6219067E550000000,True,2,Ethereum:0xcd6926193308d3B371FdD6A6219067E550000000 | BNB Smart Chain (BEP20):0xcd6926193308d3B371FdD6A6219067E550000000
5892,ANY,Anyswap,1,0xf99d58e463a2e07e5692127302c20a191861b4d6,True,4,Ethereum:0xf99d58e463a2e07e5692127302c20a191861b4d6 | BNB Smart Chain (BEP20):0xf68c9df95a18b2a5a5fa1124d79eeeffbad0b6fa | Fantom:0xddcb3ffd12750b45d32e084887fdf1aabab34239 | Avalanche C-Chain:0xB44a9B6905aF7c801311e8F4E76932ee959c663C
5906,NVT,NerveNetwork,1,0x7b6f71c8b123b38aa8099e0098bec7fbc35b8a13,True,5,Ethereum:0x7b6f71c8b123b38aa8099e0098bec7fbc35b8a13 | BNB Smart Chain (BEP20):0xf0e406c49c63abf358030a299c0e00118c4c6ba5 | HECO:0xf0e406c49c63abf358030a299c0e00118c4c6ba5 | Polygon:0x0fdb676775cc91042501c0c14ae5b2b5166b24d9 | OKExChain:0xd1351ec15e8511658c2ba1e1e81e1e60aa39c9cd
5957,YFII,DFI.Money,1,0xa1d0E215a23d7030842FC67cE582a6aFa3CCaB83,True,2,Ethereum:0xa1d0E215a23d7030842FC67cE582a6aFa3CCaB83 | BNB Smart Chain (BEP20):0x7f70642d88cf1c4a3a7abb072b53b929b653eda5
5994,SHIB,Shiba Inu,1,0x95ad61b0a150d79219dcf64e1e6cc01f0b64c4ce,True,3,Ethereum:0x95ad61b0a150d79219dcf64e1e6cc01f0b64c4ce | BNB Smart Chain (BEP20):0x2859e4544c4bb03966803b044a93563bd2d0dd4d | Base:0x95ad61b0a150d79219dcf64e1e6cc01f0b64c4ce
6138,DIA,DIA,1,0x84ca8bc7997272c7cfb4d0cd3d55cd942b3c9419,True,2,Ethereum:0x84ca8bc7997272c7cfb4d0cd3d55cd942b3c9419 | BNB Smart Chain (BEP20):0x99956d38059cf7beda96ec91aa7bb2477e0901dd
6432,OMI,ECOMI,,,False,0,
6511,STRONG,Strong,1,0x990f341946a3fdb507ae7e52d17851b87168017c,True,1,Ethereum:0x990f341946a3fdb507ae7e52d17851b87168017c
6669,CVP,PowerPool,1,0x38e4adb44ef08f22f5b5b76a8f0c2d0dcbe7dca1,True,2,Ethereum:0x38e4adb44ef08f22f5b5b76a8f0c2d0dcbe7dca1 | Gnosis Chain:0x7da0bfe9d26c5b64c7580c04bb1425364273e4b0
6748,CFG,Centrifuge,1,0xcccccccccc33d538dbc2ee4feab0a7a1ff4e8a94,True,1,Ethereum:0xcccccccccc33d538dbc2ee4feab0a7a1ff4e8a94
6756,ACA,Acala Token,,,False,0,
6783,AXS,Axie Infinity,1,0xbb0e17ef65f82ab018d8edd776e8dd940327b28b,True,5,Ethereum:0xbb0e17ef65f82ab018d8edd776e8dd940327b28b | BNB Smart Chain (BEP20):0x715d400f88c167884bbcc41c5fea407ed4d2f8a0 | Solana:HysWcbHiYY9888pHbaqhwLYZQeZrcQMXKQWRqS7zcPK5 | Harmony:0x14a7b318fed66ffdcc80c1517c172c13852865de | Ronin:0x97a9107c1793bc407d6f527b77e7fff4d812bece
6833,LIT,Litentry,1,0xb59490ab09a0f526cc7305822ac65f2ab12f9723,True,1,Ethereum:0xb59490ab09a0f526cc7305822ac65f2ab12f9723
6843,RAD,Radworks,1,0x31c8eacbffdd875c74b94b077895bd78cf1e64a3,True,1,Ethereum:0x31c8eacbffdd875c74b94b077895bd78cf1e64a3
6929,HEGIC,Hegic,1,0x584bC13c7D411c00c01A62e8019472dE68768430,True,3,Ethereum:0x584bC13c7D411c00c01A62e8019472dE68768430 | Fantom:0x44B26E839eB3572c5E959F994804A5De66600349 | Arbitrum:0x431402e8b9dE9aa016C743880e04E517074D8cEC
6941,HBTC,Huobi BTC,1,0x0316EB71485b0Ab14103307bf65a021042c6d380,True,3,Ethereum:0x0316EB71485b0Ab14103307bf65a021042c6d380 | Solana:7dVH61ChzgmN9BwG4PkzwRP8PbYwPJ7ZPNF2vamKT2H8 | HECO:0x66a79d23e58475d2738179ca52cd0b41d73f0bea
6945,AMP,Amp,1,0xff20817765cb7f73d4bde2e66e067e58d11095c2,True,1,Ethereum:0xff20817765cb7f73d4bde2e66e067e58d11095c2
6951,REEF,Reef,,,False,1,Reef:0x0000000000000000000000000000000001000000
6990,SUN,SUN,,,False,0,
7033,ESD,Empty Set Dollar,1,0x36f3fd68e7325a35eb768f1aedaae9ea0689d723,True,1,Ethereum:0x36f3fd68e7325a35eb768f1aedaae9ea0689d723
7064,BAKE,BakeryToken,56,0xE02dF9e3e622DeBdD69fb838bB799E3F168902c5,True,1,BNB Smart Chain (BEP20):0xE02dF9e3e622DeBdD69fb838bB799E3F168902c5
7150,FLM,Flamingo,,,False,1,Neo:4d9eab13620fe3569ba3b0e56e2877739e4145e3
7208,POLS,Polkastarter,1,0x83e6f1e41cdd28eaceb20cb649155049fac3d5aa,True,2,Ethereum:0x83e6f1e41cdd28eaceb20cb649155049fac3d5aa | BNB Smart Chain (BEP20):0x7e624fa0e1c4abfd309cc15719b7e2580887f570
7224,DODO,DODO,1,0x43dfc4159d86f3a37a5a4b3d4580b888ad7d4ddd,True,4,Ethereum:0x43dfc4159d86f3a37a5a4b3d4580b888ad7d4ddd | BNB Smart Chain (BEP20):0x67ee3Cb086F8a16f34beE3ca72FAD36F7Db929e2 | Arbitrum:0x69Eb4FA4a2fbd498C257C57Ea8b7655a2559A581 | Near:43dfc4159d86f3a37a5a4b3d4580b888ad7d4ddd.factory.bridge.near
7228,DDX,DerivaDAO,1,0x3a880652f47bfaa771908c07dd8673a787daed3a,True,1,Ethereum:0x3a880652f47bfaa771908c07dd8673a787daed3a
7232,ALPHA,Stella,1,0xa1faa113cbe53436df28ff0aee54275c13b40975,True,4,Ethereum:0xa1faa113cbe53436df28ff0aee54275c13b40975 | BNB Smart Chain (BEP20):0xa1faa113cbe53436df28ff0aee54275c13b40975 | Avalanche C-Chain:0x2147EFFF675e4A4eE1C2f918d181cDBd7a8E208f | Arbitrum:0xC9CBf102c73fb77Ec14f8B4C8bd88e050a6b2646
7242,CORE,cVault.finance,1,0x62359ed7505efc61ff1d56fef82158ccaffa23d7,True,1,Ethereum:0x62359ed7505efc61ff1d56fef82158ccaffa23d7
7288,XVS,Venus,1,0xd3CC9d8f3689B83c91b7B59cAB4946B063EB894A,True,8,Ethereum:0xd3CC9d8f3689B83c91b7B59cAB4946B063EB894A | BNB Smart Chain (BEP20):0xcf6bb5389c92bdda8a3747ddb454cb7a64626c63 | Optimism:0x4a971e87ad1F61f7f3081645f52a99277AE917cF | Arbitrum:0xc1eb7689147c81ac840d4ff0d298489fc7986d52 | zkSync Era:0xD78ABD81a3D57712a3af080dc4185b698Fe9ac5A | Base:0xebB787
7326,DEXE,DeXe,1,0xde4EE8057785A7e8e800Db58F9784845A5C2Cbd6,True,2,Ethereum:0xde4EE8057785A7e8e800Db58F9784845A5C2Cbd6 | BNB Smart Chain (BEP20):0x6E88056E8376Ae7709496Ba64d37fa2f8015ce3e
7455,AUDIO,Audius,1,0x18aaa7115705e8be94bffebde57af9bfc265b998,True,3,Ethereum:0x18aaa7115705e8be94bffebde57af9bfc265b998 | Solana:9LzCMqDgTKYz9Drzqnpgee3SGa89up3a247ypMj2xrqM | Gnosis Chain:0x8A95ea379E1Fa4C749dd0A7A21377162028C479e
7501,WOO,WOO,1,0x4691937a7508860f876c9c0a2a617e7d9e945d4b,True,6,Ethereum:0x4691937a7508860f876c9c0a2a617e7d9e945d4b | BNB Smart Chain (BEP20):0x4691937a7508860f876c9c0a2a617e7d9e945d4b | Polygon:0x1B815d120B3eF02039Ee11dC2d33DE7aA4a8C603 | Avalanche C-Chain:0xabc9547b534519ff73921b1fba6e672b5f58d083 | Arbitrum:0xcafcd85d8ca7ad1e1c6f82f651fa15e33aefd07b | Near:46
7617,SFI,saffron.finance,1,0xb753428af26e81097e7fd17f40c88aaa3e04902c,True,1,Ethereum:0xb753428af26e81097e7fd17f40c88aaa3e04902c
7654,RFOX,RFOX,1,0xa1d6df714f91debf4e0802a542e13067f31b8262,True,2,Ethereum:0xa1d6df714f91debf4e0802a542e13067f31b8262 | BNB Smart Chain (BEP20):0x0a3a21356793b49154fd3bbe91cbc2a16c0457f5
7672,UNFI,Unifi Protocol DAO,1,0x441761326490cacf7af299725b6292597ee822c2,True,2,Ethereum:0x441761326490cacf7af299725b6292597ee822c2 | BNB Smart Chain (BEP20):0x728C5baC3C3e370E372Fc4671f9ef6916b814d8B
7737,API3,API3,1,0x0b38210ea11411557c13457D4dA7dC6ea731B88a,True,1,Ethereum:0x0b38210ea11411557c13457D4dA7dC6ea731B88a
7817,BFC,Bifrost,1,0x0c7D5ae016f806603CB1782bEa29AC69471CAb9c,True,1,Ethereum:0x0c7D5ae016f806603CB1782bEa29AC69471CAb9c
7857,MIR,Mirror Protocol,1,0x09a3EcAFa817268f77BE1283176B946C4ff2E608,True,3,Ethereum:0x09a3EcAFa817268f77BE1283176B946C4ff2E608 | BNB Smart Chain (BEP20):0x5B6DcF557E2aBE2323c48445E8CC948910d8c2c9 | Terra Classic:terra15gwkyepfc6xgca5t5zefzwy42uts8l2m4g40k6
7961,vBNB,Venus BNB,56,0xA07c5b74C9B40447a954e1466938b865b6BBea36,True,1,BNB Smart Chain (BEP20):0xA07c5b74C9B40447a954e1466938b865b6BBea36
7962,vBTC,Venus BTC,56,0x882C173bC7Ff3b7786CA16dfeD3DFFfb9Ee7847B,True,1,BNB Smart Chain (BEP20):0x882C173bC7Ff3b7786CA16dfeD3DFFfb9Ee7847B
7963,vETH,Venus ETH,56,0xf508fCD89b8bd15579dc79A6827cB4686A3592c8,True,1,BNB Smart Chain (BEP20):0xf508fCD89b8bd15579dc79A6827cB4686A3592c8
7978,FIDA,Bonfida,,,False,1,Solana:EchesyfXePKdLtoiZSL8pBe8Myagyy8ZRqsACNCFGnvp
8075,RLY,Rally,1,0xf1f955016EcbCd7321c7266BccFB96c68ea5E49b,True,3,Ethereum:0xf1f955016EcbCd7321c7266BccFB96c68ea5E49b | Flow:A.231cc0dbbcffc4b7.RLY | Core:0xc8d0C7393ed59A55A50b2Aebf74AF97Ea951c533
8083,LON,Tokenlon Network Token,1,0x0000000000095413afc295d19edeb1ad7b71c952,True,1,Ethereum:0x0000000000095413afc295d19edeb1ad7b71c952
8161,SPI,Shopping,1,0x9b02dd390a603add5c07f9fd9175b7dabe8d63b7,True,2,Ethereum:0x9b02dd390a603add5c07f9fd9175b7dabe8d63b7 | BNB Smart Chain (BEP20):0x78a18db278f9c7c9657f61da519e6ef43794dd5d
8202,ZKB,ZKBase,1,0xBBBbbBBB46A1dA0F0C3F64522c275BAA4C332636,True,1,Ethereum:0xBBBbbBBB46A1dA0F0C3F64522c275BAA4C332636
8210,BTCST,Bitcoin Standard Hashrate Token,,,False,0,
8290,SUPER,SuperVerse,1,0xe53ec727dbdeb9e2d5456c3be40cff031ab40a55,True,5,Ethereum:0xe53ec727dbdeb9e2d5456c3be40cff031ab40a55 | Polygon:0xa1428174f516f527fafdd146b883bb4428682737 | Avalanche C-Chain:0x09fa58228bb791ea355c90da1e4783452b9bd8c3 | Base:0x391359ab0CCef572DcaC78F74E47D7C06Db0b982 | Soneium:0xF765356C901a064A74Fa4560622f21C91048c3D7
8296,KSP,KLAYswap Protocol,,,False,1,KAIA:0xc6a2ad8cc6e4a7e08fc37cc5954be07d499e7654
8335,MDX,Mdex,56,0x9c65ab58d8d978db963e63f2bfb7121627e3a739,True,2,BNB Smart Chain (BEP20):0x9c65ab58d8d978db963e63f2bfb7121627e3a739 | HECO:0x25d2e80cb6b86881fd7e07dd263fb79f4abe033c
8353,BETH,Beacon ETH,56,0x250632378e573c6be1ac2f97fcdf00515d0aa91b,True,1,BNB Smart Chain (BEP20):0x250632378e573c6be1ac2f97fcdf00515d0aa91b
8420,DAO,DAO Maker,1,0x0f51bb10119727a7e5ea3538074fb341f56b09ad,True,3,Ethereum:0x0f51bb10119727a7e5ea3538074fb341f56b09ad | BNB Smart Chain (BEP20):0x4d2d32d8652058Bf98c772953E1Df5c5c85D9F45 | Solana:85aM5XJhdDeUw4MbGKM56zmWnsRyh76zUVut97uPjiCg
8497,BANANA,ApeSwap,1,0x92DF60c51C710a1b1C20E42D85e221f3A1bFc7f2,True,4,Ethereum:0x92DF60c51C710a1b1C20E42D85e221f3A1bFc7f2 | BNB Smart Chain (BEP20):0x603c7f932ED1fc6575303D8Fb018fDCBb0f39a95 | Polygon:0x5d47baba0d66083c52009271faf3f50dcc01023c | Arbitrum:0xd978f8489e1245568704407a479a71fcce2afe8f
8526,RAY,Raydium,56,0x13b6A55662f6591f8B8408Af1C73B017E32eEdB8,True,2,BNB Smart Chain (BEP20):0x13b6A55662f6591f8B8408Af1C73B017E32eEdB8 | Solana:4k3Dyjzvzp8eMZWUXbBCjEvwSkkk59S5iCNLY3QrkX6R
8534,CHEX,Chintai,1,0x9Ce84F6A69986a83d92C324df10bC8E64771030f,True,4,Ethereum:0x9Ce84F6A69986a83d92C324df10bC8E64771030f | Vaulta:chexchexchex | BNB Smart Chain (BEP20):0x9Ce84F6A69986a83d92C324df10bC8E64771030f | Solana:6dKCoWjpj5MFU5gWDEFdpUUeBasBLK3wLEwhUzQPAa1e
8602,AUCTION,Bounce Token,1,0xA9B1Eb5908CfC3cdf91F9B8B3a74108598009096,True,2,Ethereum:0xa9b1eb5908cfc3cdf91f9b8b3a74108598009096 | BNB Smart Chain (BEP20):0x1188d953afc697c031851169eef640f23ac8529c
8615,EPIC,Epic Chain,1,0x94314a14df63779c99c0764a30e0cd22fa78fc0e,True,1,Ethereum:0x94314a14df63779c99c0764a30e0cd22fa78fc0e
8719,ILV,Illuvium,1,0x767fe9edc9e0df98e07454847909b5e959d7ca0e,True,1,Ethereum:0x767fe9edc9e0df98e07454847909b5e959d7ca0e
8766,ALICE,MyNeighborAlice,1,0xAC51066d7bEC65Dc4589368da368b212745d63E8,True,3,Ethereum:0xAC51066d7bEC65Dc4589368da368b212745d63E8 | BNB Smart Chain (BEP20):0xac51066d7bec65dc4589368da368b212745d63e8 | Solana:9ARQsBfAn65q522cEqSJuse3cLhA31jgWDBGQHeiq7Mg
8857,ANC,Anchor Protocol,1,0x0F3ADC247E91c3c50bC08721355A41037E89Bc20,True,2,Ethereum:0x0F3ADC247E91c3c50bC08721355A41037E89Bc20 | Terra Classic:terra14z56l0fp2lsf86zy3hty2z47ezkhnthtr9yq76
8891,BTCST,Bitcoin Standard Hashrate Token,56,0x78650b139471520656b9e7aa7a5e9276814a38e9,True,2,BNB Smart Chain (BEP20):0x78650b139471520656b9e7aa7a5e9276814a38e9 | Tron20:TFVge5Nb6or8cpdtdwPuXSGqLHpj3PM9Rp
8938,EPS,Ellipsis,56,0xA7f552078dcC247C2684336020c03648500C6d9F,True,1,BNB Smart Chain (BEP20):0xa7f552078dcc247c2684336020c03648500c6d9f
8972,SFUND,Seedify.fund,56,0x477bc8d23c634c154061869478bce96be6045d12,True,1,BNB Smart Chain (BEP20):0xffDA10b7fd9Cf172e0502A6Bc0e5E355516c5232
9119,TLM,Alien Worlds,1,0x888888848B652B3E3a0f34c96E00EEC0F3a23F72,True,2,Ethereum:0x888888848B652B3E3a0f34c96E00EEC0F3a23F72 | BNB Smart Chain (BEP20):0x2222227e22102fe3322098e4cbfe18cfebd57c95
9175,MBOX,MOBOX,56,0x3203c9e46ca618c8c1ce5dc67e7e9d75f5da2377,True,2,BNB Smart Chain (BEP20):0x3203c9e46ca618c8c1ce5dc67e7e9d75f5da2377 | Arbitrum:0xdA661fa59320B808c5a6d23579fCfEdf1FD3cf36
9308,PYR,Vulcan Forged (PYR),1,0x430ef9263e76dae63c84292c3409d61c598e9682,True,2,Ethereum:0x430ef9263e76dae63c84292c3409d61c598e9682 | Polygon:0x430EF9263E76DAE63c84292C3409D61c598E9682
9417,MPL,Maple,1,0x33349b282065b0284d756f0577fb39c158f935e6,True,1,Ethereum:0x33349b282065b0284d756f0577fb39c158f935e6
9421,FORTH,Ampleforth Governance Token,1,0x77fba179c79de5b7653f68b5039af940ada60ce0,True,2,Ethereum:0x77fba179c79de5b7653f68b5039af940ada60ce0 | Near:77fba179c79de5b7653f68b5039af940ada60ce0.factory.bridge.near
9436,ELON,Dogelon Mars,1,0x761d38e5ddf6ccf6cf7c55759d5210750b5d60f3,True,6,Ethereum:0x761d38e5ddf6ccf6cf7c55759d5210750b5d60f3 | BNB Smart Chain (BEP20):0x7bd6FaBD64813c48545C9c0e312A0099d9be2540 | Solana:7ZCm8WBN9aLa3o47SoYctU6iLdj7wkGG5SV2hE5CgtD5 | Polygon:0xe0339c80ffde91f3e20494df88d4206d86024cdf | Cronos:0x02DCcaf514C98451320a9365C5b46C61d3246ff3 | Base:0x4a9f3ed9289
9444,KNC,Kyber Network Crystal v2,1,0xdeFA4e8a7bcBA345F687a2f1456F5Edd9CE97202,True,5,Ethereum:0xdeFA4e8a7bcBA345F687a2f1456F5Edd9CE97202 | BNB Smart Chain (BEP20):0xfe56d5892bdffc7bf58f2e84be1b2c32d21c308b | Polygon:0x1c954e8fe737f99f68fa1ccda3e51ebdb291948c | Optimism:0xa00E3A3511aAC35cA78530c85007AFCd31753819 | Arbitrum:0xe4dddfe67e7164b0fe14e218d80dc4c08edc01cb
9462,WAVAX,Wrapped AVAX,43114,0xb31f66aa3c1e785363f0875a1b74e27b85fd66c7,True,7,Terra Classic:terra1hj8de24c3yqvcsv9r8chr03fzwsak3hgd8gv3m | Avalanche C-Chain:0xb31f66aa3c1e785363f0875a1b74e27b85fd66c7 | Cronos:0x765277eebeca2e31912c9946eae1021199b39c61 | Osmosis:ibc/6F62F01D913E3FFE472A38C78235B8F021B511BC6596ADFF02615C8F83D3B373 | Aurora:0x80a16016cc4a2e6a2caca8a4a498b1699ff0
9486,BTCT,Bitcoin TRC20,,,False,1,Tron20:TN3W4H6rK2ce4vX9YnFQHwKENnHjoxb3m9
9543,BICO,Biconomy,1,0xF17e65822b568B3903685a7c9F496CF7656Cc6C2,True,7,Ethereum:0xF17e65822b568B3903685a7c9F496CF7656Cc6C2 | BNB Smart Chain (BEP20):0x06250a4962558F0F3E69FC07F4c67BB9c9eAc739 | Polygon:0x91c89A94567980f0e9723b487b0beD586eE96aa7 | Avalanche C-Chain:0xB2a51E38893F153A5e40AF94958fe782a170a552 | Optimism:0xd6909e9e702024eb93312b989ee46794c0fb1c9d | Arbitru
9640,METIS,Metis,1,0x9E32b13ce7f2E80A01932B42553652E053D6ed8e,True,2,Ethereum:0x9E32b13ce7f2E80A01932B42553652E053D6ed8e | Metis Andromeda:0xDeadDeAddeAddEAddeadDEaDDEAdDeaDDeAD0000
9674,WILD,Wilder World,1,0x2a3bff78b79a009976eea096a51a948a3dc00e34,True,4,Ethereum:0x2a3bff78b79a009976eea096a51a948a3dc00e34 | BNB Smart Chain (BEP20):0x6685906b75c61c57772c335402f594f855c1b0e3 | Solana:FVvd3s9dZYzsgitkJyWbmycSc8MkYZjyF7oqAEvmSxTZ | Avalanche C-Chain:0x153374c6d6786b6ca2c4bc96f9c3a471428f2bc7
10188,ATA,Automata Network,1,0xa2120b9e674d3fc3875f415a7df52e382f141225,True,3,Ethereum:0xa2120b9e674d3fc3875f415a7df52e382f141225 | BNB Smart Chain (BEP20):0xa2120b9e674d3fc3875f415a7df52e382f141225 | Polygon:0x0df0f72ee0e5c9b7ca761ecec42754992b2da5bf
10240,WFTM,Wrapped Fantom,1,0x4e15361fd6b4bb609fa63c81a2be19d873717870,True,7,Ethereum:0x4e15361fd6b4bb609fa63c81a2be19d873717870 | BNB Smart Chain (BEP20):0xad29abb318791d579433d831ed122afeaf29dcfe | BNB Beacon Chain (BEP2):FTM-A64 | Fantom:0x21be370d5312f44cb42ce377bc9b8a0cef1a4c83 | Celo:0x218c3c3d49d0e7b37aff0d8bb079de36ae61a4c0 | Moonbeam:0xc19281f22a075e0f10351cd5d6ea9f
10407,BabyDoge,Baby Doge Coin,1,0xac57de9c1a09fec648e93eb98875b212db0d460b,True,5,Ethereum:0xac57de9c1a09fec648e93eb98875b212db0d460b | BNB Smart Chain (BEP20):0xc748673057861a797275cd8a068abb95a902e8de | Solana:7dUKUopcNWW6CcU4eRxCHh1uiMh32zDrmGf6ufqhxann | TON:EQCWDj49HFInSwSk49eAo476E1YBywLoFuSZ6OO3x7jmP2jn | Base:0x58ecef26335af7b04a998105a6603b0dc475af33
10508,FLUID,Fluid,1,0x6f40d4A6237C257fff2dB00FA0510DeEECd303eb,True,3,Ethereum:0x6f40d4A6237C257fff2dB00FA0510DeEECd303eb | Arbitrum:0x61e030a56d33e8260fdd81f03b162a79fe3449cd | Base:0x61e030a56d33e8260fdd81f03b162a79fe3449cd
10529,SUN,Sun [New],,,False,1,Tron20:TSSMHYeV2uE9qYH95DqyoCuNCzEL1NvU3S
10688,YGG,Yield Guild Games,1,0x25f8087ead173b73d6e8b84329989a8eea16cf73,True,8,Ethereum:0x25f8087ead173b73d6e8b84329989a8eea16cf73 | BNB Smart Chain (BEP20):0x13Ab6739368a4e4abf24695bf52959224367391f | Solana:EzZp7LRN1xwu3QsB2RJRrWwEGjJGsuWzuMCeQDB3NSPK | Polygon:0x82617aA52dddf5Ed9Bb7B370ED777b3182A30fd1 | Harmony:0x63cf309500d8be0b9fdb8f1fb66c821236c0438c | Ronin:0x1c306872b
10759,DVF,rhino.fi,1,0xdddddd4301a082e62e84e43f474f044423921918,True,1,Ethereum:0xdddddd4301a082e62e84e43f474f044423921918
10804,FLOKI,FLOKI,1,0xcf0c122c6b73ff809c693db761e7baebe62b6a2e,True,2,Ethereum:0xcf0c122c6b73ff809c693db761e7baebe62b6a2e | BNB Smart Chain (BEP20):0xfb5b838b6cfeedc2873ab27866079ac55363d37e
10897,ALT,Alitas,56,0x5ca09af27b8a4f1d636380909087536bc7e2d94d,True,1,BNB Smart Chain (BEP20):0x5ca09af27b8a4f1d636380909087536bc7e2d94d
