cmc_id,symbol,name,asset_class,chainid,address,reachable,getlogs_free,contract,ch1,ch1_event,ch1_logs,ch1_firstblock,ch2,ch3,ch3_event,ch3_logs,ch3_firstblock,n_platforms
11840,OP,Optimism,other,10,0x4200000000000000000000000000000000000042,yes,no(PAID),GovernanceToken,-,,,,Transfer-log(PAID),ERC20Votes-ABIonly[PAID-chain],"DelegateVotesChanged(address,uint256,uint256)",,,1
1124,OPENBTC,OpenBTC,other,,,no,,,-,,,,,-,,,,0
17520,ORBR,Orbler,other,1,0xdA30f261a962d5AAe94C9ecd170544600d193766,yes,yes,ORBRToken,-,,,,Transfer-log,-,,,,1
5326,ORC,Orbit Chain,other,1,0x662b67d00A13FAf93254714DD601F5Ed49Ef2F51,yes,yes,ORCToken,-,,,,Transfer-log,-,,,,1
25028,ORDI,ORDI,other,,,no,,,-,,,,,-,,,,1
1998,ORMEUS,Ormeus Coin,other,1,0xc96df921009b790dffca412375251ed1a2b75c60,yes,yes,Ormeus,-,,,,Transfer-log,-,,,,2
3598,OSA,Optimal Shelf Availability Token,other,1,0xc6abf3c09341741ac6041b0b08195701bdfd460c,yes,yes,OSAToken,-,,,,Transfer-log,-,,,,1
27533,OSAK,Osaka Protocol,other,1,0xa21af1050f7b26e0cff45ee51548254c41ed6b5c,yes,yes,TokenMintERC20Token,-,,,,Transfer-log,-,,,,8
4203,OSC,Oasis City,other,1,0x24700a297960e8477ce3ca6c58b70a7af3410398,yes,yes,OasisCity,-,,,,Transfer-log,-,,,,1
2069,OTN,Open Trading Network,other,1,0x881ef48211982d01e2cb7092c915e647cd40d85c,yes,yes,OTNToken,-,,,,Transfer-log,-,,,,1
3784,OVC,OVCODE,other,1,0x49d09cda1deb8a1680f1270c5ed15218fc4b18f0,yes,yes,OVC,-,,,,Transfer-log,-,,,,1
5026,OXT,Orchid,other,1,0x4575f41308EC1483f3d399aa9a2826d74Da13Deb,yes,yes,OrchidToken,-,,,,Transfer-log,-,,,,1
27178,PAAL,PAAL AI,other,1,0x14fee680690900ba0cccfc76ad70fd1b95d10e16,yes,yes,PAALAI,-,,,,Transfer-log,-,,,,3
2900,PAI,Project Pai,other,,,no,,,-,,,,,-,,,,0
751,PANGEA,Pangea Poker,other,,,no,,,-,,,,,-,,,,0
4705,PAXG,PAX Gold,other,1,0x45804880de22913dafe09f4980848ece6ecbaf78,yes,yes,AdminUpgradeabilityProxy->impl:PAXG,-,,,,Transfer-log,-,,,,1
2191,PAYX,Paypex,other,1,0x62a56a4a2ef4d355d34d10fbf837e747504d38d4,yes,yes,Paypex,-,,,,Transfer-log,-,,,,1
1841,PBT,Primalbase Token,other,,,no,,,-,,,,,-,,,,0
4200,PCX,ChainX,other,,,no,,,-,,,,,-,,,,0
7461,PDA,PlayDapp,other,1,0x0D3CbED3f69EE050668ADF3D9Ea57241cBa33A2B,yes,yes,PDA,-,,,,Transfer-log,-,,,,1
1277,PDC,Project Decorum,other,,,no,,,-,,,,,-,,,,0
33771,PEANUT,Peanut,other,56,0xD1eD7caE60660CF85848Eb6ead0fC00c0f9c0dD1,yes,no(PAID),Peanut,-,,,,Transfer-log(PAID),-,,,,2
34466,PENGU,Pudgy Penguins,other,1,0x6418c0dd099a9fda397c766304cdd918233e8847,yes,yes,PudgyPenguinsOFT,-,,,,Transfer-log,-,,,,5
24478,PEPE,Pepe,other,1,0x6982508145454ce325ddbe47a25d4ec3d2311933,yes,yes,PepeToken,-,,,,Transfer-log,-,,,,1
1405,PEPECASH,Pepe Cash,other,,,no,,,-,,,,,-,,,,0
24835,PEPECOIN,PepeCoin,other,1,0xA9E8aCf069C58aEc8825542845Fd754e41a9489A,yes,yes,pepeCoin,-,,,,Transfer-log,-,,,,1
76,PHS,Philosopher Stones,other,,,no,,,-,,,,,-,,,,0
38849,PIEVERSE,Pieverse,other,1,0x0e63b9c287e32a05e6b9ab8ee8df88a2760225a9,yes,yes,PieverseOFT,-,,,,Transfer-log,-,,,,2
35053,PIPPIN,pippin,other,,,no,,,-,,,,,-,,,,1
3731,PLA,PlayChip,other,1,0x0198f46f520F33cd4329bd4bE380a25a90536CD5,yes,yes,PlayChip,-,,,,Transfer-log,-,,,,1
1784,PLBT,Polybius,other,1,0x0affa06e7fbe5bc9a764c979aa66e8256a631f02,yes,yes,PolybiusToken,-,,,,Transfer-log,-,,,,1
3364,PLC,PLATINCOIN,other,,,no,,,-,,,,,-,,,,0
5084,PLF,PlayFuel,other,1,0xaDA62f7CCd6af6cAcff04ACCBC4f56f3D4FFd4Ef,yes,yes,PlayFuel,-,,,,Transfer-log,-,,,,1
3753,PLTC,PlatonCoin,other,1,0x429D83Bb0DCB8cdd5311e34680ADC8B12070a07f,yes,yes,AdminUpgradeabilityProxy->impl:PlatonCoin,-,,,,Transfer-log,-,,,,1
1392,PLU,Pluton,other,1,0xd8912c10681d8b21fd3742244f44658dba12264e,yes,yes,Pluton,-,,,,Transfer-log,-,,,,1
3164,PMA,PumaPay,other,1,0x846c66cf71c43f80403b51fe3906b3599d63336f,yes,yes,PumaPayToken,-,,,,Transfer-log,-,,,,1
3581,PNK,Kleros,other,1,0x93ed3fbe21207ec2e8f2d3c3de6e058cb73bc04d,yes,yes,MiniMeToken,-,,,,Transfer-log,-,,,,1
2691,PNT,Penta,other,1,0x53066cddbc0099eb6c96785d9b3df2aaeede5da3,yes,yes,PNTToken,-,,,,Transfer-log,-,,,,1
33788,PNUT,Peanut the Squirrel,other,,,no,,,-,,,,,-,,,,1
2548,POA,POA Network,other,1,0x6758b7d441a9739b98552b373703d8d3d14f9e62,yes,yes,POA20,-,,,,Transfer-log,-,,,,1
1937,POE,Po.et,other,1,0x0e0989b1f9b8a38983c2ba8053269ca62ec9b195,yes,yes,PoetToken,-,,,,Transfer-log,-,,,,1
11823,POKT,Pocket Network,other,1,0x764A726d9ceD0433A8D7643335919dEb03a9a935,yes,yes,TransparentUpgradeableProxy->impl:xPOKT,-,,,,Transfer-log,-,,,,3
28782,POPCAT,Popcat (SOL),other,,,no,,,-,,,,,-,,,,1
1495,POSW,PoSW Coin,other,,,no,,,-,,,,,-,,,,0
2132,POWR,Powerledger,other,1,0x595832f8fc6bf59c85c527fec3740a1b7a361269,yes,yes,PowerLedger,-,,,,Transfer-log,-,,,,1
1789,PPT,Populous,other,1,0xd4fa1460f537bb9085d22c7bccb5dd450ef28e3a,yes,yes,BurnableCrowdsaleToken,-,,,,Transfer-log,-,,,,1
1327,PPY,Peerplays [old],other,,,no,,,-,,,,,-,,,,0
1719,PPY,Peerplays,other,,,no,,,-,,,,,-,,,,0
2245,PRE,Presearch,other,1,0xEC213F83defB583af3A000B1c0ada660b1902A0F,yes,yes,AdminUpgradeabilityProxy->impl:PRETokenV3,-,,,,Transfer-log,-,,,,2
2094,PRG,Paragon,other,1,0x7728dFEF5aBd468669EB7f9b48A7f70a501eD29D,yes,yes,ParagonCoinToken,-,,,,Transfer-log,-,,,,1
1974,PRO,Propy,other,1,0x226bb599a12c826476e3a771454697ea52e9e220,yes,yes,PropyToken,-,,,,Transfer-log,-,,,,2
4120,PROM,Prom,other,1,0xfc82bb4ba86045af6f327323a46e80412b91b27d,yes,yes,PROMToken,-,,,,Transfer-log,-,,,,2
37593,PROVE,Succinct,other,1,0x6BEF15D938d4E72056AC92Ea4bDD0D76B1C4ad29,yes,yes,Succinct,-,,,,Transfer-log,-,,,,2
2455,PRS,PressOne,other,1,0xe0d95530820aafc51b1d98023aa1ff000b78d8b2,yes,yes,PressOneToken,-,,,,Transfer-log,-,,,,1
1404,PSB,Pesobit,other,,,no,,,-,,,,,-,,,,0
1930,PST,Primas,other,1,0x5d4abc77b8405ad177d8ac6682d584ecbfd46cec,yes,yes,PrimasToken,-,,,,Transfer-log,-,,,,1
1708,PTOY,Patientory,other,1,0x8ae4bf2c33a8e667de34b54938b0ccd03eb8cc06,yes,yes,CrowdsaleToken,-,,,,Transfer-log,-,,,,1
62,PTS,BitShares PTS,other,,,no,,,-,,,,,-,,,,0
2946,PTT,Proton Token,other,1,0x4689a4e169eb39cc9078c0940e21ff1aa8a39b9c,yes,yes,MyToken,-,,,,Transfer-log,-,,,,1
9040,PUNDIX,Pundi X (New),other,1,0x0fd10b9899882a6f2fcb5c371e17e70fdee00c38,yes,yes,PUNDIXTokenProxy->impl:PUNDIXToken,-,,,,Transfer-log,-,,,,1
648,Privatebet,Privatebet,other,,,no,,,-,,,,,-,,,,0
2213,QASH,QASH,other,1,0x618e75ac90b12c6049ba3b27f5d5f8651b0037f6,yes,yes,QASHToken,-,,,,Transfer-log,-,,,,1
1709,QAU,Quantum,other,1,0x671abbe5ce652491985342e85428eb1b07bc6c64,yes,yes,QuantumToken,-,,,,Transfer-log,-,,,,1
3224,QBIT,Qubitica,other,1,0x1602af2C782cC03F9241992E243290Fccf73Bb13,yes,yes,QBITToken,-,,,,Transfer-log,-,,,,1
529,QBK,Qibuck,other,,,no,,,-,,,,,-,,,,0
2321,QLC,Kepple,other,,,no,,,-,,,,,-,,,,1
344,QORA,Qora,other,,,no,,,-,,,,,-,,,,0
4644,QQQ,Poseidon Network,other,1,0x2822f6D1B2f41F93f33d937bc7d84A8Dfa4f4C21,yes,yes,QQQ,-,,,,Transfer-log,-,,,,1
37057,QQQX,Nasdaq tokenized ETF (xStock),other,1,0xa753a7395cae905cd615da0b82a53e0560f250af,yes,yes,BackedTokenProxy->impl:BackedAutoFeeTokenImplementation,-,,,,Transfer-log,-,,,,6
1226,QWARK,Qwark,other,,,no,,,-,,,,,-,,,,0
11346,RACA,RACA,other,1,0x12BB890508c125661E03b09EC06E404bc9289040,yes,yes,RACAV2Token,-,,,,Transfer-log,ERC20Votes-DORMANT,"DelegateVotesChanged(address,uint256,uint256)",,,3
38341,RAIN,Rain,other,42161,0x25118290e6A5f4139381D072181157035864099d,yes,yes,ERC1967Proxy->impl:Rain,-,,,,Transfer-log,ERC20Votes-ACTIVE,"DelegateVotesChanged(address,uint256,uint256)",100,464402833,1
2161,RDN,Raiden Network Token,other,1,0x255aa6df07540cb5d3d297f0d0d4d84cb52bc8e6,yes,yes,RaidenToken,-,,,,Transfer-log,-,,,,1
34434,REKT,Rekt (rekt.com),other,1,0xdd3B11eF34cd511a2DA159034a05fcb94D806686,yes,yes,Rekt,-,,,,Transfer-log,-,,,,4
5777,RENBTC,renBTC,other,1,0xeb4c2781e4eba804ce9a9803c67d0893436bb27d,yes,yes,RenBTC->impl:RenERC20LogicV1,-,,,,Transfer-log,-,,,,5
2829,REPO,REPO,other,56,0x471726859cd4527c7abe6819e11fa02f8b2221ef,yes,no(PAID),REPO,-,,,,Transfer-log(PAID),-,,,,1
3280,RET,RealTract,other,1,0xd7394087e1dbbe477fe4f1cf373b9ac9459565ff,yes,yes,RealTract,-,,,,Transfer-log,-,,,,1
15060,RETH,Rocket Pool ETH,other,1,0xae78736cd615f374d3085123a210448e74fc6393,yes,yes,RocketTokenRETH,-,,,,Transfer-log,-,,,,2
5816,REW,Rewardiqa,other,1,0x3FFfFA8F3cc943e43f9f17a83Cbb18f4Bbb9f4AC,yes,yes,rewardiqa,-,,,,Transfer-log,-,,,,1
2553,RFR,Refereum,other,1,0xd0929d411954c47438dc1d871dd6081f5c5e149c,yes,yes,Refereum,-,,,,Transfer-log,-,,,,1
3701,RIF,Rootstock Infrastructure Framework,other,1,0x01b603be3D545F096015741e6503440282BF45fb,yes,yes,MyOFT,-,,,,Transfer-log,-,,,,5
5072,RKN,Rakon,other,1,0x6e5a43db10b04701385a34afb670e404bc7ea597,yes,yes,RAKON,-,,,,Transfer-log,-,,,,1
2550,RKT,Rock,other,1,0x106aa49295b525fcf959aa75ec3f7dcbf5352f1c,yes,yes,RockToken,-,,,,Transfer-log,-,,,,1
15271,RLB,Rollbit Coin,other,1,0x046eee2cc3188071c02bfc1745a6b17c656e3f3d,yes,yes,TransparentUpgradeableProxy,-,,,,Transfer-log,-,,,,1
1683,RLT,RouletteToken,other,1,0xcced5b8288086be8c38e23567e684c3740be4d48,yes,yes,SmartRouletteToken,-,,,,Transfer-log,-,,,,1
12140,RMRK,RMRK,other,1,0x524d524B4c9366be706D3A90dcf70076ca037aE3,yes,yes,RMRK,-,,,,Transfer-log,-,,,,6
1559,RNS,Renos,other,,,no,,,-,,,,,-,,,,0
2400,RNT,OneRoot Network,other,1,0xff603f43946a3a28df5e6a73172555d8c8b02386,yes,yes,HumanStandardToken,-,,,,Transfer-log,-,,,,1
2612,RNTB,BitRent,other,1,0x1fe70be734e473e5721ea57c8b5b01e6caa52686,yes,yes,RNTBToken,-,,,,Transfer-log,-,,,,1
1461,ROUND,Round,other,1,0x4993CB95c7443bdC06155c5f5688Be9D8f6999a5,yes,yes,RoundToken,-,,,,Transfer-log,-,,,,1
2943,RPL,Rocket Pool,other,1,0xd33526068d116ce69f19a9ee46f0bd304f21a51f,yes,yes,RocketTokenRPL,-,,,,Transfer-log,-,,,,1
29242,RSETH,Kelp DAO Restaked ETH,other,1,0xA1290d69c65A6Fe4DF752f95823fae25cB99e5A7,yes,yes,TransparentUpgradeableProxy->impl:RSETH,-,,,,Transfer-log,-,,,,6
17917,RSS3,RSS3,other,1,0xc98d64da73a6616c42117b582e832812e7b8d57f,yes,yes,RSS3,-,,,,Transfer-log,-,,,,1
29974,RSWETH,Restaked Swell Ethereum,other,1,0xFAe103DC9cf190eD75350761e95403b7b8aFa6c0,yes,yes,TransparentUpgradeableProxy->impl:RswETH,-,,,,Transfer-log,-,,,,1
2476,RUFF,Ruff,other,1,0xf278c1ca969095ffddded020290cf8b5c424ace2,yes,yes,RuffToken,-,,,,Transfer-log,-,,,,1
1208,RVR,RevolutionVR,other,,,no,,,-,,,,,-,,,,0
1991,RVT,Rivetz,other,1,0x3d1ba9be9f66b8ee101911bc36d3fb562eac2244,yes,yes,BurnableCrowdsaleToken,-,,,,Transfer-log,-,,,,1
3733,S4F,S4FE,other,1,0xaec7d1069e3a914a3eb50f0bfb1796751f2ce48a,yes,yes,S4FE,-,,,,Transfer-log,-,,,,2
8757,SAFEMOON,SafeMoon,other,1,0x16631e53c20fd2670027c6d53efe2642929b285c,yes,yes,TransparentUpgradeableProxy->impl:PToken,-,,,,Transfer-log,-,,,,2
9721,SAMO,Samoyedcoin,other,,,no,,,-,,,,,-,,,,1
1807,SAN,Santiment Network Token,other,1,0x7c5a0ce9267ed19b22f8cae653f198e3e8daf098,yes,yes,SAN,-,,,,Transfer-log,-,,,,1
6210,SAND,The Sandbox,other,1,0x3845badAde8e6dFF049820680d1F14bD3903a5d0,yes,yes,Sand,-,,,,Transfer-log,-,,,,3
28194,SATS,SATS (Ordinals),other,,,no,,,-,,,,,-,,,,1
30953,SBBTC,ShibaBitcoin,other,56,0x13bA349ECbE6d78590587f12eE19f50d8F8CD627,yes,no(PAID),BEP2EToken,-,,,,Transfer-log(PAID),-,,,,1
3772,SCC,STEM CELL COIN,other,,,no,,,-,,,,,-,,,,1
1969,SCL,Sociall,other,1,0xd7631787b4dcc87b1254cfd1e5ce48e96823dee8,yes,yes,SCLToken,-,,,,Transfer-log,-,,,,1
346,SCOT,Scotcoin,other,1,0x28ed4FD6DeDB226B16b92CE6997f7CdfDf0c519B,yes,yes,Scotcoin,-,,,,Transfer-log,-,,,,1
1113,SCRT,SecretCoin,other,,,no,,,-,,,,,-,,,,0
493,SDC,ShadowCash,other,,,no,,,-,,,,,-,,,,0
2830,SEELE,Seele-N,other,1,0xb1e93236ab6073fdac58ada5564897177d4bcc43,yes,yes,Seele,-,,,,Transfer-log,-,,,,1
38868,SENT,Sentient,other,1,0x56A3BA04E95d34268A19b2a4474DC979baBDaf76,yes,yes,ERC1967Proxy->impl:SentientTokenV1,-,,,,Transfer-log,-,,,,1
4078,SERO,Super Zero Protocol,other,,,no,,,-,,,,,-,,,,0
604,SF0,sharkfund0,other,,,no,,,-,,,,,-,,,,0
8119,SFP,SafePal,other,1,0x12e2b8033420270db2f3b328e32370cb5b2ca134,yes,yes,SafePalToken,-,,,,Transfer-log,-,,,,2
23177,SFRXETH,Frax Staked Ether,other,1,0xac3E018457B222d93114458476f3E3416Abbe38F,yes,yes,sfrxETH,-,,,,Transfer-log,-,,,,9
1172,SFT,Safex Token,other,,,no,,,-,,,,,-,,,,0
299,SHIBE,ShibeCoin,other,,,no,,,-,,,,,-,,,,0
1482,SHORTY,Shorty,other,,,no,,,-,,,,,-,,,,0
4197,SHR,ShareToken,other,1,0x192675d1E131b9E339F16603E21b01A845D8C21e,yes,yes,ShareToken,-,,,,Transfer-log,-,,,,2
3366,SINS,SafeInsure,other,,,no,,,-,,,,,-,,,,0
35766,SIREN,siren,other,56,0x997a58129890bbda032231a52ed1ddc845fc18e1,yes,no(PAID),Token,-,,,,Transfer-log(PAID),-,,,,1
549,SJCX,Storjcoin X,other,,,no,,,-,,,,,-,,,,0
2742,SKB,Sakura Bloom,other,1,0x4af328c52921706dcb739f25786210499169afe6,yes,yes,SKBToken,-,,,,Transfer-log,-,,,,1
36300,SKYAI,SKYAI,other,56,0x92aa03137385F18539301349dcfC9EbC923fFb10,yes,no(PAID),SKYAIToken,-,,,,Transfer-log(PAID),-,,,,1
757,SKYNET,SkyNET,other,,,no,,,-,,,,,-,,,,0
29920,SLERF,SLERF,other,,,no,,,-,,,,,-,,,,1
2471,SLT,Smartlands Network,other,,,no,,,-,,,,,-,,,,0
4079,SLV,Silverway,other,1,0x4c1c4957d22d8f373aed54d0853b090666f6f9de,yes,yes,SilverwayToken,-,,,,Transfer-log,-,,,,2
679,SMBR,Sembro Token,other,,,no,,,-,,,,,-,,,,0
5277,SNB,SynchroBitcoin,other,1,0x179e31fb25e433441a2839389a7b8ec9c4654b7b,yes,yes,SynchroBitcoin,-,,,,Transfer-log,-,,,,1
1409,SNGLS,SingularDTV,other,1,0xaec2e87e0a235266d9c5adc9deb4b2e29b54d009,yes,yes,SingularDTVToken,-,,,,Transfer-log,-,,,,1
1723,SNM,SONM,other,1,0x983f6d60db79ea8ca4eb9968c6aff8cfa04b3c63,yes,yes, [UNVERIFIED],-,,,,Transfer-log,-,,,,1
1759,SNT,Status,other,1,0x744d70fdbe2ba4cf95131626614a1763df805b9e,yes,yes,SNT,-,,,,Transfer-log,-,,,,1
1595,SOAR,Soarcoin,other,1,0xD65960FAcb8E4a2dFcb2C2212cb2e44a02e2a57E,yes,yes,SoarCoin,-,,,,Transfer-log,-,,,,1
2473,SOC,All Sports,other,1,0x2d0e95bd4795d7ace0da3c0ff7b706a5970eb9d3,yes,yes,AllSportsCoin,-,,,,Transfer-log,-,,,,1
3724,SOLVE,SOLVE,other,1,0x446c9033e7516d820cc9a2ce2d0b7328b579406f,yes,yes,HealthCareToken,-,,,,Transfer-log,-,,,,1
36542,SOON,SOON,other,56,0xb9E1Fd5A02D3A33b25a14d661414E6ED6954a721,yes,no(PAID),TransparentUpgradeableProxy->impl:SoonTokenV2,-,,,,Transfer-log(PAID),-,,,,3
16463,SOS,OpenDAO,other,1,0x3b484b82567a09e2588A13D54D032153f0c0aEe0,yes,yes,OpenDAO,-,,,,Transfer-log,-,,,,2
33110,SOS,Solana Swap,other,,,no,,,-,,,,,-,,,,1
2219,SPANK,SpankChain,other,1,0x42d6622dece394b54999fbd73d108123806f6a18,yes,yes,HumanStandardToken,-,,,,Transfer-log,-,,,,1
2309,SPHTX,SophiaTX,other,,,no,,,-,,,,,-,,,,0
3307,SPND,Spendcoin,other,1,0xddd460bbd9f79847ea08681563e8a9696867210c,yes,yes,Spendcoin,admin/vesting-lock(not conviction),,,,Transfer-log,-,,,,2
1272,SPOTS,Spots,other,,,no,,,-,,,,,-,,,,0
1002,SPRTS,Sprouts,other,,,no,,,-,,,,,-,,,,0
28081,SPX,SPX6900,other,1,0xe0f63a424a4439cbe457d80e4f4b51ad25b2c56c,yes,yes,SPX,-,,,,Transfer-log,-,,,,3
37006,SPYX,SP500 tokenized ETF (xStock),other,1,0x90a2a4c76b5d8c0bc892a69ea28aa775a8f2dd48,yes,yes,BackedTokenProxy->impl:BackedAutoFeeTokenImplementation,-,,,,Transfer-log,-,,,,6
2313,SRN,SIRIN LABS Token,other,1,0x68d57c9a1c35f63e2c83ee8e49a64e9d70528d25,yes,yes,SirinSmartToken,-,,,,Transfer-log,-,,,,1
530,SSD,Sonic,other,,,no,,,-,,,,,-,,,,0
12999,SSV,ssv.network,other,1,0x9D65fF81a3c488d585bBfb0Bfe3c7707c7917f54,yes,yes,SSVToken,-,,,,Transfer-log,-,,,,1
10821,STARL,Starlink,other,1,0x8e6cd950ad6ba651f6dd608dc70e5886b1aa6b24,yes,yes,StarLink,-,,,,Transfer-log,-,,,,1
1073,STEPS,Steps,other,,,no,,,-,,,,,-,,,,0
18934,STG,Stargate Finance,token,1,0xaf5191b0de278c7286d6c7cc6ab6bb8a73ba2cd6,yes,yes,StargateToken,-,,,,Transfer-log,-,,,,6
23951,STIK,Staika,other,,,no,,,-,,,,,-,,,,1
2493,STK,STK,other,1,0xaE73B38d1c9A8b274127ec30160a4927C4d71824,yes,yes,CentrallyIssuedToken,-,,,,Transfer-log,-,,,,1
2297,STMX,StormX,other,1,0xa62cc35625b0c8dc1faea39d33625bb4c15bd71c,yes,yes,TransparentUpgradeableProxy->impl:STMX,-,,,,Transfer-log,-,,,,1
4162,STO,Storeum,other,1,0xcb39c3502415152b2ec90ff07ee18cc94f681a72,yes,yes,storeum,-,,,,Transfer-log,-,,,,1
1772,STORJ,Storj,other,1,0xb64ef51c888972c908cfacf59b47c1afbc0ab8ac,yes,yes,CentrallyIssuedToken,-,,,,Transfer-log,-,,,,1
5785,STP,STPAY,other,1,0x5c250ff9b993c6991cc4a3cc543716e53b478018,yes,yes,STPAY,-,,,,Transfer-log,-,,,,1
2541,STQ,Storiqa,other,1,0x5c3a228510d246b78a3765c20221cbf3082b44a4,yes,yes,STQToken,-,,,,Transfer-log,-,,,,1
39711,STRCX,Strategy PP Variable tokenized stock (xStock),other,1,0x1aad217b8f78dba5e6693460e8470f8b1a3977f3,yes,yes,BackedTokenProxy->impl:BackedAutoFeeTokenImplementation,-,,,,Transfer-log,-,,,,5
21781,STRD,Stride,other,,,no,,,-,,,,,-,,,,1
4365,STREAM,Streamit Coin,other,,,no,,,-,,,,,-,,,,0
1861,STX,Stox,other,1,0x006BeA43Baa3f7A6f765F14f10A1a1b08334EF45,yes,yes,StoxSmartToken,-,,,,Transfer-log,-,,,,1
32717,SUNDOG,SUNDOG,other,,,no,,,-,,,,,-,,,,1
33983,SUT,SuperTrust,other,137,0x98965474EcBeC2F532F1f780ee37b0b05F77Ca55,yes,yes,SuperTrust,-,,,,Transfer-log,-,,,,1
607,SWARM,Swarm,other,,,no,,,-,,,,,-,,,,0
25147,SWETH,swETH,other,1,0xf951E335afb289353dc249e82926178EaC7DEd78,yes,yes,TransparentUpgradeableProxy->impl:swETH,-,,,,Transfer-log,-,,,,1
2506,SWM,Swarm,other,1,0x3505f494c3f0fed0b594e01fa41dd3967645ca39,yes,yes,SwarmToken,-,,,,Transfer-log,-,,,,1
1562,SWT,Swarm City,other,1,0xb9e7f8568e08d5659f5d29c4997173d84cdf2607,yes,yes,MiniMeToken,-,,,,Transfer-log,-,,,,1
6733,SYBC,SYB Coin,other,1,0x69428bb4272e3181de9e3cab461e19b0131855c8,yes,yes,SYBC,-,,,,Transfer-log,-,,,,1
23089,T99,Tethereum,other,56,0xF5F53af4595BaB806E2522Ca7A8bbcB70a9b3DA8,yes,no(PAID),Tethereum,-,,,,Transfer-log(PAID),-,,,,1
1592,TAAS,TaaS,other,1,0xe7775a6e9bcf904eb39da2b68c5efb4f9360e08c,yes,yes,TAAS,-,,,,Transfer-log,-,,,,1
4981,TAGZ5,TAGZ5,other,1,0x4d0425e47ee2d16b94c036715dfcb52a0cebc4dc,yes,yes,TAGZ5,-,,,,Transfer-log,-,,,,1
37741,TBLLX,TBLL tokenized ETF (xStock),other,1,0x4cbf89ed7bb30b8a860fa86d3c96e9c72931299b,yes,yes,BackedTokenProxy->impl:BackedAutoFeeTokenImplementation,-,,,,Transfer-log,-,,,,5
2364,TCT,TokenClub,other,1,0x4824a7b64e3966b0133f4f4ffb1b9d6beb75fff7,yes,yes,TCTToken,-,,,,Transfer-log,-,,,,2
37574,TETH,Treehouse ETH,other,1,0xd11c452fc99cf405034ee446803b6f6c1f6d5ed8,yes,yes,ERC1967Proxy->impl:TAsset,-,,,,Transfer-log,-,,,,2
1905,TFL,TrueFlip,other,1,0xa7f976c360ebbed4465c2855684d1aae5271efa9,yes,yes,TrueFlipToken,-,,,,Transfer-log,-,,,,1
1995,TGT,Target Coin,other,1,0xac3da587eac229c9896d919abc235ca4fd7f72c1,yes,yes,MyAdvancedToken,-,,,,Transfer-log,-,,,,1
3144,THR,ThoreCoin,other,,,no,,,-,,,,,-,,,,1
36743,TIBBIR,Ribbita by Virtuals,other,8453,0xa4a2e2ca3fbfe21aed83471d28b6f65a233c6e00,yes,no(PAID),AgentToken,-,,,,Transfer-log(PAID),-,,,,1
2373,TIO,Trade Token,other,1,0x80bc5512561c7f85a3a9508c7df7901b370fa1df,yes,yes,TIOToken,-,,,,Transfer-log,-,,,,1
7206,TITAN,TitanSwap,other,1,0x3A8cCCB969a61532d1E6005e2CE12C200caeCe87,yes,yes,TiTanSwapToken,-,,,,Transfer-log,-,,,,1
1873,TIX,Blocktix,other,1,0xea1f346faf023f974eb5adaf088bbcdf02d761f4,yes,yes,TIXToken,-,,,,Transfer-log,-,,,,1
9020,TKO,Toko Token,other,56,0x9f589e3eabe42ebc94a44727b3f3531c0c877809,yes,no(PAID),TKOToken,-,,,,Transfer-log(PAID),ERC20Votes-ABIonly[PAID-chain],"DelegateVotesChanged(address,uint256,uint256)",,,1
1588,TKS,Tokes,other,,,no,,,-,,,,,-,,,,0
2507,TKY,THEKEY,other,,,no,,,-,,,,,-,,,,1
3237,TMC,Timicoin,other,,,no,,,-,,,,,-,,,,0
22538,TMG,T-mac DAO,other,56,0x71b87be9ccBABe4F393e809dfc26Df3c9720E0a2,yes,no(PAID),TmacDAO,-,,,,Transfer-log(PAID),-,,,,1
3356,TMTG,The Midas Touch Gold,other,1,0x10086399dd8c1e3de736724af52587a2044c9fa2,yes,yes,TMTG,-,,,,Transfer-log,-,,,,1
2443,TNC,Trinity Network Credit,other,,,no,,,-,,,,,-,,,,1
5524,TNC,TNC Coin,other,56,0x02CAa44EB838Fc0E49b73213d9d22e5F23798fDa,yes,no(PAID),CrossChainTNCToken,lock/stake-ABIonly[PAID-chain],Locked(address),,,Transfer-log(PAID),-,,,,1
1923,TNT,Tierion,other,,,no,,,-,,,,,-,,,,0
23246,TOMI,tomi,other,1,0x4385328cc4d643ca98dfea734360c0f596c83449,yes,yes,TransparentUpgradeableProxy->impl:Tomi,-,,,,Transfer-log,ERC20Votes-ACTIVE,"DelegateVotesChanged(address,uint256,uint256)",100,22138936,1
2578,TONE,TE-FOOD,other,1,0x2ab6bb8408ca3199b8fa6c92d5b455f820af03c4,yes,yes,TEFoods827Token,-,,,,Transfer-log,-,,,,1
3826,TOP,TOP,other,1,0xdcD85914b8aE28c1E62f1C488E1D968D5aaFfE2b,yes,yes,TOPToken,-,,,,Transfer-log,-,,,,1
27750,TOSHI,Toshi,other,56,0x6a2608Dabe09bc1128EEC7275B92DFB939D5Db3f,yes,no(PAID),TransparentUpgradeableProxy->impl:HypERC20,-,,,,Transfer-log(PAID),-,,,,2
2627,TPAY,TokenPay,other,,,no,,,-,,,,,-,,,,0
4005,TRAT,Tratin,other,1,0x3eb55d5b22ee0f9b03d59b4994c5ae7fe811be92,yes,yes,HumanStandardToken,-,,,,Transfer-log,-,,,,1
1423,TRIG,Triggers,other,,,no,,,-,,,,,-,,,,0
