cmc_id,symbol,name,chainid,address,verified,contract,is_proxy,ch1,ch1_event,ch1_logs,ch1_firstblock,ch3,ch3_event,ch3_logs,ch3_firstblock,ch2
8083,LON,Tokenlon Network Token,1,0x0000000000095413afc295d19edeb1ad7b71c952,True,Lon,0,-,,,,-,,,,Transfer(universal)
8161,SPI,Shopping,1,0x9b02dd390a603add5c07f9fd9175b7dabe8d63b7,True,ShoppingIO,0,-,,,,-,,,,Transfer(universal)
8202,ZKB,ZKBase,1,0xBBBbbBBB46A1dA0F0C3F64522c275BAA4C332636,True,ZKB,0,-,,,,-,,,,Transfer(universal)
8290,SUPER,SuperVerse,1,0xe53ec727dbdeb9e2d5456c3be40cff031ab40a55,True,Token,0,-,,,,"ERC20Votes-negligible(<=2deleg,DVC-never-fired)","DelegateChanged(address,address,address)",,,Transfer(universal)
8335,MDX,Mdex,56,0x9c65ab58d8d978db963e63f2bfb7121627e3a739,True,MdxToken,0,-,,,,ERC20Votes-ABIonly [getLogs needs PAID plan on this chain],"DelegateVotesChanged(address,uint256,uint256)",,,Transfer(universal)
8353,BETH,Beacon ETH,56,0x250632378e573c6be1ac2f97fcdf00515d0aa91b,True,BEP20UpgradeableProxy->impl:BEP20TokenImplementationV2,1,-,,,,-,,,,Transfer(universal)
8420,DAO,DAO Maker,1,0x0f51bb10119727a7e5ea3538074fb341f56b09ad,True,Token,0,-,,,,-,,,,Transfer(universal)
8497,BANANA,ApeSwap,1,0x92DF60c51C710a1b1C20E42D85e221f3A1bFc7f2,True,AnyswapV6ERC20,0,-,,,,-,,,,Transfer(universal)
8526,RAY,Raydium,56,0x13b6A55662f6591f8B8408Af1C73B017E32eEdB8,True,BridgeToken->impl:TokenImplementation,1,-,,,,-,,,,Transfer(universal)
8534,CHEX,Chintai,1,0x9Ce84F6A69986a83d92C324df10bC8E64771030f,True,ERC1967Proxy->impl:ChexV2,1,-,,,,-,,,,Transfer(universal)
8602,AUCTION,Bounce Token,1,0xA9B1Eb5908CfC3cdf91F9B8B3a74108598009096,True,BounceAuctionToken,0,-,,,,-,,,,Transfer(universal)
8615,EPIC,Epic Chain,1,0x94314a14df63779c99c0764a30e0cd22fa78fc0e,True,EpicToken,0,-,,,,-,,,,Transfer(universal)
8719,ILV,Illuvium,1,0x767fe9edc9e0df98e07454847909b5e959d7ca0e,True,IlluviumERC20,0,-,,,,"ERC20Votes-negligible(<=2deleg,DVC-never-fired)","DelegateChanged(address,address,address)",,,Transfer(universal)
8766,ALICE,MyNeighborAlice,1,0xAC51066d7bEC65Dc4589368da368b212745d63E8,True,AliceToken,0,-,,,,-,,,,Transfer(universal)
8857,ANC,Anchor Protocol,1,0x0F3ADC247E91c3c50bC08721355A41037E89Bc20,True,WrappedANC,0,-,,,,-,,,,Transfer(universal)
8891,BTCST,Bitcoin Standard Hashrate Token,56,0x78650b139471520656b9e7aa7a5e9276814a38e9,True,AdminUpgradeabilityProxy->impl:BTCST,1,-,,,,-,,,,Transfer(universal)
8938,EPS,Ellipsis,56,0xA7f552078dcC247C2684336020c03648500C6d9F,True,Vyper_contract,0,-,,,,-,,,,Transfer(universal)
8972,SFUND,Seedify.fund,56,0x477bc8d23c634c154061869478bce96be6045d12,True,InitializableERC20,0,-,,,,-,,,,Transfer(universal)
9119,TLM,Alien Worlds,1,0x888888848B652B3E3a0f34c96E00EEC0F3a23F72,True,TeleportToken,0,-,,,,-,,,,Transfer(universal)
9175,MBOX,MOBOX,56,0x3203c9e46ca618c8c1ce5dc67e7e9d75f5da2377,True,MoboxToken,0,-,,,,-,,,,Transfer(universal)
9308,PYR,Vulcan Forged (PYR),1,0x430ef9263e76dae63c84292c3409d61c598e9682,True,PYRToken,0,-,,,,-,,,,Transfer(universal)
9417,MPL,Maple,1,0x33349b282065b0284d756f0577fb39c158f935e6,True,MapleToken,0,-,,,,-,,,,Transfer(universal)
9421,FORTH,Ampleforth Governance Token,1,0x77fba179c79de5b7653f68b5039af940ada60ce0,True,Forth,0,-,,,,ERC20Votes,"DelegateVotesChanged(address,uint256,uint256)",1000,12382204,Transfer(universal)
9436,ELON,Dogelon Mars,1,0x761d38e5ddf6ccf6cf7c55759d5210750b5d60f3,True,Dogelon,0,-,,,,-,,,,Transfer(universal)
9444,KNC,Kyber Network Crystal v2,1,0xdeFA4e8a7bcBA345F687a2f1456F5Edd9CE97202,True,AdminUpgradeabilityProxy->impl:KyberNetworkTokenV2,1,-,,,,-,,,,Transfer(universal)
9462,WAVAX,Wrapped AVAX,43114,0xb31f66aa3c1e785363f0875a1b74e27b85fd66c7,True,WAVAX,0,-,,,,-,,,,Transfer(universal)
9543,BICO,Biconomy,1,0xF17e65822b568B3903685a7c9F496CF7656Cc6C2,True,BicoTokenProxy->impl:BicoTokenImplementation,1,-,,,,-,,,,Transfer(universal)
9640,METIS,Metis,1,0x9E32b13ce7f2E80A01932B42553652E053D6ed8e,True,MToken,0,-,,,,-,,,,Transfer(universal)
9674,WILD,Wilder World,1,0x2a3bff78b79a009976eea096a51a948a3dc00e34,True,AdminUpgradeabilityProxy->impl:ZeroDAOTokenV2,1,-,,,,-,,,,Transfer(universal)
10188,ATA,Automata Network,1,0xa2120b9e674d3fc3875f415a7df52e382f141225,True,ATAToken,0,-,,,,-,,,,Transfer(universal)
10240,WFTM,Wrapped Fantom,1,0x4e15361fd6b4bb609fa63c81a2be19d873717870,True,FantomToken,0,-,,,,-,,,,Transfer(universal)
10407,BabyDoge,Baby Doge Coin,1,0xac57de9c1a09fec648e93eb98875b212db0d460b,True,CoinToken,0,-,,,,-,,,,Transfer(universal)
10508,FLUID,Fluid,1,0x6f40d4A6237C257fff2dB00FA0510DeEECd303eb,True,InstaToken->impl:InstaTokenDelegate,1,-,,,,ERC20Votes,"DelegateVotesChanged(address,uint256,uint256)",1000,12632744,Transfer(universal)
10688,YGG,Yield Guild Games,1,0x25f8087ead173b73d6e8b84329989a8eea16cf73,True,YGGToken,0,-,,,,-,,,,Transfer(universal)
10759,DVF,rhino.fi,1,0xdddddd4301a082e62e84e43f474f044423921918,True,DeversiFi,0,-,,,,-,,,,Transfer(universal)
10804,FLOKI,FLOKI,1,0xcf0c122c6b73ff809c693db761e7baebe62b6a2e,True,FLOKI,0,-,,,,"ERC20Votes-negligible(<=2deleg,DVC-never-fired)","DelegateChanged(address,address,address)",,,Transfer(universal)
10897,ALT,Alitas,56,0x5ca09af27b8a4f1d636380909087536bc7e2d94d,True,Alitas,0,-,,,,ERC20Votes-ABIonly [getLogs needs PAID plan on this chain],"DelegateVotesChanged(address,uint256,uint256)",,,Transfer(universal)
10903,C98,Coin98,1,0xae12c5930881c53715b369cec7606b70d8eb229f,True,Coin98,0,-,,,,-,,,,Transfer(universal)
11079,BRISE,Bitgert,1,0xF2B2f7b47715256Ce4eA43363a867fdce9353e3A,True,BRISE,0,-,,,,-,,,,Transfer(universal)
11156,ETHDYDX,dYdX (ethDYDX),1,0x92d6c1e31e14520e676a687f0a93788b716beff5,True,DydxToken,0,-,,,,ERC20Votes,"DelegatedPowerChanged(address,uint256,uint8)",1000,12809555,Transfer(universal)
11221,BIT,BitDAO,1,0x1A4b46696b2bB4794Eb3D4c26f1c55F9170fa4C5,True,BitDAO,0,-,,,,ERC20Votes,"DelegateVotesChanged(address,uint256,uint256)",1000,12736187,Transfer(universal)
11232,HIGH,Highstreet,1,0x71Ab77b7dbB4fa7e017BC15090b2163221420282,True,HIGH,0,-,,,,-,,,,Transfer(universal)
11289,SPELL,Spell Token,1,0x090185f2135308bad17527004364ebcc2d37e5f6,True,Spell,0,-,,,,-,,,,Transfer(universal)
11865,BONE,Bone ShibaSwap,1,0x9813037ee2218799597d83D4a5B6F3b6778218d9,True,BoneToken,0,-,,,,ERC20Votes,"DelegateVotesChanged(address,uint256,uint256)",16,17984991,Transfer(universal)
12387,RBN,Ribbon Finance,1,0x6123b0049f904d730db3c36a31167d9d4121fa6b,True,RibbonToken,0,-,,,,-,,,,Transfer(universal)
12573,CPOOL,Clearpool,1,0x66761fa41377003622aee3c7675fc7b5c1c2fac5,True,CPOOL,0,-,,,,ERC20Votes-DORMANT,"DelegateVotesChanged(address,uint256,uint256)",0,,Transfer(universal)
13502,WLD,Worldcoin,1,0x163f8c2467924be0ae7b5347228cabf260318753,True,WLD,0,admin/vesting-lock(not conviction),,,,-,,,,Transfer(universal)
14280,EUL,Euler,1,0xd9fcd98c322942075a5c3860693e9f4f03aae07b,True,Eul,0,-,,,,ERC20Votes,"DelegateVotesChanged(address,uint256,uint256)",1000,15013366,Transfer(universal)
14519,VVS,VVS Finance,1,0x839e71613f9aA06E5701CF6de63E303616B0DDE3,True,CosmosERC20,0,-,,,,-,,,,Transfer(universal)
14783,MAGIC,Treasure,1,0xb0c7a3ba49c7a6eaba6cd4a96c55a1391070ac9a,True,MagicProxy->impl:MagicTIP39Facet,1,-,,,,-,,,,Transfer(universal)
14803,AURORA,Aurora,1,0xaaaaaa20d9e0e2461697782ef11675f668207961,True,AuroraToken,0,-,,,,-,,,,Transfer(universal)
14806,PEOPLE,ConstitutionDAO,1,0x7a58c0be72be218b41c608b7fe7c5bb630736c71,True,Tickets,0,-,,,,-,,,,Transfer(universal)
16116,SOL,Wrapped Solana,1,0xD31a59c85aE9D8edEFeC411D448f90841571b89c,True,BridgeToken->impl:TokenImplementation,1,-,,,,-,,,,Transfer(universal)
16334,APX,APX,56,0x78f5d389f5cdccfc41594abab4b0ed02f31398b3,True,APXToken,0,-,,,,-,,,,Transfer(universal)
16876,ALI,Artificial Liquid Intelligence,1,0x6b0b3a982b4634ac68dd83a4dbf02311ce324181,True,AliERC20v2,0,-,,,,ERC20Votes-DORMANT,"VotingPowerChanged(address,address,uint256,uint256)",0,,Transfer(universal)
17591,NYM,NYM,1,0x525A8F6F3Ba4752868cde25164382BfbaE3990e1,True,CosmosERC20,0,-,,,,-,,,,Transfer(universal)
17751,T,Threshold,1,0xCdF7028ceAB81fA0C6971208e83fa7872994beE5,True,T,0,-,,,,ERC20Votes,"DelegateVotesChanged(address,uint256,uint256)",1000,14448229,Transfer(universal)
17799,AXL,Axelar,1,0x467719aD09025FcC6cF6F8311755809d45a5E5f3,True,BurnableMintableCappedERC20,0,-,,,,-,,,,Transfer(universal)
18037,MAV,Maverick Protocol,1,0x7448c7456a97769F6cD04F1E83A4a23cCdC46aBD,True,MaverickToken,0,-,,,,-,,,,Transfer(universal)
19650,VOLT,Volt Inu,1,0x7f792db54b0e580cdc755178443f0430cf799aca,True,VoltInu,0,-,,,,-,,,,Transfer(universal)
19843,APEX,ApeX Protocol,1,0x52A8845DF664D76C69d2EEa607CD793565aF42B8,True,ApeXToken,0,-,,,,"ERC20Votes-negligible(<=2deleg,DVC-never-fired)","DelegateChanged(address,address,address)",,,Transfer(universal)
20721,BTC.b,Bitcoin Avalanche Bridged,43114,0x152b9d0FdC40C096757F570A51E494bd4b943E50,True,BridgeToken,0,-,,,,-,,,,Transfer(universal)
21159,ONDO,Ondo,1,0xfaba6f8e4a5e8ab82f62fe7c39859fa577269be3,True,Ondo,0,-,,,,ERC20Votes,"DelegateVotesChanged(address,uint256,uint256)",1000,16407942,Transfer(universal)
21870,MPLX,Metaplex,56,0x75a5863A19aF60ec0098d62ED8C34cc594fB470f,True,BridgeToken->impl:TokenImplementation,1,-,,,,-,,,,Transfer(universal)
23054,CHEEL,Cheelee,56,0x1F1C90aEb2fd13EA972F0a71e35c0753848e3DB0,True,TransparentUpgradeableProxy->impl:CHEEL,1,-,,,,ERC20Votes-ABIonly [getLogs needs PAID plan on this chain],"DelegateVotesChanged(address,uint256,uint256)",,,Transfer(universal)
23082,TEM,TemDAO,1,0xaE0585a259A3BCAB258D6EE02FB583f7B33C2a12,True,TempleCoin,0,-,,,,-,,,,Transfer(universal)
23711,PRIME,Echelon Prime,1,0xb23d80f5FefcDDaa212212F028021B41DEd428CF,True,PrimeToken,0,-,,,,-,,,,Transfer(universal)
24257,LGCT,Legacy Token,56,0xD38B305CaC06990c0887032A02C03D6839f770A8,True,LGCT,0,-,,,,-,,,,Transfer(universal)
24781,CYBER,Cyber,1,0x14778860e937f509e651192a90589de711fb88a9,True,CyberToken,0,-,,,,ERC20Votes,"DelegateVotesChanged(address,uint256,uint256)",2,21314109,Transfer(universal)
24796,ADF,Art de Finance,137,0x6BD10299f4f1d31b3489Dc369eA958712d27c81b,True,ArtdeFinanceToken,0,-,,,,-,,,,Transfer(universal)
26133,TBTC,tBTC,1,0x18084fba666a33d37592fa2633fd49a74dd93a88,True,TBTC,0,-,,,,-,,,,Transfer(universal)
26997,ZRO,LayerZero,1,0x6985884C4392D348587B19cb9eAAf157F13271cd,True,LayerZeroToken,0,-,,,,-,,,,Transfer(universal)
27565,ARKM,Arkham,1,0x6E2a43be0B1d33b726f0CA3b8de60b3482b8b050,True,ERC1967Proxy->impl:ARKM,1,-,,,,-,,,,Transfer(universal)
27765,ZBU,Zeebu,1,0xe77f6aCD24185e149e329C1C0F479201b9Ec2f4B,True,TransparentUpgradeableProxy->impl:ZeebuToken,1,-,,,,-,,,,Transfer(universal)
27966,DORA,Dora Factory,1,0x70b790d0948a760e80bc3f892b142F7779b538B2,True,ERC20,0,-,,,,-,,,,Transfer(universal)
28047,LSD,L7,56,0xcD1B51b87a8a7137D6421bA5A976225187a26777,True,LSD,0,-,,,,-,,,,Transfer(universal)
28298,BEAM,Beam,1,0x62D0A8458eD7719FDAF978fe5929C6D342B0bFcE,True,BeamToken,0,-,,,,"ERC20Votes-negligible(<=2deleg,DVC-never-fired)","DelegateChanged(address,address,address)",,,Transfer(universal)
28301,MEME,Memecoin,1,0xb131f4A55907B10d1F0A50d8ab8FA09EC342cd74,True,Memecoin,0,-,,,,-,,,,Transfer(universal)
28480,BLAST,Blast,81457,0xb1a5700fA2358173Fe465e6eA4Ff52E36e88E2ad,True,GovernanceToken,0,-,,,,ERC20Votes,"DelegateVotesChanged(address,uint256,uint256)",351,5300545,Transfer(universal)
28674,ACE,Fusionist,56,0xc27A719105A987b4c34116223CAE8bd8F4B5def4,True,ACEToken,0,-,,,,-,,,,Transfer(universal)
29150,PONKE,Ponke,8453,0x4a0c64af541439898448659aedcec8e8e819fc53,True,PeerToken,0,-,,,,ERC20Votes-ABIonly [getLogs needs PAID plan on this chain],"DelegateVotesChanged(address,uint256,uint256)",,,Transfer(universal)
29335,PIXEL,Pixels,1,0x3429d03c6F7521AeC737a0BBF2E5ddcef2C3Ae31,True,PIXEL,0,-,,,,-,,,,Transfer(universal)
29555,PORTAL,Portal,1,0x1bbe973bef3a977fc51cbed703e8ffdefe001fed,True,PortalToken,0,-,,,,-,,,,Transfer(universal)
29587,W,Wormhole,1,0xB0fFa8000886e57F86dd5264b9582b2Ad87b2b91,True,ERC1967Proxy->impl:WToken,1,-,,,,ERC20Votes,"DelegateVotesChanged(address,uint256,uint256)",1000,19675253,Transfer(universal)
29676,AEVO,Aevo,1,0xB528edBef013aff855ac3c50b381f253aF13b997,True,AevoToken,0,-,,,,-,,,,Transfer(universal)
29779,ZKJ,Polyhedra Network,1,0xC71B5F631354BE6853eFe9C3Ab6b9590F8302e81,True,PolyhedraNetworkToken,0,-,,,,-,,,,Transfer(universal)
30083,ATH,Aethir,1,0xbe0ed4138121ecfc5c0e56b40517da27e6c5226b,True,AethirToken,0,-,,,,-,,,,Transfer(universal)
30494,EIGEN,EigenCloud,1,0xec53bF9167f50cDEB3Ae105f56099aaaB9061F83,True,TransparentUpgradeableProxy->impl:Eigen,1,-,,,,ERC20Votes,"DelegateVotesChanged(address,uint256,uint256)",54,22036852,Transfer(universal)
30506,WZEDX,Wrapped Zedxion,56,0x567556A7493FB7a22d2fd158Dd4C766a98705f96,True,TokenProxy->impl:PermittableToken,1,-,,,,-,,,,Transfer(universal)
30712,MERL,Merlin Chain,1,0xa0c56a8c0692bD10B3fA8f8bA79Cf5332B7107F9,True,DelayedERC1967Proxy->impl:MultiControlERC20,1,-,,,,-,,,,Transfer(universal)
31503,BWB,Bitget Wallet Token,1,0xac6DB8954b73EbF10e84278AC8b9B22a781615D9,True,BWBToken,0,-,,,,-,,,,Transfer(universal)
32272,PUMPBTC,pumpBTC (Rehypothecated BTC),1,0xf469fbd2abcd6b9de8e169d128226c0fc90a012e,True,PumpToken,0,-,,,,-,,,,Transfer(universal)
32306,FBTC,Function,1,0xC96dE26018A54D51c097160568752c4E3BD6C364,True,FBTC,0,admin/vesting-lock(not conviction),,,,-,,,,Transfer(universal)
32376,AVAIL,Avail,1,0xEeB4d8400AEefafC1B2953e0094134A887C76Bd8,True,Avail,0,-,,,,-,,,,Transfer(universal)
32724,CAT,Simon's Cat,56,0x6894CDe390a3f51155ea41Ed24a33A4827d3063D,True,ScatToken,0,-,,,,-,,,,Transfer(universal)
33038,SKY,Sky,1,0x56072C95FAA701256059aa122697B133aDEd9279,True,Sky,0,-,,,,-,,,,Transfer(universal)
33055,slisBNBx,slisBNBx,56,0x4b30fcAA7945fE9fDEFD2895aae539ba102Ed6F6,True,TransparentUpgradeableProxy->impl:slisBNBx,1,-,,,,-,,,,Transfer(universal)
33223,LAB,LAB,56,0x7ec43Cf65F1663F820427C62A5780b8f2E25593A,True,LabToken,0,-,,,,-,,,,Transfer(universal)
33251,WLFI,World Liberty Financial,1,0xdA5e1988097297dCdc1f90D4dFE7909e847CBeF6,True,TransparentUpgradeableProxy->impl:WorldLibertyFinancialV3,1,-,,,,ERC20Votes,"DelegateVotesChanged(address,uint256,uint256)",23,23211153,Transfer(universal)
33280,CHEEMS,Cheems (cheems.pet),56,0x0df0587216a4a1bb7d5082fdc491d93d2dd4b413,True,ERC20Mintable,0,-,,,,-,,,,Transfer(universal)
33310,xSolvBTC,xSolvBTC,1,0xd9d920aa40f578ab794426f5c90f6c731d159def,True,BeaconProxy->impl:SolvBTCYieldTokenV3_1,1,-,,,,-,,,,Transfer(universal)
33312,SolvBTC,SolvBTC,1,0x7a56e1c57c7475ccf742a1832b028f0456652f97,True,BeaconProxy->impl:SolvBTCV3,1,-,,,,-,,,,Transfer(universal)
33342,EVA,EverValue Coin,42161,0x45d9831d8751b2325f3dbf48db748723726e1c8c,True,EverValueCoin,0,-,,,,-,,,,Transfer(universal)
33652,LBTC,Lombard Staked BTC,1,0x8236a87084f8b84306f72007f36f2618a5634494,True,TransparentUpgradeableProxy->impl:StakedLBTC,1,-,,,,-,,,,Transfer(universal)
33696,EBTC,ether.fi Staked BTC,1,0x657e8C867D8B37dCC18fA4Caead9C45EB088C642,True,BoringVault,0,-,,,,-,,,,Transfer(universal)
33824,SYRUP,Maple Finance,1,0x643C4E15d7d62Ad0aBeC4a9BD4b001aA3Ef52d66,True,MapleTokenProxy->impl:MapleToken,1,-,,,,-,,,,Transfer(universal)
34104,MORPHO,Morpho,1,0x58D97B57BB95320F9a05dC918Aef65434969c2B2,True,ERC1967Proxy->impl:MorphoTokenEthereum,1,-,,,,-,,,,Transfer(universal)
34143,WHITE,WhiteRock,1,0x9cdf242Ef7975D8c68D5C1F5B6905801699b1940,True,ERC1967Proxy->impl:White,1,-,,,,-,,,,Transfer(universal)
34812,BIO,Bio Protocol,1,0xcb1592591996765ec0efc1f92599a19767ee5ffa,True,BioToken,0,-,,,,-,,,,Transfer(universal)
35437,USDF,Aster USDF,56,0x5A110fC00474038f6c02E89C707D638602EA44B5,True,USDF,0,-,,,,-,,,,Transfer(universal)
35509,VVV,Venice Token,8453,0xacfE6019Ed1A7Dc6f7B508C02d1b04ec88cC21bf,True,Venice,0,-,,,,-,,,,Transfer(universal)
35763,KAITO,KAITO,8453,0x98d0baa52b2D063E780DE12F615f963Fe8537553,True,Kaito,0,-,,,,-,,,,Transfer(universal)
35818,SOSO,SoSoValue,1,0x76A0e27618462bDAC7a29104bdcfFf4E6BFCea2D,True,ERC1967Proxy->impl:SoSoValueToken,1,-,,,,-,,,,Transfer(universal)
35931,ZORA,ZORA,8453,0x1111111111166b7fe7bd91427724b487980afc69,True,Zora,0,-,,,,ERC20Votes-ABIonly [getLogs needs PAID plan on this chain],"DelegateVotesChanged(address,uint256,uint256)",,,Transfer(universal)
35954,LION,Loaded Lions,42161,0x527e8D368298deA5a53be257e5300F4DBafb7a97,True,LionToken,0,-,,,,-,,,,Transfer(universal)
36044,NXPC,NEXPACE,56,0xf2b51cc1850fed939658317a22d73d3482767591,True,FactoryBurnMintERC20,0,-,,,,-,,,,Transfer(universal)
36175,UNIBTC,Universal BTC,1,0x004e9c3ef86bc1ca1f0bb5c7662861ee93350568,True,TransparentUpgradeableProxy->impl:uniBTC,1,-,,,,-,,,,Transfer(universal)
36246,stkAAVE,Staked Aave,1,0x4da27a545c0c5B758a6BA100e3a049001de870f5,True,InitializableAdminUpgradeabilityProxy->impl:StakedAaveV3,1,GENUINE,"Staked(address,address,uint256,uint256)",1000,17300691,delegation-only,"DelegateChanged(address,address,uint8)",1000,11470373,Transfer(universal)
36341,ASTER,Aster,56,0x000Ae314E2A2172a039B26378814C252734f556A,True,AsterToken,0,-,,,,-,,,,Transfer(universal)
36410,MYX,MYX Finance,56,0xD82544bf0dfe8385eF8FA34D67e6e4940CC63e16,True,MYX,0,-,,,,-,,,,Transfer(universal)
36458,AETHWETH,Aave Ethereum WETH,1,0x4d5F47FA6A74757f35C14fD3a6Ef8E3C9BC514E8,True,InitializableImmutableAdminUpgradeabilityProxy->impl:ATokenInstance,1,-,,,,-,,,,Transfer(universal)
36532,B,BUILDon,56,0x6bdcce4a559076e37755a78ce0c06214e59e4444,True,Token,0,-,,,,-,,,,Transfer(universal)
36671,SAHARA,Sahara AI,1,0xFDFfB411C4A70AA7C95D5C981a6Fb4Da867e1111,True,SaharaToken,0,-,,,,-,,,,Transfer(universal)
38299,AVNT,Avantis,8453,0x696F9436B67233384889472Cd7cD58A6fB5DF4f1,True,Token,0,-,,,,-,,,,Transfer(universal)
38408,BARD,Lombard,1,0xf0DB65D17e30a966C2ae6A21f6BBA71cea6e9754,True,BARD,0,-,,,,ERC20Votes-DORMANT,"DelegateVotesChanged(address,uint256,uint256)",0,,Transfer(universal)
38417,RIVER,River,1,0xdA7AD9dea9397cffdDAE2F8a052B82f1484252B3,True,River,0,-,,,,-,,,,Transfer(universal)
38779,syrupUSDC,syrupUSDC,1,0x80ac24aa929eaf5013f6436cda2a7ba190f5cc0b,True,MaplePool,0,-,,,,-,,,,Transfer(universal)
38786,syrupUSDT,syrupUSDT,1,0x356b8d89c1e1239cbbb9de4815c39a1474d5ba7d,True,MaplePool,0,-,,,,-,,,,Transfer(universal)
38967,RAVE,RaveDAO,1,0x17205fab260a7a6383a81452cE6315A39370Db97,True,RaveToken,0,-,,,,-,,,,Transfer(universal)
39042,POWER,Power Protocol,1,0x9dC44ae5BE187ECA9e2A67e33f27A4c91cEA1223,True,PowerToken,0,-,,,,-,,,,Transfer(universal)
39125,LIT,Lighter,1,0x232ce3bd40fcd6f80f3d55a522d03f25df784ee2,True,Lighter,0,-,,,,-,,,,Transfer(universal)
39379,GWEI,ETHGas,1,0x2798b1cC5A993085E8A9D46e80499F1B63f42204,True,EthgasToken,0,-,,,,-,,,,Transfer(universal)
39720,EDGE,edgeX,1,0xB0076DE78Dc50581770BBa1D211dDc0aD4F2a241,True,ERC1967Proxy->impl:EdgeToken,1,-,,,,-,,,,Transfer(universal)
39841,GENIUS,Genius Terminal,56,0x1F12B85aAC097E43Aa1555b2881E98a51090e9A6,True,GeniusToken,0,-,,,,-,,,,Transfer(universal)
7127,VELO,Velodrome Finance,56,0xf486ad071f3bee968384d2e39e2d8af0fcf6fd46,True,Token,0,-,,,,-,,,,Transfer(universal)
5728,BAL,Balancer,1,0xba100000625a3754423978a60c9317c58a424e3D,True,BalancerGovernanceToken,0,-,,,,-,,,,Transfer(universal)
5692,COMP,Compound,1,0xc00e94cb662c3520282e6f5717214004a7f26888,True,Comp,0,-,,,,ERC20Votes,"DelegateVotesChanged(address,uint256,uint256)",1000,9686030,Transfer(universal)
