cohort,project,slug,month,pq_usd,tvl_usd,turnover
perpetual,meridian,meridian-trade,2024-01,942.6075,5222.0,0.18050698965913442
perpetual,meridian,meridian-trade,2024-04,302.3556929676923,7649.0,0.039528787157496706
perpetual,meridian,meridian-trade,2024-05,526.0204742834645,9649.0,0.05451554298719707
perpetual,meridian,meridian-trade,2024-06,21.18950605233533,8609.0,0.002461320252333062
perpetual,meridian,meridian-trade,2024-07,72.57232798937396,29013.0,0.0025013727635671583
perpetual,meridian,meridian-trade,2024-08,1723.7903667585772,19748.0,0.08728936432846755
perpetual,meridian,meridian-trade,2025-02,23.2245237938417,434.0,0.05351272763557996
perpetual,Mummy Finance,mummy-finance,2023-03,9855038.91603719,18539561.0,0.5315680838417475
perpetual,Mummy Finance,mummy-finance,2023-04,16722467.096973514,16313866.0,1.0250462457503031
perpetual,Mummy Finance,mummy-finance,2023-05,21414942.898797426,8464605.0,2.529940014778885
perpetual,Mummy Finance,mummy-finance,2023-06,1833767.8214467263,7783388.0,0.23560020667692866
perpetual,Mummy Finance,mummy-finance,2023-07,3730932.857350796,3810175.0,0.9792024926285002
perpetual,Mummy Finance,mummy-finance,2023-08,5387237.951260415,4576150.0,1.1772424311398042
perpetual,Mummy Finance,mummy-finance,2023-09,2057762.1487654385,4547435.0,0.4525105138974913
perpetual,Mummy Finance,mummy-finance,2023-10,2055735.5368617997,1726064.0,1.1909961257878037
perpetual,Mummy Finance,mummy-finance,2023-11,1591462.0598733537,1646957.0,0.9663045603943234
perpetual,Mummy Finance,mummy-finance,2023-12,932200.6647507367,2246545.0,0.4149485831580212
perpetual,Mummy Finance,mummy-finance,2024-01,668492.286633103,1899232.0,0.3519803197466676
perpetual,Mummy Finance,mummy-finance,2024-02,307511.6054655345,2117848.0,0.14520003582199217
perpetual,Mummy Finance,mummy-finance,2024-03,1013507.5431215432,2832101.0,0.3578641945049076
perpetual,Mummy Finance,mummy-finance,2024-04,1261753.9145827093,2737534.0,0.46090894746246414
perpetual,Mummy Finance,mummy-finance,2024-05,523544.26800297684,2938249.0,0.17818240319420744
perpetual,Mummy Finance,mummy-finance,2024-06,205948.551350411,2578036.0,0.07988583221894922
perpetual,Mummy Finance,mummy-finance,2024-07,346554.5124358637,2398674.0,0.1444775373543315
perpetual,Mummy Finance,mummy-finance,2024-08,256306.8913628072,2147537.0,0.11934923187018766
perpetual,Mummy Finance,mummy-finance,2024-09,113187.12265155572,2328361.0,0.048612359789377904
perpetual,Mummy Finance,mummy-finance,2024-10,934629.4745771539,2313278.0,0.404028168934799
perpetual,Mummy Finance,mummy-finance,2024-11,1440498.4355212615,2512701.0,0.5732868477074119
perpetual,Mummy Finance,mummy-finance,2024-12,125047.99889665353,2250499.0,0.05556456541267227
perpetual,Mummy Finance,mummy-finance,2025-01,40200.31167661994,1092418.0,0.036799386019472344
perpetual,Mummy Finance,mummy-finance,2025-02,146147.699067713,672834.0,0.21721211928605422
perpetual,Mummy Finance,mummy-finance,2025-03,40220.34966643405,534229.0,0.07528672098750545
perpetual,Mummy Finance,mummy-finance,2025-04,11011.064578614849,544364.0,0.020227393028589048
perpetual,Mummy Finance,mummy-finance,2025-05,34.0,584886.0,5.8130986209278387e-05
perpetual,Mummy Finance,mummy-finance,2025-06,171.87183732025,577323.0,0.00029770481571018303
perpetual,mummy_finance,mummy-finance,2023-10,6447.156768358947,1726064.0,0.003735178283284367
perpetual,mummy_finance,mummy-finance,2023-11,2487.5049645545705,1646957.0,0.001510364244211944
perpetual,mummy_finance,mummy-finance,2023-12,8829.761016491888,2246545.0,0.0039303735364712876
perpetual,mummy_finance,mummy-finance,2024-01,820.0491331632827,1899232.0,0.0004317793366809756
perpetual,mummy_finance,mummy-finance,2024-02,5424.45059233422,2117848.0,0.0025613030738439306
perpetual,mummy_finance,mummy-finance,2024-03,138.0993717760441,2832101.0,4.876216341721009e-05
perpetual,mummy_finance,mummy-finance,2024-04,32.20518413173652,2737534.0,1.1764304710639766e-05
perpetual,mummy_finance,mummy-finance,2024-06,103.60542682320167,2578036.0,4.018773470316228e-05
perpetual,mummy_finance,mummy-finance,2024-12,506.9499455553356,2250499.0,0.00022526112900087296
perpetual,mux_protocol,mux-protocol,2023-01,389.5641999999965,11182429.0,3.48371717808355e-05
perpetual,mux_protocol,mux-protocol,2023-02,1241492.7316299912,13074406.0,0.09495595682358275
perpetual,mux_protocol,mux-protocol,2023-03,417834.8974700046,19737570.0,0.02116952073988868
perpetual,mux_protocol,mux-protocol,2023-04,467590.3286700046,34224505.0,0.013662442412826851
perpetual,mux_protocol,mux-protocol,2023-05,615777.5716499956,44491512.0,0.013840338167199075
perpetual,mux_protocol,mux-protocol,2023-06,1860664.8197700186,53962393.0,0.034480769223299984
perpetual,mux_protocol,mux-protocol,2023-07,1492739.3173499997,58464367.0,0.025532463514913274
perpetual,mux_protocol,mux-protocol,2023-08,3213718.6633900013,53464147.0,0.06010979027477987
perpetual,mux_protocol,mux-protocol,2023-09,830629.2515399812,50073100.0,0.0165883328881172
perpetual,mux_protocol,mux-protocol,2023-10,560535.2207999987,56782644.0,0.00987159422868718
perpetual,mux_protocol,mux-protocol,2023-11,934581.5494633302,62223689.0,0.015019706553613852
perpetual,mux_protocol,mux-protocol,2023-12,2727277.025658188,63487654.0,0.042957596537717205
perpetual,mux_protocol,mux-protocol,2024-01,412996.03433511074,57963560.0,0.007125097808607869
perpetual,mux_protocol,mux-protocol,2024-02,88279.04695019584,76351272.0,0.0011562223475490472
perpetual,mux_protocol,mux-protocol,2024-03,515019.9135129627,68762284.0,0.007489860480971847
perpetual,mux_protocol,mux-protocol,2024-04,1981354.6568354059,46737113.0,0.04239360391891142
perpetual,mux_protocol,mux-protocol,2024-05,2680614.554840904,43194019.0,0.06205985497299763
perpetual,mux_protocol,mux-protocol,2024-06,3443442.523082927,27381114.0,0.1257597672279852
perpetual,mux_protocol,mux-protocol,2024-07,109484.8625638791,34172607.0,0.003203877964706617
perpetual,mux_protocol,mux-protocol,2024-08,73188.29677212168,37608133.0,0.0019460763120605238
perpetual,mux_protocol,mux-protocol,2024-09,9305.611987902463,35246903.0,0.00026401218818863215
perpetual,mux_protocol,mux-protocol,2024-10,125035.67834000006,21104632.0,0.005924560937144038
perpetual,mux_protocol,mux-protocol,2024-11,98899.70118000018,21613386.0,0.00457585411096624
perpetual,mux_protocol,mux-protocol,2024-12,246632.70503000004,19478481.0,0.012661803814681445
perpetual,mux_protocol,mux-protocol,2025-01,138913.06822999998,18667880.0,0.007441287828612567
perpetual,mux_protocol,mux-protocol,2025-02,79410.58167999999,15813830.0,0.005021590701303858
perpetual,mux_protocol,mux-protocol,2025-03,35275.49361999992,14419181.0,0.0024464283803636226
perpetual,mux_protocol,mux-protocol,2025-04,29390.987500000003,13649822.0,0.0021532139759771226
perpetual,mux_protocol,mux-protocol,2025-05,29215.780019999984,13369639.0,0.002185233275184168
perpetual,mux_protocol,mux-protocol,2025-06,23238.969200000007,12628479.0,0.001840203337234833
perpetual,mux_protocol,mux-protocol,2025-07,36158.653999999995,11871643.0,0.0030458003159293113
perpetual,mux_protocol,mux-protocol,2025-08,82745.94130000076,10211735.0,0.008103024735757514
perpetual,mux_protocol,mux-protocol,2025-09,83182.38440000018,11644111.0,0.007143729942114103
perpetual,mux_protocol,mux-protocol,2025-10,50495.90089000028,12105549.0,0.004171302011168621
perpetual,mux_protocol,mux-protocol,2025-11,7923.673530000121,10972727.0,0.0007221243661671452
perpetual,mux_protocol,mux-protocol,2025-12,2192.065960000021,11738865.0,0.00018673576704391956
perpetual,mux_protocol,mux-protocol,2026-01,530.3686000000008,11320381.0,4.685077295543329e-05
perpetual,mux_protocol,mux-protocol,2026-02,6302.315559999977,9233502.0,0.000682548783765897
perpetual,mux_protocol,mux-protocol,2026-03,139.01509999999985,9004460.0,1.5438471601850623e-05
perpetual,mux_protocol,mux-protocol,2026-05,77.23288000000001,9440383.0,8.181117227976875e-06
perpetual,mux_protocol,mux-protocol,2026-06,0.12548000000000004,8016961.0,1.565181619319341e-08
perpetual,OPX Finance,opx-finance,2022-11,691044.475630758,847606.0,0.8152897403165598
perpetual,OPX Finance,opx-finance,2022-12,364942.4575370853,483832.0,0.7542751565359159
perpetual,OPX Finance,opx-finance,2023-01,790891.3480442286,645042.0,1.2261082968926498
perpetual,OPX Finance,opx-finance,2023-02,1082716.9467077374,629947.0,1.7187429207659333
perpetual,OPX Finance,opx-finance,2023-03,103001.74663874404,520041.0,0.19806466536050818
perpetual,OPX Finance,opx-finance,2023-04,66784.87095383492,439957.0,0.15179863248870895
perpetual,OPX Finance,opx-finance,2023-05,55747.72132800265,405484.0,0.13748439230155235
perpetual,OPX Finance,opx-finance,2023-06,7724.086451746578,385378.0,0.020042883744652205
perpetual,OPX Finance,opx-finance,2023-07,89.09982912305722,377281.0,0.00023616304325703446
perpetual,OPX Finance,opx-finance,2023-08,83.89234213190466,322125.0,0.00026043412380878433
perpetual,OPX Finance,opx-finance,2023-09,989.0992241184244,422449.0,0.0023413458763505758
perpetual,OPX Finance,opx-finance,2023-10,712.3889790837266,423900.0,0.001680559044783502
perpetual,OPX Finance,opx-finance,2023-11,41583.676259963424,327067.0,0.12714115535949339
perpetual,OPX Finance,opx-finance,2023-12,121497.15830025717,334893.0,0.3627939619527944
perpetual,OPX Finance,opx-finance,2024-01,91393.39793502014,311629.0,0.29327629307612624
perpetual,OPX Finance,opx-finance,2024-02,9154.005177020588,378252.0,0.024200811038727062
perpetual,Perpetual,perpetual-protocol,2021-11,16354133.255210746,9583243.0,1.7065343386587135
perpetual,Perpetual,perpetual-protocol,2021-12,503964086.2986688,22256347.0,22.64361201317848
perpetual,Perpetual,perpetual-protocol,2022-01,1673618061.4396012,30570679.0,54.74585832521421
perpetual,Perpetual,perpetual-protocol,2022-02,2047564653.7166727,34119774.0,60.01108488340728
perpetual,Perpetual,perpetual-protocol,2022-03,1785060323.0573938,48470872.0,36.82748523809091
perpetual,Perpetual,perpetual-protocol,2022-04,2711666231.906046,52503120.0,51.647716019658375
perpetual,Perpetual,perpetual-protocol,2022-05,2128645697.7755125,32162252.0,66.18459732780877
perpetual,Perpetual,perpetual-protocol,2022-06,913638926.4164246,29665479.0,30.798050704538586
perpetual,Perpetual,perpetual-protocol,2022-07,397484031.6231502,21641865.0,18.366440767611767
perpetual,Perpetual,perpetual-protocol,2022-08,827395705.5244913,21687927.0,38.15005950197505
perpetual,Perpetual,perpetual-protocol,2022-09,662854843.698093,22758358.0,29.125776283952167
perpetual,Perpetual,perpetual-protocol,2022-10,521853430.5608503,22224535.0,23.480960594264417
perpetual,Perpetual,perpetual-protocol,2022-11,579628475.6638768,16780325.0,34.54214835909774
perpetual,Perpetual,perpetual-protocol,2022-12,341643193.2731352,17264200.0,19.78911234074763
perpetual,Perpetual,perpetual-protocol,2023-01,654997133.4501742,16692536.0,39.23892292041031
perpetual,Perpetual,perpetual-protocol,2023-02,730343897.6091863,17594938.0,41.50875084693031
perpetual,Perpetual,perpetual-protocol,2023-03,986568178.7547197,17524804.0,56.295532820493726
perpetual,Perpetual,perpetual-protocol,2023-04,1105642125.0839543,17834288.0,61.995305059778914
perpetual,Perpetual,perpetual-protocol,2023-05,1126392252.521534,20421721.0,55.15657825907689
perpetual,Perpetual,perpetual-protocol,2023-06,912755975.9468336,18762118.0,48.648877272109345
perpetual,Perpetual,perpetual-protocol,2023-07,628252954.4767796,12618887.0,49.78671688531481
perpetual,Perpetual,perpetual-protocol,2023-08,548819444.0675932,12416069.0,44.20235132936143
perpetual,Perpetual,perpetual-protocol,2023-09,614570235.4147526,13465028.0,45.641957477901464
perpetual,Perpetual,perpetual-protocol,2023-10,452392203.2199626,12696326.0,35.63174127853701
perpetual,Perpetual,perpetual-protocol,2023-11,323687442.552275,8872270.0,36.483046903698266
perpetual,Perpetual,perpetual-protocol,2023-12,382983841.70755446,8476444.0,45.18213554027543
perpetual,Perpetual,perpetual-protocol,2024-01,511284275.45903885,8514185.0,60.050876914119065
perpetual,Perpetual,perpetual-protocol,2024-02,498457330.400461,8577293.0,58.11359486034359
perpetual,Perpetual,perpetual-protocol,2024-03,319424074.1071147,7287427.0,43.832215966913246
perpetual,Perpetual,perpetual-protocol,2024-04,115568491.93714453,7236690.0,15.969799996565355
perpetual,Perpetual,perpetual-protocol,2024-05,77623339.88092811,6965715.0,11.143628454642217
perpetual,Perpetual,perpetual-protocol,2024-06,39436966.443750925,5877819.0,6.7094557426404124
perpetual,Perpetual,perpetual-protocol,2024-07,46420413.94216414,5835830.0,7.954380772257612
perpetual,Perpetual,perpetual-protocol,2024-08,48452469.96130712,5155774.0,9.397710210204544
perpetual,Perpetual,perpetual-protocol,2024-09,32412764.264611773,5192757.0,6.241918168828577
perpetual,Perpetual,perpetual-protocol,2024-10,22039206.4645571,4414371.0,4.9926040345401645
perpetual,Perpetual,perpetual-protocol,2024-11,9421146.761196433,3488068.0,2.700964190261323
perpetual,Perpetual,perpetual-protocol,2024-12,9693233.131699923,3328199.0,2.9124559954798146
perpetual,Perpetual,perpetual-protocol,2025-01,4462814.004499851,3296280.0,1.3538940880325248
perpetual,Perpetual,perpetual-protocol,2025-02,5548415.302514562,3133054.0,1.7709287176392627
perpetual,Perpetual,perpetual-protocol,2025-03,3099397.6895553377,3037108.0,1.0205095405087135
perpetual,Perpetual,perpetual-protocol,2025-04,4034465.8104727636,2938490.0,1.3729724485952866
perpetual,Perpetual,perpetual-protocol,2025-05,1683137.8004273192,2941781.0,0.5721492525879116
perpetual,Perpetual,perpetual-protocol,2025-06,943702.452512992,2930646.0,0.3220117518502719
perpetual,Perpetual,perpetual-protocol,2025-07,1889803.9876985792,2810494.0,0.6724098993623823
perpetual,Perpetual,perpetual-protocol,2025-08,1451837.3574962593,2769921.0,0.5241439584364533
perpetual,Perpetual,perpetual-protocol,2025-09,1189016.453081882,2746672.0,0.4328934991443762
perpetual,Perpetual,perpetual-protocol,2025-10,1403514.2013134684,2650933.0,0.5294415970956144
perpetual,Perpetual,perpetual-protocol,2025-11,1146565.3370310243,2530111.0,0.4531679981751885
perpetual,Perpetual,perpetual-protocol,2025-12,656316.7362764622,2414451.0,0.2718285590705557
perpetual,Pika,pika-protocol,2021-11,2564881.697298602,227624.0,11.268063549092373
perpetual,Pika,pika-protocol,2021-12,4895649.70528907,285576.0,17.143071214979795
perpetual,Pika,pika-protocol,2022-01,20643227.995110504,296982.0,69.51003089450036
perpetual,Pika,pika-protocol,2022-02,67274477.98280376,2998059.0,22.43934424999767
perpetual,Pika,pika-protocol,2022-03,54254537.69190108,2851864.0,19.024237373135986
perpetual,Pika,pika-protocol,2022-04,131066138.41647023,4766856.0,27.495300553754976
perpetual,Pika,pika-protocol,2022-05,208285595.5538161,2149814.0,96.8854029017469
perpetual,Pika,pika-protocol,2022-06,310033335.6022203,1642120.0,188.8006574441699
perpetual,Pika,pika-protocol,2022-07,332834147.54533386,479046.0,694.7853599556909
perpetual,Pika,pika-protocol,2022-08,27538182.537655003,1264895.0,21.771121348139573
perpetual,Pika,pika-protocol,2022-09,126829882.61493763,9425301.0,13.456321725421569
perpetual,Pika,pika-protocol,2022-10,60830010.50787541,10067873.0,6.041992236878178
perpetual,Pika,pika-protocol,2022-11,163630416.44839233,8688177.0,18.83368817743841
perpetual,Pika,pika-protocol,2022-12,89144620.1870482,7815896.0,11.40555352669076
perpetual,Pika,pika-protocol,2023-01,176097314.5540367,10358410.0,17.000419422868635
perpetual,Pika,pika-protocol,2023-02,191344051.2202842,13774917.0,13.890758922197803
perpetual,Pika,pika-protocol,2023-03,162624000.96745175,12362119.0,13.155026332253536
perpetual,Pika,pika-protocol,2023-04,135309757.2397911,14865997.0,9.10196317406704
perpetual,Pika,pika-protocol,2023-05,183890223.61570305,13185494.0,13.946403799182878
perpetual,Pika,pika-protocol,2023-06,143242084.5972363,14426949.0,9.928785677223667
perpetual,Pika,pika-protocol,2023-07,80633023.11820135,5519869.0,14.607778394415039
perpetual,Pika,pika-protocol,2023-08,124376154.02072777,6738220.0,18.45831006122207
perpetual,Pika,pika-protocol,2023-09,79084798.67249398,6333198.0,12.48734030934987
perpetual,Pika,pika-protocol,2023-10,115995838.14631398,6022300.0,19.26105277822659
perpetual,Pika,pika-protocol,2023-11,142589305.42403895,5098799.0,27.96527288564208
perpetual,Pika,pika-protocol,2023-12,105650564.31986599,1579842.0,66.87413318538562
perpetual,Pika,pika-protocol,2024-01,38539835.7969662,779419.0,49.446877477924204
perpetual,Pika,pika-protocol,2024-02,102518.55128512677,608074.0,0.168595518448621
perpetual,Pika,pika-protocol,2024-03,13243.413723924701,577059.0,0.022949843471680886
perpetual,Pika,pika-protocol,2024-04,28894.711068784938,456507.0,0.06329522015825592
perpetual,Pika,pika-protocol,2024-05,14901.87354434157,416304.0,0.035795653042828245
perpetual,Pika,pika-protocol,2024-06,3522.462425,404680.0,0.008704315570327173
perpetual,Pika,pika-protocol,2024-07,16203.840473362998,386614.0,0.04191219271253239
perpetual,Pika,pika-protocol,2024-08,351.6372813401214,382679.0,0.0009188831405436969
perpetual,Pika,pika-protocol,2024-09,495.37741076199995,377342.0,0.0013128075082074085
perpetual,Pika,pika-protocol,2024-10,164.742975,375193.0,0.0004390886157257731
perpetual,Pika,pika-protocol,2024-11,3605.5463999999997,363629.0,0.009915453387931105
perpetual,Pika,pika-protocol,2024-12,4308.480807985421,355460.0,0.012120859753517755
perpetual,Pika,pika-protocol,2025-01,156.82629996000017,353242.0,0.0004439627789447466
perpetual,Pika,pika-protocol,2025-02,250.0,348390.0,0.0007175866127041533
perpetual,Pika,pika-protocol,2025-03,6147.6618757,339196.0,0.018124216900258255
perpetual,Pika,pika-protocol,2025-04,208.3,337866.0,0.0006165166071756259
perpetual,Pika,pika-protocol,2025-05,236.65538475000002,337173.0,0.0007018811848813518
perpetual,Pika,pika-protocol,2025-08,217.0,330841.0,0.0006559041956710323
perpetual,Pika,pika-protocol,2025-10,152.40999992457844,327108.0,0.0004659317409680547
perpetual,Pika,pika-protocol,2025-11,158.0,326012.0,0.00048464473700354587
perpetual,Pika,pika-protocol,2026-01,50.0,319943.0,0.0001562778369897138
perpetual,Pika,pika-protocol,2026-02,31.0,319854.0,9.691921939384844e-05
perpetual,Pika,pika-protocol,2026-05,32.9967,404350.0,8.160430320267095e-05
perpetual,Synthetix,synthetix,2022-03,257275138.0988261,1292168713.0,0.1991033643753191
perpetual,Synthetix,synthetix,2022-04,695906721.2572944,906553650.0,0.7676398647308899
perpetual,Synthetix,synthetix,2022-05,115054532.81406365,529793932.0,0.21716846091408923
perpetual,Synthetix,synthetix,2022-06,492865662.5045388,369895553.0,1.332445493078255
perpetual,Synthetix,synthetix,2022-07,708742455.1640357,593408685.0,1.1943580757737573
perpetual,Synthetix,synthetix,2022-08,667076444.8251114,509186467.0,1.310082824383295
perpetual,Synthetix,synthetix,2022-09,584954954.1053714,404362081.0,1.4466117907464506
perpetual,Synthetix,synthetix,2022-10,165559963.51091632,436884138.0,0.37895622456981104
perpetual,Synthetix,synthetix,2022-11,175767543.06533545,303770774.0,0.5786190052152136
perpetual,Synthetix,synthetix,2022-12,112862143.58856493,246359579.0,0.4581195667190393
perpetual,Synthetix,synthetix,2023-01,283288588.27075285,389555483.0,0.7272098600413047
perpetual,Synthetix,synthetix,2023-02,581804598.0706131,475577712.0,1.2233638864695433
perpetual,Synthetix,synthetix,2023-03,3207875511.5473323,407638263.0,7.869417085479369
perpetual,Synthetix,synthetix,2023-04,2423424712.26644,408636105.0,5.930520290825599
perpetual,Synthetix,synthetix,2023-05,5012959818.332155,412204055.0,12.16135493458975
perpetual,Synthetix,synthetix,2023-06,4110759832.6041985,415354047.0,9.897001996959473
perpetual,Synthetix,synthetix,2023-07,5212263480.274998,476837129.0,10.930909451631644
perpetual,Synthetix,synthetix,2023-08,5606226382.3249235,362851693.0,15.450462242503368
perpetual,Synthetix,synthetix,2023-09,2176572618.797333,396648951.0,5.487402937307485
perpetual,Synthetix,synthetix,2023-10,3774128865.110184,432623705.0,8.723814302108536
perpetual,Synthetix,synthetix,2023-11,4842275236.651416,662913273.0,7.304538065345715
perpetual,Synthetix,synthetix,2023-12,4559241098.557323,766207391.0,5.950400834174834
perpetual,Synthetix,synthetix,2024-01,2927497347.7695203,616886079.0,4.745604492348287
perpetual,Synthetix,synthetix,2024-02,2862326708.273782,786471906.0,3.6394519453741068
perpetual,Synthetix,synthetix,2024-03,5445823246.764406,939704685.0,5.795249649909329
perpetual,Synthetix,synthetix,2024-04,1836513483.3504126,658013489.0,2.7909967106318887
perpetual,Synthetix,synthetix,2024-05,3064712541.8635983,629591606.0,4.8677785927527095
perpetual,Synthetix,synthetix,2024-06,1581829256.3856213,451217728.0,3.505689511351871
perpetual,Synthetix,synthetix,2024-07,2216298336.1288695,331613286.0,6.683382209628566
perpetual,Synthetix,synthetix,2024-08,2141677223.5989296,279985591.0,7.649240862537564
perpetual,Synthetix,synthetix,2024-09,765839564.8621423,283033362.0,2.70582789057264
perpetual,Synthetix,synthetix,2024-10,1411309309.9674063,250715396.0,5.62912901434823
perpetual,Synthetix,synthetix,2024-11,3383705878.905612,477702474.0,7.083291511078948
perpetual,Synthetix,synthetix,2024-12,1370922384.6333818,369876233.0,3.7064354568393743
perpetual,Synthetix,synthetix,2025-01,761878833.9789027,305225477.0,2.4961180877404368
perpetual,Synthetix,synthetix,2025-02,882003116.534756,182574480.0,4.830922243540039
perpetual,Synthetix,synthetix,2025-03,388667596.99819946,93225670.0,4.169104893514838
perpetual,Synthetix,synthetix,2025-04,358712585.0925235,87560081.0,4.0967594021814975
perpetual,Synthetix,synthetix,2025-05,243173417.88156492,90500665.0,2.686979348511582
perpetual,Synthetix,synthetix,2025-06,252875881.54924694,78684585.0,3.213791895188199
perpetual,Synthetix,synthetix,2025-07,219297985.45296463,74071297.0,2.9606337992564735
perpetual,Synthetix,synthetix,2025-08,57714209.84633563,87173787.0,0.662059224825642
perpetual,Unidex,unidex,2022-10,961621.0,1189462.0,0.808450375043507
perpetual,Unidex,unidex,2022-11,60172830.14860002,1863445.0,32.2911758321818
perpetual,Unidex,unidex,2022-12,18066527.807,2184009.0,8.27218560317288
perpetual,Unidex,unidex,2023-01,21907800.99001702,2946194.0,7.435966874556468
perpetual,Unidex,unidex,2023-02,8700985.01,2898224.0,3.0021782339805343
perpetual,Unidex,unidex,2023-03,10026829.32,3393774.0,2.954477616953869
perpetual,Unidex,unidex,2023-04,29685688.559631467,4461682.0,6.653474756746776
perpetual,Unidex,unidex,2023-05,6804189.0,3572179.0,1.9047726891625532
perpetual,Unidex,unidex,2023-06,312724.162,2774347.0,0.11271991643438979
perpetual,Unidex,unidex,2023-07,10050647.799999999,1778474.0,5.6512762064556465
perpetual,Unidex,unidex,2023-08,2475739.6680000005,1852534.0,1.3364071417852523
perpetual,Unidex,unidex,2023-09,6891381.6566901,1695471.0,4.064582441510412
perpetual,Unidex,unidex,2023-10,14903030.285098288,1402631.0,10.625054119792225
perpetual,Unidex,unidex,2023-11,10142062.561859455,713316.0,14.218190201620958
perpetual,Unidex,unidex,2023-12,3698107.5223290403,601153.0,6.15169103760447
perpetual,Unidex,unidex,2024-01,1539476.8508542473,491409.0,3.1327811473828264
perpetual,Unidex,unidex,2024-02,42744.73594176999,497415.0,0.08593374936777136
perpetual,Unidex,unidex,2024-03,10225.209380130013,473715.0,0.021585150101073456
perpetual,Unidex,unidex,2024-04,97168.32850743999,598219.0,0.16242935865868519
perpetual,Unidex,unidex,2024-05,8195.696019140014,627579.0,0.013059226040291364
perpetual,Unidex,unidex,2024-06,26502.279704700006,650206.0,0.04075982027957294
perpetual,Unidex,unidex,2024-07,1672.278162000001,431293.0,0.003877359850496069
perpetual,Unidex,unidex,2024-08,513.4559381099998,319037.0,0.0016093930738754433
perpetual,Unidex,unidex,2024-09,701.8929695899998,140329.0,0.005001767058769034
perpetual,vela_exchange,vela-exchange,2023-08,1666.3108780649382,11084639.0,0.00015032612952617925
perpetual,vela_exchange,vela-exchange,2023-09,21417391.268987514,12799994.0,1.6732344772183108
perpetual,vela_exchange,vela-exchange,2023-10,11343888.799983671,10067557.0,1.126776714547896
perpetual,vela_exchange,vela-exchange,2023-11,3642980.420314135,8089956.0,0.45030905239956004
perpetual,vela_exchange,vela-exchange,2023-12,898780.899769109,7352682.0,0.12223851103163566
perpetual,vela_exchange,vela-exchange,2024-01,3257329.3108818596,8038398.0,0.4052212033892648
perpetual,vela_exchange,vela-exchange,2024-02,2493847.748901213,11138096.0,0.22390251878788017
perpetual,vela_exchange,vela-exchange,2024-03,1146225.1564773319,11094723.0,0.10331264299949912
perpetual,vela_exchange,vela-exchange,2024-04,1626613.8757567017,64289.0,25.301589319427922
perpetual,vela_exchange,vela-exchange,2024-05,769512.397224721,8849854.0,0.0869519878208975
perpetual,vela_exchange,vela-exchange,2024-06,1358906.3650662191,8750859.0,0.15528833970084754
perpetual,vela_exchange,vela-exchange,2024-07,471797.8178792239,6318403.0,0.07467042192136587
perpetual,vela_exchange,vela-exchange,2024-08,294329.56820406293,4750314.0,0.0619600237382335
perpetual,vela_exchange,vela-exchange,2024-09,203609.21247893956,3605211.0,0.05647636503908913
perpetual,vela_exchange,vela-exchange,2024-10,217315.9295567497,683985.0,0.31772031485595403
perpetual,vela_exchange,vela-exchange,2025-02,160.0,415580.0,0.00038500409066846334
