cohort,project,slug,month,pq_usd,tvl_usd,turnover
lending,radiant,radiant-v2,2025-11,6136811.821549006,7127561.0,0.8609974466088759
lending,radiant,radiant-v2,2025-12,2453210.791128549,5285062.0,0.46417824258798646
lending,radiant,radiant-v2,2026-01,113471.43450768132,3869574.0,0.029324012025013946
lending,radiant,radiant-v2,2026-02,1161454.2675007815,2171301.0,0.5349116808313455
lending,radiant,radiant-v2,2026-03,602029.7025878542,1896045.0,0.31751867840048853
lending,radiant,radiant-v2,2026-04,203354.01765933807,1492225.0,0.1362757075235558
lending,radiant,radiant-v2,2026-05,181954.79248590293,1004146.0,0.18120352268086806
lending,radiant,radiant-v2,2026-06,107.18262603899998,597207.0,0.00017947315761369172
lending,seamlessprotocol,seamless-protocol,2023-09,264939.95285212476,1735317.0,0.15267524772253413
lending,seamlessprotocol,seamless-protocol,2023-10,5457532.165613632,2246850.0,2.428970409957777
lending,seamlessprotocol,seamless-protocol,2023-11,1490898.7506168836,4140307.0,0.36009376855795566
lending,seamlessprotocol,seamless-protocol,2023-12,1189071.9328788235,86168772.0,0.013799337106473138
lending,seamlessprotocol,seamless-protocol,2024-01,23017271.032211635,59406264.0,0.3874552864023167
lending,seamlessprotocol,seamless-protocol,2024-02,19262314.813841403,17836525.0,1.0799365242860592
lending,seamlessprotocol,seamless-protocol,2024-03,27700004.652456943,15160725.0,1.8270897105815813
lending,seamlessprotocol,seamless-protocol,2024-04,41080902.54381925,22274787.0,1.8442781313158796
lending,seamlessprotocol,seamless-protocol,2024-05,42235320.32568178,25813745.0,1.6361562541848067
lending,seamlessprotocol,seamless-protocol,2024-06,55902026.69989541,31222020.0,1.7904679677962994
lending,seamlessprotocol,seamless-protocol,2024-07,28261999.364700068,33723705.0,0.8380455043329335
lending,seamlessprotocol,seamless-protocol,2024-08,40092487.14759267,27658674.0,1.4495448027476903
lending,seamlessprotocol,seamless-protocol,2024-09,56222484.406708606,21609207.0,2.6017837862679833
lending,seamlessprotocol,seamless-protocol,2024-10,23303933.187886517,17103123.0,1.3625542649659081
lending,seamlessprotocol,seamless-protocol,2024-11,29789494.941646542,21790053.0,1.3671143866261612
lending,seamlessprotocol,seamless-protocol,2024-12,14398470.443792975,17445121.0,0.8253580152177205
lending,seamlessprotocol,seamless-protocol,2025-01,20186395.236388873,34755362.0,0.5808138392110223
lending,seamlessprotocol,seamless-protocol,2025-02,14593404.735833606,66464808.0,0.21956589020513842
lending,seamlessprotocol,seamless-protocol,2025-03,4161476.756599094,71590960.0,0.05812852288332345
lending,seamlessprotocol,seamless-protocol,2025-04,644237.6975997692,86112469.0,0.007481352062960467
lending,sonne_finance,sonne-finance,2022-10,112766110.08312067,18846241.0,5.983480211418323
lending,sonne_finance,sonne-finance,2022-11,95240926.4494401,20984212.0,4.5386944455879545
lending,sonne_finance,sonne-finance,2022-12,45287741851.22702,13496724.0,3355.4618032662606
lending,sonne_finance,sonne-finance,2023-01,134775732.5593654,14687157.0,9.17643438817774
lending,sonne_finance,sonne-finance,2023-02,872371054.1435543,40549693.0,21.513629070966193
lending,sonne_finance,sonne-finance,2023-03,210915524.64478788,40284530.0,5.2356456596313246
lending,sonne_finance,sonne-finance,2023-04,74493639.46728447,37659311.0,1.9780935309008831
lending,sonne_finance,sonne-finance,2023-05,41229080.33629923,29670928.0,1.3895446861756138
lending,sonne_finance,sonne-finance,2023-06,77887378.01840526,33993274.0,2.2912585006788477
lending,sonne_finance,sonne-finance,2023-07,83471622.64722416,39780764.0,2.0982910898147695
lending,sonne_finance,sonne-finance,2023-08,138777608.32871777,32391207.0,4.28442226091537
lending,sonne_finance,sonne-finance,2023-09,82366691.51356517,36508025.0,2.256125646719185
lending,sonne_finance,sonne-finance,2023-10,60804349.004724324,37976145.0,1.6011195713710362
lending,sonne_finance,sonne-finance,2023-11,64474207.42142646,36671557.0,1.7581529854711775
lending,sonne_finance,sonne-finance,2023-12,52776476.971710205,47518008.0,1.1106626559705577
lending,sonne_finance,sonne-finance,2024-01,65399329.40570699,37015619.0,1.7668036135153375
lending,sonne_finance,sonne-finance,2024-02,48118310.81396747,41681244.0,1.1544355733232785
lending,sonne_finance,sonne-finance,2024-03,57569924.83996962,42167024.0,1.3652830904066082
lending,sonne_finance,sonne-finance,2024-04,60682785.671811536,25992.0,2334.6716555790836
lending,sonne_finance,sonne-finance,2024-05,36575958.608293146,29201.0,1252.5584263653006
lending,sonne_finance,sonne-finance,2024-06,645811.76553184,20123.0,32.09321500431546
lending,sonne_finance,sonne-finance,2024-07,174278.58034338846,22116.0,7.880203488125722
lending,sonne_finance,sonne-finance,2024-08,38260.998450907675,372037.0,0.10284191747301391
lending,sonne_finance,sonne-finance,2024-09,95739.22020172041,394961.0,0.24240170599558036
lending,sonne_finance,sonne-finance,2024-10,121807.04160332891,382307.0,0.3186105449372596
lending,sonne_finance,sonne-finance,2024-11,92901.11277557357,558342.0,0.16638747000149293
lending,sonne_finance,sonne-finance,2024-12,141923.25544615407,501982.0,0.28272578587709135
lending,sonne_finance,sonne-finance,2025-01,91964.96311154714,493767.0,0.18625174041915954
lending,sonne_finance,sonne-finance,2025-02,30530.939043128186,327506.0,0.0932225334593204
lending,sonne_finance,sonne-finance,2025-03,39646.87266159877,273554.0,0.14493252762379188
lending,sonne_finance,sonne-finance,2025-04,11610.207227683293,205079.0,0.0566133403599749
lending,sonne_finance,sonne-finance,2025-05,773.4371958696426,275099.0,0.002811486758838246
lending,sonne_finance,sonne-finance,2025-06,921.5194054158508,277846.0,0.003316655288958095
lending,sonne_finance,sonne-finance,2025-07,441.4362482911414,393802.0,0.0011209598942898752
lending,sonne_finance,sonne-finance,2025-08,1023.559237400919,471160.0,0.002172423884457337
lending,sonne_finance,sonne-finance,2025-09,5061.450045969865,433387.0,0.011678822959548543
lending,sonne_finance,sonne-finance,2025-10,5306.816588547261,403345.0,0.013157015925689573
lending,sonne_finance,sonne-finance,2025-11,16485.643307487255,309999.0,0.05317966608759143
lending,sonne_finance,sonne-finance,2025-12,1768.4867890763405,300077.0,0.00589344331313743
lending,sonne_finance,sonne-finance,2026-01,21481.268354348646,232654.0,0.09233139492271203
lending,sonne_finance,sonne-finance,2026-02,9672.363445134875,131728.0,0.07342678432174538
lending,sonne_finance,sonne-finance,2026-03,249.57157190325805,139044.0,0.0017949107613651654
lending,sonne_finance,sonne-finance,2026-04,3647.8802008143502,151408.0,0.024093047928870008
lending,sonne_finance,sonne-finance,2026-05,5432.738185757858,135481.0,0.040099631577548575
lending,spark,spark,2023-05,5189976.602997713,10756027.0,0.4825179969330416
lending,spark,spark,2023-06,9816209.726631464,22614638.0,0.43406441998458983
lending,spark,spark,2023-07,21413033.494050484,56032036.0,0.38215697702026186
lending,spark,spark,2023-08,432522514.1489162,425331598.0,1.0169066116477812
lending,spark,spark,2023-09,144475627.7001132,423378834.0,0.34124433272947513
lending,spark,spark,2023-10,225059197.38616672,585004839.0,0.38471339445820674
lending,spark,spark,2023-11,592740561.8941541,1039491346.0,0.5702217379442753
lending,spark,spark,2023-12,548156746.6831685,1642166515.0,0.33380095238585994
lending,spark,spark,2024-01,514501250.89754945,2101955072.0,0.2447727155309766
lending,spark,spark,2024-02,736245637.5205673,3522870492.0,0.2089902649536761
lending,spark,spark,2024-03,1181419602.2939587,3059666819.0,0.38612687988036737
lending,spark,spark,2024-04,456921885.6299512,2211072936.0,0.20665165684518658
lending,spark,spark,2024-05,484991613.375126,2808003074.0,0.17271762195197868
lending,spark,spark,2024-06,709507103.5090622,3232250454.0,0.2195087025607893
lending,spark,spark,2024-07,812701181.975094,2960051017.0,0.27455647801596456
lending,spark,spark,2024-08,466680949.9812227,2391884841.0,0.1951101248612423
lending,spark,spark,2024-09,247143737.1488224,2342354761.0,0.1055108053074384
lending,spark,spark,2024-10,793102310.1810551,2853449212.0,0.2779451293002565
lending,spark,spark,2024-11,1598118183.5214884,4585216630.0,0.3485371166686815
lending,spark,spark,2024-12,2285209455.300978,3815611414.0,0.5989104254474741
lending,spark,spark,2025-01,754403916.240783,3485229870.0,0.2164574344821574
lending,spark,spark,2025-02,680163063.9045956,2706308369.0,0.2513250417785615
lending,spark,spark,2025-03,464759057.6105192,2234248225.0,0.20801585625541638
lending,spark,spark,2025-04,490523982.17710716,3567476638.49887,0.13749886316943363
lending,spark,spark,2025-05,632004929.125756,5473448830.12797,0.11546740432594484
lending,spark,spark,2025-06,778608360.5565271,5956247738.36815,0.1307212854060776
lending,spark,spark,2025-07,1398037197.835956,6504693901.52649,0.21492743840073267
lending,spark,spark,2025-08,1604510698.9742162,6787800046.84905,0.2363815504139729
lending,spark,spark,2025-09,3638995244.51361,7606417339.32884,0.47841119967192075
lending,spark,spark,2025-10,4853906357.895736,8465706189.765511,0.573361069837717
lending,spark,spark,2025-11,3219110674.0594335,6470819032.08831,0.4974811778997532
lending,spark,spark,2025-12,894182774.9819225,6014967433.03083,0.14865962034500332
lending,spark,spark,2026-01,975535133.298555,4493919880.14238,0.21707888865781189
lending,spark,spark,2026-02,1228612192.3068495,3823751387.23815,0.3213106888715015
lending,spark,spark,2026-03,1061749523.8243096,3805555570.5504103,0.27899987377421087
lending,spark,spark,2026-04,3171786379.7871695,5298827201.22111,0.5985827163898143
lending,spark,spark,2026-05,2937371824.2602406,5070645783.98069,0.5792894927782293
lending,spark,spark,2026-06,1820364241.8501048,4467103167.69811,0.40750441024359313
lending,strike,strike,2021-09,3852408.5907604718,29065985.0,0.13254010110995626
lending,strike,strike,2021-10,6536844.8310296,34082565.0,0.1917943919722474
lending,strike,strike,2021-11,849089.98,31284340.0,0.027141054597923434
lending,strike,strike,2021-12,2919531.989157933,28973946.0,0.10076404467509993
lending,strike,strike,2022-01,3832897.411995744,24258539.0,0.15800198899017553
lending,strike,strike,2022-02,4548532.828523348,29527533.0,0.15404378105422312
lending,strike,strike,2022-03,4801939.995496905,35472305.0,0.13537152422141457
lending,strike,strike,2022-04,15385986.098138005,28043463.0,0.5486478648567049
lending,strike,strike,2022-05,9048793.903635865,23167034.0,0.3905892270730843
lending,strike,strike,2022-06,11704891.996932741,13751275.0,0.8511859443529958
lending,strike,strike,2022-07,4567593.615217805,16138166.0,0.2830305262207493
lending,strike,strike,2022-08,2613990.397989999,15930071.0,0.16409157234704094
lending,strike,strike,2022-09,5109962.259275608,15040673.0,0.3397429263488148
lending,strike,strike,2022-10,1330525.5762277448,16006473.0,0.0831242195721534
lending,strike,strike,2022-11,1827175.9810640002,14631551.0,0.12487917248581508
lending,strike,strike,2022-12,3839147.140699,11564483.0,0.331977412280255
lending,strike,strike,2023-01,321285.9974691578,13384076.0,0.024005093625376738
lending,strike,strike,2023-02,552561.4996617764,13933408.0,0.039657311381521045
lending,strike,strike,2023-03,9611975.96416727,13564570.0,0.708608969113453
lending,strike,strike,2023-04,4124198.524318264,14958283.0,0.2757133639147129
lending,strike,strike,2023-05,6323768.941386844,13644146.0,0.4634785454059817
lending,strike,strike,2023-06,15025975.472202675,16529779.0,0.9090245835835238
lending,strike,strike,2023-07,1905185.6244442954,14279813.0,0.13341810739708534
lending,strike,strike,2023-08,4680977.665820356,14203372.0,0.3295680536861498
lending,strike,strike,2023-09,4292994.209121593,13087417.0,0.32802456047068673
lending,strike,strike,2023-10,6576680.1690820595,16468440.0,0.3993505255556725
lending,strike,strike,2023-11,4312234.415301495,18086286.0,0.2384256455582697
lending,strike,strike,2023-12,8408329.187588254,19097796.0,0.4402774638281954
lending,strike,strike,2024-01,949730.4581999999,16959978.0,0.05599833078792908
lending,strike,strike,2024-02,1853549.5643490187,23599974.0,0.07854032230497451
lending,strike,strike,2024-03,2279547.416525,23763564.0,0.09592615890970731
lending,strike,strike,2024-04,748496.633478797,9459010.0,0.0791305467991679
lending,strike,strike,2024-05,3407965.2873553676,12796426.0,0.2663216500728694
lending,strike,strike,2024-06,2898028.2541887774,10285326.0,0.28176338350274727
lending,strike,strike,2024-07,3425390.0124714337,11795183.0,0.29040583876243664
lending,strike,strike,2024-08,3960259.7808724153,8853878.0,0.44729098151933144
lending,strike,strike,2024-09,242752.8246299302,8841909.0,0.027454797898274028
lending,strike,strike,2024-10,780525.0985996991,7247168.0,0.10770070441304784
lending,strike,strike,2024-11,7813984.669864737,14777287.0,0.5287834410920447
lending,strike,strike,2024-12,1140291.1679102199,11541142.0,0.0988022821233999
lending,strike,strike,2025-01,3832679.032200802,17041790.0,0.2248988534772933
lending,strike,strike,2025-02,679156.6482325731,11595309.0,0.05857167309923117
lending,strike,strike,2025-03,3083377.058209433,11433682.0,0.2696749007195961
lending,strike,strike,2025-04,3727459.863461552,13050403.0,0.2856202880065506
lending,strike,strike,2025-05,3069718.9061891492,9336846.0,0.3287747175212217
lending,strike,strike,2025-06,3413664.014611682,9452613.0,0.3611344307242539
lending,strike,strike,2025-07,2507769.421908599,4852459.0,0.5168038353149607
lending,strike,strike,2025-08,379164.61873241776,29485.0,12.85957669094176
lending,strike,strike,2025-09,10442.144771700001,38214.0,0.2732544295729314
lending,strike,strike,2025-10,1997.14263066068,19495.0,0.10244383845399743
lending,strike,strike,2025-11,21991.863685718752,4668.0,4.711196162321927
lending,strike,strike,2025-12,1.273127568652898,3100.0,0.00041068631246867675
lending,strike,strike,2026-04,2.000416e-06,5586.0,3.5811242391693516e-10
lending,uwulend,uwu-lend,2022-09,448007529.0359542,52374995.0,8.553843853082071
lending,uwulend,uwu-lend,2022-10,172125833.6529795,55089144.0,3.124496428061752
lending,uwulend,uwu-lend,2022-11,32566715.005794123,49655715.0,0.6558502884470423
lending,uwulend,uwu-lend,2022-12,98813752.38404752,45433202.0,2.1749238009693337
lending,uwulend,uwu-lend,2023-01,65657883.435213864,70741214.0,0.9281418811276531
lending,uwulend,uwu-lend,2023-02,24640536.716593023,66651250.0,0.36969354238057084
lending,uwulend,uwu-lend,2023-03,15519725.393900827,62536344.0,0.2481712937024401
lending,uwulend,uwu-lend,2023-04,3020365.7330736513,60173762.0,0.05019406519861017
lending,uwulend,uwu-lend,2023-05,3186006.787794284,58272504.0,0.054674272926289284
lending,uwulend,uwu-lend,2023-06,21664032.267763592,49006490.0,0.4420645565059565
lending,uwulend,uwu-lend,2023-07,28096605.73969154,87104345.0,0.3225626200356772
lending,uwulend,uwu-lend,2023-08,10198038.413971312,53440655.0,0.1908292182042176
lending,uwulend,uwu-lend,2023-09,10470749.251690341,35073285.0,0.2985391659689231
lending,uwulend,uwu-lend,2023-10,15442384.097901043,32616575.0,0.4734520438734307
lending,uwulend,uwu-lend,2023-11,2490530.2060340396,15768465.0,0.15794373174776616
lending,uwulend,uwu-lend,2023-12,31040845.561618533,13743841.0,2.258527696996679
lending,uwulend,uwu-lend,2024-01,25829763.12033549,20167346.0,1.2807715561747932
lending,uwulend,uwu-lend,2024-02,25782760.495381627,20401789.0,1.26374998267954
lending,uwulend,uwu-lend,2024-03,24642761.423435193,29597460.0,0.8325971696029049
lending,uwulend,uwu-lend,2024-04,26416975.778680947,28115343.0,0.9395928685159896
lending,uwulend,uwu-lend,2024-05,3822232.623926713,27148540.0,0.1407896197705922
lending,uwulend,uwu-lend,2024-06,9229295080.615248,228943.0,40312.63275407087
lending,uwulend,uwu-lend,2024-07,15020299.3887673,3223017.0,4.660322731393381
lending,uwulend,uwu-lend,2024-08,8389012.219605332,3115148.0,2.6929738874703006
lending,uwulend,uwu-lend,2024-09,559061.8235518181,2133404.0,0.26205154933234315
lending,uwulend,uwu-lend,2024-10,3311828.7139424556,2408776.0,1.3749010758752394
lending,uwulend,uwu-lend,2024-11,626497.506758557,954130.0,0.65661650588343
lending,uwulend,uwu-lend,2024-12,2388500.2962000323,714983.0,3.340639282612359
lending,uwulend,uwu-lend,2025-01,181198.81937455278,183628.0,0.9867711861728755
lending,uwulend,uwu-lend,2025-02,468106.38650285354,127578.0,3.6691779656590757
lending,uwulend,uwu-lend,2025-03,5142.66501635749,201602.0,0.025508998007745406
lending,uwulend,uwu-lend,2025-04,38284.915939164755,429674.0,0.08910224016152887
lending,uwulend,uwu-lend,2025-05,34382.102603,752619.0,0.04568327746575625
lending,uwulend,uwu-lend,2025-06,27220.151452774986,316198.0,0.08608577996310851
lending,uwulend,uwu-lend,2025-07,116542.08446450511,335895.0,0.3469598668170265
lending,uwulend,uwu-lend,2025-08,5.222249457057001,344557.0,1.5156416665622817e-05
lending,uwulend,uwu-lend,2025-09,2758.9152935742213,314316.0,0.008777521009347986
lending,uwulend,uwu-lend,2025-10,5004.749166542881,357426.0,0.014002196724756678
lending,uwulend,uwu-lend,2026-01,2001.3018332823667,288530.0,0.006936200163873312
lending,uwulend,uwu-lend,2026-02,496.21349999999995,282560.0,0.0017561349801812002
lending,uwulend,uwu-lend,2026-05,21.124465991035,215734.0,9.791903914559132e-05
lending,venus,venus-core-pool,2025-02,322488.08673344576,1641277795.0,0.00019648598653797407
lending,venus,venus-core-pool,2025-03,2552473.1553890374,1686346248.0,0.00151361154829043
lending,venus,venus-core-pool,2025-04,28684708.498497117,1666821598.0,0.01720922535016079
lending,venus,venus-core-pool,2025-05,320878454.04887766,1526713317.0,0.21017597113740094
lending,venus,venus-core-pool,2025-06,159322369.98925528,1631106351.0,0.09767748736406905
lending,venus,venus-core-pool,2025-07,130666576.63188066,1865873596.0,0.07002970453732743
lending,venus,venus-core-pool,2025-08,62924291.52840676,1889091681.0,0.03330928411854393
lending,venus,venus-core-pool,2025-09,3683750.6737065054,1877038489.0,0.0019625333712091535
lending,venus,venus-core-pool,2025-10,7608.664478631986,2001219178.0,3.8020145730544193e-06
lending,venus,venus-core-pool,2025-11,21293.361129849465,1476269835.0,1.4423759549248979e-05
lending,venus,venus-core-pool,2025-12,1794.517823989551,1548372524.0,1.1589703357391473e-06
lending,venus,venus-core-pool,2026-01,4050.5010646322285,1429165280.0,2.8341725910331576e-06
lending,venus,venus-core-pool,2026-02,6847.6875381911495,1280623500.0,5.3471512417124545e-06
lending,venus,venus-core-pool,2026-03,1123.7169494930474,1153862349.0,9.738743537883195e-07
lending,zerolend,zerolend,2023-07,19739.63654934714,12164.0,1.6227915611104191
lending,zerolend,zerolend,2023-08,1049047.6854996367,148760.0,7.0519473346305235
lending,zerolend,zerolend,2023-09,10100822.801113851,521024.0,19.386482774524495
lending,zerolend,zerolend,2023-10,24263589.53012343,1097055.0,22.117021963459838
lending,zerolend,zerolend,2023-11,22853572.02461261,1257999.0,18.166605875372404
lending,zerolend,zerolend,2023-12,41187878.83258749,3116954.0,13.214143947131555
lending,zerolend,zerolend,2024-01,89083599.3662956,34136987.0,2.609591741834029
lending,zerolend,zerolend,2024-02,164082432.3279575,60824936.0,2.697617837657199
lending,zerolend,zerolend,2024-03,153924979.2465829,89949906.0,1.7112300178121687
lending,zerolend,zerolend,2024-04,97274970.6286163,211285970.0,0.4603948413073348
lending,zerolend,zerolend,2024-05,51192807.152659014,240746687.0,0.2126417928760906
lending,zerolend,zerolend,2024-06,2579758.444292818,283021379.0,0.00911506563005199
lending,zerolend,zerolend,2024-07,465285.38175980165,273706179.0,0.0016999447489996259
lending,zerolend,zerolend,2024-08,236499.5812006081,205947797.0,0.0011483472251009711
lending,zerolend,zerolend,2024-09,94277.13775866515,224251014.0,0.0004204089697389959
lending,zerolend,zerolend,2024-10,135592.75364757798,228761863.0,0.0005927244684468144
lending,zerolend,zerolend,2024-11,137530.17348769784,285150939.0,0.0004823065775971295
lending,zerolend,zerolend,2024-12,807604.659887117,231150154.0,0.003493853003823294
lending,zerolend,zerolend,2025-01,62200830.06380674,179318965.0,0.34687256902139013
lending,zerolend,zerolend,2025-02,57888025.279886305,88214649.0,0.6562178270401133
lending,zerolend,zerolend,2025-03,39382576.98285276,39259802.0,1.0031272440664056
lending,zerolend,zerolend,2025-04,523321.5220148782,42499903.0,0.0123134756805181
lending,zerolend,zerolend,2025-05,153731.37833027227,34832842.0,0.004413403256911173
lending,zerolend,zerolend,2025-06,47191.08911470307,48800564.0,0.0009670193384384466
lending,zerolend,zerolend,2025-07,192313.7858120318,59200605.0,0.003248510480797144
lending,zerolend,zerolend,2025-08,41726.457776836716,74955336.0,0.0005566842869844078
lending,zerolend,zerolend,2025-09,108404.34951248967,62936190.0,0.0017224485548376805
lending,zerolend,zerolend,2025-10,271937.4125400056,40209402.0,0.0067630305106254895
lending,zerolend,zerolend,2025-11,61347.37322487584,17251485.0,0.003556063331642223
lending,zerolend,zerolend,2025-12,75503.72242274748,10103390.0,0.007473107780927736
lending,zerolend,zerolend,2026-01,413329.4425199292,8066095.0,0.051242818553454826
lending,zerolend,zerolend,2026-02,393732.3495547953,6136975.0,0.06415739831998588
lending,zerolend,zerolend,2026-03,101278.60916298085,5931145.0,0.017075726383856887
lending,zerolend,zerolend,2026-04,46518.04808998863,6041710.0,0.007699483770321421
lending,zerolend,zerolend,2026-05,1461.101853362,5454261.0,0.00026788264319620934
lending,zerolend,zerolend,2026-06,70569.04119999999,4604230.0,0.015327001735360743
perpetual,bmx,bmx,2023-09,291526.6099968563,350988.0,0.8305885386305409
perpetual,bmx,bmx,2023-10,3188256.564747714,496976.0,6.41531294216967
perpetual,bmx,bmx,2023-11,3228944.6065524938,514112.0,6.280624857137148
perpetual,bmx,bmx,2023-12,3362855.43277096,738901.0,4.551158318598784
perpetual,bmx,bmx,2024-01,6583875.39959822,813780.0,8.09048563444447
perpetual,bmx,bmx,2024-02,10263696.48585419,834812.0,12.29462020892631
perpetual,bmx,bmx,2024-03,7756869.950373613,1228952.0,6.31177617219681
perpetual,bmx,bmx,2024-04,3799575.5703582475,1302590.0,2.9169389987319474
perpetual,bmx,bmx,2024-05,6855300.509711929,2753677.0,2.4895078506709134
perpetual,bmx,bmx,2024-06,691614.1853956293,2040914.0,0.3388747322991705
perpetual,bmx,bmx,2024-07,2139777.1532098697,1679194.0,1.2742882318599695
perpetual,bmx,bmx,2024-08,2323479.5782636064,1340643.0,1.733108350443486
perpetual,bmx,bmx,2024-09,5232372.704474455,1663997.0,3.1444604193844428
perpetual,bmx,bmx,2024-10,7341688.234728099,2537492.0,2.8932852733045458
perpetual,bmx,bmx,2024-11,32334993.532695226,3509480.0,9.213613849543302
perpetual,bmx,bmx,2024-12,34062522.375099555,4387466.0,7.763598025625624
perpetual,bmx,bmx,2025-01,22176694.365481216,4226249.0,5.247370508808453
perpetual,bmx,bmx,2025-02,16496121.387160521,2988220.0,5.5203838362505175
perpetual,bmx,bmx,2025-03,14026039.697573826,3117630.0,4.4989430104193975
perpetual,bmx,bmx,2025-04,11020758.252955921,2294932.0,4.802215600704474
perpetual,bmx,bmx,2025-05,10313419.622619683,2453631.0,4.2033295237220605
perpetual,bmx,bmx,2025-06,2927962.9886179036,2360400.0,1.2404520372046701
perpetual,bmx,bmx,2025-07,301471.49125153956,2223728.0,0.13557030862207048
perpetual,bmx,bmx,2025-08,1582045.2540510881,2017868.0,0.7840182083521262
perpetual,bmx,bmx,2025-09,990545.873018482,1972094.0,0.5022812670280838
perpetual,bmx,bmx,2025-10,541007.5313918566,2215065.0,0.244240025187458
perpetual,bmx,bmx,2025-11,121373.71505952583,1722345.0,0.07047003652550786
perpetual,bmx,bmx,2025-12,13691.00899256457,1503513.0,0.009106013045823062
perpetual,bmx,bmx,2026-01,18234.529427273792,1046670.0,0.017421469448129584
perpetual,bmx,bmx,2026-02,24094.41746100224,824308.0,0.029229872160651406
perpetual,bmx,bmx,2026-03,129.98110704626058,761502.0,0.00017069043422901132
perpetual,bmx,bmx,2026-05,2500.0000000000005,671143.0,0.0037249885642851085
perpetual,bmx,bmx,2026-06,2028.300889996251,568102.0,0.0035703111237000594
perpetual,FXDX,fxdx,2023-05,155699.4674047567,16972.0,9.173902156773314
perpetual,FXDX,fxdx,2023-06,251274.8316658428,21587.0,11.640099674148459
perpetual,FXDX,fxdx,2023-07,135241.97908538353,21013.0,6.436109983599844
perpetual,FXDX,fxdx,2023-08,243550.58947089405,56652.0,4.299064277887701
perpetual,FXDX,fxdx,2023-09,43993.28378225266,217738.0,0.20204688103249163
perpetual,FXDX,fxdx,2023-10,8096.272697437331,369178.0,0.02193053946182419
perpetual,FXDX,fxdx,2023-11,8963.634211065093,335098.0,0.02674929188197212
perpetual,FXDX,fxdx,2023-12,13432.21135596856,205275.0,0.06543520329299019
perpetual,FXDX,fxdx,2024-01,2420.9945864506008,185318.0,0.013064001265125896
perpetual,FXDX,fxdx,2024-02,407.99999999999994,212311.0,0.0019217091907626075
perpetual,FXDX,fxdx,2024-03,41.112970721518984,191676.0,0.00021449201110999283
perpetual,gains_network,gains-network,2024-11,0.0994149074121834,38070035.0,2.6113689523054917e-09
perpetual,gains_network,gains-network,2024-12,0.48912624222855045,26705751.0,1.8315389903416325e-08
perpetual,gains_network,gains-network,2025-01,0.396069306393884,28879521.0,1.3714538630813301e-08
perpetual,gains_network,gains-network,2025-02,0.12479568618029557,27780576.0,4.492192177019496e-09
perpetual,gains_network,gains-network,2025-03,0.09179957265061904,25266104.0,3.633309379658179e-09
perpetual,gains_network,gains-network,2025-04,0.05106356556990786,25766073.0,1.9818140533059835e-09
perpetual,gains_network,gains-network,2025-05,0.10169221433961845,28293252.0,3.5942214892660077e-09
perpetual,gains_network,gains-network,2025-06,0.08797503816751698,26142078.0,3.3652656903371252e-09
perpetual,gains_network,gains-network,2025-07,0.0359700185416925,26600682.0,1.3522216664103764e-09
perpetual,gains_network,gains-network,2025-08,0.01942010263346935,29219539.0,6.646272767503058e-10
perpetual,gains_network,gains-network,2025-09,0.018608747913794205,25755350.0,7.225197061501476e-10
perpetual,gains_network,gains-network,2025-10,0.016439672907692948,26569203.0,6.187491927286245e-10
perpetual,gains_network,gains-network,2025-11,0.016540274766941074,26572669.0,6.22454401059264e-10
perpetual,gains_network,gains-network,2025-12,0.0012353602302680798,23456155.0,5.266678320756662e-11
perpetual,gains_network,gains-network,2026-01,0.007455511404489497,24846243.0,3.0006594576449636e-10
perpetual,gains_network,gains-network,2026-02,0.0015626187007,21768927.0,7.178207270849868e-11
perpetual,gains_network,gains-network,2026-03,4.900667965e-05,19238790.0,2.5472849202054807e-12
perpetual,gains_network,gains-network,2026-04,7.161768233999999e-05,14620977.0,4.898282949217415e-12
perpetual,gains_network,gains-network,2026-06,7.380149773542912e-05,14754575.0,5.001939922731026e-12
perpetual,hubble_exchange,hubble-exchange,2022-08,18665805.082763977,4573737.0,4.081084041947313
perpetual,hubble_exchange,hubble-exchange,2022-09,23373155.23843309,4441475.0,5.2624759203717435
perpetual,hubble_exchange,hubble-exchange,2022-10,15277174.605209963,4177248.0,3.6572342856373297
perpetual,hubble_exchange,hubble-exchange,2022-11,15528921.674316995,3195751.0,4.859240183079656
perpetual,hubble_exchange,hubble-exchange,2022-12,7149023.467011989,3003592.0,2.3801579798494568
perpetual,hubble_exchange,hubble-exchange,2023-01,24241751.18468993,3722817.0,6.51166876714325
perpetual,hubble_exchange,hubble-exchange,2023-02,15487643.983338963,3288521.0,4.7096077486927905
perpetual,hubble_exchange,hubble-exchange,2023-03,15871066.955825979,3212188.0,4.940889809633178
perpetual,hubble_exchange,hubble-exchange,2023-04,10462715.868557993,2767429.0,3.7806627987774912
perpetual,hubble_exchange,hubble-exchange,2023-05,4739960.084374997,2566313.0,1.846992196343547
perpetual,hubble_exchange,hubble-exchange,2023-06,4233595.080599001,309111.0,13.69603501848527
perpetual,meridian,meridian-trade,2023-08,50912.08545464804,52853.0,0.963277116807902
perpetual,meridian,meridian-trade,2023-09,7297.906164526924,50122.0,0.1456028523308512
perpetual,meridian,meridian-trade,2023-10,36340.56003191875,45397.0,0.800505760995633
perpetual,meridian,meridian-trade,2023-11,58736.658976727944,17729.0,3.313027185781936
perpetual,meridian,meridian-trade,2023-12,3384.7140793202966,6921.0,0.4890498597486341
