portfolio,alpha,alpha_t,mean,n
D1_token_q5_d1m,0.013340745140721299,1.1069993018719626,0.01753865632672994,49
D1_token_q5_d3m,0.005275379570201792,0.33568318202541036,0.011817913443257276,47
M2_token_quadrant_secneutral_val,0.01503061668718761,1.1841952005161251,0.014711759507851894,49
