portfolio,period,alpha,alpha_t,b_cmkt,b_csmb,b_cmom,n,r2
sma_coin_vw_net25bps,full,0.05260707241320097,1.3624667176378689,0.1251999048437733,-0.04987393617720062,-0.2637476193462788,20,0.019758416596225015
sma_coin_vw_net50bps,full,0.05173442377111699,1.3392228070040681,0.1254231346486689,-0.054587553273977685,-0.2652707865633005,20,0.019766497702630947
sma_token_ew_net25bps,full,0.011155314432331651,0.7880796152502365,-0.2171413247979016,-0.22497951043270126,0.019466998477907282,49,0.15429814536649022
sma_token_ew_net50bps,full,0.01036312444209486,0.7331784446172442,-0.2171750493359592,-0.22575733842038584,0.01965092930751717,49,0.15475262391754108
sma_token_vw_net25bps,full,0.02688656987494289,1.1018360735696597,-0.4564513846439329,-0.21388842080787202,-0.031375870357697073,49,0.2388110614847455
sma_token_vw_net50bps,full,0.0261826774351433,1.073346336750206,-0.4569007865534705,-0.214106060164444,-0.030512523846652102,49,0.23933849577896826
sma_pooled_ew_net25bps,full,0.00881584554932102,0.6059727583175274,-0.19490874388258295,-0.2403465438707343,0.04233804239424425,49,0.15012855912929135
sma_pooled_ew_net50bps,full,0.007904796934173512,0.5432490438022655,-0.19495443826487413,-0.2408244914925862,0.04263070161092598,49,0.15047990948241174
sma_pooled_vw_net25bps,full,0.04185104411433483,1.4296546821103886,-0.3014918632071112,0.15745690394558828,0.016050484342343654,49,0.08655012146213226
sma_pooled_vw_net50bps,full,0.04052671036629326,1.3840949223816665,-0.30190787657370743,0.15812848095302684,0.017136250168714513,49,0.08703450258919221
