spec,var,coef,se,t,p,n,r2_within
token_s6_4,r_1m_std,-0.015580499253907676,0.0063634567007182985,-2.4484332944622644,0.014415625533219067,2592,0.006046022910513926
token_s6_4,beta36_std,0.0068568607933098946,0.0076214966673264625,0.8996737901500922,0.36837983627375204,2592,0.006046022910513926
token_s6_4,val_std,0.0051716729996368225,0.0056374545010553605,0.9173773373547687,0.3590327312132464,2592,0.006046022910513926
token_s6_4,conv_x_val,0.0032499681255581934,0.00426208885749962,0.7625294155562976,0.4458154606226783,2592,0.006046022910513926
token_s6_5diff,conv_std,0.0050609586838906125,0.006598546203949094,0.7669808663098749,0.44316473919199284,2592,0.006134339279474377
token_s6_5diff,high_val,0.0017082005108128519,0.01018623587556908,0.16769693257445983,0.866835165615685,2592,0.006134339279474377
token_s6_5diff,conv_x_high,0.0034435884575310305,0.00757816706590488,0.45440915033717916,0.6495735044371975,2592,0.006134339279474377
token_s6_5diff,size_std,-0.002638837685388722,0.005977277536099086,-0.4414781929485059,0.6589047221542512,2592,0.006134339279474377
token_s6_5diff,mom_3m_std,-0.0028427993822112865,0.005069888442391067,-0.5607222751573133,0.575036728578284,2592,0.006134339279474377
token_s6_5diff,mom_12_2_std,-0.0018417301976677463,0.0047287987085642726,-0.3894710498740854,0.6969606321609565,2592,0.006134339279474377
token_s6_5diff,r_1m_std,-0.01517476243489762,0.006301293310695799,-2.4081980772328144,0.01610287262813337,2592,0.006134339279474377
token_s6_5diff,beta36_std,0.006448767355167133,0.007541810366410183,0.8550688815895903,0.39259430053026145,2592,0.006134339279474377
token_s7a_vw,conv_vw_std,-0.0029834581911580274,0.006247610918314611,-0.4775358501298703,0.6331413795194085,710,0.005058005324268922
token_s7a_vw,size_std,0.007245944683629252,0.005887749489262992,1.2306815527466122,0.21888783119049204,710,0.005058005324268922
token_s7a_vw,mom_3m_std,-0.013091743589264744,0.006552189196876137,-1.9980716667196434,0.04612570692915274,710,0.005058005324268922
