cmc_id,symbol,name,in_universe,asset_class,classification_basis,defillama_categories,ambiguous_flag,staking_start,transition_note,tags
3070,LXT,Litex,True,other,no classifying tags,,True,,,
2554,LYM,Lympo,True,other,other tags: ['collectibles-nfts'],,True,,,collectibles-nfts;health
5625,LYXe,LUKSO (Old),True,other,other tags: ['collectibles-nfts'],,True,,,collectibles-nfts;metaverse
291,MAID,MaidSafeCoin,True,other,no classifying tags,,True,,,distributed-computing;filesharing;omni;platform;storage
1966,MANA,Decentraland,True,other,other tags: ['collectibles-nfts'],,True,,,alleged-sec-securities;binance-ecosystem;binance-listing;boostvc-portfolio;collectibles-nfts;dcg-portfolio;ethereum-ecosystem;fabric-ventures-portfolio;fusion-network-ecosystem;gaming;gnosis-chain-ecosystem;kenetic-capital-portfolio;kinetic-capital;kinetic-capital-portfolio;metaverse;payments;platform;play-to-earn;polygon-ecosystem;sec-security-token;solana-ecosystem
13631,MANTA,Manta Network,True,other,no classifying tags,Canonical Bridge,True,,,binance-ecosystem;binance-labs-portfolio;binance-launchpool;binance-listing;ethereum-ecosystem;layer-2;manta-pacific-ecosystem;modular-blockchain;polkadot-ecosystem;polychain-capital-portfolio;privacy;skyvision-capital-portfolio;spartan-group;web3;zero-knowledge-proofs
1056,MAPC,MapCoin,True,other,no classifying tags,,True,,,
3175,MARO,Maro,True,other,no classifying tags,,True,,,content-creation;media
651,MARYJ,MaryJane,True,other,no classifying tags,,True,,,
8536,MASK,Mask Network,True,other,other tags: ['collectibles-nfts'],,True,,,animoca-brands-portfolio;binance-ecosystem;binance-listing;binance-smart-chain;bnb-chain;bnb-chain-ecosystem;collectibles-nfts;communications-social-media;content-creation;dwf-labs-portfolio;ethereum-ecosystem;gaming;injective-ecosystem;metaverse;polygon-ecosystem;web3
5548,MASS,Massnet,True,other,no classifying tags,,True,,,
5616,MATH,MATH,True,other,no classifying tags,,True,,,arbitrum-ecosystem;arbitrum-ecosytem;base-ecosystem;binance-smart-chain;bnb-chain;bnb-chain-ecosystem;cosmos-ecosystem;dot-ecosystem;ethereum-ecosystem;injective-ecosystem;polkadot-ecosystem;polygon-ecosystem;solana-ecosystem;wallet
4469,MB,MineBee,True,other,no classifying tags,,True,,,ai-big-data;research;services
4209,MB8,MB8 Coin,True,other,no classifying tags,,True,,,e-commerce;marketplace
7059,MBN,Mobilian Coin,True,other,no classifying tags,,True,,,
1815,MBRS,Embers,True,other,no classifying tags,,True,,,
18895,MBX,MARBLEX,True,other,no classifying tags,,True,,,aptos-ecosystem;bnb-chain-ecosystem;dwf-labs-portfolio;gaming;klaytn-ecosystem;move-vm
1690,MCAP,MCAP,True,other,no classifying tags,,True,,,
1776,MCO,MCO,True,other,no classifying tags,,True,,,medium-of-exchange
16946,MCT,Metacraft,True,other,no classifying tags,,True,,,bnb-chain-ecosystem
1954,MDA,Moeda Loyalty Points,True,other,no classifying tags,,True,,,services
2274,MDS,MediShares,True,other,no classifying tags,,True,,,health
32197,ME,Magic Eden,True,other,other tags: ['collectibles-nfts'],NFT Marketplace,True,,,binance-ecosystem;binance-listing;bitcoin-ecosystem;collectibles-nfts;dapp;marketplace;runes;solana-ecosystem;wallet
2303,MED,MediBloc,True,other,no classifying tags,,True,,,cosmos-ecosystem;health;injective-ecosystem
2845,MEDX,MediBloc [ERC20],True,other,no classifying tags,,True,,,
35347,MELANIA,Official Melania Meme,True,other,"other tags: ['celebrity-memes', 'memes']",Meme,True,,,binance-ecosystem;binance-listing;celebrity-memes;made-in-america;memes;solana-ecosystem
1590,MER,Mercury,True,other,no classifying tags,,True,,,dapp;platform
29035,METH,Mantle Staked Ether,True,other,"wrapped/LST/tokenized (['liquid-staking-derivatives', 'staking'])",,True,,,defi;eigenlayer-ecosystem;ethereum-ecosystem;liquid-staking-derivatives;mantle-ecosystem;rehypothecated-crypto;staking
4676,MEXC,MEXC Token,True,other,no classifying tags,,True,,,
1649,MGC,MergeCoin,True,other,no classifying tags,,True,,,
29839,MGC,Meta Games Coin,True,other,no classifying tags,,True,,,binance-chain
1715,MGO,MobileGo,True,other,no classifying tags,,True,,,entertainment;gaming;media
556,MGW,MGW,True,other,no classifying tags,,True,,,
3756,MHC,#MetaHash,True,other,no classifying tags,,True,,,
1051,MI,Xiaomicoin,True,other,no classifying tags,,True,,,
989,MMBTCD,MMBTCD,True,other,no classifying tags,,True,,,
686,MMNXT,MMNXT,True,other,no classifying tags,,True,,,
1673,MNE,Minereum,True,other,no classifying tags,,True,,,
27075,MNT,Mantle,True,other,no classifying tags,Canonical Bridge;Foundation,True,,,dwf-labs-portfolio;ethereum-ecosystem;layer-2;made-in-china;mantle-ecosystem;neobank
32856,MNT,Mr Mint,True,other,no classifying tags,Canonical Bridge;Foundation,True,,,binance-smart-chain;bnb-chain-ecosystem
575,MNTA,Moneta,True,other,no classifying tags,Services,True,,,
7878,MOB,MobileCoin,True,other,no classifying tags,,True,,,arrington-xrp-capital-portfolio;payments;privacy
24600,MOBILE,Helium Mobile,True,other,no classifying tags,,True,,,depin;distributed-computing;solana-ecosystem
2915,MOC,Moss Coin,True,other,no classifying tags,Dual-Token Stablecoin,True,,,ethereum-ecosystem
31526,MOCA,Moca Network,True,other,other tags: ['collectibles-nfts'],Chain,True,,,base-ecosystem;binance-ecosystem;binance-listing;coinlist-launchpad;collectibles-nfts;ethereum-ecosystem;gaming;identity;metaverse
2080,MOD,Modum,True,other,no classifying tags,,True,,,
2441,MOF,Molecular Future,True,other,no classifying tags,,True,,,technology
27659,MOG,Mog Coin,True,other,"other tags: ['animal-memes', 'memes']",,True,,,animal-memes;base-ecosystem;binance-alpha;binance-ecosystem;binance-listing;bnb-chain-ecosystem;cat-themed;ethereum-ecosystem;memes;solana-ecosystem
33093,MOODENG,Moo Deng (moodengsol.com),True,other,"other tags: ['animal-memes', 'memes']",,True,,,animal-memes;binance-alpha;binance-ecosystem;binance-listing;memes;pump-fun-ecosystem;solana-ecosystem
155,MRC,microCoin,True,other,no classifying tags,,True,,,
621,MRKT,FreeMarket,True,other,no classifying tags,,True,,,
21178,MRS,Metars Genesis,True,other,no classifying tags,NFT Marketplace,True,,,
1550,MSCN,Master Swiscoin,True,other,no classifying tags,,True,,,
11461,MSOL,Marinade Staked SOL,True,other,wrapped/LST/tokenized (['liquid-staking-derivatives']),,True,,,defi;ethereum-ecosystem;ftx-bankruptcy-estate;liquid-staking-derivatives;rehypothecated-crypto;solana-ecosystem
2711,MTC,DOC.COM,True,other,no classifying tags,,True,,,ai-big-data;health;marketplace;payments
6498,MTC,Metacoin,True,other,no classifying tags,,True,,,
1788,MTL,Metal DAO,True,other,no classifying tags,,True,,,binance-ecosystem;binance-listing;layer-2;medium-of-exchange;metal-ecosystem;payments
2497,MTN,Medicalchain,True,other,no classifying tags,,True,,,
4451,MTXLT,Tixl [old],True,other,no classifying tags,,True,,,
28412,MUBI,Multibit,True,other,no classifying tags,Bridge,True,,,bitcoin-ecosystem;brc-20;inscriptions;interoperability
17050,MULTI,Multichain,True,other,no classifying tags,Bridge,True,,,arbitrum-ecosytem;circle-ventures-portfolio;moonriver-ecosystem;three-arrows-capital-portfolio
30285,MUMU,Mumu the Bull (SOL),True,other,other tags: ['memes'],,True,,,memes;solana-ecosystem
8502,MUSH,Mushroom,True,other,no classifying tags,,True,,,
17704,MV,GensoKishi Metaverse,True,other,no classifying tags,Gaming,True,,,dwf-labs-portfolio
4041,MX,MX Token,True,other,other tags: ['centralized-exchange'],,True,,,centralized-exchange;discount-token;ethereum-ecosystem;made-in-china;marketplace
3628,MXC,Moonchain,True,other,no classifying tags,,True,,,depin;distributed-computing;dot-ecosystem;iot;polkadot-ecosystem;substrate
1902,MYB,MyBit,True,other,no classifying tags,,True,,,asset-management;iot
28382,MYRO,Myro,True,other,"other tags: ['animal-memes', 'memes']",,True,,,animal-memes;binance-ecosystem;binance-listing;doggone-doggerel;memes;solana-ecosystem
1721,MYST,Mysterium,True,other,no classifying tags,,True,,,distributed-computing;platform
12749,NAKA,Nakamoto Games,True,other,other tags: ['collectibles-nfts'],,True,,,collectibles-nfts;gaming;metaverse;play-to-earn;polygon-ecosystem;vbc-ventures-portfolio
2595,NANJ,NANJCOIN,True,other,no classifying tags,,True,,,
267,NAS,Nas,True,other,no classifying tags,,True,,,
1908,NAS,Nebulas,True,other,no classifying tags,,True,,,dragonfly-capital-portfolio;platform;search-engine
321,NAUT,NautilusCoin,True,other,no classifying tags,,True,,,
2544,NCASH,Nitro Network,True,other,no classifying tags,,True,,,iot;retail
1872,NDC,NEVERDIE,True,other,no classifying tags,,True,,,
1955,NEBL,Neblio,True,other,no classifying tags,,True,,,enterprise-solutions;platform
32521,NEIRO,Neiro,True,other,"other tags: ['animal-memes', 'ip-memes', 'memes']",,True,,,animal-memes;base-ecosystem;binance-ecosystem;binance-listing;doggone-doggerel;dwf-labs-portfolio;ethereum-ecosystem;hyperevm-ecosystem;ip-memes;memes;solana-ecosystem
1811,NET,Nimiq Exchange Token,True,other,no classifying tags,,True,,,
3788,NET,NEXT,True,other,other tags: ['centralized-exchange'],,True,,,centralized-exchange;marketplace
2694,NEXO,Nexo,True,other,no classifying tags,CEX,True,,,alleged-sec-securities;arrington-xrp-capital;binance-ecosystem;binance-listing;bnb-chain-ecosystem;cardano-ecosystem;ethereum-ecosystem;payments;polygon-ecosystem;services
9816,NFT,AINFT,True,other,other tags: ['collectibles-nfts'],,True,,,art;binance-alpha;binance-ecosystem;collectibles-nfts;ethereum-ecosystem;heco-ecosystem;tron-ecosystem;tron20-ecosystem
2305,NGC,NAGA,True,other,other tags: ['centralized-exchange'],,True,,,centralized-exchange;marketplace
39064,NIGHT,Midnight,True,other,no classifying tags,,True,,,binance-alpha;binance-alpha-airdrops;binance-ecosystem;binance-listing;bnb-chain-ecosystem;cardano-ecosystem;privacy;privacy-blockchain;zero-knowledge-proofs
29447,NMT,NetMind Token,True,other,no classifying tags,,True,,,ai-agents;ai-big-data;binance-smart-chain;bnb-chain-ecosystem;ethereum-ecosystem
2599,NOAH,Noah Coin,True,other,no classifying tags,,True,,,
595,NODE,Node,True,other,no classifying tags,DePIN,True,,,
28850,NOT,Notcoin,True,other,other tags: ['memes'],,True,,,binance-ecosystem;binance-launchpool;binance-listing;cmc-crypto-yearbook-2024-2025;communications-social-media;gaming;memes;play-to-earn;tap-to-earn;telegram-bot;ton-meme-coins;toncoin-ecosystem;web3
748,NOXT,NobleNXT,True,other,no classifying tags,,True,,,
4110,NPC,NPCoin,True,other,no classifying tags,,True,,,
27960,NPC,Non-Playable Coin,True,other,other tags: ['memes'],,True,,,base-ecosystem;bnb-chain-ecosystem;ethereum-ecosystem;hybrid-token-standard;memes;solana-ecosystem
2603,NPXS,Pundi X,True,other,no classifying tags,,True,,,medium-of-exchange
699,NSR,NuShares,True,other,no classifying tags,,True,,,medium-of-exchange
4761,NU,NuCypher,True,other,no classifying tags,,True,,,arrington-xrp-capital-portfolio;coinfund-portfolio;kenetic-capital-portfolio;kinetic-capital;kinetic-capital-portfolio;polychain-capital-portfolio;web3
1794,NVST,NVO,True,other,no classifying tags,,True,,,
4890,NWC,Numerico,True,other,no classifying tags,,True,,,binance-smart-chain;bnb-chain;education;ethereum;ethereum-ecosystem;metaverse;stellar
1481,NXC,Nexium,True,other,no classifying tags,,True,,,
667,NXTI,NXTInspect,True,other,no classifying tags,,True,,,
532,NXTTY,Nxttycoin,True,other,no classifying tags,,True,,,
622,NXTV,NXTventure,True,other,no classifying tags,,True,,,
649,NXTcoinsco,Tradebots,True,other,no classifying tags,,True,,,
647,NXTprivacy,NXTprivacy,True,other,no classifying tags,,True,,,
4268,NYE,NewYork Exchange,True,other,no classifying tags,,True,,,services
1853,OAX,OAX,True,other,no classifying tags,,True,,,dot-ecosystem;kenetic-capital-portfolio;kinetic-capital;kinetic-capital-portfolio;marketplace;polkadot;polkadot-ecosystem;substrate
1123,OBITS,OBITS,True,other,other tags: ['centralized-exchange'],,True,,,centralized-exchange;marketplace
2458,OCN,Odyssey,True,other,no classifying tags,,True,,,platform;sharing-economy
2005,ODN,Obsidian,True,other,no classifying tags,,True,,,
3897,OKB,OKB,True,other,other tags: ['centralized-exchange'],,True,,,alameda-research-portfolio;centralized-exchange;discount-token;ethereum-ecosystem;layer-2;made-in-china;marketplace;okexchain-ecosystem;x-layer-ecosystem;x1-ecosystem;xlayer-ecosystem
3782,ONOT,ONOToken,True,other,no classifying tags,,True,,,
11840,OP,Optimism,True,other,no classifying tags,Canonical Bridge;Foundation,True,,,binance-ecosystem;binance-listing;layer-2;made-in-america;modular-blockchain;optimism-ecosystem
1124,OPENBTC,OpenBTC,True,other,no classifying tags,,True,,,
17520,ORBR,Orbler,True,other,no classifying tags,,True,,,ethereum-ecosystem
5326,ORC,Orbit Chain,True,other,no classifying tags,Bridge,True,,,
25028,ORDI,ORDI,True,other,no classifying tags,,True,,,binance-ecosystem;binance-listing;bitcoin-ecosystem;brc-20;cmc-crypto-yearbook-2024-2025;inscriptions;ordinals-brc20-ecosystem
1998,ORMEUS,Ormeus Coin,True,other,no classifying tags,,True,,,asset-management;payments
3598,OSA,Optimal Shelf Availability Token,True,other,no classifying tags,,True,,,
27533,OSAK,Osaka Protocol,True,other,"other tags: ['animal-memes', 'memes']",,True,,,animal-memes;arbitrum-ecosystem;avalanche-ecosystem;base-ecosystem;bnb-chain-ecosystem;doggone-doggerel;ethereum-ecosystem;memes;optimism-ecosystem;polygon-ecosystem;solana-ecosystem
4203,OSC,Oasis City,True,other,no classifying tags,,True,,,
2069,OTN,Open Trading Network,True,other,no classifying tags,,True,,,
3784,OVC,OVCODE,True,other,no classifying tags,,True,,,
5026,OXT,Orchid,True,other,no classifying tags,,True,,,a16z-portfolio;binance-ecosystem;binance-listing;blockchain-capital-portfolio;depin;distributed-computing;ethereum-ecosystem;fabric-ventures-portfolio;kenetic-capital-portfolio;kinetic-capital;kinetic-capital-portfolio;polychain-capital-portfolio;web3
27178,PAAL,PAAL AI,True,other,no classifying tags,Telegram Bot,True,,,ai-agent-launchpad;ai-agents;ai-applications;ai-big-data;base-ecosystem;binance-alpha;binance-ecosystem;bnb-chain-ecosystem;communications-social-media;defai;discord-bots;ethereum-ecosystem;generative-ai;made-in-america;paal-ecosystem;telegram-bot
2900,PAI,Project Pai,True,other,no classifying tags,,True,,,ai-big-data;identity;services
751,PANGEA,Pangea Poker,True,other,no classifying tags,,True,,,
4705,PAXG,PAX Gold,True,other,"wrapped/LST/tokenized (['tokenized-assets', 'tokenized-commodities', 'tokenized-gold'])",RWA,True,,,binance-ecosystem;binance-listing;binance-smart-chain;bnb-chain;bnb-chain-ecosystem;ethereum-ecosystem;real-world-assets-protocols;solana-ecosystem;tokenized-assets;tokenized-commodities;tokenized-gold
2191,PAYX,Paypex,True,other,no classifying tags,,True,,,
1841,PBT,Primalbase Token,True,other,no classifying tags,,True,,,real-estate
4200,PCX,ChainX,True,other,no classifying tags,,True,,,bitcoin-ecosystem;dot-ecosystem;polkadot;polkadot-ecosystem;substrate
7461,PDA,PlayDapp,True,other,no classifying tags,Gaming,True,,,ethereum-ecosystem;gaming;metaverse;polygon-ecosystem
1277,PDC,Project Decorum,True,other,no classifying tags,,True,,,
33771,PEANUT,Peanut,True,other,"other tags: ['animal-memes', 'memes']",,True,,,animal-memes;arbitrum-ecosystem;bnb-chain-ecosystem;ethereum-ecosystem;memes
34466,PENGU,Pudgy Penguins,True,other,"other tags: ['animal-memes', 'collectibles-nfts', 'ip-memes', 'memes']",Chain,True,,,abstract-chain-ecosystem;animal-memes;binance-ecosystem;binance-hodler-airdrops;binance-listing;bnb-chain-ecosystem;collectibles-nfts;ethereum-ecosystem;hyperevm-ecosystem;ip-memes;made-in-america;memes;solana-ecosystem
24478,PEPE,Pepe,True,other,other tags: ['memes'],,True,,,binance-ecosystem;binance-listing;ethereum-ecosystem;etherlink-ecosystem;memes
1405,PEPECASH,Pepe Cash,True,other,other tags: ['memes'],,True,,,media;memes
24835,PEPECOIN,PepeCoin,True,other,other tags: ['memes'],,True,,,arcade-games;ethereum-ecosystem;made-in-america;memes
76,PHS,Philosopher Stones,True,other,no classifying tags,,True,,,
38849,PIEVERSE,Pieverse,True,other,no classifying tags,,True,,,binance-alpha;binance-ecosystem;binance-listing;binance-wallet-ido;bnb-chain-ecosystem;ethereum-ecosystem;payments;timestamping
35053,PIPPIN,pippin,True,other,other tags: ['memes'],,True,,,binance-alpha;binance-ecosystem;binance-listing;memes;pump-fun-ecosystem;solana-ecosystem
3731,PLA,PlayChip,True,other,other tags: ['centralized-exchange'],,True,,,centralized-exchange;gambling;gaming
1784,PLBT,Polybius,True,other,no classifying tags,,True,,,asset-management
3364,PLC,PLATINCOIN,True,other,no classifying tags,,True,,,medium-of-exchange;payments
5084,PLF,PlayFuel,True,other,no classifying tags,,True,,,
3753,PLTC,PlatonCoin,True,other,no classifying tags,,True,,,
1392,PLU,Pluton,True,other,no classifying tags,,True,,,payments;services
3164,PMA,PumaPay,True,other,no classifying tags,,True,,,
3581,PNK,Kleros,True,other,no classifying tags,Services,True,,,ethereum-ecosystem;polygon-ecosystem;prediction-markets
2691,PNT,Penta,True,other,no classifying tags,Bridge,True,,,
33788,PNUT,Peanut the Squirrel,True,other,"other tags: ['animal-memes', 'memes', 'political-memes']",,True,,,animal-memes;binance-ecosystem;binance-listing;memes;political-memes;pump-fun-ecosystem;solana-ecosystem
2548,POA,POA Network,True,other,no classifying tags,,True,,,platform;scaling
1937,POE,Po.et,True,other,no classifying tags,,True,,,media
11823,POKT,Pocket Network,True,other,no classifying tags,,True,,,base-ecosystem;binance-alpha;binance-ecosystem;depin;distributed-computing;ethereum-ecosystem;solana-ecosystem
28321,POL,Polygon (prev. MATIC),True,other,no classifying tags,Chain,True,,,binance-ecosystem;binance-listing;ethereum-ecosystem;layer-2;polygon-ecosystem
28782,POPCAT,Popcat (SOL),True,other,"other tags: ['animal-memes', 'memes']",,True,,,animal-memes;binance-alpha;binance-ecosystem;binance-listing;cat-themed;cmc-crypto-yearbook-2024-2025;memes;moonshot;solana-ecosystem
1495,POSW,PoSW Coin,True,other,no classifying tags,,True,,,
2132,POWR,Powerledger,True,other,no classifying tags,,True,,,alleged-sec-securities;binance-ecosystem;binance-listing;communications-social-media;energy;ethereum-ecosystem;sec-security-token;sharing-economy
1789,PPT,Populous,True,other,no classifying tags,Prediction Market,True,,,logistics
1327,PPY,Peerplays [old],True,other,no classifying tags,,True,,,
1719,PPY,Peerplays,True,other,no classifying tags,,True,,,
2245,PRE,Presearch,True,other,no classifying tags,,True,,,ai-big-data;crowdsourcing;platform;search-engine
2094,PRG,Paragon,True,other,no classifying tags,,True,,,
1974,PRO,Propy,True,other,"wrapped/LST/tokenized (['tokenized-assets', 'tokenized-real-estate'])",,True,,,arrington-xrp-capital;arrington-xrp-capital-portfolio;base-ecosystem;defi;escrow;ethereum-ecosystem;real-estate;real-world-assets;real-world-assets-protocols;smart-contracts;tokenized-assets;tokenized-real-estate
4120,PROM,Prom,True,other,no classifying tags,,True,,,binance-chain;binance-ecosystem;binance-listing;binance-smart-chain;bnb-chain;bnb-chain-ecosystem;dwf-labs-portfolio;ethereum-ecosystem
37593,PROVE,Succinct,True,other,no classifying tags,,True,,,binance-alpha-airdrops;binance-ecosystem;binance-liquidity-enhancement-program;binance-listing;bnb-chain-ecosystem;ethereum-ecosystem;layer-2;privacy;zero-knowledge-proofs
2455,PRS,PressOne,True,other,no classifying tags,,True,,,content-creation;marketplace
1404,PSB,Pesobit,True,other,no classifying tags,,True,,,
1930,PST,Primas,True,other,no classifying tags,,True,,,content-creation;media
1708,PTOY,Patientory,True,other,no classifying tags,,True,,,data-provenance;health
62,PTS,BitShares PTS,True,other,no classifying tags,DEX Aggregator,True,,,
2946,PTT,Proton Token,True,other,no classifying tags,,True,,,
9040,PUNDIX,Pundi X (New),True,other,no classifying tags,,True,,,binance-ecosystem;binance-listing;ethereum-ecosystem
648,Privatebet,Privatebet,True,other,no classifying tags,,True,,,
2213,QASH,QASH,True,other,no classifying tags,,True,,,discount-token;marketplace;payments
1709,QAU,Quantum,True,other,no classifying tags,,True,,,
3224,QBIT,Qubitica,True,other,no classifying tags,,True,,,ai-big-data;platform
529,QBK,Qibuck,True,other,no classifying tags,,True,,,
2840,QKC,QuarkChain,True,other,no classifying tags,,True,,,binance-ecosystem;binance-listing;ethereum-ecosystem;marketplace;payments
2321,QLC,Kepple,True,other,no classifying tags,,True,,,technology
344,QORA,Qora,True,other,no classifying tags,,True,,,
4644,QQQ,Poseidon Network,True,other,no classifying tags,,True,,,
37057,QQQX,Nasdaq tokenized ETF (xStock),True,other,"wrapped/LST/tokenized (['tokenized-assets', 'tokenized-etfs', 'tokenized-stock'])",,True,,,arbitrum-ecosystem;bnb-chain-ecosystem;defi;ethereum-ecosystem;internet-capital-markets;solana-ecosystem;tokenized-assets;tokenized-etfs;tokenized-stock;toncoin-ecosystem;xstocks-ecosystem
1226,QWARK,Qwark,True,other,no classifying tags,,True,,,
11346,RACA,RACA,True,other,other tags: ['collectibles-nfts'],,True,,,binance-ecosystem;binance-smart-chain;bnb-chain;bnb-chain-ecosystem;collectibles-nfts;dwf-labs-portfolio;ethereum-ecosystem;gaming;metaverse;mvb;okexchain-ecosystem;play-to-earn
38341,RAIN,Rain,True,other,no classifying tags,Prediction Market,True,,,arbitrum-ecosystem
2161,RDN,Raiden Network Token,True,other,no classifying tags,,True,,,fabric-ventures-portfolio;platform;scaling;state-channel;state-channels
34434,REKT,Rekt (rekt.com),True,other,other tags: ['memes'],,True,,,base-ecosystem;binance-alpha;binance-alpha-airdrops;binance-ecosystem;bnb-chain-ecosystem;ethereum-ecosystem;memes;solana-ecosystem
5777,RENBTC,renBTC,True,other,wrapped/LST/tokenized (['wrapped-tokens']),,True,,,binance-smart-chain;bitcoin-ecosystem;bnb-chain;btc-ecosystem;defi;dot-ecosystem;fantom-ecosystem;polkadot-ecosystem;wrapped-tokens
2829,REPO,REPO,True,other,no classifying tags,,True,,,
3280,RET,RealTract,True,other,no classifying tags,,True,,,
15060,RETH,Rocket Pool ETH,True,other,"wrapped/LST/tokenized (['eth-2-staking', 'eth-staking', 'liquid-staking-derivatives'])",,True,,,defi;eigenlayer-ecosystem;eth-2-staking;eth-staking;ethereum-ecosystem;liquid-staking-derivatives;optimism-ecosystem;rehypothecated-crypto
5816,REW,Rewardiqa,True,other,no classifying tags,,True,,,
2553,RFR,Refereum,True,other,no classifying tags,,True,,,content-creation;gaming;kenetic-capital-portfolio;kinetic-capital;kinetic-capital-portfolio;media
3701,RIF,Rootstock Infrastructure Framework,True,other,no classifying tags,,True,,,arbitrum-ecosystem;base-ecosystem;binance-ecosystem;binance-listing;bitcoin-ecosystem;btc-ecosystem;depin;ethereum-ecosystem;filesharing;payments;rsk-rbtc-ecosystem;services;solana-ecosystem
5072,RKN,Rakon,True,other,no classifying tags,,True,,,
2550,RKT,Rock,True,other,no classifying tags,,True,,,
15271,RLB,Rollbit Coin,True,other,no classifying tags,,True,,,ethereum-ecosystem;gambling
1683,RLT,RouletteToken,True,other,no classifying tags,,True,,,
12140,RMRK,RMRK,True,other,other tags: ['collectibles-nfts'],,True,,,collectibles-nfts;metaverse;polkadot-ecosystem
1559,RNS,Renos,True,other,no classifying tags,,True,,,
2400,RNT,OneRoot Network,True,other,no classifying tags,RWA,True,,,enterprise-solutions;platform
2612,RNTB,BitRent,True,other,no classifying tags,,True,,,
1461,ROUND,Round,True,other,no classifying tags,,True,,,
2943,RPL,Rocket Pool,True,other,wrapped/LST/tokenized (['liquid-staking-derivatives']),Liquid Staking,True,,,binance-ecosystem;binance-listing;defi;ethereum-ecosystem;liquid-staking-derivatives
29242,RSETH,Kelp DAO Restaked ETH,True,other,"wrapped/LST/tokenized (['liquid-staking-derivatives', 'restaking'])",,True,,,arbitrum-ecosystem;base-ecosystem;defi;eigenlayer-ecosystem;ethereum-ecosystem;linea-ecosystem;liquid-staking-derivatives;optimism-ecosystem;rehypothecated-crypto;restaking;scroll-ecosystem
17917,RSS3,RSS3,True,other,no classifying tags,,True,,,ai-big-data;coinbase-ventures-portfolio;communications-social-media;defai;dragonfly-capital-portfolio;dwf-labs-portfolio;ethereum-ecosystem;fabric-ventures-portfolio;hashkey-capital-portfolio;huobi-capital-portfolio;web3
29974,RSWETH,Restaked Swell Ethereum,True,other,"wrapped/LST/tokenized (['liquid-staking-derivatives', 'staking'])",,True,,,defi;eigenlayer-ecosystem;ethereum-ecosystem;liquid-staking-derivatives;rehypothecated-crypto;staking
2476,RUFF,Ruff,True,other,no classifying tags,,True,,,iot;platform
1208,RVR,RevolutionVR,True,other,no classifying tags,,True,,,
1991,RVT,Rivetz,True,other,no classifying tags,,True,,,hardware;payments
3733,S4F,S4FE,True,other,no classifying tags,,True,,,enterprise-solutions;platform
8757,SAFEMOON,SafeMoon,True,other,other tags: ['memes'],,True,,,binance-smart-chain;bnb-chain;memes
9721,SAMO,Samoyedcoin,True,other,"other tags: ['animal-memes', 'memes']",,True,,,animal-memes;doggone-doggerel;memes;solana-ecosystem
1807,SAN,Santiment Network Token,True,other,no classifying tags,,True,,,ai-big-data;asset-management;crowdsourcing
6210,SAND,The Sandbox,True,other,other tags: ['collectibles-nfts'],Gaming,True,,,alleged-sec-securities;animoca-brands-portfolio;base-ecosystem;binance-ecosystem;binance-launchpad;binance-listing;collectibles-nfts;communications-social-media;content-creation;ethereum;ethereum-ecosystem;gaming;metaverse;play-to-earn;polygon-ecosystem;sec-security-token
28194,SATS,SATS (Ordinals),True,other,no classifying tags,,True,,,binance-ecosystem;binance-listing;bitcoin-ecosystem;brc-20;inscriptions;ordinals-brc20-ecosystem
30953,SBBTC,ShibaBitcoin,True,other,other tags: ['memes'],,True,,,binance-smart-chain;bnb-chain-ecosystem;memes
3772,SCC,STEM CELL COIN,True,other,no classifying tags,,True,,,
1969,SCL,Sociall,True,other,no classifying tags,,True,,,entertainment;marketplace
346,SCOT,Scotcoin,True,other,no classifying tags,,True,,,
1113,SCRT,SecretCoin,True,other,no classifying tags,,True,,,
493,SDC,ShadowCash,True,other,no classifying tags,,True,,,
2830,SEELE,Seele-N,True,other,no classifying tags,,True,,,ai-big-data;platform
38868,SENT,Sentient,True,other,no classifying tags,,True,,,ai-big-data;binance-ecosystem;binance-listing;ethereum-ecosystem;hashkey-capital-portfolio;pantera-capital-portfolio;spartan-group
4078,SERO,Super Zero Protocol,True,other,no classifying tags,,True,,,privacy
604,SF0,sharkfund0,True,other,no classifying tags,,True,,,
8119,SFP,SafePal,True,other,no classifying tags,,True,,,binance-ecosystem;binance-launchpad;binance-listing;binance-smart-chain;bnb-chain;bnb-chain-ecosystem;ethereum-ecosystem;injective-ecosystem;wallet
23177,SFRXETH,Frax Staked Ether,True,other,wrapped/LST/tokenized (['liquid-staking-derivatives']),,True,,,arbitrum-ecosystem;bnb-chain-ecosystem;defi;eigenlayer-ecosystem;ethereum-ecosystem;fantom-ecosystem;fraxtal-ecosystem;liquid-staking-derivatives;moonbeam-ecosystem;optimism-ecosystem;polygon-ecosystem;polygon-zkevm-ecosystem;rehypothecated-crypto
1172,SFT,Safex Token,True,other,no classifying tags,Liquid Staking,True,,,privacy
299,SHIBE,ShibeCoin,True,other,no classifying tags,,True,,,
1482,SHORTY,Shorty,True,other,no classifying tags,,True,,,
4197,SHR,ShareToken,True,other,no classifying tags,,True,,,
3366,SINS,SafeInsure,True,other,no classifying tags,,True,,,
35766,SIREN,siren,True,other,other tags: ['memes'],,True,,,ai-agents;ai-big-data;binance-alpha;binance-ecosystem;binance-listing;bnb-chain-ecosystem;four-meme-ecosystem;memes
549,SJCX,Storjcoin X,True,other,no classifying tags,,True,,,
