cmc_id,symbol,name,slug,date_added,entry_month,tags
1,BTC,Bitcoin,bitcoin,2013-04-28T00:00:00.000Z,2015-08-31,1confirmation-portfolio;2017-2018-alt-season;a16z-portfolio;alameda-research-portfolio;arrington-xrp-capital;binance-ecosystem;binance-labs-portfolio;binance-listing;bitcoin-ecosystem;blockchain-capital-portfolio;boostvc-portfolio;btc-ecosystem;cms-holdings-portfolio;coinbase-ventures-portfolio;dcg-portfolio;dragonfly-capital-portfolio;electric-capital-portfolio;fabric-ventures-portfolio;framework-ventures;framework-ventures-portfolio;ftx-bankruptcy-estate;galaxy-digital-portfolio;huobi-capital;huobi-capital-portfolio;layer-1;mineable;multicoin-capital-portfolio;pantera-capital-portfolio;paradigm-portfolio;paradigm-xzy-screener;placeholder-ventures-portfolio;polychain-capital-portfolio;pow;privacy;sec-cftc-digital-commodities;sec-cftc-token-taxonomy;sha-256;state-channel;state-channels;store-of-value;three-arrows-capital-portfolio;us-strategic-crypto-reserve;usv-portfolio;winklevoss-capital;winklevoss-capital-portfolio
52,XRP,XRP,xrp,2013-08-04T00:00:00.000Z,2015-08-31,2017-2018-alt-season;a16z-portfolio;arrington-xrp-capital;arrington-xrp-capital-portfolio;binance-chain;binance-ecosystem;binance-listing;binance-smart-chain;enterprise-solutions;ftx-bankruptcy-estate;galaxy-digital-portfolio;iso-20022;klaytn-ecosystem;made-in-america;medium-of-exchange;pantera-capital-portfolio;sec-cftc-digital-commodities;sec-cftc-token-taxonomy;sec-security-token;solana-ecosystem;us-strategic-crypto-reserve;xrp-ecosystem
2,LTC,Litecoin,litecoin,2013-04-28T00:00:00.000Z,2015-08-31,2017-2018-alt-season;binance-chain;binance-ecosystem;binance-listing;binance-smart-chain;bnb-chain;heco-ecosystem;hoo-smart-chain-ecosystem;layer-1;made-in-america;medium-of-exchange;mineable;pow;privacy;scrypt;sec-cftc-digital-commodities;sec-cftc-token-taxonomy
1027,ETH,Ethereum,ethereum,2015-08-07T00:00:00.000Z,2015-08-31,1confirmation-portfolio;a16z-portfolio;abstract-chain-ecosystem;alameda-research-portfolio;arrington-xrp-capital;avalanche-ecosystem;binance-ecosystem;binance-labs-portfolio;binance-listing;binance-smart-chain;blockchain-capital-portfolio;bnb-chain;boostvc-portfolio;cms-holdings-portfolio;coinbase-ventures-portfolio;crowdfunding;dcg-portfolio;dragonfly-capital-portfolio;electric-capital-portfolio;ethash;ethereum;ethereum-ecosystem;ethereum-pow-ecosystem;fabric-ventures-portfolio;framework-ventures;framework-ventures-portfolio;ftx-bankruptcy-estate;hashkey-capital-portfolio;heco-ecosystem;huobi-capital;huobi-capital-portfolio;injective-ecosystem;kenetic-capital-portfolio;kinetic-capital;kinetic-capital-portfolio;klaytn-ecosystem;layer-1;medium-of-exchange;mineable;multicoin-capital-portfolio;near-protocol-ecosystem;osmosis-ecosystem;pantera-capital-portfolio;paradigm-portfolio;paradigm-xzy-screener;placeholder-ventures-portfolio;polychain-capital-portfolio;pos;pow;rsk-rbtc-ecosystem;sec-cftc-digital-commodities;sec-cftc-token-taxonomy;smart-contracts;solana-ecosystem;soneium-ecosystem;sophon-ecosystem;sora-ecosystem;starknet-ecosystem;tezos-ecosystem;three-arrows-capital-portfolio;unichain-ecosystem;us-strategic-crypto-reserve;usv-portfolio;velas-ecosystem;viction-ecosystem;winklevoss-capital;winklevoss-capital-portfolio;world-liberty-financial-portfolio;zksync-era-ecosystem
131,DASH,Dash,dash,2014-02-14T00:00:00.000Z,2015-08-31,2017-2018-alt-season;alleged-sec-securities;binance-ecosystem;binance-listing;dao;governance;hybrid-pow-pos;made-in-america;masternodes;medium-of-exchange;mineable;near-protocol-ecosystem;privacy;privacy-coins;x11
74,DOGE,Dogecoin,dogecoin,2013-12-15T00:00:00.000Z,2015-08-31,animal-memes;binance-ecosystem;binance-listing;binance-smart-chain;bnb-chain;bnb-chain-ecosystem;doge-chain-ecosystem;doggone-doggerel;ftx-bankruptcy-estate;made-in-america;medium-of-exchange;memes;mineable;osmosis-ecosystem;payments;pow;scrypt;sec-cftc-digital-commodities;sec-cftc-token-taxonomy
642,BANX,Banx,banx,2014-09-30T00:00:00.000Z,2015-08-31,
512,XLM,Stellar,stellar,2014-08-05T00:00:00.000Z,2015-08-31,2017-2018-alt-season;binance-ecosystem;binance-listing;decentralized-exchange;decentralized-exchange-dex-token;defi;enterprise-solutions;hashkey-capital-portfolio;iso-20022;made-in-america;medium-of-exchange;real-world-assets;real-world-assets-protocols;sec-cftc-digital-commodities;sec-cftc-token-taxonomy;smart-contracts
291,MAID,MaidSafeCoin,maidsafecoin,2014-04-28T00:00:00.000Z,2015-08-31,distributed-computing;filesharing;omni;platform;storage
372,BCN,Bytecoin,bytecoin-bcn,2014-06-17T00:00:00.000Z,2015-08-31,cryptonight;medium-of-exchange;mineable;payments;pow;privacy
463,BTS,BitShares,bitshares,2014-07-21T00:00:00.000Z,2015-08-31,decentralized-exchange;decentralized-exchange-dex-token;defi;marketplace;pos;sha-512;synthetics
66,NXT,Nxt,nxt,2013-12-04T00:00:00.000Z,2015-08-31,enterprise-solutions;hybrid-pos-lpos;platform;pos;state-channel;state-channels
5,PPC,Peercoin,peercoin,2013-04-28T00:00:00.000Z,2015-08-31,ethereum-ecosystem;hybrid-pow-pos;medium-of-exchange;mineable;payments;polygon-ecosystem;sha-256;staking;store-of-value
3,NMC,Namecoin,namecoin,2013-04-28T00:00:00.000Z,2015-08-31,mineable;platform;pow;sha-256
328,XMR,Monero,monero,2014-05-21T00:00:00.000Z,2015-08-31,2017-2018-alt-season;binance-ecosystem;binance-listing;boostvc-portfolio;electric-capital-portfolio;galaxy-digital-portfolio;layer-1;medium-of-exchange;mineable;pow;privacy;privacy-coins;ringct
941,TRMB,TRMB,trmb,2015-05-25T00:00:00.000Z,2015-08-31,
213,MONA,MonaCoin,monacoin,2014-03-20T00:00:00.000Z,2015-08-31,lyra2rev2;medium-of-exchange;memes;mineable;payments;pow;scrypt
132,XCP,Counterparty,counterparty,2014-02-15T00:00:00.000Z,2015-08-31,pow
95,YBC,YbCoin,ybcoin,2014-01-16T00:00:00.000Z,2015-08-31,
170,BLK,BlackCoin,blackcoin,2014-02-28T00:00:00.000Z,2015-08-31,pos;scrypt
467,BTCD,BitcoinDark,bitcoindark,2014-07-16T00:00:00.000Z,2015-08-31,mineable
699,NSR,NuShares,nushares,2014-10-25T00:00:00.000Z,2015-08-31,medium-of-exchange
576,GAME,GameCredits,gamecredits,2014-09-01T00:00:00.000Z,2015-08-31,collectibles-nfts;gaming;metaverse;mineable;pow;scrypt
643,UNITY,SuperNET,supernet-unity,2014-10-01T00:00:00.000Z,2015-08-31,
99,VTC,Vertcoin,vertcoin,2014-01-20T00:00:00.000Z,2015-08-31,lyra2re;medium-of-exchange;mineable;payments;pow;privacy
83,OMNI,Omni,omni,2013-12-24T00:00:00.000Z,2015-08-31,pow;scrypt
389,START,Startcoin,startcoin,2014-06-15T00:00:00.000Z,2015-08-31,mineable;pow;x11
460,CLAM,Clams,clams,2014-08-26T00:00:00.000Z,2015-08-31,medium-of-exchange;pow
405,XDN,DigitalNote,digitalnote,2014-06-24T00:00:00.000Z,2015-08-31,binance-smart-chain;cryptonight;hybrid-pow-pos;interoperability;masternodes;medium-of-exchange;mineable;multiple-algorithms;payments;pow;privacy;staking
6,NVC,Novacoin,novacoin,2013-04-28T00:00:00.000Z,2015-08-31,hybrid-pow-pos;mineable;scrypt
769,XUSD,CoinoUSD,coinousd,2014-12-25T00:00:00.000Z,2015-08-31,
779,GEMZ,GetGems,gems,2015-01-12T00:00:00.000Z,2015-08-31,
703,RBT,Rimbit,rimbit,2014-10-26T00:00:00.000Z,2015-08-31,
603,DEX,InstantDEX,instantdex,2014-09-14T00:00:00.000Z,2015-08-31,
381,FC2,FuelCoin,fuelcoin,2014-06-12T00:00:00.000Z,2015-08-31,mineable
224,FAIR,FairCoin,faircoin,2014-03-22T00:00:00.000Z,2015-08-31,
141,MINT,MintCoin,mintcoin,2014-02-19T00:00:00.000Z,2015-08-31,pos;scrypt
41,IFC,Infinitecoin,infinitecoin,2013-07-10T00:00:00.000Z,2015-08-31,mineable;pow;scrypt
873,XEM,NEM,nem,2015-04-01T00:00:00.000Z,2015-08-31,defi;fantom-ecosystem;medium-of-exchange;payments;poi;smart-contracts
184,NOTE,DNotes,dnotes,2014-03-08T00:00:00.000Z,2015-08-31,mineable;pow;scrypt
549,SJCX,Storjcoin X,storjcoin-x,2014-08-20T00:00:00.000Z,2015-08-31,
493,SDC,ShadowCash,shadowcash,2014-07-31T00:00:00.000Z,2015-08-31,
836,XVC,Vcash,vcash,2015-03-06T00:00:00.000Z,2015-08-31,mineable
42,XPM,Primecoin,primecoin,2013-07-11T00:00:00.000Z,2015-08-31,mineable;multiple-algorithms;pow
793,CELL,SolarFarm,solarfarm,2015-01-25T00:00:00.000Z,2015-08-31,
558,EMC,Emercoin,emercoin,2014-08-23T00:00:00.000Z,2015-08-31,hybrid-pow-pos;mineable;sha-256
323,VRC,VeriCoin,vericoin,2014-05-16T00:00:00.000Z,2015-08-31,mineable;post;scrypt
16,WDC,WorldCoin,worldcoin,2013-05-22T00:00:00.000Z,2015-08-31,mineable
8,FTC,Feathercoin,feathercoin,2013-05-03T00:00:00.000Z,2015-08-31,collectibles-nfts;medium-of-exchange;mineable;neoscrypt;payments;pow
607,SWARM,Swarm,swarm,2014-09-16T00:00:00.000Z,2015-08-31,
37,MEC,Megacoin,megacoin,2013-07-07T00:00:00.000Z,2015-08-31,mineable;pow;scrypt
53,QRK,Quark,quark,2013-08-25T00:00:00.000Z,2015-08-31,mineable;multiple;multiple-algorithms;pow
686,MMNXT,MMNXT,mmnxt,2014-10-22T00:00:00.000Z,2015-08-31,
362,CLOAK,CloakCoin,cloakcoin,2014-06-07T00:00:00.000Z,2015-08-31,hybrid-pow-pos;privacy;x13
735,VASH,VPNCoin,vpncoin,2014-11-23T00:00:00.000Z,2015-08-31,
509,XCR,Crypti,crypti,2014-08-07T00:00:00.000Z,2015-08-31,
661,ARCH,ARCHcoin,archcoin,2014-10-06T00:00:00.000Z,2015-08-31,
77,DMD,Diamond,diamond,2013-12-19T00:00:00.000Z,2015-08-31,groestl;hybrid-pow-pos;masternodes;mineable;staking
353,HYPER,Hyper,hyper,2014-05-31T00:00:00.000Z,2015-08-31,mineable
833,GRC,Gridcoin,gridcoin,2015-02-28T00:00:00.000Z,2015-08-31,dpor;mineable;pos;scrypt;sha-256
67,UNO,Unobtanium,unobtanium,2013-12-21T00:00:00.000Z,2015-08-31,medium-of-exchange;mineable;payments;pow;sha-256
128,MAX,Maxcoin,maxcoin,2014-02-12T00:00:00.000Z,2015-08-31,hybrid-pow-pos;mineable
757,SKYNET,SkyNET,skynet-asset,2014-12-14T00:00:00.000Z,2015-08-31,
233,SLR,SolarCoin,solarcoin,2014-03-29T00:00:00.000Z,2015-08-31,pow;scrypt
56,ZET,Zetacoin,zetacoin,2013-09-11T00:00:00.000Z,2015-08-31,mineable
481,JLH,jl777hodl,jl777hodl,2014-07-23T00:00:00.000Z,2015-08-31,
13,IXC,Ixcoin,ixcoin,2013-05-08T00:00:00.000Z,2015-08-31,pow;sha-256
181,ZEIT,Zeitcoin,zeitcoin,2014-03-20T00:00:00.000Z,2015-08-31,mineable
344,QORA,Qora,qora,2014-05-26T00:00:00.000Z,2015-08-31,
751,PANGEA,Pangea Poker,pangea-poker,2014-12-14T00:00:00.000Z,2015-08-31,
333,CURE,Curecoin,curecoin,2014-05-26T00:00:00.000Z,2015-08-31,distributed-computing;education;mineable;pow;research;scrypt
604,SF0,sharkfund0,sharkfund0,2014-09-14T00:00:00.000Z,2015-08-31,
649,NXTcoinsco,Tradebots,tradebots,2014-10-04T00:00:00.000Z,2015-08-31,
118,RDD,ReddCoin,redd,2014-02-10T00:00:00.000Z,2015-08-31,content-creation;hybrid-pow-pos;media;scrypt
321,NAUT,NautilusCoin,nautiluscoin,2014-05-15T00:00:00.000Z,2015-08-31,
804,AMBER,AmberCoin,ambercoin,2015-02-06T00:00:00.000Z,2015-08-31,mineable
109,DGB,DigiByte,digibyte,2014-02-06T00:00:00.000Z,2015-08-31,binance-ecosystem;binance-listing;collectibles-nfts;iot;layer-1;made-in-america;medium-of-exchange;mineable;multiple;multiple-algorithms;payments;pow;privacy
115,APC,Applecoin,applecoin,2014-02-09T00:00:00.000Z,2015-08-31,
87,TIPS,FedoraCoin,fedoracoin,2013-12-31T00:00:00.000Z,2015-08-31,mineable
694,XTC,TileCoin,tilecoin,2014-10-25T00:00:00.000Z,2015-08-31,
254,NLG,Gulden,gulden,2014-04-08T00:00:00.000Z,2015-08-31,mineable;pow;scrypt;sigma
325,TEK,TEKcoin,tekcoin,2014-05-20T00:00:00.000Z,2015-08-31,mineable
562,BILS,BilShares,bilshares,2014-08-25T00:00:00.000Z,2015-08-31,
122,POT,PotCoin,potcoin,2014-02-10T00:00:00.000Z,2015-08-31,mineable;pow;scrypt
764,XPY,PayCoin,paycoin2,2014-12-16T00:00:00.000Z,2015-08-31,mineable;pos;sha-256
810,LQD,LIQUID,liquid,2015-02-06T00:00:00.000Z,2015-08-31,
43,ANC,Anoncoin,anoncoin,2013-07-15T00:00:00.000Z,2015-08-31,mineable;pow
506,CANN,CannabisCoin,cannabiscoin,2014-08-02T00:00:00.000Z,2015-08-31,mineable;pow
49,CBX,Bullion,bullion,2013-08-04T00:00:00.000Z,2015-08-31,mineable
18,DGC,Digitalcoin,digitalcoin,2013-06-09T00:00:00.000Z,2015-08-31,mineable;pow;scrypt
75,NET,NetCoin,netcoin,2013-12-17T00:00:00.000Z,2015-08-31,mineable
723,BAY,BitBay,bitbay,2014-11-16T00:00:00.000Z,2015-08-31,centralized-exchange;marketplace;payments;pos
495,IOC,I/O Coin,iocoin,2014-08-02T00:00:00.000Z,2015-08-31,filesharing;hybrid-pow-pos;x11
267,NAS,Nas,nas,2014-04-15T00:00:00.000Z,2015-08-31,
176,UNC,UnionCoin,unioncoin,2014-03-03T00:00:00.000Z,2015-08-31,mineable
536,J,Joincoin,joincoin,2014-08-26T00:00:00.000Z,2015-08-31,mineable
274,CINNI,Cinni,cinni,2014-04-23T00:00:00.000Z,2015-08-31,
541,SYS,Syscoin,syscoin,2014-08-20T00:00:00.000Z,2015-08-31,binance-ecosystem;binance-listing;collectibles-nfts;data-availability;dwf-labs-portfolio;enterprise-solutions;layer-1;masternodes;mineable;modular-blockchain;platform;pow;privacy;scaling;scrypt;syscoin-ecosystem;zero-knowledge-proofs
59,TIX,Tickets,tickets,2013-11-03T00:00:00.000Z,2015-08-31,mineable
148,AUR,Auroracoin,auroracoin,2014-02-27T00:00:00.000Z,2015-08-31,hybrid-pow-pos;mineable;scrypt
659,BITS,Bitswift,bitswift,2014-10-05T00:00:00.000Z,2015-08-31,enterprise-solutions;platform
707,BLOCK,Blocknet,blocknet,2014-11-01T00:00:00.000Z,2015-08-31,hybrid-pow-pos;marketplace;masternodes
215,RBY,Rubycoin,rubycoin,2014-03-20T00:00:00.000Z,2015-08-31,pos;scrypt
62,PTS,BitShares PTS,bitshares-pts,2013-11-21T00:00:00.000Z,2015-08-31,
350,BOST,BoostCoin,boostcoin,2014-05-30T00:00:00.000Z,2015-08-31,hybrid-pow-pos;mineable;x13
1042,SC,Siacoin,siacoin,2015-08-26T00:00:00.000Z,2015-08-31,binance-ecosystem;binance-listing;blake2b;depin;distributed-computing;dragonfly-capital-portfolio;fenbushi-capital-portfolio;filesharing;made-in-america;mineable;near-protocol-ecosystem;paradigm-portfolio;paradigm-xzy-screener;platform;pow;storage;web3
377,NAV,Navcoin,nav-coin,2014-06-12T00:00:00.000Z,2015-08-31,binance-smart-chain;bnb-chain;dao;hybrid-pow-pos;medium-of-exchange;payments;pos;privacy;staking;x13
444,FIMK,FIMKrypto,fimkrypto,2014-07-12T00:00:00.000Z,2015-08-31,
25,GLC,Goldcoin,goldcoin,2013-06-14T00:00:00.000Z,2015-08-31,mineable;pow;scrypt
525,HYP,HyperStake,hyperstake,2014-08-09T00:00:00.000Z,2015-08-31,
85,EAC,EarthCoin,earthcoin,2013-12-28T00:00:00.000Z,2015-08-31,mineable
888,JAY,Jay,jay,2015-04-17T00:00:00.000Z,2015-08-31,
693,XVG,Verge,verge,2014-10-25T00:00:00.000Z,2015-08-31,2017-2018-alt-season;binance-ecosystem;binance-listing;made-in-america;medium-of-exchange;mineable;multiple;multiple-algorithms;privacy;privacy-coins
679,SMBR,Sembro Token,sembro-token,2014-10-20T00:00:00.000Z,2015-08-31,
269,AC,AsiaCoin,asiacoin,2014-04-20T00:00:00.000Z,2015-08-31,mineable
160,RIC,Riecoin,riecoin,2014-02-27T00:00:00.000Z,2015-08-31,mineable
78,HBN,HoboNickels,hobonickels,2013-12-20T00:00:00.000Z,2015-08-31,mineable
7,DVC,Devcoin,devcoin,2013-04-28T00:00:00.000Z,2015-08-31,mineable
516,ZCC,ZcCoin,zccoin,2014-08-05T00:00:00.000Z,2015-08-31,mineable
64,PIN,Public Index Network,public-index-network,2013-11-27T00:00:00.000Z,2015-08-31,mineable;pow;scrypt
466,HZ,Horizon,next-horizon,2014-07-14T00:00:00.000Z,2015-08-31,
948,ADC,AudioCoin,audiocoin,2015-06-05T00:00:00.000Z,2015-08-31,hybrid-pow-pos;mineable;scrypt
579,CNMT,Coinomat,coinomat,2014-09-05T00:00:00.000Z,2015-08-31,
835,ZRC,ZiftrCOIN,ziftrcoin,2015-03-04T00:00:00.000Z,2015-08-31,mineable
61,TAG,TagCoin,tagcoin,2013-11-05T00:00:00.000Z,2015-08-31,hybrid-pow-pos;mineable;scrypt
89,MOON,Mooncoin,mooncoin,2014-01-06T00:00:00.000Z,2015-08-31,mineable;pow;scrypt
573,BURST,Burst,burst,2014-08-30T00:00:00.000Z,2015-08-31,mineable;poc
121,UTC,UltraCoin,ultracoin,2014-02-10T00:00:00.000Z,2015-08-31,mineable
964,ERC,EuropeCoin,europecoin,2015-06-18T00:00:00.000Z,2015-08-31,mineable
532,NXTTY,Nxttycoin,nxttycoin,2014-08-12T00:00:00.000Z,2015-08-31,
212,ECC,ECC,eccoin,2014-03-20T00:00:00.000Z,2015-08-31,pos;scrypt
961,CIRC,CryptoCircuits,cryptocircuits,2015-06-18T00:00:00.000Z,2015-08-31,
152,FLAP,FlappyCoin,flappycoin,2014-02-22T00:00:00.000Z,2015-08-31,mineable
314,OC,OrangeCoin,orangecoin,2014-05-13T00:00:00.000Z,2015-08-31,
335,XC,XCurrency,xcurrency,2014-05-23T00:00:00.000Z,2015-08-31,
80,ORB,Orbitcoin,orbitcoin,2013-12-21T00:00:00.000Z,2015-08-31,hybrid-pow-pos;mineable;neoscrypt
4,TRC,Terracoin,terracoin,2013-04-28T00:00:00.000Z,2015-08-31,mineable;pow;sha-256
29,CAP,Bottlecaps,bottlecaps,2013-07-04T00:00:00.000Z,2015-08-31,mineable
588,UBQ,Ubiq,ubiq,2014-09-07T00:00:00.000Z,2015-08-31,dapp;ethash;mineable;platform;pow
502,CARBON,Carboncoin,carboncoin,2014-08-02T00:00:00.000Z,2015-08-31,mineable;pow;scrypt
234,EFL,e-Gulden,e-gulden,2014-03-26T00:00:00.000Z,2015-08-31,mineable;pow;scrypt
819,BITB,Bean Cash,bean-cash,2015-02-18T00:00:00.000Z,2015-08-31,hybrid-pow-pos;mineable;sha-256
470,VIA,Viacoin,viacoin,2014-07-18T00:00:00.000Z,2015-08-31,mineable;pow;scrypt
406,BBR,Boolberry,boolberry,2014-06-24T00:00:00.000Z,2015-08-31,mineable;pow;x11
72,DEM,Deutsche eMark,deutsche-emark,2013-12-15T00:00:00.000Z,2015-08-31,hybrid-pow-pos;mineable;sha-256
63,I0C,I0Coin,i0coin,2013-11-27T00:00:00.000Z,2015-08-31,mineable
788,COVAL,Circuits of Value,circuits-of-value,2015-01-23T00:00:00.000Z,2015-08-31,bitcoin-ecosystem;btc-ecosystem;collectibles-nfts;defi
970,INDEX,CoinoIndex,coinoindex,2015-06-18T00:00:00.000Z,2015-08-31,
648,Privatebet,Privatebet,privatebet,2014-10-04T00:00:00.000Z,2015-08-31,
799,SMLY,SmileyCoin,smileycoin,2015-01-28T00:00:00.000Z,2015-08-31,marketplace;mineable;scrypt
111,USDE,USDe,usde,2014-02-06T00:00:00.000Z,2015-08-31,mineable
982,WS,Woodshares,woodshares,2015-07-02T00:00:00.000Z,2015-08-31,
978,XRA,Ratecoin,ratecoin,2015-06-26T00:00:00.000Z,2015-08-31,hybrid-pow-pos;x11
249,CESC,CryptoEscudo,cryptoescudo,2014-04-03T00:00:00.000Z,2015-08-31,mineable
58,SXC,Sexcoin,sexcoin,2013-12-09T00:00:00.000Z,2015-08-31,mineable
595,NODE,Node,node,2014-09-13T00:00:00.000Z,2015-08-31,
1026,AEON,Aeon,aeon,2015-08-04T00:00:00.000Z,2015-08-31,cryptonight-lite;mineable;pow;privacy
448,XST,Stealth,stealth,2014-07-10T00:00:00.000Z,2015-08-31,hybrid-pow-pos;medium-of-exchange;mineable;privacy;x13
520,VTA,Virtacoin,virtacoin,2014-08-09T00:00:00.000Z,2015-08-31,mineable
268,XWC,WhiteCoin,whitecoin,2014-04-18T00:00:00.000Z,2015-08-31,hybrid-pow-pos;interoperability;platform;rpos;scrypt;staking
597,OPAL,Opal,opal,2014-09-13T00:00:00.000Z,2015-08-31,hybrid-pow-pos;x13
182,XMY,Myriad,myriad,2014-03-08T00:00:00.000Z,2015-08-31,mineable;multiple;multiple-algorithms;pow
620,ATOMIC,ATOMIC,atomic,2014-09-23T00:00:00.000Z,2015-08-31,
450,TRUST,TrustPlus,trustplus,2014-07-10T00:00:00.000Z,2015-08-31,
82,LOT,LottoCoin,lottocoin,2013-12-28T00:00:00.000Z,2015-08-31,mineable
81,MMC,Memorycoin,memorycoin,2013-12-24T00:00:00.000Z,2015-08-31,mineable
10,FRC,Freicoin,freicoin,2013-05-03T00:00:00.000Z,2015-08-31,mineable;pow;sha-256
164,MAZA,MAZA,mazacoin,2014-02-27T00:00:00.000Z,2015-08-31,mineable
57,SRC,SecureCoin,securecoin,2013-09-28T00:00:00.000Z,2015-08-31,mineable
375,VOOT,VootCoin,vootcoin,2014-06-12T00:00:00.000Z,2015-08-31,mineable
867,MCZ,MangoCoinz,mangocoinz,2015-03-23T00:00:00.000Z,2015-08-31,mineable
65,COL,Colossuscoin,colossuscoin,2013-12-01T00:00:00.000Z,2015-08-31,mineable
258,GRS,Groestlcoin,groestlcoin,2014-04-11T00:00:00.000Z,2015-08-31,groestl;medium-of-exchange;mineable;pow;privacy
570,FIBRE,Fibre,fibre,2014-08-30T00:00:00.000Z,2015-08-31,
161,PND,Pandacoin,pandacoin-pnd,2014-02-27T00:00:00.000Z,2015-08-31,mineable;pos;scrypt
12,BQC,BBQCoin,bbqcoin,2013-05-08T00:00:00.000Z,2015-08-31,mineable
510,LXC,Librexcoin,librexcoin,2014-08-05T00:00:00.000Z,2015-08-31,mineable
329,SYNC,Sync,sync,2014-05-21T00:00:00.000Z,2015-08-31,
529,QBK,Qibuck,qibuck,2014-08-17T00:00:00.000Z,2015-08-31,
688,MED,MediterraneanCoin,mediterraneancoin,2014-10-22T00:00:00.000Z,2015-08-31,mineable
276,BITS,Bitstar,bitstar,2014-04-23T00:00:00.000Z,2015-08-31,hybrid-pow-pos;scrypt
277,XSI,StabilityShares,stabilityshares,2014-04-23T00:00:00.000Z,2015-08-31,mineable
374,ABY,ArtByte,artbyte,2014-06-12T00:00:00.000Z,2015-08-31,mineable
380,URO,Uro,uro,2014-06-12T00:00:00.000Z,2015-08-31,mineable
734,BYC,Bytecent,bytecent,2014-11-23T00:00:00.000Z,2015-08-31,mineable
304,CDN,Canada eCoin,canada-ecoin,2014-05-11T00:00:00.000Z,2015-08-31,mineable
651,MARYJ,MaryJane,maryjane,2014-10-04T00:00:00.000Z,2015-08-31,
729,BLITZ,Blitzcash,blitzcash,2014-11-16T00:00:00.000Z,2015-08-31,
811,DEBUNE,DeBuNe,debune,2015-02-06T00:00:00.000Z,2015-08-31,
218,FLT,FlutterCoin,fluttercoin,2014-03-20T00:00:00.000Z,2015-08-31,mineable
367,C2,Coin2.1,coin2-1,2014-06-08T00:00:00.000Z,2015-08-31,hybrid-pow-pos;scrypt
550,LTBC,LTBcoin,ltbcoin,2014-08-20T00:00:00.000Z,2015-08-31,
702,SPR,SpreadCoin,spreadcoin,2014-10-26T00:00:00.000Z,2015-08-31,mineable;pow;x11
567,XDP,Dogeparty,dogeparty,2014-08-28T00:00:00.000Z,2015-08-31,
926,BGCAFFE,Buongiorno Caffe,buongiorno-caffe,2015-05-13T00:00:00.000Z,2015-08-31,
870,PURA,Pura,pura,2015-03-27T00:00:00.000Z,2015-08-31,mineable
616,HTML5,HTML5COIN,htmlcoin5,2014-09-19T00:00:00.000Z,2015-08-31,mineable
496,RIN,Ringo,ringo,2014-08-02T00:00:00.000Z,2015-08-31,mineable
785,GP,GoldPieces,goldpieces,2015-01-16T00:00:00.000Z,2015-08-31,
1004,HNC,Hellenic Coin,helleniccoin,2015-07-21T00:00:00.000Z,2015-08-31,mineable;pow;scrypt
989,MMBTCD,MMBTCD,mmbtcd,2015-07-07T00:00:00.000Z,2015-08-31,
117,NOBL,NobleCoin,noblecoin,2014-02-08T00:00:00.000Z,2015-08-31,mineable
116,KARMA,Karmacoin,karmacoin,2014-02-08T00:00:00.000Z,2015-08-31,mineable
939,GAM,Gambit,gambit,2015-05-22T00:00:00.000Z,2015-08-31,
106,BCX,BattleCoin,battlecoin,2014-01-31T00:00:00.000Z,2015-08-31,mineable
399,MIN,Mineralscoin,minerals,2014-06-21T00:00:00.000Z,2015-08-31,
823,GEO,GeoCoin,geocoin,2015-02-22T00:00:00.000Z,2015-08-31,
789,NXS,Nexus,nexus,2015-01-25T00:00:00.000Z,2015-08-31,hybrid-pow-npos;mineable;platform;quantum-resistant;staking
341,SUPER,SuperCoin,supercoin,2014-05-26T00:00:00.000Z,2015-08-31,hybrid-pow-pos;mineable;x11
543,BTM,Bitmark,bitmark,2014-08-19T00:00:00.000Z,2015-08-31,mineable
572,RBBT,RabbitCoin,rabbitcoin,2014-08-30T00:00:00.000Z,2015-08-31,mineable
17,YAC,Yacoin,yacoin,2013-06-09T00:00:00.000Z,2015-08-31,mineable
976,GRM,Gridmaster,gridmaster,2015-06-26T00:00:00.000Z,2015-08-31,
337,CRYPT,CryptCoin,cryptcoin,2014-05-26T00:00:00.000Z,2015-08-31,mineable
629,XMG,Magi,magi,2014-09-24T00:00:00.000Z,2015-08-31,mineable
142,ARI,Aricoin,aricoin,2014-02-20T00:00:00.000Z,2015-08-31,mineable
103,RED,RedCoin,redcoin,2014-01-24T00:00:00.000Z,2015-08-31,mineable
592,LTCD,LitecoinDark,litecoindark,2014-09-11T00:00:00.000Z,2015-08-31,mineable
1002,SPRTS,Sprouts,sprouts,2015-07-21T00:00:00.000Z,2015-08-31,
90,DIME,Dimecoin,dimecoin,2014-01-06T00:00:00.000Z,2015-08-31,mineable;pow;quark
951,SNRG,Synergy,synergy,2015-06-08T00:00:00.000Z,2015-08-31,hybrid-pow-pos;x11
14,BTB,BitBar,bitbar,2013-05-09T00:00:00.000Z,2015-08-31,hybrid-pow-pos;mineable;scrypt
313,PINK,Pinkcoin,pinkcoin,2014-05-11T00:00:00.000Z,2015-08-31,hybrid-pow-pos;mineable;x11
923,VIRAL,Viral,viral,2015-05-08T00:00:00.000Z,2015-08-31,
32,FST,Fastcoin,fastcoin,2013-07-04T00:00:00.000Z,2015-08-31,mineable
701,HAM,HamRadioCoin,hamradiocoin,2014-10-26T00:00:00.000Z,2015-08-31,mineable
