cmc_id,symbol,name,in_universe,asset_class,classification_basis,defillama_categories,ambiguous_flag,staking_start,transition_note,tags,asset_class_original,confirmation_basis,sector,market_cap,month_end
38770,MEGA,MegaETH,True,token,DeFiLlama governance/DeFi category: ['Dexs'],Dexs,True,,,binance-ecosystem;binance-listing;dragonfly-capital-portfolio;layer-2;platform,token,,Dexs;Layer-2,68792777.75245968,2026-05-31
34812,BIO,Bio Protocol,True,token,governance/defi tags: ['dao'],Launchpad,False,,,base-ecosystem;binance-ecosystem;binance-labs-portfolio;binance-listing;bnb-chain-ecosystem;dao;desci;ethereum-ecosystem;solana-ecosystem,token,,Launchpad,67302512.12633684,2026-05-31
2223,VEE,BLOCKv,True,token,DeFiLlama governance/DeFi category: ['Lending'],Lending,True,,,collectibles-nfts;communications-social-media;content-creation;enterprise-solutions;ethereum-ecosystem;media;polygon-ecosystem,token,,Lending;NFT,67061819.60074208,2025-06-30
38353,MET,Meteora,True,token,"governance/defi tags: ['amm', 'decentralized-exchange-dex-token', 'defi', 'dex']",Dexs;Launchpad;Synthetics;Yield;Yield Aggregator,False,,,amm;binance-alpha;binance-alpha-airdrops;binance-ecosystem;binance-liquidity-enhancement-program;binance-listing;dapp;decentralized-exchange-dex-token;defi;dex;solana-ecosystem,token,,Dexs;Launchpad;Synthetics;Yield;Yield Aggregator;DEX,66802877.05630644,2026-05-31
3653,BRC,Baer Chain,True,token,DeFiLlama governance/DeFi category: ['Yield'],Yield,True,,,,token,,Yield,66055420.97769336,2020-12-31
17799,AXL,Axelar,True,token,"governance/defi tags: ['defi', 'real-world-assets', 'real-world-assets-protocols']",Bridge;Launchpad,False,,,arbitrum-ecosystem;avalanche-ecosystem;base-ecosystem;binance-ecosystem;binance-labs-portfolio;binance-listing;bnb-chain-ecosystem;coinbase-ventures-portfolio;coinlist-launchpad;defi;ethereum-ecosystem;fantom-ecosystem;galaxy-digital-portfolio;interoperability;linea-ecosystem;made-in-america;mantle-ecosystem;optimism-ecosystem;osmosis-ecosystem;polychain-capital-portfolio;polygon-ecosystem;real-world-assets;real-world-assets-protocols;scroll-ecosystem;sei-ecosystem,token,,Bridge;Launchpad;Interoperability;RWA,64448166.41878978,2026-05-31
1732,NMR,Numeraire,True,token,governance/defi tags: ['defi'],Derivatives,False,,,ai-big-data;asset-management;binance-ecosystem;binance-listing;coinfund-portfolio;defi;ethereum-ecosystem;generative-ai;paradigm-portfolio;paradigm-xzy-screener;payments;placeholder-ventures-portfolio;research;usv-portfolio,token,,Derivatives;AI/Big Data;Payments,64293340.72937234,2026-05-31
38408,BARD,Lombard,True,token,governance/defi tags: ['defi'],Bridge;Onchain Capital Allocator;Restaked BTC,False,,,binance-alpha-airdrops;binance-ecosystem;binance-hodler-airdrops;binance-labs-portfolio;binance-listing;bitcoin-ecosystem;bnb-chain-ecosystem;defi;ethereum-ecosystem;nomad-capital;okx-ventures-portfolio;polychain-capital-portfolio,token,,Bridge;Onchain Capital Allocator;Restaked BTC,63789499.96093605,2026-05-31
6945,AMP,Amp,True,token,DeFiLlama governance/DeFi category: ['Algo-Stables'],Algo-Stables;Payments,True,,,alleged-sec-securities;binance-ecosystem;binance-listing;ethereum-ecosystem;made-in-america;sec-security-token,token,,Algo-Stables;Payments,62664709.75393681,2026-05-31
18031,CCD,Concordium,True,token,"governance/defi tags: ['defi', 'governance']",,False,,,defi;governance;identity;layer-1;platform;privacy;privacy-blockchain;smart-contracts;wallet;zero-knowledge-proofs,token,,Identity;Layer-1;Privacy;Smart Contract Platform;Zero Knowledge,59211969.83323309,2026-05-31
29082,SAROS,Saros,True,token,governance/defi tags: ['dex'],Dexs,False,,,binance-alpha;binance-alpha-airdrops;binance-ecosystem;dex;solana-ecosystem;viction-ecosystem,token,,Dexs;DEX,57361597.11595453,2025-10-31
7242,CORE,cVault.finance,True,token,"governance/defi tags: ['dao', 'defi', 'governance']",Canonical Bridge;Derivatives;Yield,False,,,dao;defi;governance,token,,Canonical Bridge;Derivatives;Yield,57335197.04277704,2023-09-30
35954,LION,Loaded Lions,True,token,"DeFiLlama governance/DeFi category: ['Algo-Stables', 'Derivatives', 'Yield']",Algo-Stables;Basis Trading;Derivatives;Services;Yield,True,,,arbitrum-ecosystem;collectibles-nfts;cronos-ecosystem;gaming;memes;solana-ecosystem,token,,Algo-Stables;Basis Trading;Derivatives;Services;Yield;NFT;Gaming;Meme,54610150.15967512,2026-05-31
17751,T,Threshold,True,token,DeFiLlama governance/DeFi category: ['CDP'],CDP;Decentralized BTC,True,,,binance-ecosystem;binance-listing;bitcoin-ecosystem;btc-ecosystem;ethereum-ecosystem,token,,CDP;Decentralized BTC,54182948.17212765,2026-05-31
2071,REQ,Request,True,token,governance/defi tags: ['defi'],Developer Tools,False,,,binance-ecosystem;binance-listing;defi;ethereum-ecosystem;medium-of-exchange;payments;polygon-ecosystem;smart-contracts,token,,Developer Tools;Payments;Smart Contract Platform,53407577.9646315,2026-05-31
14519,VVS,VVS Finance,True,token,"governance/defi tags: ['decentralized-exchange-dex-token', 'defi', 'dex']",Dexs,False,,,cronos-ecosystem;decentralized-exchange-dex-token;defi;dex;ethereum-ecosystem,token,,Dexs;DEX,52020488.10077077,2026-05-31
35931,ZORA,ZORA,True,token,DeFiLlama governance/DeFi category: ['Launchpad'],Canonical Bridge;Launchpad;NFT Marketplace,True,,,base-ecosystem;binance-alpha;binance-alpha-airdrops;binance-ecosystem;binance-listing;collectibles-nfts;communications-social-media;layer-2;social-money,token,,Canonical Bridge;Launchpad;NFT Marketplace;NFT;Layer-2,51745785.74886657,2026-05-31
23082,TEM,TemDAO,True,token,"DeFiLlama governance/DeFi category: ['Lending', 'Reserve Currency']",Lending;Reserve Currency,True,,,,token,,Lending;Reserve Currency,51628711.90458265,2023-04-30
38299,AVNT,Avantis,True,token,"governance/defi tags: ['decentralized-exchange-dex-token', 'defi', 'derivatives', 'dex', 'perp-dex-coins', 'perpetuals']",Derivatives,False,,,base-ecosystem;binance-alpha-airdrops;binance-ecosystem;binance-hodler-airdrops;binance-listing;decentralized-exchange-dex-token;defi;derivatives;dex;galaxy-digital-portfolio;pantera-capital-portfolio;perp-dex-coins;perpetuals,token,,Derivatives;DEX;Perpetuals,45528801.58382945,2026-05-31
30126,MEW,cat in a dogs world,True,token,DeFiLlama governance/DeFi category: ['Dexs'],Dexs,True,,,animal-memes;binance-alpha;binance-ecosystem;binance-listing;cat-themed;cmc-crypto-yearbook-2024-2025;doggone-doggerel;ip-memes;memes;moonshot;solana-ecosystem,token,,Dexs;Meme,44507383.0164303,2026-05-31
3296,MIN,MINDOL,True,token,DeFiLlama governance/DeFi category: ['Dexs'],DEX Aggregator;Dexs,True,,,,token,,DEX Aggregator;Dexs,44358634.83511515,2021-02-28
20314,LUNA,Terra,True,token,DeFiLlama governance/DeFi category: ['Launchpad'],Launchpad,True,,,alleged-sec-securities;binance-ecosystem;binance-listing;osmosis-ecosystem,token,,Launchpad,44068551.91092732,2026-05-31
19843,APEX,ApeX Protocol,True,token,"governance/defi tags: ['decentralized-exchange-dex-token', 'defi', 'derivatives', 'dex', 'perp-dex-coins', 'perpetuals']",Derivatives;Dexs,False,,,arbitrum-ecosystem;decentralized-exchange-dex-token;defi;derivatives;dex;ethereum-ecosystem;perp-dex-coins;perpetuals,token,,Derivatives;Dexs;DEX;Perpetuals,43501507.22700529,2026-05-31
7288,XVS,Venus,True,token,"governance/defi tags: ['defi', 'lending-borowing', 'real-world-assets', 'real-world-assets-protocols', 'yield-farming']",Lending,False,,,arbitrum-ecosystem;base-ecosystem;binance-ecosystem;binance-launchpool;binance-listing;binance-smart-chain;bnb-chain;bnb-chain-ecosystem;defi;ethereum-ecosystem;lending-borowing;opbnb-ecosystem;optimism-ecosystem;privacy;real-world-assets;real-world-assets-protocols;unichain-ecosystem;yield-farming;zksync-era-ecosystem,token,,Lending;Privacy;RWA;Yield,42677142.90451196,2026-05-31
5617,UMA,UMA,True,token,"governance/defi tags: ['dao', 'defi', 'derivatives', 'governance']",,False,,,amber-group-portfolio;avalanche-ecosystem;binance-ecosystem;binance-listing;blockchain-capital-portfolio;coinbase-ventures-portfolio;dao;defi;derivatives;dragonfly-capital-portfolio;ethereum-ecosystem;governance;injective-ecosystem;oracles;placeholder-ventures-portfolio;polygon-ecosystem;synthetic-protocols;synthetics,token,,Derivatives,39890146.09008933,2026-05-31
35429,LAYER,Solayer,True,token,governance/defi tags: ['defi'],Crypto Card Issuer;RWA;Restaking,False,,,binance-ecosystem;binance-hodler-airdrops;binance-labs-portfolio;binance-listing;defi;polychain-capital-portfolio;restaking;solana-ecosystem,token,,Crypto Card Issuer;RWA;Restaking,38766561.18300247,2026-05-31
12220,OSMO,Osmosis,True,token,DeFiLlama governance/DeFi category: ['Dexs'],Dexs,True,,,binance-ecosystem;binance-listing;cosmos-ecosystem;ethereum-ecosystem;injective-ecosystem;modular-blockchain;osmosis-ecosystem;polygon-ecosystem,token,,Dexs;Modular Blockchain,38669672.09722996,2026-05-31
28301,MEME,Memecoin,True,token,"DeFiLlama governance/DeFi category: ['Dexs', 'Farm']",Dexs;Farm,True,,,binance-ecosystem;binance-launchpool;binance-listing;collectibles-nfts;ethereum-ecosystem;memes,token,,Dexs;Farm;NFT;Meme,38620480.00310781,2026-05-31
3874,IRIS,IRISnet,True,token,DeFiLlama governance/DeFi category: ['Yield'],Yield,True,,,cosmos-ecosystem;ethereum-ecosystem;injective-ecosystem;osmosis-ecosystem;polygon-ecosystem,token,,Yield,35661052.11760295,2026-04-30
30712,MERL,Merlin Chain,True,token,DeFiLlama governance/DeFi category: ['Yield'],Bridge;Yield,True,,,amber-group-portfolio;binance-alpha;binance-alpha-airdrops;binance-ecosystem;binance-listing;bitcoin-ecosystem;bnb-chain-ecosystem;ethereum-ecosystem;layer-2;made-in-china;merlin-ecosystem,token,,Bridge;Yield;Layer-2,35442901.6032971,2026-05-31
9436,ELON,Dogelon Mars,True,token,DeFiLlama governance/DeFi category: ['Lending'],Canonical Bridge;Lending,True,,,animal-memes;base-ecosystem;bnb-chain-ecosystem;cronos-ecosystem;doggone-doggerel;ethereum-ecosystem;memes;payments;polygon-ecosystem;solana-ecosystem,token,,Canonical Bridge;Lending;Meme;Payments,35378355.3351908,2026-05-31
6833,LIT,Litentry,True,token,governance/defi tags: ['defi'],Algo-Stables;Bridge;Derivatives;Dexs;Yield,False,,,binance-launchpool;dapp;defi;dwf-labs-portfolio;ethereum;ethereum-ecosystem;injective-ecosystem;polkadot;polkadot-ecosystem;substrate;web3,token,,Algo-Stables;Bridge;Derivatives;Dexs;Yield,35374393.39516967,2025-01-31
25264,SNEK,Snek,True,token,DeFiLlama governance/DeFi category: ['Dexs'],Dexs,True,,,cardano-ecosystem;memes,token,,Dexs;Meme,35008025.0713694,2026-05-31
2982,MVL,MVL,True,token,DeFiLlama governance/DeFi category: ['Yield'],Yield,True,,,binance-chain;binance-smart-chain;bnb-chain-ecosystem;depin;dwf-labs-portfolio;ethereum-ecosystem;iot;toncoin-ecosystem,token,,Yield;DePIN;IoT,33840664.12950284,2026-05-31
11171,MNGO,Mango,True,token,"governance/defi tags: ['dao', 'decentralized-exchange', 'decentralized-exchange-dex-token', 'defi', 'derivatives', 'dex', 'governance', 'perp-dex-coins', 'perpetuals']",Derivatives;Dexs,False,,,alleged-sec-securities;dao;decentralized-exchange;decentralized-exchange-dex-token;defi;derivatives;dex;governance;perp-dex-coins;perpetuals;solana-ecosystem,token,,Derivatives;Dexs;DEX;Perpetuals,33736847.66719631,2026-05-31
3835,ORBS,Orbs,True,token,governance/defi tags: ['defi'],Farm,False,,,arbitrum-ecosystem;avalanche-ecosystem;bnb-chain-ecosystem;defi;dwf-labs-portfolio;enterprise-solutions;ethereum-ecosystem;fantom-ecosystem;harmony-ecosystem;polygon-ecosystem;services;solana-ecosystem,token,,Farm,33556185.84067744,2026-05-31
24781,CYBER,Cyber,True,token,governance/defi tags: ['governance'],Chain;SoFi,False,,,ai-applications;amber-group-portfolio;animoca-brands-portfolio;arbitrum-ecosystem;arbitrum-ecosytem;base-ecosystem;binance-ecosystem;binance-labs-portfolio;binance-launchpool;binance-listing;binance-smart-chain;bnb-chain;bnb-chain-ecosystem;coinlist-launchpad;collectibles-nfts;communications-social-media;cyber-ecosystem;dragonfly-capital-portfolio;dwf-labs-portfolio;ethereum-ecosystem;governance;interoperability;layer-2;linea-ecosystem;multicoin-capital-portfolio;optimism-ecosystem;platform;polygon-ecosystem;polygon-ventures-portfolio;reputation;smart-contracts;spartan-group;web3,token,,Chain;SoFi;NFT;Interoperability;Layer-2;Smart Contract Platform,32367474.43636171,2026-05-31
27565,ARKM,Arkham,True,token,"governance/defi tags: ['defi', 'derivatives', 'governance', 'perp-dex-coins', 'perpetuals']",CEX;Services,False,,,ai-big-data;analytics;binance-ecosystem;binance-labs-portfolio;binance-launchpad;binance-listing;cmc-crypto-yearbook-2024-2025;defi;derivatives;ethereum-ecosystem;governance;made-in-america;marketplace;perp-dex-coins;perpetuals;research,token,,CEX;Services;AI/Big Data;Derivatives;Perpetuals,32080284.46037152,2026-05-31
5429,DEP,DEAPcoin,True,token,DeFiLlama governance/DeFi category: ['Dexs'],Dexs,True,,,avalanche-ecosystem;binance-smart-chain;bnb-chain;bnb-chain-ecosystem;collectibles-nfts;depin;ethereum-ecosystem;fantom-ecosystem;gaming;metaverse;play-to-earn;polygon-ecosystem;solana-ecosystem,token,,Dexs;NFT;DePIN;Gaming;Metaverse,31998577.46772649,2026-05-31
7501,WOO,WOO,True,token,"governance/defi tags: ['amm', 'decentralized-exchange-dex-token', 'defi', 'derivatives', 'perp-dex-coins', 'perpetuals', 'yield-farming']",CEX;Dexs;Yield,False,,,amber-group-portfolio;amm;arbitrum-ecosystem;arbitrum-ecosytem;avalanche-ecosystem;binance-ecosystem;binance-listing;binance-smart-chain;bnb-chain;bnb-chain-ecosystem;centralized-exchange;decentralized-exchange-dex-token;defi;derivatives;ethereum-ecosystem;exnetwork-capital-portfolio;injective-ecosystem;mvb;near-protocol-ecosystem;perp-dex-coins;perpetuals;polygon-ecosystem;three-arrows-capital-portfolio;vbc-ventures-portfolio;yield-farming,token,,CEX;Dexs;Yield;Exchange Token;Derivatives;Perpetuals,31396088.57815658,2026-05-31
8602,AUCTION,Bounce Token,True,token,governance/defi tags: ['defi'],Launchpad,False,,,binance-ecosystem;binance-listing;binance-smart-chain;bnb-chain;bnb-chain-ecosystem;bounce-launchpad;defi;dot-ecosystem;dwf-labs-portfolio;ethereum-ecosystem;polkadot-ecosystem,token,,Launchpad,31313140.67917401,2026-05-31
14280,EUL,Euler,True,token,"DeFiLlama governance/DeFi category: ['Dexs', 'Lending']",Dexs;Lending;Risk Curators,True,,,arbitrum-ecosystem;base-ecosystem;binance-alpha-airdrops;binance-ecosystem;binance-listing;bnb-chain-ecosystem;ethereum-ecosystem;paradigm-portfolio,token,,Dexs;Lending;Risk Curators,30733205.32925375,2026-05-31
3855,LOCUS,Locus Chain,True,token,governance/defi tags: ['defi'],Yield,False,,,defi;ethereum-ecosystem;payments;platform;scaling,token,,Yield;Payments,30402388.11809688,2026-05-31
8719,ILV,Illuvium,True,token,governance/defi tags: ['dao'],Gaming,False,,,binance-ecosystem;binance-listing;collectibles-nfts;dao;ethereum-ecosystem;gaming;metaverse;play-to-earn,token,,Gaming;NFT;Metaverse,30064081.41071937,2026-05-31
12573,CPOOL,Clearpool,True,token,"governance/defi tags: ['defi', 'real-world-assets', 'real-world-assets-protocols']",RWA;Uncollateralized Lending,False,,,binance-alpha;binance-ecosystem;cmc-crypto-yearbook-2024-2025;defi;ethereum-ecosystem;real-world-assets;real-world-assets-protocols;solana-ecosystem,token,,RWA;Uncollateralized Lending,29933338.60405724,2026-05-31
4113,UNI,UNI COIN,True,token,"DeFiLlama governance/DeFi category: ['Dexs', 'Launchpad']",Dexs;Launchpad,True,,,medium-of-exchange,token,,Dexs;Launchpad;Payments,29902589.17707457,2020-12-31
9444,KNC,Kyber Network Crystal v2,True,token,"governance/defi tags: ['amm', 'dao', 'decentralized-exchange', 'decentralized-exchange-dex-token', 'defi', 'governance']",DEX Aggregator;Dexs;Yield Aggregator,False,,,amm;arbitrum-ecosystem;arbitrum-ecosytem;binance-ecosystem;binance-listing;bnb-chain-ecosystem;dao;decentralized-exchange;decentralized-exchange-dex-token;defi;ethereum-ecosystem;governance;kenetic-capital-portfolio;kinetic-capital;kinetic-capital-portfolio;marketplace;optimism-ecosystem;pantera-capital-portfolio;parafi-capital;polygon-ecosystem;three-arrows-capital-portfolio,token,,DEX Aggregator;Dexs;Yield Aggregator;DEX,29274397.98398639,2026-05-31
5279,SOLO,Sologenic,True,token,DeFiLlama governance/DeFi category: ['Dexs'],Basis Trading;Dexs,True,,,bnb-chain-ecosystem;xrp-ecosystem,token,,Basis Trading;Dexs,27755169.66076231,2026-02-28
28480,BLAST,Blast,True,token,DeFiLlama governance/DeFi category: ['Farm'],Canonical Bridge;Farm,True,,,blast-ecosystem;egirl-capital-portfolio;ethereum-ecosystem;layer-2;modular-blockchain;paradigm-portfolio;rollups;standard-crypto-portfolio,token,,Canonical Bridge;Farm;Layer-2;Modular Blockchain,27634597.39017253,2026-05-31
2930,IQ,IQ,True,token,"governance/defi tags: ['dao', 'defi', 'yield-farming']",Services,False,,,ai-agents;ai-big-data;arbitrum-ecosystem;binance-ecosystem;binance-listing;communications-social-media;content-creation;dao;defi;eos;eos-ecosystem;ethereum-ecosystem;loyalty;media;olympus-pro-ecosystem;polygon-ecosystem;yield-farming,token,,Services;AI Agents;AI/Big Data;Yield,27092059.45316387,2026-05-31
7737,API3,API3,True,token,governance/defi tags: ['defi'],Risk Curators,False,,,binance-ecosystem;binance-listing;cardano;cardano-ecosystem;coinfund-portfolio;dcg-portfolio;defi;ethereum-ecosystem;fantom-ecosystem;injective-ecosystem;oracles;pantera-capital-portfolio;placeholder-ventures-portfolio;polygon-ecosystem;web3,token,,Risk Curators,26989645.1747212,2026-05-31
28047,LSD,L7,True,token,"DeFiLlama governance/DeFi category: ['Dexs', 'Farm']",Dexs;Farm;Indexes,True,,,asset-management;binance-chain;web3,token,,Dexs;Farm;Indexes,26747145.74003834,2024-06-30
10688,YGG,Yield Guild Games,True,token,governance/defi tags: ['dao'],Gaming,False,,,a16z-portfolio;abstract-chain-ecosystem;animoca-brands-portfolio;base-ecosystem;binance-ecosystem;binance-listing;bnb-chain-ecosystem;collectibles-nfts;dao;dwf-labs-portfolio;entertainment;ethereum-ecosystem;gaming;gaming-guild;harmony-ecosystem;metaverse;okex-blockdream-ventures-portfolio;okx-ventures-portfolio;play-to-earn;polygon-ecosystem;ronin-ecosystem;solana-ecosystem,token,,Gaming;NFT;Metaverse,26567621.92534548,2026-05-31
11289,SPELL,Spell Token,True,token,"governance/defi tags: ['defi', 'defi-2']",CDP,False,,,arbitrum-ecosystem;arbitrum-ecosytem;avalanche-ecosystem;binance-ecosystem;binance-listing;defi;defi-2;dwf-labs-portfolio;ethereum-ecosystem;fantom-ecosystem;olympus-pro-ecosystem;protocol-owned-liquidity;solana-ecosystem,token,,CDP,26277594.90333837,2026-05-31
8083,LON,Tokenlon Network Token,True,token,"governance/defi tags: ['decentralized-exchange', 'decentralized-exchange-dex-token', 'defi']",DEX Aggregator;Dexs,False,,,arbitrum-ecosystem;arbitrum-ecosytem;decentralized-exchange;decentralized-exchange-dex-token;defi;ethereum-ecosystem,token,,DEX Aggregator;Dexs;DEX,26006372.31709429,2026-05-31
5266,MLK,MiL.k,True,token,DeFiLlama governance/DeFi category: ['Farm'],Farm,True,,,arbitrum-ecosystem;binance-alpha;binance-alpha-airdrops;binance-ecosystem;binance-smart-chain;bnb-chain;bnb-chain-ecosystem,token,,Farm,25647186.46568315,2026-05-31
29335,PIXEL,Pixels,True,token,governance/defi tags: ['governance'],Dexs,False,,,animoca-brands-portfolio;binance-ecosystem;binance-launchpool;binance-listing;collectibles-nfts;ethereum-ecosystem;gaming;gaming-guild;governance;play-to-earn;ronin-ecosystem;web3,token,,Dexs;NFT;Gaming,24733658.37253431,2026-05-31
23054,CHEEL,Cheelee,True,token,DeFiLlama governance/DeFi category: ['Farm'],Farm,True,,,bnb-chain-ecosystem,token,,Farm,24292823.65398729,2026-05-31
2081,AMB,AirDAO,True,token,"governance/defi tags: ['defi', 'governance']",,False,,,ai-big-data;defi;dwf-labs-portfolio;enterprise-solutions;governance;iot;layer-1;logistics;platform,token,,AI/Big Data;IoT;Layer-1,24274775.49355422,2024-12-31
9543,BICO,Biconomy,True,token,governance/defi tags: ['defi'],Bridge,False,,,account-abstraction;arbitrum-ecosystem;avalanche-ecosystem;base-ecosystem;binance-ecosystem;binance-labs-portfolio;binance-liquidity-enhancement-program;binance-listing;bnb-chain-ecosystem;coinbase-ventures-portfolio;coinlist-launchpad;defi;dwf-labs-portfolio;ethereum-ecosystem;fenbushi-capital-portfolio;interoperability;mvb;optimism-ecosystem;platform;polygon-ecosystem,token,,Bridge;Interoperability,23835682.08851732,2026-05-31
9640,METIS,Metis,True,token,governance/defi tags: ['metisdao-ecosystem'],Canonical Bridge,False,,,binance-ecosystem;binance-listing;dwf-labs-portfolio;ethereum-ecosystem;layer-2;metis-andromeda-ecosystem;metisdao-ecosystem;modular-blockchain;okex-blockdream-ventures-portfolio;okx-ventures-portfolio;privacy;rollups;scaling;zero-knowledge-proofs,token,,Canonical Bridge;Layer-2;Modular Blockchain;Privacy;Zero Knowledge,23828408.17898969,2026-05-31
5824,SLP,Smooth Love Potion,True,token,DeFiLlama governance/DeFi category: ['Derivatives'],Derivatives,True,,,binance-ecosystem;binance-listing;bnb-chain-ecosystem;collectibles-nfts;ethereum-ecosystem;gaming;play-to-earn;ronin-ecosystem;solana-ecosystem,token,,Derivatives;NFT;Gaming,23159897.05675803,2026-05-31
29676,AEVO,Aevo,True,token,"governance/defi tags: ['derivatives', 'dex', 'perp-dex-coins', 'perpetuals']",Derivatives;Options,False,,,binance-ecosystem;binance-launchpool;binance-listing;derivatives;dex;ethereum-ecosystem;layer-2;perp-dex-coins;perpetuals,token,,Derivatives;Options;DEX;Layer-2;Perpetuals,22644512.73987418,2026-05-31
7064,BAKE,BakeryToken,True,token,"governance/defi tags: ['amm', 'defi', 'dex']",Dexs,False,,,amm;binance-chain;binance-ecosystem;binance-listing;binance-smart-chain;bnb-chain;bnb-chain-ecosystem;collectibles-nfts;defi;dex;gaming,token,,Dexs;NFT;DEX;Gaming,22595425.29221571,2025-08-31
27765,ZBU,Zeebu,True,token,DeFiLlama governance/DeFi category: ['Farm'],Farm,True,,,base-ecosystem;bnb-chain-ecosystem;ethereum-ecosystem;loyalty,token,,Farm,22386927.87873878,2026-05-31
4134,AKRO,Kaon,True,token,"governance/defi tags: ['dao', 'defi', 'yield-aggregator']",Yield,False,,,alameda-research-portfolio;dao;defi;dot-ecosystem;kenetic-capital-portfolio;kinetic-capital;kinetic-capital-portfolio;ledgerprime-portfolio;polkadot-ecosystem;spartan-group;substrate;yearn-partnerships;yield-aggregator,token,,Yield,21547077.29415897,2024-11-30
1104,REP,Augur,True,token,governance/defi tags: ['defi'],Prediction Market,False,,,1confirmation-portfolio;defi;depin;ethereum-ecosystem;ipfs;multicoin-capital-portfolio;oracles;pantera-capital-portfolio;platform;polygon-ecosystem;prediction-markets;reputation;storage,token,,Prediction Market;DePIN;Storage,21206105.64010611,2025-10-31
3814,CELR,Celer Network,True,token,governance/defi tags: ['defi'],Bridge,False,,,arbitrum-ecosystem;arbitrum-ecosytem;arrington-xrp-capital;arrington-xrp-capital-portfolio;binance-ecosystem;binance-launchpad;binance-listing;binance-smart-chain;bnb-chain;bnb-chain-ecosystem;cross-chain;defi;depin;dot-ecosystem;enterprise-solutions;ethereum-ecosystem;interoperability;metis-andromeda-ecosystem;moonbeam-ecosystem;oasis-ecosystem;pantera-capital-portfolio;platform;polkadot;polkadot-ecosystem;privacy;scaling;sei-ecosystem;state-channel;state-channels;substrate;zero-knowledge-proofs,token,,Bridge;DePIN;Interoperability;Privacy;Zero Knowledge,20996921.90192449,2026-05-31
14803,AURORA,Aurora,True,token,DeFiLlama governance/DeFi category: ['Farm'],Farm,True,,,aurora-ecosystem;dwf-labs-portfolio;ethereum-ecosystem;injective-ecosystem;near-protocol-ecosystem;okex-blockdream-ventures-portfolio;okx-ventures-portfolio,token,,Farm,20447856.34645313,2026-05-31
2873,MET,Metronome,True,token,governance/defi tags: ['defi'],Dexs;Launchpad;Synthetics;Yield;Yield Aggregator,False,,,defi;payments;platform;wallet,token,,Dexs;Launchpad;Synthetics;Yield;Yield Aggregator;Payments,19876835.60244524,2023-06-30
14783,MAGIC,Treasure,True,token,DeFiLlama governance/DeFi category: ['Yield'],Gaming;Yield,True,,,ai-agent-launchpad;ai-big-data;arbitrum-ecosystem;arbitrum-ecosytem;binance-ecosystem;binance-listing;collectibles-nfts;ethereum-ecosystem;gaming;layer-2;metaverse,token,,Gaming;Yield;AI/Big Data;NFT;Layer-2;Metaverse,19797751.68289032,2026-05-31
9674,WILD,Wilder World,True,token,governance/defi tags: ['defi'],Lending;Yield,False,,,animoca-brands-portfolio;avalanche-ecosystem;binance-alpha;binance-alpha-airdrops;binance-ecosystem;bnb-chain-ecosystem;collectibles-nfts;defi;ethereum-ecosystem;gaming;made-in-america;metaverse;polkastarter;skyvision-capital;skyvision-capital-portfolio;solana-ecosystem;vr-ar,token,,Lending;Yield;NFT;Gaming;Metaverse,19778936.10623217,2026-04-30
10903,C98,Coin98,True,token,"governance/defi tags: ['defi', 'derivatives', 'perp-dex-coins', 'perpetuals']",Farm,False,,,binance-ecosystem;binance-launchpad;binance-listing;binance-smart-chain;bnb-chain;bnb-chain-ecosystem;celo-ecosystem;defi;derivatives;dwf-labs-portfolio;ethereum-ecosystem;injective-ecosystem;perp-dex-coins;perpetuals;polygon-ecosystem;solana-ecosystem;spartan-group;viction-ecosystem;wallet,token,,Farm;Derivatives;Perpetuals,19519465.59388897,2026-05-31
2675,DOCK,Dock,True,token,governance/defi tags: ['governance'],,False,,,ai-big-data;dot-ecosystem;governance;jobs;polkadot-ecosystem;services;smart-contracts;substrate,token,,AI/Big Data;Smart Contract Platform,19145631.77991072,2024-06-30
3928,IDEX,IDEX,True,token,"governance/defi tags: ['decentralized-exchange', 'decentralized-exchange-dex-token', 'defi', 'derivatives', 'perp-dex-coins']",Derivatives;Dexs,False,,,binance-ecosystem;binance-listing;decentralized-exchange;decentralized-exchange-dex-token;defi;derivatives;ethereum-ecosystem;perp-dex-coins,token,,Derivatives;Dexs;DEX,19101067.59191882,2025-10-31
17591,NYM,NYM,True,token,"governance/defi tags: ['defi', 'governance']",,False,,,bnb-chain-ecosystem;coinlist-launchpad;defi;depin;distributed-computing;ethereum-ecosystem;fenbushi-capital-portfolio;governance;hashkey-capital-portfolio;interoperability;layer-1;osmosis-ecosystem;polychain-capital-portfolio;privacy;privacy-coins;smart-contracts;wallet;web3,token,,DePIN;Interoperability;Layer-1;Privacy;Smart Contract Platform,19098328.97653311,2026-05-31
4090,WXT,Wirex Token,True,token,DeFiLlama governance/DeFi category: ['Lending'],CEX;Lending,True,,,asset-management;avalanche-ecosystem;centralized-exchange;ethereum-ecosystem;mobile-payment;mobile-payments;payments;stellar-ecosystem,token,,CEX;Lending;Exchange Token;Payments,18721600.71115932,2026-05-31
5234,DNA,Metaverse Dualchain Network Architecture,True,token,"DeFiLlama governance/DeFi category: ['Algo-Stables', 'Farm', 'Yield']",Algo-Stables;Farm;Yield,True,,,,token,,Algo-Stables;Farm;Yield,18193100.09501082,2021-08-31
