cmc_id,symbol,chainid,address,holder_count,est_transfers,est_getlogs_calls
24613,EDU,1,0xf8173a39c56a554837c4c7f104153a005d284d11,1205,48200,96
3358,HSN,1,0x567300e14f8d67e1f6720a95291dce2511a86723,1240,49600,99
5397,CTT,1,0x1a4743cf1af4c289351390a2b3fe7c13d2f7c235,1255,50200,100
2377,LEV,1,0x0f4ca92660efad97a9a70cb0fe969c755439772c,1261,50440,101
4113,UNI,1,0xe6877ea9c28fbdec631ffbc087956d0023a76bf2,1301,52040,104
8857,ANC,1,0x0F3ADC247E91c3c50bC08721355A41037E89Bc20,1306,52240,104
33978,CMETH,1,0xE6829d9a7eE3040e1276Fa75293Bde931859e8fA,1322,52880,106
39545,BILL,1,0xb1110919016846972056AB995054D65560D5f05E,1331,53240,106
4818,XSR,1,0x6bC1F3A1ae56231DbB64d3E82E070857EAe86045,1336,53440,107
1905,TFL,1,0xa7f976c360ebbed4465c2855684d1aae5271efa9,1340,53600,107
4598,ACA,1,0x63d958d765f5bd88efdbd8afd32445393b24907f,1341,53640,107
39042,POWER,1,0x9dC44ae5BE187ECA9e2A67e33f27A4c91cEA1223,1394,55760,112
4360,FAB,1,0x12683dc9eec95a5f742d40206e73319e6b9d8a91,1402,56080,112
3733,S4F,1,0xaec7d1069e3a914a3eb50f0bfb1796751f2ce48a,1403,56120,112
4361,BEST,1,0x1b073382e63411e3bcffe90ac1b9a43fefa1ec6f,1475,59000,118
34466,PENGU,1,0x6418c0dd099a9fda397c766304cdd918233e8847,1498,59920,120
3721,HPT,1,0xa66daa57432024023db65477ba87d4e7f5f95213,1610,64400,129
1677,DICE,1,0x2e071D2966Aa7D8dECB1005885bA1977D6038A65,1615,64600,129
4203,OSC,1,0x24700a297960e8477ce3ca6c58b70a7af3410398,1665,66600,133
7059,MBN,1,0xaf80951201a0eff85a0fd3adf4c7043db856d3e6,1683,67320,135
8202,ZKB,1,0xBBBbbBBB46A1dA0F0C3F64522c275BAA4C332636,1688,67520,135
4283,BF,1,0x5b71bee9d961b1b848f8485eec8d8787f80217f5,1691,67640,135
4090,WXT,1,0xa02120696c7B8fE16C09C749E4598819b2B0E915,1692,67680,135
2732,ATX,1,0x1a0f2ab46ec630f9fd638029027b552afa64b94c,1724,68960,138
27599,APFC,1,0x8eD955a2b7d2C3a17a9d05dACa95E01818f8C11e,1749,69960,140
5892,ANY,1,0xf99d58e463a2e07e5692127302c20a191861b4d6,1759,70360,141
1902,MYB,1,0x5d60d8d7ef6d37e16ebabc324de3be57f135e0bc,1808,72320,145
5313,CTCN,1,0xfd6c31bb6f05fc8db64f4b740ab758605c271fd8,1815,72600,145
7033,ESD,1,0x36f3fd68e7325a35eb768f1aedaae9ea0689d723,1819,72760,146
28476,osETH,1,0xf1C9acDc66974dFB6dEcB12aA385b9cD01190E38,1845,73800,148
3812,FXC,1,0x4a57e687b9126435a9b19e4a802113e266adebde,1852,74080,148
3968,EUM,1,0x6aB4A7d75B0A42B6Bc83E852daB9E121F9C610Aa,1870,74800,150
27966,DORA,1,0x70b790d0948a760e80bc3f892b142F7779b538B2,1884,75360,151
3664,AGVC,1,0x8b79656FC38a04044E495e22fAD747126ca305C4,1900,76000,152
5084,PLF,1,0xaDA62f7CCd6af6cAcff04ACCBC4f56f3D4FFd4Ef,1927,77080,154
9816,NFT,1,0x198d14f2ad9ce69e76ea330b374de4957c3f850a,1958,78320,157
2985,ARB,1,0xafbec4d65bc7b116d85107fd05d912491029bf46,1978,79120,158
2298,DTR,1,0xd234bf2410a0009df9c3c63b610c09738f18ccd7,2007,80280,161
5560,ICH,1,0xf8483E2d6560585C02D46bF7B3186Bf154a96166,2016,80640,161
3858,FNB,1,0x47b28f365bf4cb38db4b6356864bde7bc4b35129,2022,80880,162
5190,FLEX,1,0xfcf8eda095e37a41e002e266daad7efc1579bc0a,2024,80960,162
1775,ADT,1,0xd0d6d6c5fe4a677d343cc433536bb717bae167dd,2035,81400,163
5009,LST,1,0x6b9F1F092E0B10015a4391A80cD3E6B6cefD1728,2038,81520,163
1683,RLT,1,0xcced5b8288086be8c38e23567e684c3740be4d48,2051,82040,164
1812,XRL,1,0xb24754be79281553dc1adc160ddf5cd9b74361a4,2119,84760,170
33696,EBTC,1,0x657e8C867D8B37dCC18fA4Caead9C45EB088C642,2121,84840,170
4275,COMBO,1,0xc03fbf20a586fa89c2a5f6f941458e1fbc40c661,2138,85520,171
3840,FST,1,0x310c93dfc1c5e34cdf51678103f63c41762089cd,2160,86400,173
14519,VVS,1,0x839e71613f9aA06E5701CF6de63E303616B0DDE3,2199,87960,176
5113,SURE,1,0xcb86c6a22cb56b6cf40cafedb06ba0df188a416e,2213,88520,177
36671,SAHARA,1,0xFDFfB411C4A70AA7C95D5C981a6Fb4Da867e1111,2243,89720,179
3866,CON,1,0x4Dd672e77c795844fe3A464eF8eF0FAAe617C8fB,2263,90520,181
3731,PLA,1,0x0198f46f520F33cd4329bd4bE380a25a90536CD5,2285,91400,183
3415,BCZERO,1,0xd45247c07379d94904e0a87b4481f0a1ddfa0c64,2311,92440,185
7590,DVI,1,0x10633216e7e8281e33c86f02bf8e565a635d9770,2325,93000,186
2937,VITE,1,0xadd5e881984783dd432f80381fb52f45b53f3e70,2365,94600,189
2318,NEU,1,0xa823e6722006afe99e91c30ff5295052fe6b8e32,2371,94840,190
1556,TIME,1,0x485d17A6f1B8780392d53D64751824253011A260,2380,95200,190
3737,BTU,1,0xb683d83a532e2cb7dfa5275eed3698436371cc9f,2383,95320,191
2064,ART,1,0xfec0cf7fe078a500abf15f1284958f22049c2c7e,2420,96800,194
3715,CAJ,1,0x3c6a7ab47b5f058be0e7c7fe1a4b7925b8aca40e,2426,97040,194
5796,DRS,1,0xbf13FF395D686Ed7C705A5411CC8E4E21Ff2Ceb2,2430,97200,194
4890,NWC,1,0x968f6f898a6df937fc1859b323ac2f14643e3fed,2453,98120,196
2040,ALIS,1,0xEA610B1153477720748DC13ED378003941d84fAB,2461,98440,197
1873,TIX,1,0xea1f346faf023f974eb5adaf088bbcdf02d761f4,2467,98680,197
2650,CBT,1,0x076C97e1c869072eE22f8c91978C99B4bcB02591,2488,99520,199
2069,OTN,1,0x881ef48211982d01e2cb7092c915e647cd40d85c,2541,101640,203
4268,NYE,1,0x6f5e77cea0abdda40013a8ef53639c96972fb745,2548,101920,204
2410,SPC,1,0x86ed939b500e121c0c5f493f399084db596dad20,2549,101960,204
11240,HI,1,0xC4f6E93AEDdc11dc22268488465bAbcAF09399aC,2590,103600,207
10188,ATA,1,0xa2120b9e674d3fc3875f415a7df52e382f141225,2600,104000,208
4644,QQQ,1,0x2822f6D1B2f41F93f33d937bc7d84A8Dfa4f4C21,2632,105280,211
2778,EXC,1,0x00c4b398500645eb5da00a1a379a88b11683ba01,2649,105960,212
23082,TEM,1,0xaE0585a259A3BCAB258D6EE02FB583f7B33C2a12,2678,107120,214
1847,MSP,1,0x68aa3f232da9bdc2343465545794ef3eea5209bd,2679,107160,214
3261,EVN,1,0x68909e586eeac8f47315e84b4c9788dd54ef65bb,2693,107720,215
7230,OPIUM,1,0x888888888889c00c67689029d7856aac1065ec11,2827,113080,226
3847,CPT,1,0x9b62513c8a27290cf6a7a9e29386e600245ea819,2856,114240,228
6941,HBTC,1,0x0316EB71485b0Ab14103307bf65a021042c6d380,2858,114320,229
38185,ADI,1,0x8b1484d57abbe239bb280661377363b03c89caea,2878,115120,230
4120,PROM,1,0xfc82bb4ba86045af6f327323a46e80412b91b27d,2884,115360,231
2742,SKB,1,0x4af328c52921706dcb739f25786210499169afe6,2888,115520,231
3936,GNY,1,0xb1f871Ae9462F1b2C6826E88A7827e76f86751d4,2909,116360,233
1807,SAN,1,0x7c5a0ce9267ed19b22f8cae653f198e3e8daf098,2922,116880,234
7228,DDX,1,0x3a880652f47bfaa771908c07dd8673a787daed3a,2969,118760,238
16604,1ECO,1,0x1af2eaeaf2b1d9dda800861268e6bbb3995a6c3b,2976,119040,238
7157,BASID,1,0xe33f363351186e185470f35F6DeB94ABa44347D8,2995,119800,240
33981,bUSD0,1,0x35D8949372D46B7a3D5A56006AE77B215fc69bC0,3008,120320,241
3662,HEDG,1,0xF1290473E210b2108A85237fbCd7b6eb42Cc654F,3035,121400,243
38779,syrupUSDC,1,0x80ac24aa929eaf5013f6436cda2a7ba190f5cc0b,3104,124160,248
4067,CIX100,1,0x6393e822874728f8afa7e1c9944e417d37ca5878,3111,124440,249
20787,FLZ,1,0x8e964e35a76103af4c7d7318e1b1a82c682ae296,3233,129320,259
6947,VBIT,1,0xb8366948b4a3f07bcbf14eb1739daa42a26b07c4,3259,130360,261
1562,SWT,1,0xb9e7f8568e08d5659f5d29c4997173d84cdf2607,3284,131360,263
2727,BZNT,1,0xe1aee98495365fc179699c1bb3e761fa716bee62,3298,131920,264
1888,IFT,1,0x7654915a1b82d6d2d0afc37c52af556ea8983c7e,3313,132520,265
1721,MYST,1,0x4Cf89ca06ad997bC732Dc876ed2A7F26a9E7f361,3353,134120,268
5618,DAWN,1,0x580c8520deda0a441522aeae0f9f7a5f29629afa,3361,134440,269
2134,GRID,1,0x12b19d3e2ccc14da04fae33e63652ce469b3f2fd,3364,134560,269
3224,QBIT,1,0x1602af2C782cC03F9241992E243290Fccf73Bb13,3408,136320,273
4049,BXK,1,0xeb6985acd6d0cbff60b88032b0b29ac1d9d66a1b,3425,137000,274
8502,MUSH,1,0xea6412fb370e8d1605e6aeeaa21ad07c3c7e9f24,3426,137040,274
2776,AVA,1,0xa6C0c097741D55ECd9a3A7DeF3A8253fD022ceB9,3432,137280,275
32376,AVAIL,1,0xEeB4d8400AEefafC1B2953e0094134A887C76Bd8,3438,137520,275
2175,DBET,1,0x9b68bfae21df5a510931a262cecf63f41338f264,3456,138240,276
7242,CORE,1,0x62359ed7505efc61ff1d56fef82158ccaffa23d7,3465,138600,277
38868,SENT,1,0x56A3BA04E95d34268A19b2a4474DC979baBDaf76,3521,140840,282
2593,DRG,1,0x814f67fa286f7572b041d041b1d99b432c9155ee,3548,141920,284
1625,EMV,1,0xB802b24E0637c2B87D2E8b7784C055BBE921011a,3572,142880,286
7326,DEXE,1,0xde4EE8057785A7e8e800Db58F9784845A5C2Cbd6,3589,143560,287
4182,GMAT,1,0xa110eeebc0751407bdcaea4cd230f04a2b82a33a,3602,144080,288
2605,BFT,1,0x01ff50f8b7f74e4f00580d9596cd3d0d6d6e326f,3603,144120,288
3631,FOAM,1,0x4946fcea7c692606e8908002e55a582af44ac121,3607,144280,289
7817,BFC,1,0x0c7D5ae016f806603CB1782bEa29AC69471CAb9c,3619,144760,290
3875,VALOR,1,0x297e4e5e59ad72b1b0a2fd446929e76117be0e0a,3643,145720,291
37322,VSN,1,0x699ccf919c1dfdfa4c374292f42cadc9899bf753,3652,146080,292
38417,RIVER,1,0xdA7AD9dea9397cffdDAE2F8a052B82f1484252B3,3671,146840,294
1990,CSNO,1,0x29d75277ac7f0335b2165d0895e8725cbf658d73,3689,147560,295
8191,NFTX,1,0x87d73E916D7057945c9BcD8cdd94e42A6F47f776,3718,148720,297
2550,RKT,1,0x106aa49295b525fcf959aa75ec3f7dcbf5352f1c,3718,148720,297
11079,BRISE,1,0xF2B2f7b47715256Ce4eA43363a867fdce9353e3A,3754,150160,300
3873,BOTX,1,0xEF19F4E48830093Ce5bC8b3Ff7f903A0AE3E9Fa1,3759,150360,301
5830,NXM,1,0xd7c49cee7e9188cca6ad8ff264c1da2e69d4cf3b,3793,151720,303
3598,OSA,1,0xc6abf3c09341741ac6041b0b08195701bdfd460c,3798,151920,304
3957,LEO,1,0x2af5d2ad76741191d15dfe7bf6ac92d4bd912ca3,3803,152120,304
3409,ETA,1,0x9195e00402abe385f2d00a32af40b271f2e87925,3814,152560,305
3085,INO,1,0xc9859fccc876e6b4b3c749c5d29ea04f48acb74f,3845,153800,308
1592,TAAS,1,0xe7775a6e9bcf904eb39da2b68c5efb4f9360e08c,3891,155640,311
23177,SFRXETH,1,0xac3E018457B222d93114458476f3E3416Abbe38F,3930,157200,314
11584,BTRST,1,0x799ebfabe77a6e34311eeee9825190b9ece32824,3939,157560,315
3367,CRD,1,0xcaaa93712bdac37f736c323c93d4d5fdefcc31cc,3939,157560,315
2659,DIG,1,0xaf446174961cd544e51b89310581669e8fc00d16,3995,159800,320
6622,HAKKA,1,0x0e29e5abbb5fd88e28b2d355774e73bd47de3bcd,4077,163080,326
2930,IQ,1,0x579cea1889991f68acc35ff5c3dd0621ff29b0c9,4113,164520,329
3418,META,1,0xde2f7766c8bf14ca67193128535e5c7454f8387c,4137,165480,331
4950,LCX,1,0x8CD41041505885EF0aD3858181D66f17BE8aae7E,4169,166760,334
17050,MULTI,1,0x65ef703f5594d2573eb71aaf55bc0cb548492df4,4215,168600,337
1998,ORMEUS,1,0xc96df921009b790dffca412375251ed1a2b75c60,4231,169240,338
2090,LA,1,0xe50365f5d679cb98a1dd62d6f6e58e59321bcddf,4261,170440,341
33312,SolvBTC,1,0x7a56e1c57c7475ccf742a1832b028f0456652f97,4306,172240,344
2176,HST,1,0x554c20b7c486beee439277b4540a434566dc4c02,4340,173600,347
2060,CAG,1,0x7d4b8cce0591c9044a22ee543533b72e976e36c3,4352,174080,348
3648,CNUS,1,0x722f2f3eac7e9597c73a593f7cf3de33fbfc3308,4366,174640,349
1708,PTOY,1,0x8ae4bf2c33a8e667de34b54938b0ccd03eb8cc06,4383,175320,351
1882,CAT,1,0x56ba2Ee7890461f463F7be02aAC3099f6d5811A8,4398,175920,352
5777,RENBTC,1,0xeb4c2781e4eba804ce9a9803c67d0893436bb27d,4455,178200,356
3734,ELAMA,1,0xfb444c1f2b718ddfc385cb8fd9f2d1d776b24668,4483,179320,359
1950,HVN,1,0xC0Eb85285d83217CD7c891702bcbC0FC401E2D9D,4507,180280,361
5908,DKA,1,0x5dc60C4D5e75D22588FA17fFEB90A63E535efCE0,4524,180960,362
1954,MDA,1,0x51db5ad35c671a87207d88fc11d593ac0c8415bd,4544,181760,364
29447,NMT,1,0x03AA6298F1370642642415EDC0db8b957783e8D6,4585,183400,367
37745,CTM,1,0xc8Fb80fCc03f699C70ff0CC08C09106288888888,4621,184840,370
1948,AVT,1,0x0d88ed6e74bbfd96b831231638b66c05571e824f,4659,186360,373
7672,UNFI,1,0x441761326490cacf7af299725b6292597ee822c2,4670,186800,374
2576,TEN,1,0xdd16ec0f66e54d453e6756713e533355989040e4,4680,187200,374
5075,EGR,1,0x73Cee8348b9bDd48c64E13452b8a6fbc81630573,4692,187680,375
21846,ID,1,0x2dfF88A56767223A5529eA5960Da7A3F5f766406,4699,187960,376
5336,HMR,1,0xB1A30851E3f7d841b231B086479608e17198363A,4719,188760,378
2572,BAX,1,0xf920e4f3fbef5b3ad0a25017514b769bdc4ac135,4740,189600,379
2304,DEW,1,0x20e94867794dba030ee287f1406e100d03c84cd3,4757,190280,381
35818,SOSO,1,0x76A0e27618462bDAC7a29104bdcfFf4E6BFCea2D,4767,190680,381
2506,SWM,1,0x3505f494c3f0fed0b594e01fa41dd3967645ca39,4821,192840,386
1768,ADX,1,0xade00c28244d5ce17d72e40330b1c318cd12b7c3,4886,195440,391
1729,CFI,1,0x12fef5e57bf45873cd9b62e9dbd7bfb99e32d73e,4916,196640,393
39125,LIT,1,0x232ce3bd40fcd6f80f3d55a522d03f25df784ee2,4933,197320,395
2091,XUC,1,0xc324a2f6b05880503444451b8b27e6f9e63287cb,4933,197320,395
2503,DMT,1,0x2ccbff3a042c68716ed2a2cb0c544a9f1d1935e1,4990,199600,399
3784,OVC,1,0x49d09cda1deb8a1680f1270c5ed15218fc4b18f0,5013,200520,401
4041,MX,1,0x11eef04c884e24d9b7b4760e7476d06ddf797f36,5044,201760,404
5810,BZRX,1,0x56d811088235F11C8920698a204A5010a788f4b3,5051,202040,404
4057,ADN,1,0x95a41fB80ca70306e9Ecf4e51ceA31bD18379C18,5056,202240,404
14280,EUL,1,0xd9fcd98c322942075a5c3860693e9f4f03aae07b,5161,206440,413
2600,LGO,1,0x0a50c93c762fdd6e56d86215c24aaad43ab629aa,5271,210840,422
10903,C98,1,0xae12c5930881c53715b369cec7606b70d8eb229f,5323,212920,426
3863,UGAS,1,0x8716fc5da009d3a208f0178b637a50f4ef42400f,5384,215360,431
29974,RSWETH,1,0xFAe103DC9cf190eD75350761e95403b7b8aFa6c0,5461,218440,437
11222,WNCG,1,0xf203Ca1769ca8e9e8FE1DA9D147DB68B6c919817,5503,220120,440
39379,GWEI,1,0x2798b1cC5A993085E8A9D46e80499F1B63f42204,5593,223720,447
4269,GT,1,0xe66747a101bff2dba3697199dcce5b743b454759,5613,224520,449
1037,AGRS,1,0x738865301a9b7dd80dc3666dd48cf034ec42bdda,5643,225720,451
5258,APIX,1,0xf51EBf9a26DbC02B13F8B3a9110dac47a4d62D78,5698,227920,456
2219,SPANK,1,0x42d6622dece394b54999fbd73d108123806f6a18,5782,231280,463
3325,ROX,1,0x574f84108a98c575794f75483d801d1d5dc861a5,5792,231680,463
14783,MAGIC,1,0xb0c7a3ba49c7a6eaba6cd4a96c55a1391070ac9a,5807,232280,465
15585,GF,1,0xaaef88cea01475125522e117bfe45cf32044e238,5824,232960,466
1976,BMC,1,0xdf6ef343350780bf8c3410bf062e0c015b1dd671,5827,233080,466
9119,TLM,1,0x888888848B652B3E3a0f34c96E00EEC0F3a23F72,5830,233200,466
3855,LOCUS,1,0xc64500dd7b0f1794807e67802f8abbf5f8ffb054,5830,233200,466
19843,APEX,1,0x52A8845DF664D76C69d2EEa607CD793565aF42B8,5857,234280,469
7461,PDA,1,0x0D3CbED3f69EE050668ADF3D9Ea57241cBa33A2B,5860,234400,469
1669,HMQ,1,0xcbcc0f036ed4788f63fc0fee32873d6a7487b908,5960,238400,477
2363,ZAP,1,0x6781a0f84c7e9e846dcb84a9a5bd49333067b104,5972,238880,478
5007,TROY,1,0x4574562e9310a94f9ca962bd23168d8a06875b1a,6044,241760,484
2066,EVR,1,0x3137619705b5fc22a3048989f983905e456b59ab,6082,243280,487
6669,CVP,1,0x38e4adb44ef08f22f5b5b76a8f0c2d0dcbe7dca1,6085,243400,487
11346,RACA,1,0x12BB890508c125661E03b09EC06E404bc9289040,6104,244160,488
2181,GVT,1,0x103c3a209da59d3e7c4a89307e66521e081cfdf0,6148,245920,492
7206,TITAN,1,0x3A8cCCB969a61532d1E6005e2CE12C200caeCe87,6198,247920,496
2162,DPY,1,0x6c2adc2073994fb2ccc5032cc2906fa221e9b391,6289,251560,503
5785,STP,1,0x5c250ff9b993c6991cc4a3cc543716e53b478018,6369,254760,510
1983,VIBE,1,0xe8ff5c9c75deb346acac493c463c8950be03dfba,6503,260120,520
12387,RBN,1,0x6123b0049f904d730db3c36a31167d9d4121fa6b,6539,261560,523
1660,TKN,1,0xaaaf91d9b90df800df4f55c205fd6989c977e73a,6551,262040,524
2143,DATA,1,0x8f693ca8d21b157107184d29d398a8d082b38b76,6612,264480,529
2766,CPT,1,0x88d50B466BE55222019D71F9E8fAe17f5f45FCA1,6614,264560,529
3748,HXRO,1,0x4bd70556ae3f8a6ec6c4080a0c327b24325438f3,6680,267200,534
29335,PIXEL,1,0x3429d03c6F7521AeC737a0BBF2E5ddcef2C3Ae31,6700,268000,536
24781,CYBER,1,0x14778860e937f509e651192a90589de711fb88a9,6986,279440,559
6833,LIT,1,0xb59490ab09a0f526cc7305822ac65f2ab12f9723,7004,280160,560
1949,DLT,1,0x07e3c70653548B04f0A75970C1F81B4CBbFB606f,7008,280320,561
3884,FX,1,0x8c15ef5b4b21951d50e53e4fbda8298ffad25057,7011,280440,561
1751,ATCC,1,0xddaaf4a0702a03a4505f2352a1aba001ffc344be,7034,281360,563
4862,DAD,1,0x5b322514ff727253292637d9054301600c2c81e8,7051,282040,564
19269,COW,1,0xDEf1CA1fb7FBcDC777520aa7f396b4E015F497aB,7056,282240,564
13523,MC,1,0x949D48EcA67b17269629c7194F4b727d4Ef9E5d6,7064,282560,565
24760,WBETH,1,0xa2E3356610840701BDf5611a53974510Ae27E2e1,7114,284560,569
1991,RVT,1,0x3d1ba9be9f66b8ee101911bc36d3fb562eac2244,7171,286840,574
2342,COV,1,0xada86b1b313d1d5267e3fc0bb303f0a2b66d0ea7,7221,288840,578
2726,GEN,1,0x543ff227f64aa17ea132bf9886cab5db55dcaddf,7372,294880,590
2277,SMT,1,0x55f93985431fc9304077687a35a1ba103dc1e081,7387,295480,591
12999,SSV,1,0x9D65fF81a3c488d585bBfb0Bfe3c7707c7917f54,7389,295560,591
2497,MTN,1,0x41dbecc1cdc5517c6f76f6a6e836adbee2754de3,7409,296360,593
1596,EDG,1,0x08711d3b02c8758f2fb3ab4e80228418a7f8e39c,7474,298960,598
1853,OAX,1,0x701c244b988a513c945973defa05de933b23fe1d,7495,299800,600
6929,HEGIC,1,0x584bC13c7D411c00c01A62e8019472dE68768430,7522,300880,602
2110,DOV,1,0xac3211a5025414af2866ff09c23fc18bc97e79b1,7523,300920,602
11232,HIGH,1,0x71Ab77b7dbB4fa7e017BC15090b2163221420282,7537,301480,603
2094,PRG,1,0x7728dFEF5aBd468669EB7f9b48A7f70a501eD29D,7573,302920,606
14803,AURORA,1,0xaaaaaa20d9e0e2461697782ef11675f668207961,7640,305600,611
5741,DMG,1,0xEd91879919B71bB6905f23af0A68d231EcF87b14,7690,307600,615
1845,IXT,1,0xfca47962d45adfdfd1ab2d972315db4ce7ccf094,7706,308240,616
6843,RAD,1,0x31c8eacbffdd875c74b94b077895bd78cf1e64a3,7785,311400,623
2498,JNT,1,0xa5fd1a791c4dfcaacc963d4f73c6ae5824149ea7,7832,313280,627
2952,GBC,1,0xc8058d59e208399b76e66da1ec669dd6b1bee2ea,7842,313680,627
2248,CAPP,1,0x11613b1f840bb5A40F8866d857e24DA126B79D73,7918,316720,633
2057,EDO,1,0xced4e93198734ddaff8492d525bd258d49eb388e,8005,320200,640
33342,EVA,42161,0x45d9831d8751b2325f3dbf48db748723726e1c8c,8066,322640,645
4280,TSHP,1,0x525794473f7ab5715c81d06d10f52d11cc052804,8133,325320,651
5798,RING,1,0x9469d013805bffb7d3debe5e7839237e535ec483,8221,328840,658
3280,RET,1,0xd7394087e1dbbe477fe4f1cf373b9ac9459565ff,8222,328880,658
5326,ORC,1,0x662b67d00A13FAf93254714DD601F5Ed49Ef2F51,8258,330320,661
37593,PROVE,1,0x6BEF15D938d4E72056AC92Ea4bDD0D76B1C4ad29,8332,333280,667
5094,LVX,1,0x261638EC8ee8100484130EBD2fEBfDAdC0D8742a,8339,333560,667
9067,OHM,1,0x64aa3364F17a4D01c6f1751Fd97C2BD3D7e7f1D5,8365,334600,669
7535,KP3R,1,0x1ceb5cb57c4d4e2b2433641b95dd330a33185a44,8488,339520,679
9417,MPL,1,0x33349b282065b0284d756f0577fb39c158f935e6,8497,339880,680
2482,CPC,1,0xfae4ee59cdd86e3be9e8b90b53aa866327d7c090,8545,341800,684
2723,FXT,1,0x1829aa045e21e0d59580024a951db48096e01782,8589,343560,687
2070,DRT,1,0x9af4f26941677c706cfecf6d3379ff01bb85d5ab,8591,343640,687
2438,AAC,1,0xe75ad3aab14e4b0df8c5da4286608dabb21bd864,8613,344520,689
1409,SNGLS,1,0xaec2e87e0a235266d9c5adc9deb4b2e29b54d009,8619,344760,690
2933,BMX,1,0x986EE2B944c42D017F52Af21c4c69B84DBeA35d8,8698,347920,696
4694,GAP,1,0xcd8544defedec7c6b60b5a4232320365b1b21fcc,8730,349200,698
5601,STAKE,1,0x0Ae055097C6d159879521C384F1D2123D1f195e6,8845,353800,708
3581,PNK,1,0x93ed3fbe21207ec2e8f2d3c3de6e058cb73bc04d,8884,355360,711
27009,UNIBOT,1,0xf819d9cb1c2a819fd991781a822de3ca8607c3c9,8944,357760,716
8766,ALICE,1,0xAC51066d7bEC65Dc4589368da368b212745d63E8,8951,358040,716
3637,AERGO,1,0x91af0fbb28aba7e31403cb457106ce79397fd4e6,9006,360240,720
3134,XET,1,0x054c64741dbafdc19784505494029823d89c3b13,9026,361040,722
3835,ORBS,1,0xff56cc6b1e6ded347aa0b7676c85ab0b3d08b0fa,9074,362960,726
29587,W,1,0xB0fFa8000886e57F86dd5264b9582b2Ad87b2b91,9149,365960,732
1658,LUN,1,0xfa05A73FfE78ef8f1a739473e462c54bae6567D9,9277,371080,742
8602,AUCTION,1,0xA9B1Eb5908CfC3cdf91F9B8B3a74108598009096,9304,372160,744
7486,RGT,1,0xd291e7a03283640fdc51b121ac401383a46cc623,9403,376120,752
8615,EPIC,1,0x94314a14df63779c99c0764a30e0cd22fa78fc0e,9410,376400,753
17751,T,1,0xCdF7028ceAB81fA0C6971208e83fa7872994beE5,9457,378280,757
8534,CHEX,1,0x9Ce84F6A69986a83d92C324df10bC8E64771030f,9474,378960,758
1552,MLN,1,0xec67005c4e498ec7f55e092bd1d35cbc47c91892,9483,379320,759
3356,TMTG,1,0x10086399dd8c1e3de736724af52587a2044c9fa2,9602,384080,768
2696,DAX,1,0x0b4bdc478791897274652dc15ef5c135cae61e60,9623,384920,770
7654,RFOX,1,0xa1d6df714f91debf4e0802a542e13067f31b8262,9662,386480,773
2830,SEELE,1,0xb1e93236ab6073fdac58ada5564897177d4bcc43,9746,389840,780
2273,UQC,1,0x8806926ab68eb5a7b909dcaf6fdbe5d93271d6e2,9751,390040,780
3354,TRXC,1,0xad5fe5b0b8ec8ff4565204990e4405b2da117d8e,9795,391800,784
5631,ORN,1,0x0258F474786DdFd37ABCE6df6BBb1Dd5dfC4434a,9800,392000,784
2149,UKG,1,0x24692791bc444c5cd0b81e3cbcaba4b04acd1f3b,9979,399160,798
3666,ULT,1,0xe884cc2795b9c45beeac0607da9539fd571ccf85,10183,407320,815
3083,LINA,1,0xc05d14442a510de4d3d71a3d316585aa0ce32b50,10184,407360,815
2267,WABI,1,0x286bda1413a2df81731d4930ce2f862a35a609fe,10280,411200,822
37574,TETH,1,0xd11c452fc99cf405034ee446803b6f6c1f6d5ed8,10288,411520,823
1680,ANT,1,0xa117000000f279d81a1d3cc75430faa017fa5a2e,10317,412680,825
12147,SYN,1,0x0f2D719407FdBeFF09D87557AbB7232601FD9F29,10416,416640,833
5625,LYXe,1,0xA8b919680258d369114910511cc87595aec0be6D,10485,419400,839
3519,BRZE,1,0x77c07555af5ffdc946fb47ce15ea68620e4e7170,10532,421280,843
29035,METH,1,0xd5F7838F5C461fefF7FE49ea5ebaF7728bB0ADfa,10718,428720,857
1723,SNM,1,0x983f6d60db79ea8ca4eb9968c6aff8cfa04b3c63,10742,429680,859
5794,PNT,1,0x89ab32156e46f46d02ade3fecbe5fc4243b9aaed,10791,431640,863
3139,DX,1,0x973e52691176d36453868D9d86572788d27041A9,10845,433800,868
2373,TIO,1,0x80bc5512561c7f85a3a9508c7df7901b370fa1df,10874,434960,870
18037,MAV,1,0x7448c7456a97769F6cD04F1E83A4a23cCdC46aBD,10897,435880,872
31526,MOCA,1,0xf944e35f95e819e752f3ccb5faf40957d311e8c5,10948,437920,876
2087,KCS,1,0xf34960d9d60be18cc1d5afc1a6f012a723a28811,10951,438040,876
5354,PEAK,1,0x630d98424efe0ea27fb1b3ab7741907dffeaad78,10957,438280,877
2044,ENG,1,0xf0ee6b27b759c9893ce4f094b49ad28fd15a23e4,10963,438520,877
6748,CFG,1,0xcccccccccc33d538dbc2ee4feab0a7a1ff4e8a94,10969,438760,878
38482,FF,1,0xfa1c09fc8b491b6a4d3ff53a10cad29381b3f949,11090,443600,887
2245,PRE,1,0xEC213F83defB583af3A000B1c0ada660b1902A0F,11149,445960,892
34812,BIO,1,0xcb1592591996765ec0efc1f92599a19767ee5ffa,11172,446880,894
