cmc_id,symbol,name,chain,chainid,address,etherscan_reachable,getlogs_free_tier,contract,ch1_lock_stake,ch1_event,ch2_holding,ch3_voting,ch3_event
5994,SHIB,Shiba Inu,Ethereum,1,0x95ad61b0a150d79219dcf64e1e6cc01f0b64c4ce,yes,yes,TokenMintERC20Token,-,,Transfer-log (free),-,
6138,DIA,DIA,Ethereum,1,0x84ca8bc7997272c7cfb4d0cd3d55cd942b3c9419,yes,yes,DIAToken,-,,Transfer-log (free),-,
6432,OMI,ECOMI,non-EVM,,,no,n/a,,n/a (off Etherscan),,n/a,n/a (off Etherscan),
6511,STRONG,Strong,Ethereum,1,0x990f341946a3fdb507ae7e52d17851b87168017c,yes,yes,Strong,-,,Transfer-log (free),-,
6669,CVP,PowerPool,Ethereum,1,0x38e4adb44ef08f22f5b5b76a8f0c2d0dcbe7dca1,yes,yes,Cvp,-,,Transfer-log (free),ERC20Votes,"DelegateVotesChanged(address,uint256,uint256)"
6748,CFG,Centrifuge,Ethereum,1,0xcccccccccc33d538dbc2ee4feab0a7a1ff4e8a94,yes,yes,CFG,-,,Transfer-log (free),-,
6756,ACA,Acala Token,non-EVM,,,no,n/a,,n/a (off Etherscan),,n/a,n/a (off Etherscan),
6783,AXS,Axie Infinity,Ethereum,1,0xbb0e17ef65f82ab018d8edd776e8dd940327b28b,yes,yes,AXSToken,-,,Transfer-log (free),-,
6833,LIT,Litentry,Ethereum,1,0xb59490ab09a0f526cc7305822ac65f2ab12f9723,yes,yes,LITToken,-,,Transfer-log (free),-,
6843,RAD,Radworks,Ethereum,1,0x31c8eacbffdd875c74b94b077895bd78cf1e64a3,yes,yes,RadicleToken,-,,Transfer-log (free),ERC20Votes,"DelegateVotesChanged(address,uint256,uint256)"
6929,HEGIC,Hegic,Ethereum,1,0x584bC13c7D411c00c01A62e8019472dE68768430,yes,yes,Hegic,-,,Transfer-log (free),-,
6941,HBTC,Huobi BTC,Ethereum,1,0x0316EB71485b0Ab14103307bf65a021042c6d380,yes,yes,HBTCToken,-,,Transfer-log (free),-,
6945,AMP,Amp,Ethereum,1,0xff20817765cb7f73d4bde2e66e067e58d11095c2,yes,yes,Amp,-,,Transfer-log (free),-,
6951,REEF,Reef,non-EVM,,,no,n/a,,n/a (off Etherscan),,n/a,n/a (off Etherscan),
6990,SUN,SUN,non-EVM,,,no,n/a,,n/a (off Etherscan),,n/a,n/a (off Etherscan),
7033,ESD,Empty Set Dollar,Ethereum,1,0x36f3fd68e7325a35eb768f1aedaae9ea0689d723,yes,yes,Dollar,-,,Transfer-log (free),-,
7064,BAKE,BakeryToken,BSC,56,0xE02dF9e3e622DeBdD69fb838bB799E3F168902c5,yes,no(PAID),BakeryToken,-,,Transfer-log (PAID chain),ERC20Votes-ABIonly [getLogs needs PAID plan on this chain],"DelegateVotesChanged(address,uint256,uint256)"
7150,FLM,Flamingo,non-EVM,,,no,n/a,,n/a (off Etherscan),,n/a,n/a (off Etherscan),
7208,POLS,Polkastarter,Ethereum,1,0x83e6f1e41cdd28eaceb20cb649155049fac3d5aa,yes,yes,PolkastarterToken,-,,Transfer-log (free),-,
7224,DODO,DODO,Ethereum,1,0x43dfc4159d86f3a37a5a4b3d4580b888ad7d4ddd,yes,yes,DODOToken,-,,Transfer-log (free),-,
7228,DDX,DerivaDAO,Ethereum,1,0x3a880652f47bfaa771908c07dd8673a787daed3a,yes,yes,DDX,-,,Transfer-log (free),ERC20Votes,"DelegateVotesChanged(address,uint96,uint96)"
7232,ALPHA,Stella,Ethereum,1,0xa1faa113cbe53436df28ff0aee54275c13b40975,yes,yes,AlphaToken,-,,Transfer-log (free),-,
7242,CORE,cVault.finance,Ethereum,1,0x62359ed7505efc61ff1d56fef82158ccaffa23d7,yes,yes,CORE,-,,Transfer-log (free),"ERC20Votes-negligible(<=2deleg,DVC-never-fired)","DelegateChanged(address,address,address)"
7288,XVS,Venus,Ethereum,1,0xd3CC9d8f3689B83c91b7B59cAB4946B063EB894A,yes,yes,XVS,-,,Transfer-log (free),-,
7326,DEXE,DeXe,Ethereum,1,0xde4EE8057785A7e8e800Db58F9784845A5C2Cbd6,yes,yes,Dexe,-,,Transfer-log (free),-,
7455,AUDIO,Audius,Ethereum,1,0x18aaa7115705e8be94bffebde57af9bfc265b998,yes,yes,AudiusAdminUpgradeabilityProxy->impl:AudiusToken,-,,Transfer-log (free),-,
7501,WOO,WOO,Ethereum,1,0x4691937a7508860f876c9c0a2a617e7d9e945d4b,yes,yes,WootradeNetwork,-,,Transfer-log (free),-,
7617,SFI,saffron.finance,Ethereum,1,0xb753428af26e81097e7fd17f40c88aaa3e04902c,yes,yes,SFI,-,,Transfer-log (free),-,
7654,RFOX,RFOX,Ethereum,1,0xa1d6df714f91debf4e0802a542e13067f31b8262,yes,yes,Token,-,,Transfer-log (free),-,
7672,UNFI,Unifi Protocol DAO,Ethereum,1,0x441761326490cacf7af299725b6292597ee822c2,yes,yes,UNFI,-,,Transfer-log (free),-,
7737,API3,API3,Ethereum,1,0x0b38210ea11411557c13457D4dA7dC6ea731B88a,yes,yes,Api3Token,-,,Transfer-log (free),-,
7817,BFC,Bifrost,Ethereum,1,0x0c7D5ae016f806603CB1782bEa29AC69471CAb9c,yes,yes,ERC20,-,,Transfer-log (free),-,
7857,MIR,Mirror Protocol,Ethereum,1,0x09a3EcAFa817268f77BE1283176B946C4ff2E608,yes,yes,WrappedMIR,-,,Transfer-log (free),-,
7961,vBNB,Venus BNB,BSC,56,0xA07c5b74C9B40447a954e1466938b865b6BBea36,yes,no(PAID),VBNB,-,,Transfer-log (PAID chain),-,
7962,vBTC,Venus BTC,BSC,56,0x882C173bC7Ff3b7786CA16dfeD3DFFfb9Ee7847B,yes,no(PAID),VBep20Delegator->impl:VBep20Delegate,-,,Transfer-log (PAID chain),-,
7963,vETH,Venus ETH,BSC,56,0xf508fCD89b8bd15579dc79A6827cB4686A3592c8,yes,no(PAID),VBep20Delegator->impl:VBep20Delegate,-,,Transfer-log (PAID chain),-,
7978,FIDA,Bonfida,non-EVM,,,no,n/a,,n/a (off Etherscan),,n/a,n/a (off Etherscan),
8075,RLY,Rally,Ethereum,1,0xf1f955016EcbCd7321c7266BccFB96c68ea5E49b,yes,yes,RallyToken,-,,Transfer-log (free),-,
8083,LON,Tokenlon Network Token,Ethereum,1,0x0000000000095413afc295d19edeb1ad7b71c952,yes,yes,Lon,-,,Transfer-log (free),-,
8161,SPI,Shopping,Ethereum,1,0x9b02dd390a603add5c07f9fd9175b7dabe8d63b7,yes,yes,ShoppingIO,-,,Transfer-log (free),-,
8202,ZKB,ZKBase,Ethereum,1,0xBBBbbBBB46A1dA0F0C3F64522c275BAA4C332636,yes,yes,ZKB,-,,Transfer-log (free),-,
8210,BTCST,Bitcoin Standard Hashrate Token,non-EVM,,,no,n/a,,n/a (off Etherscan),,n/a,n/a (off Etherscan),
8290,SUPER,SuperVerse,Ethereum,1,0xe53ec727dbdeb9e2d5456c3be40cff031ab40a55,yes,yes,Token,-,,Transfer-log (free),"ERC20Votes-negligible(<=2deleg,DVC-never-fired)","DelegateChanged(address,address,address)"
8296,KSP,KLAYswap Protocol,non-EVM,,,no,n/a,,n/a (off Etherscan),,n/a,n/a (off Etherscan),
8335,MDX,Mdex,BSC,56,0x9c65ab58d8d978db963e63f2bfb7121627e3a739,yes,no(PAID),MdxToken,-,,Transfer-log (PAID chain),ERC20Votes-ABIonly [getLogs needs PAID plan on this chain],"DelegateVotesChanged(address,uint256,uint256)"
8353,BETH,Beacon ETH,BSC,56,0x250632378e573c6be1ac2f97fcdf00515d0aa91b,yes,no(PAID),BEP20UpgradeableProxy->impl:BEP20TokenImplementationV2,-,,Transfer-log (PAID chain),-,
8420,DAO,DAO Maker,Ethereum,1,0x0f51bb10119727a7e5ea3538074fb341f56b09ad,yes,yes,Token,-,,Transfer-log (free),-,
8497,BANANA,ApeSwap,Ethereum,1,0x92DF60c51C710a1b1C20E42D85e221f3A1bFc7f2,yes,yes,AnyswapV6ERC20,-,,Transfer-log (free),-,
8526,RAY,Raydium,BSC,56,0x13b6A55662f6591f8B8408Af1C73B017E32eEdB8,yes,no(PAID),BridgeToken->impl:TokenImplementation,-,,Transfer-log (PAID chain),-,
8534,CHEX,Chintai,Ethereum,1,0x9Ce84F6A69986a83d92C324df10bC8E64771030f,yes,yes,ERC1967Proxy->impl:ChexV2,-,,Transfer-log (free),-,
8602,AUCTION,Bounce Token,Ethereum,1,0xA9B1Eb5908CfC3cdf91F9B8B3a74108598009096,yes,yes,BounceAuctionToken,-,,Transfer-log (free),-,
8615,EPIC,Epic Chain,Ethereum,1,0x94314a14df63779c99c0764a30e0cd22fa78fc0e,yes,yes,EpicToken,-,,Transfer-log (free),-,
8719,ILV,Illuvium,Ethereum,1,0x767fe9edc9e0df98e07454847909b5e959d7ca0e,yes,yes,IlluviumERC20,-,,Transfer-log (free),"ERC20Votes-negligible(<=2deleg,DVC-never-fired)","DelegateChanged(address,address,address)"
8766,ALICE,MyNeighborAlice,Ethereum,1,0xAC51066d7bEC65Dc4589368da368b212745d63E8,yes,yes,AliceToken,-,,Transfer-log (free),-,
8857,ANC,Anchor Protocol,Ethereum,1,0x0F3ADC247E91c3c50bC08721355A41037E89Bc20,yes,yes,WrappedANC,-,,Transfer-log (free),-,
8891,BTCST,Bitcoin Standard Hashrate Token,BSC,56,0x78650b139471520656b9e7aa7a5e9276814a38e9,yes,no(PAID),AdminUpgradeabilityProxy->impl:BTCST,-,,Transfer-log (PAID chain),-,
8938,EPS,Ellipsis,BSC,56,0xA7f552078dcC247C2684336020c03648500C6d9F,yes,no(PAID),Vyper_contract,-,,Transfer-log (PAID chain),-,
8972,SFUND,Seedify.fund,BSC,56,0x477bc8d23c634c154061869478bce96be6045d12,yes,no(PAID),InitializableERC20,-,,Transfer-log (PAID chain),-,
9119,TLM,Alien Worlds,Ethereum,1,0x888888848B652B3E3a0f34c96E00EEC0F3a23F72,yes,yes,TeleportToken,-,,Transfer-log (free),-,
9175,MBOX,MOBOX,BSC,56,0x3203c9e46ca618c8c1ce5dc67e7e9d75f5da2377,yes,no(PAID),MoboxToken,-,,Transfer-log (PAID chain),-,
9308,PYR,Vulcan Forged (PYR),Ethereum,1,0x430ef9263e76dae63c84292c3409d61c598e9682,yes,yes,PYRToken,-,,Transfer-log (free),-,
9417,MPL,Maple,Ethereum,1,0x33349b282065b0284d756f0577fb39c158f935e6,yes,yes,MapleToken,-,,Transfer-log (free),-,
9421,FORTH,Ampleforth Governance Token,Ethereum,1,0x77fba179c79de5b7653f68b5039af940ada60ce0,yes,yes,Forth,-,,Transfer-log (free),ERC20Votes,"DelegateVotesChanged(address,uint256,uint256)"
9436,ELON,Dogelon Mars,Ethereum,1,0x761d38e5ddf6ccf6cf7c55759d5210750b5d60f3,yes,yes,Dogelon,-,,Transfer-log (free),-,
9444,KNC,Kyber Network Crystal v2,Ethereum,1,0xdeFA4e8a7bcBA345F687a2f1456F5Edd9CE97202,yes,yes,AdminUpgradeabilityProxy->impl:KyberNetworkTokenV2,-,,Transfer-log (free),-,
9462,WAVAX,Wrapped AVAX,Avalanche,43114,0xb31f66aa3c1e785363f0875a1b74e27b85fd66c7,yes,no(PAID),WAVAX,-,,Transfer-log (PAID chain),-,
9486,BTCT,Bitcoin TRC20,non-EVM,,,no,n/a,,n/a (off Etherscan),,n/a,n/a (off Etherscan),
9543,BICO,Biconomy,Ethereum,1,0xF17e65822b568B3903685a7c9F496CF7656Cc6C2,yes,yes,BicoTokenProxy->impl:BicoTokenImplementation,-,,Transfer-log (free),-,
9640,METIS,Metis,Ethereum,1,0x9E32b13ce7f2E80A01932B42553652E053D6ed8e,yes,yes,MToken,-,,Transfer-log (free),-,
9674,WILD,Wilder World,Ethereum,1,0x2a3bff78b79a009976eea096a51a948a3dc00e34,yes,yes,AdminUpgradeabilityProxy->impl:ZeroDAOTokenV2,-,,Transfer-log (free),-,
10188,ATA,Automata Network,Ethereum,1,0xa2120b9e674d3fc3875f415a7df52e382f141225,yes,yes,ATAToken,-,,Transfer-log (free),-,
10240,WFTM,Wrapped Fantom,Ethereum,1,0x4e15361fd6b4bb609fa63c81a2be19d873717870,yes,yes,FantomToken,-,,Transfer-log (free),-,
10407,BabyDoge,Baby Doge Coin,Ethereum,1,0xac57de9c1a09fec648e93eb98875b212db0d460b,yes,yes,CoinToken,-,,Transfer-log (free),-,
10508,FLUID,Fluid,Ethereum,1,0x6f40d4A6237C257fff2dB00FA0510DeEECd303eb,yes,yes,InstaToken->impl:InstaTokenDelegate,-,,Transfer-log (free),ERC20Votes,"DelegateVotesChanged(address,uint256,uint256)"
10529,SUN,Sun [New],non-EVM,,,no,n/a,,n/a (off Etherscan),,n/a,n/a (off Etherscan),
10688,YGG,Yield Guild Games,Ethereum,1,0x25f8087ead173b73d6e8b84329989a8eea16cf73,yes,yes,YGGToken,-,,Transfer-log (free),-,
10759,DVF,rhino.fi,Ethereum,1,0xdddddd4301a082e62e84e43f474f044423921918,yes,yes,DeversiFi,-,,Transfer-log (free),-,
10804,FLOKI,FLOKI,Ethereum,1,0xcf0c122c6b73ff809c693db761e7baebe62b6a2e,yes,yes,FLOKI,-,,Transfer-log (free),"ERC20Votes-negligible(<=2deleg,DVC-never-fired)","DelegateChanged(address,address,address)"
10897,ALT,Alitas,BSC,56,0x5ca09af27b8a4f1d636380909087536bc7e2d94d,yes,no(PAID),Alitas,-,,Transfer-log (PAID chain),ERC20Votes-ABIonly [getLogs needs PAID plan on this chain],"DelegateVotesChanged(address,uint256,uint256)"
10903,C98,Coin98,Ethereum,1,0xae12c5930881c53715b369cec7606b70d8eb229f,yes,yes,Coin98,-,,Transfer-log (free),-,
11079,BRISE,Bitgert,Ethereum,1,0xF2B2f7b47715256Ce4eA43363a867fdce9353e3A,yes,yes,BRISE,-,,Transfer-log (free),-,
11156,ETHDYDX,dYdX (ethDYDX),Ethereum,1,0x92d6c1e31e14520e676a687f0a93788b716beff5,yes,yes,DydxToken,-,,Transfer-log (free),ERC20Votes,"DelegatedPowerChanged(address,uint256,uint8)"
11165,ORCA,Orca,non-EVM,,,no,n/a,,n/a (off Etherscan),,n/a,n/a (off Etherscan),
11171,MNGO,Mango,non-EVM,,,no,n/a,,n/a (off Etherscan),,n/a,n/a (off Etherscan),
11221,BIT,BitDAO,Ethereum,1,0x1A4b46696b2bB4794Eb3D4c26f1c55F9170fa4C5,yes,yes,BitDAO,-,,Transfer-log (free),ERC20Votes,"DelegateVotesChanged(address,uint256,uint256)"
11232,HIGH,Highstreet,Ethereum,1,0x71Ab77b7dbB4fa7e017BC15090b2163221420282,yes,yes,HIGH,-,,Transfer-log (free),-,
11289,SPELL,Spell Token,Ethereum,1,0x090185f2135308bad17527004364ebcc2d37e5f6,yes,yes,Spell,-,,Transfer-log (free),-,
11865,BONE,Bone ShibaSwap,Ethereum,1,0x9813037ee2218799597d83D4a5B6F3b6778218d9,yes,yes,BoneToken,-,,Transfer-log (free),ERC20Votes,"DelegateVotesChanged(address,uint256,uint256)"
12220,OSMO,Osmosis,non-EVM,,,no,n/a,,n/a (off Etherscan),,n/a,n/a (off Etherscan),
12387,RBN,Ribbon Finance,Ethereum,1,0x6123b0049f904d730db3c36a31167d9d4121fa6b,yes,yes,RibbonToken,-,,Transfer-log (free),-,
12573,CPOOL,Clearpool,Ethereum,1,0x66761fa41377003622aee3c7675fc7b5c1c2fac5,yes,yes,CPOOL,-,,Transfer-log (free),ERC20Votes-DORMANT,"DelegateVotesChanged(address,uint256,uint256)"
12760,INF,Sanctum Infinity,non-EVM,,,no,n/a,,n/a (off Etherscan),,n/a,n/a (off Etherscan),
13502,WLD,Worldcoin,Ethereum,1,0x163f8c2467924be0ae7b5347228cabf260318753,yes,yes,WLD,admin/vesting-lock(not conviction),,Transfer-log (free),-,
14280,EUL,Euler,Ethereum,1,0xd9fcd98c322942075a5c3860693e9f4f03aae07b,yes,yes,Eul,-,,Transfer-log (free),ERC20Votes,"DelegateVotesChanged(address,uint256,uint256)"
14519,VVS,VVS Finance,Ethereum,1,0x839e71613f9aA06E5701CF6de63E303616B0DDE3,yes,yes,CosmosERC20,-,,Transfer-log (free),-,
14783,MAGIC,Treasure,Ethereum,1,0xb0c7a3ba49c7a6eaba6cd4a96c55a1391070ac9a,yes,yes,MagicProxy->impl:MagicTIP39Facet,-,,Transfer-log (free),-,
14803,AURORA,Aurora,Ethereum,1,0xaaaaaa20d9e0e2461697782ef11675f668207961,yes,yes,AuroraToken,-,,Transfer-log (free),-,
14806,PEOPLE,ConstitutionDAO,Ethereum,1,0x7a58c0be72be218b41c608b7fe7c5bb630736c71,yes,yes,Tickets,-,,Transfer-log (free),-,
16116,SOL,Wrapped Solana,Ethereum,1,0xD31a59c85aE9D8edEFeC411D448f90841571b89c,yes,yes,BridgeToken->impl:TokenImplementation,-,,Transfer-log (free),-,
16334,APX,APX,BSC,56,0x78f5d389f5cdccfc41594abab4b0ed02f31398b3,yes,no(PAID),APXToken,-,,Transfer-log (PAID chain),-,
16876,ALI,Artificial Liquid Intelligence,Ethereum,1,0x6b0b3a982b4634ac68dd83a4dbf02311ce324181,yes,yes,AliERC20v2,-,,Transfer-log (free),ERC20Votes-DORMANT,"VotingPowerChanged(address,address,uint256,uint256)"
17591,NYM,NYM,Ethereum,1,0x525A8F6F3Ba4752868cde25164382BfbaE3990e1,yes,yes,CosmosERC20,-,,Transfer-log (free),-,
17751,T,Threshold,Ethereum,1,0xCdF7028ceAB81fA0C6971208e83fa7872994beE5,yes,yes,T,-,,Transfer-log (free),ERC20Votes,"DelegateVotesChanged(address,uint256,uint256)"
17799,AXL,Axelar,Ethereum,1,0x467719aD09025FcC6cF6F8311755809d45a5E5f3,yes,yes,BurnableMintableCappedERC20,-,,Transfer-log (free),-,
18031,CCD,Concordium,non-EVM,,,no,n/a,,n/a (off Etherscan),,n/a,n/a (off Etherscan),
18037,MAV,Maverick Protocol,Ethereum,1,0x7448c7456a97769F6cD04F1E83A4a23cCdC46aBD,yes,yes,MaverickToken,-,,Transfer-log (free),-,
18579,WTRX,Wrapped TRON,non-EVM,,,no,n/a,,n/a (off Etherscan),,n/a,n/a (off Etherscan),
19650,VOLT,Volt Inu,Ethereum,1,0x7f792db54b0e580cdc755178443f0430cf799aca,yes,yes,VoltInu,-,,Transfer-log (free),-,
19843,APEX,ApeX Protocol,Ethereum,1,0x52A8845DF664D76C69d2EEa607CD793565aF42B8,yes,yes,ApeXToken,-,,Transfer-log (free),"ERC20Votes-negligible(<=2deleg,DVC-never-fired)","DelegateChanged(address,address,address)"
20314,LUNA,Terra,non-EVM,,,no,n/a,,n/a (off Etherscan),,n/a,n/a (off Etherscan),
20721,BTC.b,Bitcoin Avalanche Bridged,Avalanche,43114,0x152b9d0FdC40C096757F570A51E494bd4b943E50,yes,no(PAID),BridgeToken,-,,Transfer-log (PAID chain),-,
21159,ONDO,Ondo,Ethereum,1,0xfaba6f8e4a5e8ab82f62fe7c39859fa577269be3,yes,yes,Ondo,-,,Transfer-log (free),ERC20Votes,"DelegateVotesChanged(address,uint256,uint256)"
21870,MPLX,Metaplex,BSC,56,0x75a5863A19aF60ec0098d62ED8C34cc594fB470f,yes,no(PAID),BridgeToken->impl:TokenImplementation,-,,Transfer-log (PAID chain),-,
22059,VENOM,Venom,non-EVM,,,no,n/a,,n/a (off Etherscan),,n/a,n/a (off Etherscan),
22850,HONEY,Hivemapper,non-EVM,,,no,n/a,,n/a (off Etherscan),,n/a,n/a (off Etherscan),
22974,TAO,Bittensor,non-EVM,,,no,n/a,,n/a (off Etherscan),,n/a,n/a (off Etherscan),
23054,CHEEL,Cheelee,BSC,56,0x1F1C90aEb2fd13EA972F0a71e35c0753848e3DB0,yes,no(PAID),TransparentUpgradeableProxy->impl:CHEEL,-,,Transfer-log (PAID chain),ERC20Votes-ABIonly [getLogs needs PAID plan on this chain],"DelegateVotesChanged(address,uint256,uint256)"
23082,TEM,TemDAO,Ethereum,1,0xaE0585a259A3BCAB258D6EE02FB583f7B33C2a12,yes,yes,TempleCoin,-,,Transfer-log (free),-,
23711,PRIME,Echelon Prime,Ethereum,1,0xb23d80f5FefcDDaa212212F028021B41DEd428CF,yes,yes,PrimeToken,-,,Transfer-log (free),-,
24091,ZK,ZKsync,non-EVM,,,no,n/a,,n/a (off Etherscan),,n/a,n/a (off Etherscan),
24257,LGCT,Legacy Token,BSC,56,0xD38B305CaC06990c0887032A02C03D6839f770A8,yes,no(PAID),LGCT,-,,Transfer-log (PAID chain),-,
24399,WHBAR,Wrapped HBAR,non-EVM,,,no,n/a,,n/a (off Etherscan),,n/a,n/a (off Etherscan),
24735,WPLS,Wrapped Pulse,non-EVM,,,no,n/a,,n/a (off Etherscan),,n/a,n/a (off Etherscan),
24781,CYBER,Cyber,Ethereum,1,0x14778860e937f509e651192a90589de711fb88a9,yes,yes,CyberToken,-,,Transfer-log (free),ERC20Votes,"DelegateVotesChanged(address,uint256,uint256)"
24796,ADF,Art de Finance,Polygon,137,0x6BD10299f4f1d31b3489Dc369eA958712d27c81b,yes,yes,ArtdeFinanceToken,-,,Transfer-log (free),-,
24875,STRX,Staked TRX,non-EVM,,,no,n/a,,n/a (off Etherscan),,n/a,n/a (off Etherscan),
25264,SNEK,Snek,non-EVM,,,no,n/a,,n/a (off Etherscan),,n/a,n/a (off Etherscan),
26133,TBTC,tBTC,Ethereum,1,0x18084fba666a33d37592fa2633fd49a74dd93a88,yes,yes,TBTC,-,,Transfer-log (free),-,
26680,NTRN,Neutron,non-EVM,,,no,n/a,,n/a (off Etherscan),,n/a,n/a (off Etherscan),
26997,ZRO,LayerZero,Ethereum,1,0x6985884C4392D348587B19cb9eAAf157F13271cd,yes,yes,LayerZeroToken,-,,Transfer-log (free),-,
27076,WTFUEL,Wrapped TFUEL,non-EVM,,,no,n/a,,n/a (off Etherscan),,n/a,n/a (off Etherscan),
27077,WTHETA,Wrapped THETA,non-EVM,,,no,n/a,,n/a (off Etherscan),,n/a,n/a (off Etherscan),
27565,ARKM,Arkham,Ethereum,1,0x6E2a43be0B1d33b726f0CA3b8de60b3482b8b050,yes,yes,ERC1967Proxy->impl:ARKM,-,,Transfer-log (free),-,
27765,ZBU,Zeebu,Ethereum,1,0xe77f6aCD24185e149e329C1C0F479201b9Ec2f4B,yes,yes,TransparentUpgradeableProxy->impl:ZeebuToken,-,,Transfer-log (free),-,
27966,DORA,Dora Factory,Ethereum,1,0x70b790d0948a760e80bc3f892b142F7779b538B2,yes,yes,ERC20,-,,Transfer-log (free),-,
28047,LSD,L7,BSC,56,0xcD1B51b87a8a7137D6421bA5A976225187a26777,yes,no(PAID),LSD,-,,Transfer-log (PAID chain),-,
28177,PYTH,Pyth Network,non-EVM,,,no,n/a,,n/a (off Etherscan),,n/a,n/a (off Etherscan),
28183,WFLR,Wrapped Flare,non-EVM,,,no,n/a,,n/a (off Etherscan),,n/a,n/a (off Etherscan),
28298,BEAM,Beam,Ethereum,1,0x62D0A8458eD7719FDAF978fe5929C6D342B0bFcE,yes,yes,BeamToken,-,,Transfer-log (free),"ERC20Votes-negligible(<=2deleg,DVC-never-fired)","DelegateChanged(address,address,address)"
28301,MEME,Memecoin,Ethereum,1,0xb131f4A55907B10d1F0A50d8ab8FA09EC342cd74,yes,yes,Memecoin,-,,Transfer-log (free),-,
28480,BLAST,Blast,Blast,81457,0xb1a5700fA2358173Fe465e6eA4Ff52E36e88E2ad,yes,yes,GovernanceToken,-,,Transfer-log (free),ERC20Votes,"DelegateVotesChanged(address,uint256,uint256)"
28674,ACE,Fusionist,BSC,56,0xc27A719105A987b4c34116223CAE8bd8F4B5def4,yes,no(PAID),ACEToken,-,,Transfer-log (PAID chain),-,
28853,JLP,Jupiter Perps LP,non-EVM,,,no,n/a,,n/a (off Etherscan),,n/a,n/a (off Etherscan),
29082,SAROS,Saros,non-EVM,,,no,n/a,,n/a (off Etherscan),,n/a,n/a (off Etherscan),
29150,PONKE,Ponke,Base,8453,0x4a0c64af541439898448659aedcec8e8e819fc53,yes,no(PAID),PeerToken,-,,Transfer-log (PAID chain),ERC20Votes-ABIonly [getLogs needs PAID plan on this chain],"DelegateVotesChanged(address,uint256,uint256)"
29210,JUP,Jupiter,non-EVM,,,no,n/a,,n/a (off Etherscan),,n/a,n/a (off Etherscan),
29335,PIXEL,Pixels,Ethereum,1,0x3429d03c6F7521AeC737a0BBF2E5ddcef2C3Ae31,yes,yes,PIXEL,-,,Transfer-log (free),-,
29555,PORTAL,Portal,Ethereum,1,0x1bbe973bef3a977fc51cbed703e8ffdefe001fed,yes,yes,PortalToken,-,,Transfer-log (free),-,
29587,W,Wormhole,Ethereum,1,0xB0fFa8000886e57F86dd5264b9582b2Ad87b2b91,yes,yes,ERC1967Proxy->impl:WToken,-,,Transfer-log (free),ERC20Votes,"DelegateVotesChanged(address,uint256,uint256)"
29676,AEVO,Aevo,Ethereum,1,0xB528edBef013aff855ac3c50b381f253aF13b997,yes,yes,AevoToken,-,,Transfer-log (free),-,
29779,ZKJ,Polyhedra Network,Ethereum,1,0xC71B5F631354BE6853eFe9C3Ab6b9590F8302e81,yes,yes,PolyhedraNetworkToken,-,,Transfer-log (free),-,
30083,ATH,Aethir,Ethereum,1,0xbe0ed4138121ecfc5c0e56b40517da27e6c5226b,yes,yes,AethirToken,-,,Transfer-log (free),-,
30126,MEW,cat in a dogs world,non-EVM,,,no,n/a,,n/a (off Etherscan),,n/a,n/a (off Etherscan),
30494,EIGEN,EigenCloud,Ethereum,1,0xec53bF9167f50cDEB3Ae105f56099aaaB9061F83,yes,yes,TransparentUpgradeableProxy->impl:Eigen,-,,Transfer-log (free),ERC20Votes,"DelegateVotesChanged(address,uint256,uint256)"
30506,WZEDX,Wrapped Zedxion,BSC,56,0x567556A7493FB7a22d2fd158Dd4C766a98705f96,yes,no(PAID),TokenProxy->impl:PermittableToken,-,,Transfer-log (PAID chain),-,
30636,ZBCN,Zebec Network,non-EVM,,,no,n/a,,n/a (off Etherscan),,n/a,n/a (off Etherscan),
30712,MERL,Merlin Chain,Ethereum,1,0xa0c56a8c0692bD10B3fA8f8bA79Cf5332B7107F9,yes,yes,DelayedERC1967Proxy->impl:MultiControlERC20,-,,Transfer-log (free),-,
30986,KMNO,Kamino,non-EVM,,,no,n/a,,n/a (off Etherscan),,n/a,n/a (off Etherscan),
31278,DRIFT,Drift,non-EVM,,,no,n/a,,n/a (off Etherscan),,n/a,n/a (off Etherscan),
31503,BWB,Bitget Wallet Token,Ethereum,1,0xac6DB8954b73EbF10e84278AC8b9B22a781615D9,yes,yes,BWBToken,-,,Transfer-log (free),-,
32272,PUMPBTC,pumpBTC (Rehypothecated BTC),Ethereum,1,0xf469fbd2abcd6b9de8e169d128226c0fc90a012e,yes,yes,PumpToken,-,,Transfer-log (free),-,
32306,FBTC,Function,Ethereum,1,0xC96dE26018A54D51c097160568752c4E3BD6C364,yes,yes,FBTC,admin/vesting-lock(not conviction),,Transfer-log (free),-,
32376,AVAIL,Avail,Ethereum,1,0xEeB4d8400AEefafC1B2953e0094134A887C76Bd8,yes,yes,Avail,-,,Transfer-log (free),-,
32724,CAT,Simon's Cat,BSC,56,0x6894CDe390a3f51155ea41Ed24a33A4827d3063D,yes,no(PAID),ScatToken,-,,Transfer-log (PAID chain),-,
32882,BNSOL,Binance Staked SOL,non-EVM,,,no,n/a,,n/a (off Etherscan),,n/a,n/a (off Etherscan),
33038,SKY,Sky,Ethereum,1,0x56072C95FAA701256059aa122697B133aDEd9279,yes,yes,Sky,-,,Transfer-log (free),-,
