cmc_id,symbol,name,chain,chainid,address,etherscan_reachable,getlogs_free_tier,contract,ch1_lock_stake,ch1_event,ch2_holding,ch3_voting,ch3_event
33055,slisBNBx,slisBNBx,BSC,56,0x4b30fcAA7945fE9fDEFD2895aae539ba102Ed6F6,yes,no(PAID),TransparentUpgradeableProxy->impl:slisBNBx,-,,Transfer-log (PAID chain),-,
33223,LAB,LAB,BSC,56,0x7ec43Cf65F1663F820427C62A5780b8f2E25593A,yes,no(PAID),LabToken,-,,Transfer-log (PAID chain),-,
33251,WLFI,World Liberty Financial,Ethereum,1,0xdA5e1988097297dCdc1f90D4dFE7909e847CBeF6,yes,yes,TransparentUpgradeableProxy->impl:WorldLibertyFinancialV3,-,,Transfer-log (free),ERC20Votes,"DelegateVotesChanged(address,uint256,uint256)"
33280,CHEEMS,Cheems (cheems.pet),BSC,56,0x0df0587216a4a1bb7d5082fdc491d93d2dd4b413,yes,no(PAID),ERC20Mintable,-,,Transfer-log (PAID chain),-,
33310,xSolvBTC,xSolvBTC,Ethereum,1,0xd9d920aa40f578ab794426f5c90f6c731d159def,yes,yes,BeaconProxy->impl:SolvBTCYieldTokenV3_1,-,,Transfer-log (free),-,
33312,SolvBTC,SolvBTC,Ethereum,1,0x7a56e1c57c7475ccf742a1832b028f0456652f97,yes,yes,BeaconProxy->impl:SolvBTCV3,-,,Transfer-log (free),-,
33342,EVA,EverValue Coin,Arbitrum,42161,0x45d9831d8751b2325f3dbf48db748723726e1c8c,yes,yes,EverValueCoin,-,,Transfer-log (free),-,
33391,DEEP,DeepBook Protocol,non-EVM,,,no,n/a,,n/a (off Etherscan),,n/a,n/a (off Etherscan),
33566,ACT,Act I : The AI Prophecy,non-EVM,,,no,n/a,,n/a (off Etherscan),,n/a,n/a (off Etherscan),
33652,LBTC,Lombard Staked BTC,Ethereum,1,0x8236a87084f8b84306f72007f36f2618a5634494,yes,yes,TransparentUpgradeableProxy->impl:StakedLBTC,-,,Transfer-log (free),-,
33696,EBTC,ether.fi Staked BTC,Ethereum,1,0x657e8C867D8B37dCC18fA4Caead9C45EB088C642,yes,yes,BoringVault,-,,Transfer-log (free),-,
33824,SYRUP,Maple Finance,Ethereum,1,0x643C4E15d7d62Ad0aBeC4a9BD4b001aA3Ef52d66,yes,yes,MapleTokenProxy->impl:MapleToken,-,,Transfer-log (free),-,
33834,BBSOL,Bybit Staked SOL,non-EVM,,,no,n/a,,n/a (off Etherscan),,n/a,n/a (off Etherscan),
34104,MORPHO,Morpho,Ethereum,1,0x58D97B57BB95320F9a05dC918Aef65434969c2B2,yes,yes,ERC1967Proxy->impl:MorphoTokenEthereum,-,,Transfer-log (free),-,
34143,WHITE,WhiteRock,Ethereum,1,0x9cdf242Ef7975D8c68D5C1F5B6905801699b1940,yes,yes,ERC1967Proxy->impl:White,-,,Transfer-log (free),-,
34812,BIO,Bio Protocol,Ethereum,1,0xcb1592591996765ec0efc1f92599a19767ee5ffa,yes,yes,BioToken,-,,Transfer-log (free),-,
34926,ARC,AI Rig Complex,non-EVM,,,no,n/a,,n/a (off Etherscan),,n/a,n/a (off Etherscan),
35429,LAYER,Solayer,non-EVM,,,no,n/a,,n/a (off Etherscan),,n/a,n/a (off Etherscan),
35437,USDF,Aster USDF,BSC,56,0x5A110fC00474038f6c02E89C707D638602EA44B5,yes,no(PAID),USDF,-,,Transfer-log (PAID chain),-,
35509,VVV,Venice Token,Base,8453,0xacfE6019Ed1A7Dc6f7B508C02d1b04ec88cC21bf,yes,no(PAID),Venice,-,,Transfer-log (PAID chain),-,
35763,KAITO,KAITO,Base,8453,0x98d0baa52b2D063E780DE12F615f963Fe8537553,yes,no(PAID),Kaito,-,,Transfer-log (PAID chain),-,
35818,SOSO,SoSoValue,Ethereum,1,0x76A0e27618462bDAC7a29104bdcfFf4E6BFCea2D,yes,yes,ERC1967Proxy->impl:SoSoValueToken,-,,Transfer-log (free),-,
35881,WHYPE,Wrapped HYPE,non-EVM,,,no,n/a,,n/a (off Etherscan),,n/a,n/a (off Etherscan),
35931,ZORA,ZORA,Base,8453,0x1111111111166b7fe7bd91427724b487980afc69,yes,no(PAID),Zora,-,,Transfer-log (PAID chain),ERC20Votes-ABIonly [getLogs needs PAID plan on this chain],"DelegateVotesChanged(address,uint256,uint256)"
35954,LION,Loaded Lions,Arbitrum,42161,0x527e8D368298deA5a53be257e5300F4DBafb7a97,yes,yes,LionToken,-,,Transfer-log (free),-,
36044,NXPC,NEXPACE,BSC,56,0xf2b51cc1850fed939658317a22d73d3482767591,yes,no(PAID),FactoryBurnMintERC20,-,,Transfer-log (PAID chain),-,
36119,WAL,Walrus,non-EVM,,,no,n/a,,n/a (off Etherscan),,n/a,n/a (off Etherscan),
36175,UNIBTC,Universal BTC,Ethereum,1,0x004e9c3ef86bc1ca1f0bb5c7662861ee93350568,yes,yes,TransparentUpgradeableProxy->impl:uniBTC,-,,Transfer-log (free),-,
36246,stkAAVE,Staked Aave,Ethereum,1,0x4da27a545c0c5B758a6BA100e3a049001de870f5,yes,yes,InitializableAdminUpgradeabilityProxy->impl:StakedAaveV3,GENUINE,"Staked(address,address,uint256,uint256)",Transfer-log (free),delegation-only,"DelegateChanged(address,address,uint8)"
36341,ASTER,Aster,BSC,56,0x000Ae314E2A2172a039B26378814C252734f556A,yes,no(PAID),AsterToken,-,,Transfer-log (PAID chain),-,
36410,MYX,MYX Finance,BSC,56,0xD82544bf0dfe8385eF8FA34D67e6e4940CC63e16,yes,no(PAID),MYX,-,,Transfer-log (PAID chain),-,
36458,AETHWETH,Aave Ethereum WETH,Ethereum,1,0x4d5F47FA6A74757f35C14fD3a6Ef8E3C9BC514E8,yes,yes,InitializableImmutableAdminUpgradeabilityProxy->impl:ATokenInstance,-,,Transfer-log (free),-,
36462,A,Vaulta,non-EVM,,,no,n/a,,n/a (off Etherscan),,n/a,n/a (off Etherscan),
36507,PUMP,Pump.fun,non-EVM,,,no,n/a,,n/a (off Etherscan),,n/a,n/a (off Etherscan),
36532,B,BUILDon,BSC,56,0x6bdcce4a559076e37755a78ce0c06214e59e4444,yes,no(PAID),Token,-,,Transfer-log (PAID chain),-,
36671,SAHARA,Sahara AI,Ethereum,1,0xFDFfB411C4A70AA7C95D5C981a6Fb4Da867e1111,yes,yes,SaharaToken,-,,Transfer-log (free),-,
37986,LIGHT,Light,non-EVM,,,no,n/a,,n/a (off Etherscan),,n/a,n/a (off Etherscan),
38299,AVNT,Avantis,Base,8453,0x696F9436B67233384889472Cd7cD58A6fB5DF4f1,yes,no(PAID),Token,-,,Transfer-log (PAID chain),-,
38353,MET,Meteora,non-EVM,,,no,n/a,,n/a (off Etherscan),,n/a,n/a (off Etherscan),
38408,BARD,Lombard,Ethereum,1,0xf0DB65D17e30a966C2ae6A21f6BBA71cea6e9754,yes,yes,BARD,-,,Transfer-log (free),ERC20Votes-DORMANT,"DelegateVotesChanged(address,uint256,uint256)"
38417,RIVER,River,Ethereum,1,0xdA7AD9dea9397cffdDAE2F8a052B82f1484252B3,yes,yes,River,-,,Transfer-log (free),-,
38770,MEGA,MegaETH,non-EVM,,,no,n/a,,n/a (off Etherscan),,n/a,n/a (off Etherscan),
38779,syrupUSDC,syrupUSDC,Ethereum,1,0x80ac24aa929eaf5013f6436cda2a7ba190f5cc0b,yes,yes,MaplePool,-,,Transfer-log (free),-,
38786,syrupUSDT,syrupUSDT,Ethereum,1,0x356b8d89c1e1239cbbb9de4815c39a1474d5ba7d,yes,yes,MaplePool,-,,Transfer-log (free),-,
38967,RAVE,RaveDAO,Ethereum,1,0x17205fab260a7a6383a81452cE6315A39370Db97,yes,yes,RaveToken,-,,Transfer-log (free),-,
39042,POWER,Power Protocol,Ethereum,1,0x9dC44ae5BE187ECA9e2A67e33f27A4c91cEA1223,yes,yes,PowerToken,-,,Transfer-log (free),-,
39125,LIT,Lighter,Ethereum,1,0x232ce3bd40fcd6f80f3d55a522d03f25df784ee2,yes,yes,Lighter,-,,Transfer-log (free),-,
39379,GWEI,ETHGas,Ethereum,1,0x2798b1cC5A993085E8A9D46e80499F1B63f42204,yes,yes,EthgasToken,-,,Transfer-log (free),-,
39720,EDGE,edgeX,Ethereum,1,0xB0076DE78Dc50581770BBa1D211dDc0aD4F2a241,yes,yes,ERC1967Proxy->impl:EdgeToken,-,,Transfer-log (free),-,
39841,GENIUS,Genius Terminal,BSC,56,0x1F12B85aAC097E43Aa1555b2881E98a51090e9A6,yes,no(PAID),GeniusToken,-,,Transfer-log (PAID chain),-,
7127,VELO,Velodrome Finance,BSC,56,0xf486ad071f3bee968384d2e39e2d8af0fcf6fd46,yes,no(PAID),Token,-,,Transfer-log (PAID chain),-,
5728,BAL,Balancer,Ethereum,1,0xba100000625a3754423978a60c9317c58a424e3D,yes,yes,BalancerGovernanceToken,-,,Transfer-log (free),-,
5692,COMP,Compound,Ethereum,1,0xc00e94cb662c3520282e6f5717214004a7f26888,yes,yes,Comp,-,,Transfer-log (free),ERC20Votes,"DelegateVotesChanged(address,uint256,uint256)"
n/a,ANGLE,Angle Protocol,non-EVM,,,no,n/a,,n/a (off Etherscan),,n/a,n/a (off Etherscan),
