cmc_id,symbol,name,defillama_categories,sector,tags,ambiguous_flag
5957,YFII,DFI.Money,Yield Aggregator,Yield Aggregator;Yield,binance-chain;binance-smart-chain;bnb-chain;dao;defi;governance;yield-aggregator;yield-farming,False
5994,SHIB,Shiba Inu,Dexs,Dexs;Meme,animal-memes;base-ecosystem;binance-ecosystem;binance-listing;bnb-chain-ecosystem;doggone-doggerel;ethereum-ecosystem;etherlink-ecosystem;memes;sec-cftc-digital-commodities;sec-cftc-token-taxonomy,True
6138,DIA,DIA,,AI/Big Data;RWA;Smart Contract Platform,ai-big-data;arbitrum-ecosystem;arbitrum-ecosytem;avalanche-ecosystem;binance-ecosystem;binance-listing;binance-smart-chain;bnb-chain;bnb-chain-ecosystem;defi;dot-ecosystem;ethereum-ecosystem;exnetwork-capital-portfolio;fantom-ecosystem;injective-ecosystem;near-protocol-ecosystem;oracles;platform;polkadot;polkadot-ecosystem;polygon-ecosystem;real-world-assets;real-world-assets-protocols;smart-contracts;solana-ecosystem;substrate;web3,False
6432,OMI,ECOMI,,NFT,collectibles-nfts;dao-maker;exnetwork-capital-portfolio,False
6511,STRONG,Strong,,Yield,defi;yield-farming,False
6669,CVP,PowerPool,Indexes,Indexes,dao;defi;governance;ledgerprime-portfolio;mvb;polygon-ecosystem;yearn-partnerships,False
6748,CFG,Centrifuge,RWA;RWA Lending,RWA;RWA Lending,binance-ecosystem;binance-listing;coinlist-launchpad;ethereum;ethereum-ecosystem;moonbeam-ecosystem;polkadot;polkadot-ecosystem;real-world-assets;real-world-assets-protocols;sei-ecosystem;substrate,False
6756,ACA,Acala Token,Canonical Bridge;Dexs,Canonical Bridge;Dexs,arrington-xrp-capital-portfolio;binance-ecosystem;binance-listing;defi;injective-ecosystem;polkadot;polkadot-ecosystem;spartan-group;substrate,False
6783,AXS,Axie Infinity,Gaming,Gaming;NFT;Metaverse,alleged-sec-securities;animoca-brands-portfolio;binance-ecosystem;binance-launchpad;binance-listing;collectibles-nfts;defiance-capital;defiance-capital-portfolio;ethereum-ecosystem;gaming;harmony-ecosystem;metaverse;play-to-earn;ronin-ecosystem;sec-security-token;solana-ecosystem;trading-card-game,False
6833,LIT,Litentry,Algo-Stables;Bridge;Derivatives;Dexs;Yield,Algo-Stables;Bridge;Derivatives;Dexs;Yield,binance-launchpool;dapp;defi;dwf-labs-portfolio;ethereum;ethereum-ecosystem;injective-ecosystem;polkadot;polkadot-ecosystem;substrate;web3,False
6843,RAD,Radworks,,Privacy,binance-ecosystem;binance-listing;coinbase-ventures-portfolio;dao;ethereum-ecosystem;fabric-ventures-portfolio;placeholder-ventures-portfolio;privacy;web3,False
6929,HEGIC,Hegic,Options,Options;DEX;Derivatives,arbitrum-ecosystem;arbitrum-ecosytem;decentralized-exchange;decentralized-exchange-dex-token;defi;derivatives;ethereum-ecosystem;fantom-ecosystem;options,False
6941,HBTC,Huobi BTC,,,bitcoin-ecosystem;btc-ecosystem;defi;ethereum-ecosystem;heco;heco-ecosystem;rehypothecated-crypto;solana-ecosystem,False
6945,AMP,Amp,Algo-Stables;Payments,Algo-Stables;Payments,alleged-sec-securities;binance-ecosystem;binance-listing;ethereum-ecosystem;made-in-america;sec-security-token,True
6951,REEF,Reef,,Gaming;Metaverse;Payments,avalanche-ecosystem;binance-launchpool;binance-smart-chain;bnb-chain;bnb-chain-ecosystem;defi;dot-ecosystem;enterprise-solutions;entertainment;ethereum-ecosystem;exnetwork-capital-portfolio;gaming;hybrid-pow-npos;kenetic-capital-portfolio;kinetic-capital;kinetic-capital-portfolio;media;metaverse;payments;polkadot;polkadot-ecosystem;polygon-ecosystem;reef-chain;reef-ecosystem;substrate;wallet;web3,False
6990,SUN,SUN,Bridge;Derivatives;Dexs,Bridge;Derivatives;Dexs,,True
7033,ESD,Empty Set Dollar,,,defi;rebase;seigniorage,False
7064,BAKE,BakeryToken,Dexs,Dexs;NFT;DEX;Gaming,amm;binance-chain;binance-ecosystem;binance-listing;binance-smart-chain;bnb-chain;bnb-chain-ecosystem;collectibles-nfts;defi;dex;gaming,False
7150,FLM,Flamingo,Dexs;Lending,Dexs;Lending;Yield,binance-chain;binance-ecosystem;binance-launchpool;binance-listing;dao;defi;neo-ecosystem;yield-farming,False
7208,POLS,Polkastarter,Launchpad,Launchpad,binance-smart-chain;bnb-chain;bnb-chain-ecosystem;defi;dot-ecosystem;ethereum-ecosystem;exnetwork-capital-portfolio;launchpad;polkadot;polkadot-ecosystem,False
7224,DODO,DODO,DEX Aggregator;Dexs,DEX Aggregator;Dexs;DEX,alameda-research-portfolio;arbitrum-ecosystem;arbitrum-ecosytem;binance-ecosystem;binance-launchpool;binance-listing;binance-smart-chain;bnb-chain;bnb-chain-ecosystem;cms-holdings-portfolio;coinbase-ventures-portfolio;decentralized-exchange;decentralized-exchange-dex-token;defi;defiance-capital;defiance-capital-portfolio;dwf-labs-portfolio;ethereum-ecosystem;exnetwork-capital-portfolio;framework-ventures;framework-ventures-portfolio;made-in-china;near-protocol-ecosystem;pantera-capital-portfolio;three-arrows-capital-portfolio,False
7228,DDX,DerivaDAO,Derivatives,Derivatives;DEX,alleged-sec-securities;decentralized-exchange;decentralized-exchange-dex-token;defi;derivatives,False
7232,ALPHA,Stella,Lending;Leveraged Farming;Liquid Staking;Prediction Market;Yield Aggregator,Lending;Leveraged Farming;Liquid Staking;Prediction Market;Yield Aggregator;Yield,alameda-research-portfolio;arbitrum-ecosystem;avalanche-ecosystem;binance-ecosystem;binance-launchpad;binance-launchpool;binance-listing;binance-smart-chain;bnb-chain;bnb-chain-ecosystem;defi;defiance-capital;defiance-capital-portfolio;ethereum-ecosystem;injective-ecosystem;multicoin-capital-portfolio;optimism-ecosystem;spartan-group;yield-aggregator;yield-farming,False
7242,CORE,cVault.finance,Canonical Bridge;Derivatives;Yield,Canonical Bridge;Derivatives;Yield,dao;defi;governance,False
7288,XVS,Venus,Lending,Lending;Privacy;RWA;Yield,arbitrum-ecosystem;base-ecosystem;binance-ecosystem;binance-launchpool;binance-listing;binance-smart-chain;bnb-chain;bnb-chain-ecosystem;defi;ethereum-ecosystem;lending-borowing;opbnb-ecosystem;optimism-ecosystem;privacy;real-world-assets;real-world-assets-protocols;unichain-ecosystem;yield-farming;zksync-era-ecosystem,False
7326,DEXE,DeXe,,AI/Big Data,ai-big-data;asset-management;binance-ecosystem;binance-listing;binance-smart-chain;bnb-chain;bnb-chain-ecosystem;dao;defi;ethereum-ecosystem,False
7455,AUDIO,Audius,,,binance-ecosystem;binance-labs-portfolio;binance-listing;bnb-chain-ecosystem;coinbase-ventures-portfolio;dao;ethereum-ecosystem;gnosis-chain-ecosystem;made-in-america;multicoin-capital-portfolio;music;pantera-capital-portfolio;solana-ecosystem;standard-crypto-portfolio;web3,False
7501,WOO,WOO,CEX;Dexs;Yield,CEX;Dexs;Yield;Exchange Token;Derivatives;Perpetuals,amber-group-portfolio;amm;arbitrum-ecosystem;arbitrum-ecosytem;avalanche-ecosystem;binance-ecosystem;binance-listing;binance-smart-chain;bnb-chain;bnb-chain-ecosystem;centralized-exchange;decentralized-exchange-dex-token;defi;derivatives;ethereum-ecosystem;exnetwork-capital-portfolio;injective-ecosystem;mvb;near-protocol-ecosystem;perp-dex-coins;perpetuals;polygon-ecosystem;three-arrows-capital-portfolio;vbc-ventures-portfolio;yield-farming,False
7617,SFI,saffron.finance,Liquid Staking;Yield,Liquid Staking;Yield,binance-smart-chain;bnb-chain;bnb-chain-ecosystem;coinbase-ventures-portfolio;defi;ethereum-ecosystem;fantom-ecosystem;ledgerprime-portfolio;multicoin-capital-portfolio;yield-aggregator;yield-farming,False
7654,RFOX,RFOX,Yield,Yield;NFT;Metaverse,binance-smart-chain;bnb-chain;collectibles-nfts;ethereum;ethereum-ecosystem;metaverse,True
7672,UNFI,Unifi Protocol DAO,Dexs;Staking Pool,Dexs;Staking Pool,binance-launchpool;binance-smart-chain;bnb-chain;defi,False
7737,API3,API3,Risk Curators,Risk Curators,binance-ecosystem;binance-listing;cardano;cardano-ecosystem;coinfund-portfolio;dcg-portfolio;defi;ethereum-ecosystem;fantom-ecosystem;injective-ecosystem;oracles;pantera-capital-portfolio;placeholder-ventures-portfolio;polygon-ecosystem;web3,False
7817,BFC,Bifrost,,Interoperability,avalanche-ecosystem;defi;dot-ecosystem;dwf-labs-portfolio;ethereum-ecosystem;exnetwork-capital-portfolio;interoperability;platform;vbc-ventures-portfolio,False
7857,MIR,Mirror Protocol,Derivatives,Derivatives,arrington-xrp-capital-portfolio;cosmos-ecosystem;defi;derivatives;injective-ecosystem;pantera-capital-portfolio;synthetics;terra-ecosystem,False
7961,vBNB,Venus BNB,,,binance-smart-chain;bnb-chain;bnb-chain-ecosystem;defi;rehypothecated-crypto,False
7962,vBTC,Venus BTC,,,binance-smart-chain;bnb-chain;bnb-chain-ecosystem;defi;rehypothecated-crypto,False
7963,vETH,Venus ETH,,,binance-smart-chain;bnb-chain;bnb-chain-ecosystem;defi;rehypothecated-crypto,False
7978,FIDA,Bonfida,,,binance-ecosystem;binance-listing;cms-holdings-portfolio;defi;dwf-labs-portfolio;ftx-bankruptcy-estate;kenetic-capital-portfolio;kinetic-capital;kinetic-capital-portfolio;solana-ecosystem;three-arrows-capital-portfolio,False
8075,RLY,Rally,,Yield,a16z-portfolio;alleged-sec-securities;coinbase-ventures-portfolio;kenetic-capital-portfolio;kinetic-capital;kinetic-capital-portfolio;ledgerprime-portfolio;sec-security-token;social-money;social-token;yield-farming,False
8083,LON,Tokenlon Network Token,DEX Aggregator;Dexs,DEX Aggregator;Dexs;DEX,arbitrum-ecosystem;arbitrum-ecosytem;decentralized-exchange;decentralized-exchange-dex-token;defi;ethereum-ecosystem,False
8161,SPI,Shopping,Dexs,Dexs,binance-smart-chain;bnb-chain;e-commerce,True
8202,ZKB,ZKBase,Dexs;Launchpad,Dexs;Launchpad;DEX;Layer-2;Zero Knowledge,amm;decentralized-exchange;decentralized-exchange-dex-token;layer-2;rollups;scaling;zero-knowledge-proofs,False
8210,BTCST,Bitcoin Standard Hashrate Token,Yield,Yield,,True
8290,SUPER,SuperVerse,Services,Services;NFT;Gaming,animoca-brands-portfolio;avalanche-ecosystem;base-ecosystem;binance-ecosystem;binance-listing;binance-smart-chain;bnb-chain;bnb-chain-ecosystem;collectibles-nfts;defi;ethereum-ecosystem;exnetwork-capital-portfolio;gaming;injective-ecosystem;launchpad;made-in-america;polkastarter;polygon-ecosystem;soneium-ecosystem;superstarter,False
8296,KSP,KLAYswap Protocol,Dexs,Dexs,defi,False
8335,MDX,Mdex,Dexs,Dexs;DEX;Yield,amm;binance-smart-chain;bnb-chain;decentralized-exchange;decentralized-exchange-dex-token;defi;heco;heco-ecosystem;yield-farming,False
8353,BETH,Beacon ETH,,,bnb-chain;bnb-chain-ecosystem;defi;eth-staking;rehypothecated-crypto,False
8420,DAO,DAO Maker,Dexs;Services,Dexs;Services,bnb-chain-ecosystem;dao-maker;defi;ethereum-ecosystem;governance;injective-ecosystem;launchpad;solana-ecosystem;vbc-ventures-portfolio,False
8497,BANANA,ApeSwap,Telegram Bot,Telegram Bot;DEX;Yield,amm;binance-smart-chain;bnb-chain;decentralized-exchange;decentralized-exchange-dex-token;defi;dex;yield-farming,False
8526,RAY,Raydium,Dexs;Interface;Launchpad,Dexs;Interface;Launchpad;DEX;Derivatives;Perpetuals,amm;binance-ecosystem;binance-listing;decentralized-exchange;decentralized-exchange-dex-token;defi;derivatives;dex;k300-ventures-portfolio;perpetuals;petrock-capital;petrock-capital-portfolio;solana-ecosystem,False
8534,CHEX,Chintai,,RWA,bnb-chain-ecosystem;decentralized-exchange-dex-token;defi;eos;eos-ecosystem;ethereum-ecosystem;real-world-assets;real-world-assets-protocols;solana-ecosystem,False
8602,AUCTION,Bounce Token,Launchpad,Launchpad,binance-ecosystem;binance-listing;binance-smart-chain;bnb-chain;bnb-chain-ecosystem;bounce-launchpad;defi;dot-ecosystem;dwf-labs-portfolio;ethereum-ecosystem;polkadot-ecosystem,False
8615,EPIC,Epic Chain,,NFT;Gaming;Layer-2;Metaverse;RWA,binance-ecosystem;binance-listing;collectibles-nfts;ethereum-ecosystem;gaming;layer-2;metaverse;polkastarter;polygon-ecosystem;real-world-assets;real-world-assets-protocols,False
8719,ILV,Illuvium,Gaming,Gaming;NFT;Metaverse,binance-ecosystem;binance-listing;collectibles-nfts;dao;ethereum-ecosystem;gaming;metaverse;play-to-earn,False
8766,ALICE,MyNeighborAlice,Services,Services;NFT;Gaming;Metaverse,binance-ecosystem;binance-launchpool;binance-listing;bnb-chain-ecosystem;chromia-ecosystem;collectibles-nfts;dao-maker;defi;entertainment;ethereum-ecosystem;exnetwork-capital-portfolio;gaming;k300-ventures-portfolio;metaverse;play-to-earn;solana-ecosystem,False
8857,ANC,Anchor Protocol,Lending,Lending,arrington-xrp-capital-portfolio;binance-launchpool;cosmos-ecosystem;injective-ecosystem;terra-ecosystem,True
8891,BTCST,Bitcoin Standard Hashrate Token,Yield,Yield,binance-launchpool;binance-smart-chain;bitcoin-ecosystem;bnb-chain;btc-ecosystem,True
8938,EPS,Ellipsis,Dexs,Dexs;DEX,binance-smart-chain;bnb-chain;bnb-chain-ecosystem;decentralized-exchange;decentralized-exchange-dex-token;defi;dex,False
8972,SFUND,Seedify.fund,Launchpad,Launchpad;Gaming,arbitrum-ecosystem;avalanche-ecosystem;base-ecosystem;binance-smart-chain;bnb-chain;bnb-chain-ecosystem;dwf-labs-portfolio;ethereum-ecosystem;gaming;launchpad;play-to-earn;polygon-ecosystem,True
9119,TLM,Alien Worlds,Gaming,Gaming;NFT;Metaverse,animoca-brands-portfolio;binance-ecosystem;binance-launchpool;binance-listing;binance-smart-chain;bnb-chain;bnb-chain-ecosystem;collectibles-nfts;dao;entertainment;ethereum-ecosystem;gaming;metaverse;play-to-earn,False
9175,MBOX,MOBOX,Gaming,Gaming;NFT;Metaverse;Yield,arbitrum-ecosystem;binance-ecosystem;binance-launchpool;binance-listing;binance-smart-chain;bnb-chain;bnb-chain-ecosystem;collectibles-nfts;defi;dwf-labs-portfolio;gaming;metaverse;play-to-earn;yield-farming,False
9308,PYR,Vulcan Forged (PYR),Dexs,Dexs;NFT;Gaming;Metaverse,binance-ecosystem;binance-listing;collectibles-nfts;dwf-labs-portfolio;entertainment;ethereum-ecosystem;gaming;metaverse;polygon-ecosystem,True
9417,MPL,Maple,,RWA,circle-ventures-portfolio;defi;ethereum-ecosystem;real-world-assets;spartan-group,False
9421,FORTH,Ampleforth Governance Token,Services,Services,binance-ecosystem;binance-listing;dao;ethereum-ecosystem;governance;near-protocol-ecosystem,False
9436,ELON,Dogelon Mars,Canonical Bridge;Lending,Canonical Bridge;Lending;Meme;Payments,animal-memes;base-ecosystem;bnb-chain-ecosystem;cronos-ecosystem;doggone-doggerel;ethereum-ecosystem;memes;payments;polygon-ecosystem;solana-ecosystem,True
9444,KNC,Kyber Network Crystal v2,DEX Aggregator;Dexs;Yield Aggregator,DEX Aggregator;Dexs;Yield Aggregator;DEX,amm;arbitrum-ecosystem;arbitrum-ecosytem;binance-ecosystem;binance-listing;bnb-chain-ecosystem;dao;decentralized-exchange;decentralized-exchange-dex-token;defi;ethereum-ecosystem;governance;kenetic-capital-portfolio;kinetic-capital;kinetic-capital-portfolio;marketplace;optimism-ecosystem;pantera-capital-portfolio;parafi-capital;polygon-ecosystem;three-arrows-capital-portfolio,False
9462,WAVAX,Wrapped AVAX,,,aurora-ecosystem;avalanche-ecosystem;cronos-ecosystem;defi;linea-ecosystem;milkomeda-ecosystem;osmosis-ecosystem;rehypothecated-crypto;terra-ecosystem,False
9486,BTCT,Bitcoin TRC20,,,defi;rehypothecated-crypto;tron20-ecosystem,False
9543,BICO,Biconomy,Bridge,Bridge;Interoperability,account-abstraction;arbitrum-ecosystem;avalanche-ecosystem;base-ecosystem;binance-ecosystem;binance-labs-portfolio;binance-liquidity-enhancement-program;binance-listing;bnb-chain-ecosystem;coinbase-ventures-portfolio;coinlist-launchpad;defi;dwf-labs-portfolio;ethereum-ecosystem;fenbushi-capital-portfolio;interoperability;mvb;optimism-ecosystem;platform;polygon-ecosystem,False
9640,METIS,Metis,Canonical Bridge,Canonical Bridge;Layer-2;Modular Blockchain;Privacy;Zero Knowledge,binance-ecosystem;binance-listing;dwf-labs-portfolio;ethereum-ecosystem;layer-2;metis-andromeda-ecosystem;metisdao-ecosystem;modular-blockchain;okex-blockdream-ventures-portfolio;okx-ventures-portfolio;privacy;rollups;scaling;zero-knowledge-proofs,False
9674,WILD,Wilder World,Lending;Yield,Lending;Yield;NFT;Gaming;Metaverse,animoca-brands-portfolio;avalanche-ecosystem;binance-alpha;binance-alpha-airdrops;binance-ecosystem;bnb-chain-ecosystem;collectibles-nfts;defi;ethereum-ecosystem;gaming;made-in-america;metaverse;polkastarter;skyvision-capital;skyvision-capital-portfolio;solana-ecosystem;vr-ar,False
10188,ATA,Automata Network,Yield Aggregator,Yield Aggregator;Modular Blockchain,binance-ecosystem;binance-launchpool;binance-listing;binance-smart-chain;bnb-chain;bnb-chain-ecosystem;defi;eigenlayer-ecosystem;ethereum-ecosystem;jump-crypto;modular-blockchain;polkadot;polkadot-ecosystem;polygon-ecosystem;rollups,False
10240,WFTM,Wrapped Fantom,,,bnb-chain-ecosystem;celo-ecosystem;cronos-ecosystem;defi;ethereum-ecosystem;fantom-ecosystem;milkomeda-ecosystem;moonbeam-ecosystem;rehypothecated-crypto,False
10407,BabyDoge,Baby Doge Coin,Bridge;Dexs,Bridge;Dexs;AI/Big Data;NFT;Gaming;Meme;Payments;RWA,ai-big-data;animal-memes;art;base-ecosystem;binance-ecosystem;binance-listing;binance-smart-chain;bnb-chain;bnb-chain-ecosystem;collectibles-nfts;communications-social-media;content-creation;cross-chain;decentralized-exchange-dex-token;defi;doggone-doggerel;entertainment;ethereum-ecosystem;gaming;generative-ai;launchpad;loyalty;made-in-america;marketing;marketplace;media;memes;payments;philanthropy;real-estate;real-world-assets;real-world-assets-protocols;services;solana-ecosystem;tap-to-earn;toncoin-ecosystem;web3,False
10508,FLUID,Fluid,Dexs;Yield Aggregator,Dexs;Yield Aggregator,arbitrum-ecosystem;base-ecosystem;binance-alpha;binance-ecosystem;binance-listing;coinbase-ventures-portfolio;dao;defi;ethereum-ecosystem;standard-crypto-portfolio,False
10529,SUN,Sun [New],Bridge;Derivatives;Dexs,Bridge;Derivatives;Dexs,binance-ecosystem;binance-listing;made-in-china;tron-ecosystem;tron20-ecosystem,True
10688,YGG,Yield Guild Games,Gaming,Gaming;NFT;Metaverse,a16z-portfolio;abstract-chain-ecosystem;animoca-brands-portfolio;base-ecosystem;binance-ecosystem;binance-listing;bnb-chain-ecosystem;collectibles-nfts;dao;dwf-labs-portfolio;entertainment;ethereum-ecosystem;gaming;gaming-guild;harmony-ecosystem;metaverse;okex-blockdream-ventures-portfolio;okx-ventures-portfolio;play-to-earn;polygon-ecosystem;ronin-ecosystem;solana-ecosystem,False
10759,DVF,rhino.fi,,,arbitrum-ecosytem;defi;okex-blockdream-ventures-portfolio;okx-ventures-portfolio;spartan-group,False
10804,FLOKI,FLOKI,Token Locker,Token Locker;Gaming;Meme;Metaverse,animal-memes;binance-ecosystem;binance-listing;bnb-chain;bnb-chain-ecosystem;defi;doggone-doggerel;dwf-labs-portfolio;ethereum-ecosystem;gaming;memes;metaverse;paal-ecosystem;play-to-earn;tokenfi-launchpad,False
10897,ALT,Alitas,Derivatives;Developer Tools;Dexs;Launchpad,Derivatives;Developer Tools;Dexs;Launchpad,binance-smart-chain;bnb-chain,True
10903,C98,Coin98,Farm,Farm;Derivatives;Perpetuals,binance-ecosystem;binance-launchpad;binance-listing;binance-smart-chain;bnb-chain;bnb-chain-ecosystem;celo-ecosystem;defi;derivatives;dwf-labs-portfolio;ethereum-ecosystem;injective-ecosystem;perp-dex-coins;perpetuals;polygon-ecosystem;solana-ecosystem;spartan-group;viction-ecosystem;wallet,False
11079,BRISE,Bitgert,Yield,Yield,bnb-chain;bnb-chain-ecosystem;ethereum-ecosystem;solana-ecosystem,True
11156,ETHDYDX,dYdX (ethDYDX),,Derivatives;Privacy;Zero Knowledge,binance-ecosystem;binance-listing;cosmos-ecosystem;decentralized-exchange-dex-token;defi;derivatives;ethereum-ecosystem;paradigm-portfolio;privacy;solana-ecosystem;spartan-group;three-arrows-capital-portfolio;zero-knowledge-proofs,False
11165,ORCA,Orca,Dexs;Launchpad;Lending,Dexs;Launchpad;Lending;DEX,amm;binance-ecosystem;binance-listing;decentralized-exchange-dex-token;defi;dex;solana-ecosystem;three-arrows-capital-portfolio,False
11171,MNGO,Mango,Derivatives;Dexs,Derivatives;Dexs;DEX;Perpetuals,alleged-sec-securities;dao;decentralized-exchange;decentralized-exchange-dex-token;defi;derivatives;dex;governance;perp-dex-coins;perpetuals;solana-ecosystem,False
11221,BIT,BitDAO,CEX,CEX,dao;dragonfly-capital-portfolio;fenbushi-capital-portfolio;governance;pantera-capital-portfolio;spartan-group,False
11232,HIGH,Highstreet,,Gaming;Metaverse,animoca-brands-portfolio;binance-ecosystem;binance-launchpool;binance-listing;bnb-chain-ecosystem;bullperks-launchpad;defi;dwf-labs-portfolio;ethereum-ecosystem;gaming;metaverse;skyvision-capital-portfolio;solana-ecosystem;vr-ar,False
11289,SPELL,Spell Token,CDP,CDP,arbitrum-ecosystem;arbitrum-ecosytem;avalanche-ecosystem;binance-ecosystem;binance-listing;defi;defi-2;dwf-labs-portfolio;ethereum-ecosystem;fantom-ecosystem;olympus-pro-ecosystem;protocol-owned-liquidity;solana-ecosystem,False
11865,BONE,Bone ShibaSwap,Dexs;Farm,Dexs;Farm;Layer-2;Meme,animal-memes;doggone-doggerel;ethereum-ecosystem;layer-2;memes,True
12220,OSMO,Osmosis,Dexs,Dexs;Modular Blockchain,binance-ecosystem;binance-listing;cosmos-ecosystem;ethereum-ecosystem;injective-ecosystem;modular-blockchain;osmosis-ecosystem;polygon-ecosystem,True
12387,RBN,Ribbon Finance,Options;Options Vault;Uncollateralized Lending,Options;Options Vault;Uncollateralized Lending;Derivatives;RWA,coinbase-ventures-portfolio;derivatives;ethereum-ecosystem;real-world-assets,False
12573,CPOOL,Clearpool,RWA;Uncollateralized Lending,RWA;Uncollateralized Lending,binance-alpha;binance-ecosystem;cmc-crypto-yearbook-2024-2025;defi;ethereum-ecosystem;real-world-assets;real-world-assets-protocols;solana-ecosystem,False
12760,INF,Sanctum Infinity,,,defi;rehypothecated-crypto;solana-ecosystem,False
13502,WLD,Worldcoin,Chain,Chain;Identity;Privacy;Zero Knowledge,a16z-portfolio;binance-ecosystem;binance-listing;blockchain-capital-portfolio;defi;ethereum-ecosystem;governance;identity;made-in-america;optimism-ecosystem;privacy;token;world-chain-mainnet-ecosystem;zero-knowledge-proofs,False
14280,EUL,Euler,Dexs;Lending;Risk Curators,Dexs;Lending;Risk Curators,arbitrum-ecosystem;base-ecosystem;binance-alpha-airdrops;binance-ecosystem;binance-listing;bnb-chain-ecosystem;ethereum-ecosystem;paradigm-portfolio,True
14519,VVS,VVS Finance,Dexs,Dexs;DEX,cronos-ecosystem;decentralized-exchange-dex-token;defi;dex;ethereum-ecosystem,False
14783,MAGIC,Treasure,Gaming;Yield,Gaming;Yield;AI/Big Data;NFT;Layer-2;Metaverse,ai-agent-launchpad;ai-big-data;arbitrum-ecosystem;arbitrum-ecosytem;binance-ecosystem;binance-listing;collectibles-nfts;ethereum-ecosystem;gaming;layer-2;metaverse,True
14803,AURORA,Aurora,Farm,Farm,aurora-ecosystem;dwf-labs-portfolio;ethereum-ecosystem;injective-ecosystem;near-protocol-ecosystem;okex-blockdream-ventures-portfolio;okx-ventures-portfolio,True
14806,PEOPLE,ConstitutionDAO,,Meme,binance-ecosystem;binance-listing;dao;ethereum-ecosystem;made-in-america;memes;political-memes;solana-ecosystem,False
16116,SOL,Wrapped Solana,Canonical Bridge;Dexs,Canonical Bridge;Dexs,avalanche-ecosystem;bnb-chain-ecosystem;defi;ethereum-ecosystem;monad-ecosystem;near-protocol-ecosystem;neon-evm-ecosystem;osmosis-ecosystem;polygon-ecosystem;rehypothecated-crypto;solana-ecosystem;terra-ecosystem,False
16334,APX,APX,,Derivatives;DEX,arbitrum-ecosystem;arbitrum-ecosytem;base-ecosystem;binance-alpha;binance-ecosystem;bnb-chain;bnb-chain-ecosystem;decentralized-exchange-dex-token;defi;derivatives;dex,False
16876,ALI,Artificial Liquid Intelligence,Dexs,Dexs;AI Agents;AI/Big Data;NFT;Gaming;Identity;Interoperability;Meme;Metaverse,ai-agents;ai-big-data;ai-memes;alameda-research-portfolio;base-ecosystem;collectibles-nfts;communications-social-media;content-creation;cronos-ecosystem;crypto-com-capital-portfolio;defi;education;enterprise-solutions;entertainment;ethereum-ecosystem;galaxy-digital-portfolio;gaming;generative-ai;governance;huobi-capital-portfolio;identity;interoperability;marketing;media;memes;metaverse;platform;polygon-ecosystem;services;solana-ecosystem;video;web3,False
17591,NYM,NYM,,DePIN;Interoperability;Layer-1;Privacy;Smart Contract Platform,bnb-chain-ecosystem;coinlist-launchpad;defi;depin;distributed-computing;ethereum-ecosystem;fenbushi-capital-portfolio;governance;hashkey-capital-portfolio;interoperability;layer-1;osmosis-ecosystem;polychain-capital-portfolio;privacy;privacy-coins;smart-contracts;wallet;web3,False
17751,T,Threshold,CDP;Decentralized BTC,CDP;Decentralized BTC,binance-ecosystem;binance-listing;bitcoin-ecosystem;btc-ecosystem;ethereum-ecosystem,True
17799,AXL,Axelar,Bridge;Launchpad,Bridge;Launchpad;Interoperability;RWA,arbitrum-ecosystem;avalanche-ecosystem;base-ecosystem;binance-ecosystem;binance-labs-portfolio;binance-listing;bnb-chain-ecosystem;coinbase-ventures-portfolio;coinlist-launchpad;defi;ethereum-ecosystem;fantom-ecosystem;galaxy-digital-portfolio;interoperability;linea-ecosystem;made-in-america;mantle-ecosystem;optimism-ecosystem;osmosis-ecosystem;polychain-capital-portfolio;polygon-ecosystem;real-world-assets;real-world-assets-protocols;scroll-ecosystem;sei-ecosystem,False
18031,CCD,Concordium,,Identity;Layer-1;Privacy;Smart Contract Platform;Zero Knowledge,defi;governance;identity;layer-1;platform;privacy;privacy-blockchain;smart-contracts;wallet;zero-knowledge-proofs,False
18037,MAV,Maverick Protocol,Dexs,Dexs;Privacy,arbitrum-ecosystem;base-ecosystem;binance-ecosystem;binance-launchpool;binance-listing;bnb-chain-ecosystem;circle-ventures-portfolio;defi;ethereum-ecosystem;gemini-frontier-fund;jump-crypto;pantera-capital-portfolio;privacy;shima-capital;spartan-group;zksync-era-ecosystem,False
18579,WTRX,Wrapped TRON,,,defi;rehypothecated-crypto;tron20-ecosystem,False
19650,VOLT,Volt Inu,Dexs;Lending;Liquid Staking,Dexs;Lending;Liquid Staking;AI/Big Data;NFT;Gaming;Payments;Meme,ai-big-data;animal-memes;binance-smart-chain;bnb-chain-ecosystem;collectibles-nfts;dao;decentralized-exchange-dex-token;defi;doggone-doggerel;ethereum-ecosystem;gaming;medium-of-exchange;memes;paal-ecosystem;payments;play-to-earn;polygon-ecosystem,False
19843,APEX,ApeX Protocol,Derivatives;Dexs,Derivatives;Dexs;DEX;Perpetuals,arbitrum-ecosystem;decentralized-exchange-dex-token;defi;derivatives;dex;ethereum-ecosystem;perp-dex-coins;perpetuals,False
20314,LUNA,Terra,Launchpad,Launchpad,alleged-sec-securities;binance-ecosystem;binance-listing;osmosis-ecosystem,True
20721,BTC.b,Bitcoin Avalanche Bridged,,,avalanche-ecosystem;bitcoin-ecosystem;defi;rehypothecated-crypto,False
