cmc_id,symbol,asset_class,month_end,ym,lambda_z,n_channels,channels,raw_ch1_staking,raw_ch2_holding,raw_ch3_delegation,raw_ch3_voting
5631,ORN,token,2021-07-31,2021-07,-0.46955859184409066,1,ch2_holding,,0.1955193141180436,,
5692,COMP,token,2021-07-31,2021-07,-0.2595423117772527,2,ch2_holding+ch3_voting,,0.3645368718356674,,5.3818909992838426e-05
5728,BAL,token,2021-07-31,2021-07,-0.5182735307441508,1,ch2_holding,,0.1781300632064301,,
5794,PNT,token,2021-07-31,2021-07,-0.4344837397733905,1,ch2_holding,,0.2080396090648649,,
5796,DRS,other,2021-07-31,2021-07,-0.8678632508418297,1,ch2_holding,,0.053340758402606,,
5798,RING,token,2021-07-31,2021-07,-0.6912746405114383,1,ch2_holding,,0.1163757066649455,,
5805,AVAX,coin,2021-07-31,2021-07,1.8236793221867358,1,ch1_staking,1.2394927129699598,,,
5810,BZRX,token,2021-07-31,2021-07,-0.8482098996582773,1,ch2_holding,,0.0603562050541141,,
5829,SWAP,token,2021-07-31,2021-07,-0.225350988386739,1,ch2_holding,,0.2826914914198704,,
5830,NXM,token,2021-07-31,2021-07,0.17834987371538547,1,ch2_holding,,0.4267962720648864,,
5864,YFI,token,2021-07-31,2021-07,-0.8323217054302547,2,ch1_staking+ch2_holding,0.0,0.1865375925092249,,
5906,NVT,token,2021-07-31,2021-07,-0.842653290381424,1,ch2_holding,,0.0623396884601229,,
5957,YFII,token,2021-07-31,2021-07,-0.5956545985314732,1,ch2_holding,,0.1505081707450057,,
6511,STRONG,token,2021-07-31,2021-07,1.688925381873504,1,ch2_holding,,0.966010261149191,,
6538,CRV,token,2021-07-31,2021-07,-0.25127464413764716,3,ch1_staking+ch2_holding+ch3_voting,0.7056650194089015,0.048336749842309,,0.011967539115739
6669,CVP,token,2021-07-31,2021-07,-0.6915034960058578,1,ch3_delegation,,,0.0329124193562629,
6719,GRT,token,2021-07-31,2021-07,-0.2352054102085995,1,ch2_holding,,0.2791738638190073,,
6758,SUSHI,token,2021-07-31,2021-07,-0.07305491913354076,2,ch1_staking+ch2_holding,0.6344127445932581,0.1816509477089606,,
6833,LIT,token,2021-07-31,2021-07,1.2051467445628061,1,ch2_holding,,0.7933209732259785,,
6859,FARM,token,2021-07-31,2021-07,-0.9887099860833088,1,ch2_holding,,0.0102033913359132,,
6892,EGLD,coin,2021-07-31,2021-07,0.3091525522025749,1,ch1_staking,0.6124071314707561,,,
6929,HEGIC,token,2021-07-31,2021-07,1.2465313798366866,1,ch2_holding,,0.8080936040228577,,
6941,HBTC,token,2021-07-31,2021-07,-0.9106151861048633,1,ch2_holding,,0.0380800571468557,,
6945,AMP,token,2021-07-31,2021-07,-0.7878966085738809,1,ch2_holding,,0.0818855957431468,,
6950,PERP,token,2021-07-31,2021-07,-0.9931327331563177,1,ch2_holding,,0.0086246505983145,,
7033,ESD,token,2021-07-31,2021-07,-0.3075295365025513,1,ch2_holding,,0.2533570936970355,,
7059,MBN,other,2021-07-31,2021-07,1.7815137765396993,1,ch2_holding,,0.9990605505,,
7064,BAKE,token,2021-07-31,2021-07,0.3790842965441255,1,ch2_holding,,0.4984502928638855,,
7083,UNI,token,2021-07-31,2021-07,-0.3469694942340937,2,ch2_holding+ch3_voting,,0.2789521099826402,,0.0066806251533551
7102,LINA,token,2021-07-31,2021-07,0.680844793942693,1,ch2_holding,,0.6061665113988636,,
7224,DODO,token,2021-07-31,2021-07,-0.40234765563936215,1,ch2_holding,,0.2195108834406735,,
7228,DDX,token,2021-07-31,2021-07,0.9487091642826627,2,ch2_holding+ch3_delegation,,0.5356577347379284,1.9778713552759228,
7230,OPIUM,token,2021-07-31,2021-07,-0.9232084012664992,1,ch2_holding,,0.0335847917688393,,
7232,ALPHA,token,2021-07-31,2021-07,-0.9765690228414708,1,ch2_holding,,0.0145372211812943,,
7242,CORE,token,2021-07-31,2021-07,0.13462514857429977,1,ch2_holding,,0.4111883244067865,,
7278,AAVE,token,2021-07-31,2021-07,-0.6118281996403957,3,ch1_staking+ch2_holding+ch3_voting,0.2378766891314519,0.0881716879693799,,0.0054882664106663
7501,WOO,token,2021-07-31,2021-07,-0.9717996000529254,1,ch2_holding,,0.0162397110426432,,
7503,BHAO,other,2021-07-31,2021-07,1.2962913509466247,1,ch2_holding,,0.825855888909646,,
7535,KP3R,token,2021-07-31,2021-07,0.14848083367694445,1,ch2_holding,,0.4161342401821606,,
7617,SFI,token,2021-07-31,2021-07,-0.5461683232744896,1,ch2_holding,,0.1681727573493378,,
7654,RFOX,token,2021-07-31,2021-07,-0.4249633603740746,1,ch2_holding,,0.2114379971135104,,
7672,UNFI,token,2021-07-31,2021-07,0.9395360573156152,1,ch2_holding,,0.698508765931148,,
7857,MIR,token,2021-07-31,2021-07,-0.9912872809772393,1,ch2_holding,,0.0092834019323399,,
7859,BADGER,token,2021-07-31,2021-07,-0.20015319915714952,2,ch2_holding+ch3_voting,,0.3562544157079594,,0.0145498286154087
8083,LON,token,2021-07-31,2021-07,-0.9446091912384531,1,ch2_holding,,0.0259455805754822,,
8104,1INCH,token,2021-07-31,2021-07,-0.8971248489860232,3,ch1_staking+ch2_holding+ch3_voting,0.0,0.0060983831495499,,0.0002352451235123
8161,SPI,token,2021-07-31,2021-07,-0.4090849742435691,1,ch2_holding,,0.2171059348494336,,
8191,NFTX,token,2021-07-31,2021-07,0.3633840057549166,2,ch2_holding+ch3_voting,,0.1903604694102617,,0.1770714351857887
8290,SUPER,token,2021-07-31,2021-07,-1.0172941722583702,1,ch2_holding,,0.0,,
8335,MDX,token,2021-07-31,2021-07,-1.0172941722583702,1,ch2_holding,,0.0,,
8613,ALCX,token,2021-07-31,2021-07,0.8763328986851607,2,ch2_holding+ch3_voting,,0.0,,0.3362610528350971
8719,ILV,token,2021-07-31,2021-07,-1.0172941722583702,1,ch2_holding,,0.0,,
8857,ANC,token,2021-07-31,2021-07,-1.0172941722583702,1,ch2_holding,,0.0,,
8891,BTCST,token,2021-07-31,2021-07,-0.5717483829379835,1,ch2_holding,,0.1590417169361476,,
8911,STRK,token,2021-07-31,2021-07,-1.0172941722583702,1,ch2_holding,,0.0,,
8938,EPS,token,2021-07-31,2021-07,-1.0172941722583702,1,ch2_holding,,0.0,,
9119,TLM,token,2021-07-31,2021-07,-1.0172941722583702,1,ch2_holding,,0.0,,
9421,FORTH,token,2021-07-31,2021-07,-0.7225961289822587,1,ch3_delegation,,,0.0041919573918193,
9444,KNC,token,2021-07-31,2021-07,-1.0172941722583702,1,ch2_holding,,0.0,,
10903,C98,token,2021-07-31,2021-07,-1.0172941722583702,1,ch2_holding,,0.0,,
1027,ETH,coin,2021-08-31,2021-08,-1.0383818930410675,1,ch1_staking,0.0620761608460686,,,
1104,REP,token,2021-08-31,2021-08,1.3275358371711823,1,ch2_holding,,0.8442402952919194,,
1492,GBYTE,other,2021-08-31,2021-08,-1.0299385152767,1,ch2_holding,,0.0,,
1552,MLN,token,2021-08-31,2021-08,-0.30442293657878916,1,ch2_holding,,0.2598159703255364,,
1556,TIME,token,2021-08-31,2021-08,-0.8549053920430565,1,ch2_holding,,0.0626814944948187,,
1660,TKN,token,2021-08-31,2021-08,0.8229745314288628,1,ch2_holding,,0.6635507428009387,,
1727,BNT,token,2021-08-31,2021-08,-0.601439215633243,2,ch2_holding+ch3_voting,,0.1112290403489046,,0.0303942230736444
1732,NMR,token,2021-08-31,2021-08,0.4068364077033292,1,ch2_holding,,0.5145266093712468,,
1758,PAY,token,2021-08-31,2021-08,0.050477293667315834,1,ch2_holding,,0.3869100678163661,,
1768,ADX,token,2021-08-31,2021-08,-0.9419457641352004,1,ch2_holding,,0.0315112765193446,,
1896,ZRX,token,2021-08-31,2021-08,-0.28899383747916685,2,ch2_holding+ch3_voting,,0.4205987198234101,,0.0032747907887684
1934,LRC,token,2021-08-31,2021-08,-0.4133598774350463,1,ch2_holding,,0.2208043242301339,,
1958,TRX,coin,2021-08-31,2021-08,-0.08828701373647617,1,ch1_staking,0.4441586978135801,,,
2010,ADA,coin,2021-08-31,2021-08,0.5973509829012681,1,ch1_staking,0.719889375773256,,,
2011,XTZ,coin,2021-08-31,2021-08,0.7681920009059937,1,ch1_staking,0.7885934294411752,,,
2110,DOV,token,2021-08-31,2021-08,0.6105833692984939,1,ch2_holding,,0.5874908793084045,,
2223,VEE,token,2021-08-31,2021-08,0.882390454849059,1,ch2_holding,,0.684828309057905,,
2324,ONE,token,2021-08-31,2021-08,1.2874734245384076,1,ch2_holding,,0.8298934571021079,,
2363,ZAP,token,2021-08-31,2021-08,0.21419240199267967,1,ch2_holding,,0.445538443244009,,
2424,AGIX,token,2021-08-31,2021-08,-1.0299385152767,1,ch2_holding,,0.0,,
2430,HOT,token,2021-08-31,2021-08,1.5921604182567661,1,ch2_holding,,0.9390055826619472,,
2455,PRS,other,2021-08-31,2021-08,1.714418395100763,1,ch2_holding,,0.9827876540831676,,
2539,REN,token,2021-08-31,2021-08,0.0855563165280384,1,ch2_holding,,0.3994722933980517,,
2548,POA,other,2021-08-31,2021-08,1.6937612490462284,1,ch2_holding,,0.975390078339932,,
2576,TEN,token,2021-08-31,2021-08,-0.26689470429061646,1,ch2_holding,,0.2732552876508141,,
2620,SWTH,token,2021-08-31,2021-08,-1.0299385152767,1,ch2_holding,,0.0,,
2634,XDC,coin,2021-08-31,2021-08,-0.8198958636797972,1,ch1_staking,0.1499407501715202,,,
2700,CEL,token,2021-08-31,2021-08,0.5093121819047166,1,ch2_holding,,0.5512244329476583,,
2918,BZ,other,2021-08-31,2021-08,1.722723253648414,1,ch2_holding,,0.9857617251373644,,
2930,IQ,token,2021-08-31,2021-08,-1.100894521793025,2,ch1_staking+ch2_holding,0.0084014848955755,0.0,,
2937,VITE,token,2021-08-31,2021-08,-1.0299385152767,1,ch2_holding,,0.0,,
2943,RPL,other,2021-08-31,2021-08,-1.1927418462983737,1,ch1_staking,0.0,,,
2982,MVL,token,2021-08-31,2021-08,1.355137335554364,1,ch2_holding,,0.8541247282323333,,
3418,META,token,2021-08-31,2021-08,1.5133911226907912,1,ch2_holding,,0.910797337987088,,
3673,ASD,other,2021-08-31,2021-08,-1.0299385152767,1,ch2_holding,,0.0,,
3721,HPT,other,2021-08-31,2021-08,-0.18944050978356222,1,ch2_holding,,0.3009925786098167,,
3737,BTU,other,2021-08-31,2021-08,1.6300492951450416,1,ch2_holding,,0.952574051213566,,
3748,HXRO,token,2021-08-31,2021-08,-0.708302339506775,1,ch2_holding,,0.1151818342060068,,
3814,CELR,token,2021-08-31,2021-08,0.8646301451733399,1,ch2_holding,,0.6784681257246119,,
3826,TOP,other,2021-08-31,2021-08,1.4995235850819177,1,ch2_holding,,0.905831203770726,,
3835,ORBS,token,2021-08-31,2021-08,0.5742644168376475,2,ch1_staking+ch2_holding,1.1740982843535446,0.1617486951082951,,
3840,FST,token,2021-08-31,2021-08,1.5755881128641192,1,ch2_holding,,0.9330708381401972,,
3890,MATIC,coin,2021-08-31,2021-08,-0.49953478639292814,1,ch1_staking,0.2787745917400634,,,
3928,IDEX,token,2021-08-31,2021-08,1.279893346622138,1,ch2_holding,,0.8271789388246461,,
3930,TT,token,2021-08-31,2021-08,-1.0299385152767,1,ch2_holding,,0.0,,
3968,EUM,other,2021-08-31,2021-08,1.54606426405299,1,ch2_holding,,0.9224979880845516,,
4090,WXT,token,2021-08-31,2021-08,-1.0299385152767,1,ch2_holding,,0.0,,
4134,AKRO,token,2021-08-31,2021-08,-0.6115913826261127,1,ch2_holding,,0.14981520644614,,
4195,FTT,token,2021-08-31,2021-08,-0.28647156733268697,1,ch2_holding,,0.266244574419357,,
4256,KLAY,coin,2021-08-31,2021-08,0.10880770846363427,1,ch1_staking,0.5234207306078675,,,
4268,NYE,other,2021-08-31,2021-08,1.7620433510609728,1,ch2_holding,,0.9998427312004916,,
4283,BF,other,2021-08-31,2021-08,1.7574728727354112,1,ch2_holding,,0.9982059872133552,,
4361,BEST,other,2021-08-31,2021-08,1.7381884371089273,1,ch2_holding,,0.991299995803126,,
4490,EMRX,other,2021-08-31,2021-08,-0.6674086945834988,1,ch2_holding,,0.1298263468089717,,
4644,QQQ,other,2021-08-31,2021-08,1.7558316480292908,1,ch2_holding,,0.9976182446450864,,
4862,DAD,token,2021-08-31,2021-08,0.8117972986849277,1,ch2_holding,,0.6595480395424757,,
4890,NWC,other,2021-08-31,2021-08,1.4073006468140783,1,ch2_holding,,0.8728050456896911,,
5007,TROY,token,2021-08-31,2021-08,1.45288727429021,1,ch2_holding,,0.8891301725365007,,
5015,HEX,token,2021-08-31,2021-08,-0.3009745613167694,1,ch1_staking,0.3586259794177532,,,
5072,RKN,other,2021-08-31,2021-08,1.756220499035858,1,ch2_holding,,0.9977574969293236,,
5113,SURE,token,2021-08-31,2021-08,-1.0299385152767,1,ch2_holding,,0.0,,
5280,BLCT,other,2021-08-31,2021-08,1.7612478722259859,1,ch2_holding,,0.9995578605354724,,
5313,CTCN,other,2021-08-31,2021-08,1.2226677620354558,1,ch2_holding,,0.8066857595968219,,
5326,ORC,other,2021-08-31,2021-08,-1.0141334637394372,1,ch2_holding,,0.0056599815658939,,
5514,TTT,other,2021-08-31,2021-08,1.7595185516765903,1,ch2_holding,,0.9989385697721348,,
5566,KEEP,token,2021-08-31,2021-08,-0.9204496349393981,1,ch2_holding,,0.0392093023498498,,
5567,CELO,coin,2021-08-31,2021-08,1.6954248759158401,1,ch1_staking,1.1614819661131668,,,
5600,ATT,other,2021-08-31,2021-08,1.6573465555239926,1,ch2_holding,,0.9623495328170272,,
5601,STAKE,token,2021-08-31,2021-08,-0.7840872786323124,1,ch2_holding,,0.088042323941732,,
5614,ZLW,other,2021-08-31,2021-08,1.7456062321852728,1,ch2_holding,,0.9939563986179292,,
5617,UMA,token,2021-08-31,2021-08,-0.4416743701745022,1,ch2_holding,,0.210664559321736,,
5631,ORN,token,2021-08-31,2021-08,-0.5282994919132902,1,ch2_holding,,0.1796430475583033,,
5692,COMP,token,2021-08-31,2021-08,0.039238278619212856,1,ch2_holding,,0.3828852395618621,,
5728,BAL,token,2021-08-31,2021-08,-0.15797519654764478,2,ch2_holding+ch3_voting,,0.1822384714618695,,0.1085345941050817
5794,PNT,token,2021-08-31,2021-08,-0.32382700543412285,1,ch2_holding,,0.2528671367981295,,
5796,DRS,other,2021-08-31,2021-08,-0.8794810891367543,1,ch2_holding,,0.053880637870506,,
5798,RING,token,2021-08-31,2021-08,-0.7088087725939203,1,ch2_holding,,0.1150004743457847,,
5805,AVAX,coin,2021-08-31,2021-08,1.8690988734029614,1,ch1_staking,1.2313253080894315,,,
5810,BZRX,token,2021-08-31,2021-08,-0.81913627907284,1,ch2_holding,,0.0754908497545905,,
5829,SWAP,token,2021-08-31,2021-08,-0.19926993258791756,1,ch2_holding,,0.2974725425159854,,
5830,NXM,token,2021-08-31,2021-08,0.12864513625964946,1,ch2_holding,,0.4149029248516763,,
5864,YFI,token,2021-08-31,2021-08,-0.7890677681929804,2,ch1_staking+ch2_holding,0.0,0.230819356732987,,
5906,NVT,token,2021-08-31,2021-08,-0.8500742475291916,1,ch2_holding,,0.0644115862206303,,
5957,YFII,token,2021-08-31,2021-08,-0.5775785514682031,1,ch2_holding,,0.1619956157857587,,
6511,STRONG,token,2021-08-31,2021-08,1.6666823962299324,1,ch2_holding,,0.9656928111463108,,
6538,CRV,token,2021-08-31,2021-08,-0.30196989747937947,3,ch1_staking+ch2_holding+ch3_voting,0.6885477007498955,0.0244263754132501,,0.0326570814682294
6669,CVP,token,2021-08-31,2021-08,-0.8612733927036205,1,ch3_delegation,,,0.0227467995130399,
6719,GRT,token,2021-08-31,2021-08,-0.24724315375065617,1,ch2_holding,,0.2802927473854548,,
6758,SUSHI,token,2021-08-31,2021-08,0.07877521096912259,3,ch1_staking+ch2_holding+ch3_voting,0.6609168744060536,0.1918668173859149,,0.1170086887172615
6833,LIT,token,2021-08-31,2021-08,1.0877682504778303,1,ch2_holding,,0.7583766005368769,,
6843,RAD,token,2021-08-31,2021-08,-0.7096271699599868,2,ch2_holding+ch3_delegation,,0.1119846626729182,0.1796498699677399,
6859,FARM,token,2021-08-31,2021-08,-0.9948226742695119,1,ch2_holding,,0.0125754106086242,,
6892,EGLD,coin,2021-08-31,2021-08,0.35526549245789074,1,ch1_staking,0.6225342164450303,,,
6929,HEGIC,token,2021-08-31,2021-08,1.1689740592132492,1,ch2_holding,,0.7874573902706116,,
6941,HBTC,token,2021-08-31,2021-08,-0.8999721935801108,1,ch2_holding,,0.0465425236517218,,
6945,AMP,token,2021-08-31,2021-08,-0.800077063785622,1,ch2_holding,,0.0823161870166505,,
6950,PERP,token,2021-08-31,2021-08,-1.0029746108451385,1,ch2_holding,,0.0096561027762137,,
7033,ESD,token,2021-08-31,2021-08,-0.07203265813979347,1,ch2_holding,,0.3430377610901281,,
7064,BAKE,token,2021-08-31,2021-08,0.7588540114451585,1,ch2_holding,,0.6405884031813773,,
7083,UNI,token,2021-08-31,2021-08,-0.2608277738826541,2,ch2_holding+ch3_voting,,0.4077211841053428,,0.0137471770924851
7102,LINA,token,2021-08-31,2021-08,-0.5432365503274381,1,ch2_holding,,0.1742939049077125,,
7224,DODO,token,2021-08-31,2021-08,-0.3968058445424404,1,ch2_holding,,0.2267325251469389,,
7228,DDX,token,2021-08-31,2021-08,0.7982670612272751,2,ch2_holding+ch3_delegation,,0.5347150949674663,1.98795737113564,
7230,OPIUM,token,2021-08-31,2021-08,0.8077724974628792,2,ch2_holding+ch3_voting,,0.0339299842996963,,0.3746952146445087
7232,ALPHA,token,2021-08-31,2021-08,-0.9520070995641544,1,ch2_holding,,0.0279081896884099,,
7242,CORE,token,2021-08-31,2021-08,0.13527858146490587,1,ch2_holding,,0.4172784424190566,,
7278,AAVE,token,2021-08-31,2021-08,-0.6464660596525477,3,ch1_staking+ch2_holding+ch3_voting,0.2408208579786884,0.1269635950917679,,0.00922675166788
7501,WOO,token,2021-08-31,2021-08,-0.9619866485214259,1,ch2_holding,,0.0243343915896867,,
7535,KP3R,token,2021-08-31,2021-08,0.11126210240411984,1,ch2_holding,,0.4086778485873159,,
7617,SFI,token,2021-08-31,2021-08,-0.34374284416643575,1,ch2_holding,,0.2457350322410235,,
7654,RFOX,token,2021-08-31,2021-08,-0.25958016644290133,1,ch2_holding,,0.2758747127936865,,
7672,UNFI,token,2021-08-31,2021-08,0.8296521993487574,1,ch2_holding,,0.6659420970613571,,
7857,MIR,token,2021-08-31,2021-08,-0.9659515224752969,1,ch2_holding,,0.0229145219083323,,
7859,BADGER,token,2021-08-31,2021-08,-0.31517922203208604,2,ch2_holding+ch3_voting,,0.3577437060217618,,0.0172483423944072
8083,LON,token,2021-08-31,2021-08,-0.9412792866320127,1,ch2_holding,,0.0317499502353544,,
8104,1INCH,token,2021-08-31,2021-08,-0.9788389485544765,3,ch1_staking+ch2_holding+ch3_voting,0.0,0.011763745842716,,0.0005347088609599
8161,SPI,token,2021-08-31,2021-08,-0.2868635902616233,1,ch2_holding,,0.2661041862310644,,
8191,NFTX,token,2021-08-31,2021-08,-0.26294931271678285,1,ch2_holding,,0.2746681804544524,,
8290,SUPER,token,2021-08-31,2021-08,-0.9798658120556606,1,ch2_holding,,0.0179316452412305,,
8335,MDX,token,2021-08-31,2021-08,-1.0299385152767,1,ch2_holding,,0.0,,
8613,ALCX,token,2021-08-31,2021-08,0.6015979324775983,2,ch2_holding+ch3_voting,,0.341164892545365,,0.2305559708191934
8719,ILV,token,2021-08-31,2021-08,-1.0299385152767,1,ch2_holding,,0.0,,
8857,ANC,token,2021-08-31,2021-08,-1.0299385152767,1,ch2_holding,,0.0,,
8891,BTCST,token,2021-08-31,2021-08,-0.5506426367545477,1,ch2_holding,,0.1716416951028897,,
8911,STRK,token,2021-08-31,2021-08,-1.0299385152767,1,ch2_holding,,0.0,,
8938,EPS,token,2021-08-31,2021-08,-1.0299385152767,1,ch2_holding,,0.0,,
9119,TLM,token,2021-08-31,2021-08,-1.0299255238445273,1,ch2_holding,,4.652390182905703e-06,,
9175,MBOX,token,2021-08-31,2021-08,-1.0299385152767,1,ch2_holding,,0.0,,
9421,FORTH,token,2021-08-31,2021-08,-0.8778325082362763,1,ch3_delegation,,,0.0064316444154551,
9444,KNC,token,2021-08-31,2021-08,-1.0299385152767,1,ch2_holding,,0.0,,
10188,ATA,token,2021-08-31,2021-08,-1.0299385152767,1,ch2_holding,,0.0,,
10903,C98,token,2021-08-31,2021-08,-1.0299385152767,1,ch2_holding,,0.0,,
11221,BIT,token,2021-08-31,2021-08,1.307807089268807,1,ch3_delegation,,,2.159870875538389,
1027,ETH,coin,2021-09-30,2021-09,-1.1002156767942628,1,ch1_staking,0.0664212241358112,,,
1104,REP,token,2021-09-30,2021-09,1.4476167054114895,1,ch2_holding,,0.8768518627335137,,
1492,GBYTE,other,2021-09-30,2021-09,-1.0227672185903418,1,ch2_holding,,0.0,,
1552,MLN,token,2021-09-30,2021-09,-0.26590203178204186,1,ch2_holding,,0.2686459551663252,,
1556,TIME,token,2021-09-30,2021-09,-0.8525732311522946,1,ch2_holding,,0.0604096041352742,,
1727,BNT,token,2021-09-30,2021-09,-0.46000563412831974,2,ch2_holding+ch3_voting,,0.1174633464005056,,0.0272867164570283
1732,NMR,token,2021-09-30,2021-09,0.40440077355394116,1,ch2_holding,,0.5065669753542468,,
1758,PAY,token,2021-09-30,2021-09,0.37630395266914013,1,ch2_holding,,0.4965941328780789,,
1768,ADX,token,2021-09-30,2021-09,-0.9330821847770882,1,ch2_holding,,0.0318333066348157,,
1896,ZRX,token,2021-09-30,2021-09,0.276974511498121,1,ch2_holding,,0.4613375864486493,,
1934,LRC,token,2021-09-30,2021-09,-0.37949221174048575,1,ch2_holding,,0.2283276224905485,,
1958,TRX,coin,2021-09-30,2021-09,-0.05776681241634555,1,ch1_staking,0.4522021622838052,,,
2010,ADA,coin,2021-09-30,2021-09,0.6876653981011596,1,ch1_staking,0.728065609716103,,,
2011,XTZ,coin,2021-09-30,2021-09,0.8542317111569282,1,ch1_staking,0.7897071066856959,,,
2110,DOV,token,2021-09-30,2021-09,0.8681699593380169,1,ch2_holding,,0.6711797994914841,,
2223,VEE,token,2021-09-30,2021-09,1.0587097357653865,1,ch2_holding,,0.7388110515660675,,
2324,ONE,token,2021-09-30,2021-09,1.3181063689253854,1,ch2_holding,,0.8308827408137418,,
2363,ZAP,token,2021-09-30,2021-09,0.24894964089182398,1,ch2_holding,,0.4513902824060494,,
2424,AGIX,token,2021-09-30,2021-09,-1.0227672185903418,1,ch2_holding,,0.0,,
2455,PRS,other,2021-09-30,2021-09,1.7627206784396596,1,ch2_holding,,0.9886966262214892,,
2539,REN,token,2021-09-30,2021-09,-0.2887739469453175,2,ch2_holding+ch3_voting,,0.4103290305119355,,1.480720084024054e-06
2558,INSTAR,other,2021-09-30,2021-09,-0.8836643748105709,1,ch2_holding,,0.0493739400158639,,
2576,TEN,token,2021-09-30,2021-09,-0.6552695150974711,1,ch2_holding,,0.1304416867059297,,
2620,SWTH,token,2021-09-30,2021-09,-1.0227672185903418,1,ch2_holding,,0.0,,
2634,XDC,coin,2021-09-30,2021-09,-0.8549880247655997,1,ch1_staking,0.1571730652018021,,,
2700,CEL,token,2021-09-30,2021-09,0.5275565727258633,1,ch2_holding,,0.5502805823208109,,
2918,BZ,other,2021-09-30,2021-09,1.7475071564006006,1,ch2_holding,,0.9832966537681888,,
2930,IQ,token,2021-09-30,2021-09,-1.1333852929444737,2,ch1_staking+ch2_holding,0.0131970214618043,1.1923649240904552e-05,,
2937,VITE,token,2021-09-30,2021-09,-0.8994648918837245,1,ch2_holding,,0.0437656162678273,,
2943,RPL,other,2021-09-30,2021-09,-1.1512324416400195,2,ch1_staking+ch2_holding,0.0,0.0,,
2982,MVL,token,2021-09-30,2021-09,1.5918152093940894,1,ch2_holding,,0.9280344848320676,,
3418,META,token,2021-09-30,2021-09,1.5432524221420332,1,ch2_holding,,0.910797337987088,,
3673,ASD,other,2021-09-30,2021-09,-1.0227672185903418,1,ch2_holding,,0.0,,
3721,HPT,other,2021-09-30,2021-09,-0.40528582749573533,1,ch2_holding,,0.2191722925024125,,
3733,S4F,other,2021-09-30,2021-09,1.327246710663469,1,ch2_holding,,0.8341270647429861,,
3737,BTU,other,2021-09-30,2021-09,1.6725033247626067,1,ch2_holding,,0.9566743750021466,,
3748,HXRO,token,2021-09-30,2021-09,-0.6773399465850433,1,ch2_holding,,0.1226078845291974,,
3814,CELR,token,2021-09-30,2021-09,0.8374015717911014,1,ch2_holding,,0.6602586962282654,,
3826,TOP,other,2021-09-30,2021-09,1.5393444130611367,1,ch2_holding,,0.9094102074245588,,
3835,ORBS,token,2021-09-30,2021-09,0.6933521843176425,2,ch1_staking+ch2_holding,1.159921311827924,0.1969433668017794,,
3840,FST,token,2021-09-30,2021-09,1.7881046198114425,1,ch2_holding,,0.9977065440966468,,
3874,IRIS,token,2021-09-30,2021-09,-1.0227672185903418,1,ch2_holding,,0.0,,
3890,MATIC,coin,2021-09-30,2021-09,-0.5371603763912954,1,ch1_staking,0.274792118326656,,,
3928,IDEX,token,2021-09-30,2021-09,1.273379818119587,1,ch2_holding,,0.8150072491516287,,
3930,TT,token,2021-09-30,2021-09,-1.0227672185903418,1,ch2_holding,,0.0,,
3968,EUM,other,2021-09-30,2021-09,1.5784873253336078,1,ch2_holding,,0.9233038112508544,,
4090,WXT,token,2021-09-30,2021-09,-1.0227672185903418,1,ch2_holding,,0.0,,
4134,AKRO,token,2021-09-30,2021-09,-0.5692499486192326,1,ch2_holding,,0.1609739518996684,,
4195,FTT,token,2021-09-30,2021-09,-0.33806392174912203,1,ch2_holding,,0.2430324110442019,,
4256,KLAY,coin,2021-09-30,2021-09,0.10367098987567473,1,ch1_staking,0.5119457419920832,,,
4268,NYE,other,2021-09-30,2021-09,1.7941243847315533,1,ch2_holding,,0.999843233067188,,
4283,BF,other,2021-09-30,2021-09,1.7892100462561766,1,ch2_holding,,0.9980989103308028,,
4361,BEST,other,2021-09-30,2021-09,1.7865598772702849,1,ch2_holding,,0.9971582445544188,,
4490,EMRX,other,2021-09-30,2021-09,-0.6570038066947774,1,ch2_holding,,0.1298261075634142,,
4644,QQQ,other,2021-09-30,2021-09,1.7891592343451188,1,ch2_holding,,0.9980808748673968,,
4862,DAD,token,2021-09-30,2021-09,0.836213867149487,1,ch2_holding,,0.6598371257115297,,
4890,NWC,other,2021-09-30,2021-09,1.4374803090927084,1,ch2_holding,,0.8732539936301841,,
5007,TROY,token,2021-09-30,2021-09,1.5393855639457292,1,ch2_holding,,0.9094248137492914,,
5015,HEX,token,2021-09-30,2021-09,-0.30040850664611185,1,ch1_staking,0.3624073113012222,,,
5072,RKN,other,2021-09-30,2021-09,1.7890587184545161,1,ch2_holding,,0.9980451971959818,,
5113,SURE,token,2021-09-30,2021-09,-1.0227672185903418,1,ch2_holding,,0.0,,
5280,BLCT,other,2021-09-30,2021-09,1.7928838930435909,1,ch2_holding,,0.9994029260214988,,
5326,ORC,other,2021-09-30,2021-09,0.2412083227107649,1,ch2_holding,,0.4486425357092208,,
5514,TTT,other,2021-09-30,2021-09,1.791722352106241,1,ch2_holding,,0.9989906421960332,,
5566,KEEP,token,2021-09-30,2021-09,-0.8140447296880151,1,ch2_holding,,0.0740851255589067,,
5567,CELO,coin,2021-09-30,2021-09,1.462787005479222,1,ch1_staking,1.0149162659845377,,,
5600,ATT,other,2021-09-30,2021-09,1.6697061850764372,1,ch2_holding,,0.9556815426248332,,
5601,STAKE,token,2021-09-30,2021-09,-0.7165080705066255,1,ch2_holding,,0.1087053319394037,,
5614,ZLW,other,2021-09-30,2021-09,1.777625351746279,1,ch2_holding,,0.9939869741813208,,
