cmc_id,symbol,name,asset_class,sector,staking_start,dl_slug,dl_category,token_address,token_chain,token_chains,snapshot_space,gecko_id,dl_matched,n_dl_entries,has_address,has_snapshot
4846,KAVA,Kava,coin,Layer-1,,,,,,,,,False,0,False,False
1371,KB3,B3Coin,coin,,,,,,,,,,False,0,False,False
5647,KDA,Kadena,coin,AI/Big Data;NFT;Gaming;Layer-1;Smart Contract Platform,,,,,,,,,False,0,False,False
1993,KIN,Kin,coin,Smart Contract Platform,,,,,,,,,False,0,False,False
38828,KITE,Kite,coin,CDP;AI Agents;AI/Big Data;Layer-1,,,,,,,,,False,0,False,False
4256,KLAY,Klaytn,coin,Layer-1,,,,,,,,,False,0,False,False
1182,KLC,KiloCoin,coin,,,,,,,,,,False,0,False,False
1521,KMD,Komodo,coin,,,mojitoswap,Dexs,kcc:0x2ca48b4eea5a731c2b54e7c3944dbdb87c0cfb6f,Kucoin,Kucoin,,mojitoswap,True,1,True,False
815,KOBO,Kobocoin,coin,,,,,,,,,,False,0,False,False
36066,KTA,Keeta,coin,Canonical Bridge;Layer-1,,,,,,,,,False,0,False,False
1529,KUSH,KushCoin,coin,,,,,,,,,,False,0,False,False
1044,KWD,KWD,coin,,,,,,,,,,False,0,False,False
1298,LBC,LBRY Credits,coin,AI/Big Data,,,,,,,,,False,0,False,False
2335,LBTC,Lightning Bitcoin,coin,,,,,,,,,,False,0,False,False
1022,LC4,Leading Coin 4 Entrepreneurs,coin,,,,,,,,,,False,0,False,False
2540,LCC,Litecoin Cash,coin,Payments,,,,,,,,,False,0,False,False
853,LDOGE,LiteDoge,coin,,,,,,,,,,False,0,False,False
107,LEAF,LeafCoin,coin,Yield,,,,,,,,,False,0,False,False
1429,LEVO,Levocoin,coin,,,,,,,,,,False,0,False,False
859,LOG,Woodcoin,coin,Gamified Mining,,,,,,,,,False,0,False,False
82,LOT,LottoCoin,coin,,,,,,,,,,False,0,False,False
1214,LSK,Lisk,coin,DePIN;Layer-2;RWA;Smart Contract Platform,,lisk-bridge,Canonical Bridge,0x6033f7f88332b8db6ad452b7c6d5bb643990ae3f,Ethereum,Ethereum,,lisk,True,1,True,False
2,LTC,Litecoin,coin,Chain;Layer-1;Payments;Privacy,,litecoin,Chain,,,,,litecoin,True,1,False,False
592,LTCD,LitecoinDark,coin,,,,,,,,,,False,0,False,False
3714,LTO,LTO Network,coin,NFT;Layer-1;RWA,,,,,,,,,False,0,False,False
510,LXC,Librexcoin,coin,,,,,,,,,,False,0,False,False
27622,LYX,LUKSO,coin,NFT;Gaming;Identity;Layer-1;Metaverse;Smart Contract Platform,,,,,,,,,False,0,False,False
35491,M,MemeCore,coin,Dexs;Foundation;Layer-1;Meme,,memecore,Foundation,bsc:0x22b1458e780f8fa71e2f84502cee8b5a3cc731fa,,,,memecore,True,1,True,False
2474,MAN,Matrix AI Network,coin,AI/Big Data;NFT;DePIN;Gaming;Identity;IoT;Layer-1;Metaverse;Smart Contract Platform,,,,,,,,,False,0,False,False
1548,MAR,Marijuanacoin,coin,,,,,,,,,,False,0,False,False
154,MARS,Marscoin,coin,Derivatives;Lending;Yield,,,,,,,,,False,0,False,False
3890,MATIC,Polygon,coin,Layer-2;Modular Blockchain;Zero Knowledge,,,,,,,,,False,0,False,False
128,MAX,Maxcoin,coin,Algo-Stables;Dexs,,,,,,,,,False,0,False,False
164,MAZA,MAZA,coin,,,,,,,,,,False,0,False,False
3507,MBC,MicroBitcoin,coin,Payments,,,,,,,,,False,0,False,False
867,MCZ,MangoCoinz,coin,,,,,,,,,,False,0,False,False
37,MEC,Megacoin,coin,,,,,,,,,,False,0,False,False
688,MED,MediterraneanCoin,coin,,,,,,,,,,False,0,False,False
1191,MEME,Memetic / PepeCoin,coin,Dexs;Farm;Meme,,,,,,,,,False,0,False,False
2896,MFT,Mainframe,coin,Smart Contract Platform,,,,,,,,,False,0,False,False
8646,MINA,Mina,coin,Privacy;Zero Knowledge,,,,,,,,,False,0,False,False
141,MINT,MintCoin,coin,Farm;Launchpad,,,,,,,,,False,0,False,False
2608,MITH,Mithril,coin,Smart Contract Platform,,,,,,,,,False,0,False,False
81,MMC,Memorycoin,coin,,,,,,,,,,False,0,False,False
1283,MNM,Mineum,coin,,,,,,,,,,False,0,False,False
2763,MNW,Morpheus.Network,coin,Payments,,,,,,,,,False,0,False,False
2139,MNX,MinexCoin,coin,,,,,,,,,,False,0,False,False
2403,MOAC,MOAC,coin,Smart Contract Platform,,,,,,,,,False,0,False,False
1141,MOIN,Moin,coin,,,,,,,,,,False,0,False,False
1212,MOJO,MojoCoin,coin,,,,,,,,,,False,0,False,False
30495,MON,Monad,coin,Gaming;Layer-1;Smart Contract Platform,,,,,,,,,False,0,False,False
213,MONA,MonaCoin,coin,Payments;Meme,,,,,,,,,False,0,False,False
89,MOON,Mooncoin,coin,Dexs,,,,,,,,,False,0,False,False
32452,MOVE,Movement,coin,Bridge;Chain;NFT Marketplace;Yield;Layer-1;Layer-2,,movement,Chain,ethereum:0x3073f7aaa4db83f95e9fff17424f71d4751a3073,,,,movement,True,1,True,False
9285,MOVR,Moonriver,coin,Interoperability;Layer-1;Smart Contract Platform,,,,,,,,,False,0,False,False
1814,MRX,Metrix Coin,coin,Smart Contract Platform,,,,,,,,,False,0,False,False
1947,MTH,Monetha,coin,Smart Contract Platform,,,,,,,,,False,0,False,False
706,MUE,MonetaryUnit,coin,,,,,,,,,,False,0,False,False
1577,MUSIC,Musicoin,coin,,,,,,,,,,False,0,False,False
5031,MWC,MimbleWimbleCoin,coin,Privacy,,,,,,,,,False,0,False,False
3115,MXM,Maximine Coin,coin,DePIN,,,,,,,,,False,0,False,False
1266,MXT,MarteXcoin,coin,,,,,,,,,,False,0,False,False
377,NAV,Navcoin,coin,Payments;Privacy,,,,,,,,,False,0,False,False
6535,NEAR,NEAR Protocol,coin,Canonical Bridge;AI/Big Data;Layer-1;Modular Blockchain,,near,Canonical Bridge,,,,,near,True,1,False,False
1376,NEO,Neo,coin,Smart Contract Platform,,,,,,,,,False,0,False,False
75,NET,NetCoin,coin,,,,,,,,,,False,0,False,False
3829,NEX,Nash,coin,DEX;Interoperability;Layer-2;Yield,,,,,,,,,False,0,False,False
39965,NEX,Nexus,coin,Layer-1;Zero Knowledge,,,,,,,,,False,0,False,False
28778,NFP,NFPrompt,coin,NFT Marketplace;AI/Big Data;Payments,,nfprompt,NFT Marketplace,bsc:0x551897f8203bd131b350601D3aC0679Ba0Fc0136,,,,nfprompt-token,True,1,True,False
2916,NIM,Nimiq,coin,,,,,,,,,,False,0,False,False
2991,NIX,NIX,coin,CeDeFi;Privacy,,,,,,,,,False,0,False,False
797,NKA,IncaKoin,coin,,,,,,,,,,False,0,False,False
2780,NKN,NKN,coin,DePIN;IoT,,,,,,,,,False,0,False,False
1382,NLC2,NoLimitCoin,coin,,,,,,,,,,False,0,False,False
254,NLG,Gulden,coin,,,,,,,,,,False,0,False,False
3,NMC,Namecoin,coin,,,,,,,,,,False,0,False,False
117,NOBL,NobleCoin,coin,,,,,,,,,,False,0,False,False
4191,NOIA,Synternet,coin,IoT,,,,,,,,,False,0,False,False
184,NOTE,DNotes,coin,Lending;Leveraged Farming;RWA,,,,,,,,,False,0,False,False
3218,NRG,Energi,coin,Dexs;Staking Pool,,energiswap,Dexs,0x1416946162b1c2c871a73b07e932d2fb6c932069,Energi,Energi,,energi,True,1,True,False
272,NRS,NoirShares,coin,,,,,,,,,,False,0,False,False
3200,NSD,Nasdacoin,coin,,,,,,,,,,False,0,False,False
2714,NTY,Nexty,coin,,,,,,,,,,False,0,False,False
2092,NULS,NULS,coin,Chain,,nuls,Chain,,Nuls,Nuls,,nuls,True,1,False,False
6,NVC,Novacoin,coin,,,,,,,,,,False,0,False,False
789,NXS,Nexus,coin,,,,,,,,,,False,0,False,False
66,NXT,Nxt,coin,,,,,,,,,,False,0,False,False
120,NYAN,Nyancoin,coin,Farm;Yield,,,,,,,,,False,0,False,False
298,NYC,NewYorkCoin,coin,Payments,,,,,,,,,False,0,False,False
22265,OAS,Oasys,coin,Dexs;Gaming;NFT;Layer-1,,oasys,Gaming,,,,,oasys,True,1,False,False
1838,OCT,OracleChain,coin,Restaking,,,,,,,,,False,0,False,False
2631,ODE,ODEM,coin,Smart Contract Platform,,,,,,,,,False,0,False,False
760,OK,OKCash,coin,,,,,,,,,,False,0,False,False
83,OMNI,Omni,coin,Chain;Dexs,,,,,,,,,False,0,False,False
3945,ONE,Harmony,coin,Dexs;Layer-1;Smart Contract Platform,,,,,,,,,False,0,False,False
3217,ONG,Ontology Gas,coin,Layer-1,,,,,,,,,False,0,False,False
1881,ONION,DeepOnion,coin,Privacy,,,,,,,,,False,0,False,False
2566,ONT,Ontology,coin,Gaming;Identity;Layer-1;Metaverse,,,,,,,,,False,0,False,False
597,OPAL,Opal,coin,,,,,,,,,,False,0,False,False
80,ORB,Orbitcoin,coin,CDP;Dexs;Lending,,,,,,,,,False,0,False,False
3850,OTO,OTOCASH,coin,Payments,,,,,,,,,False,0,False,False
2748,OXEN,Oxen,coin,Privacy,,,,,,,,,False,0,False,False
1107,PAC,PAC Protocol,coin,DEX;Storage,,,,,,,,,False,0,False,False
1066,PAK,Pakcoin,coin,,,,,,,,,,False,0,False,False
1826,PART,Particl,coin,Privacy,,,,,,,,,False,0,False,False
1473,PASC,Pascal,coin,,,,,,,,,,False,0,False,False
14588,PEAQ,peaq,coin,Chain;DePIN;Layer-1,,peaq,Chain,peaq:PEAQ,,,,peaq-2,True,1,True,False
6841,PHA,Phala Network,coin,AI Agents;AI/Big Data;DePIN;Gaming;Interoperability;Layer-2;Metaverse;Modular Blockchain;Privacy;Smart Contract Platform;Zero Knowledge,,,,,,,,,False,0,False,False
2838,PI,Plian,coin,Interoperability;Smart Contract Platform,,,,,,,,,False,0,False,False
35697,PI,Pi,coin,Layer-1,,,,,,,,,False,0,False,False
386,PIGGY,Piggycoin,coin,CDP;Yield,,,,,,,,,False,0,False,False
64,PIN,Public Index Network,coin,,,,,,,,,,False,0,False,False
313,PINK,Pinkcoin,coin,,,,,,,,,,False,0,False,False
1169,PIVX,PIVX,coin,Payments;Privacy;Zero Knowledge,,,,,,,,,False,0,False,False
934,PKB,ParkByte,coin,,,,,,,,,,False,0,False,False
35364,PLUME,Plume,coin,Chain;Layer-1;RWA,,plume-mainnet,Chain,0x4c1746a800d224393fe2470c70a35717ed4ea5f1,,,,plume,True,1,True,False
161,PND,Pandacoin,coin,,,,,,,,,,False,0,False,False
2359,POLIS,Polis,coin,,,,,,,,,,False,0,False,False
20362,POLYX,Polymesh,coin,Layer-1;RWA,,,,,,,,,False,0,False,False
275,POP,PopularCoin,coin,,,,,,,,,,False,0,False,False
1218,POST,PostCoin,coin,,,,,,,,,,False,0,False,False
122,POT,PotCoin,coin,,,,,,,,,,False,0,False,False
5,PPC,Peercoin,coin,Payments,,,,,,,,,False,0,False,False
2036,PPP,PayPie,coin,Smart Contract Platform,,,,,,,,,False,0,False,False
1555,PRC,PRCoin,coin,,,,,,,,,,False,0,False,False
100,PRT,Particle,coin,CDP,,,,,,,,,False,0,False,False
151,PTC,Pesetacoin,coin,CDP;Derivatives,,,,,,,,,False,0,False,False
870,PURA,Pura,coin,,,,,,,,,,False,0,False,False
1299,PUT,PutinCoin,coin,,,,,,,,,,False,0,False,False
656,PXI,Prime-XI,coin,,,,,,,,,,False,0,False,False
1681,PZM,PRIZM,coin,IoT,,,,,,,,,False,0,False,False
53,QRK,Quark,coin,,,,,,,,,,False,0,False,False
1712,QRL,Quantum Resistant Ledger,coin,DePIN,,,,,,,,,False,0,False,False
2212,QSP,Quantstamp,coin,Smart Contract Platform,,,,,,,,,False,0,False,False
461,QTL,Quatloo,coin,,,,,,,,,,False,0,False,False
29169,QUBIC,Qubic,coin,AI/Big Data;Layer-1,,,,,,,,,False,0,False,False
572,RBBT,RabbitCoin,coin,,,,,,,,,,False,0,False,False
1175,RBIES,Rubies,coin,,,sashimiswap,Dexs,0xC28E27870558cF22ADD83540d2126da2e4b464c2,Multi-Chain,Binance;Ethereum;Heco,,sashimi,True,1,True,False
215,RBY,Rubycoin,coin,,,,,,,,,,False,0,False,False
1147,RC,RussiaCoin,coin,,,,,,,,,,False,0,False,False
118,RDD,ReddCoin,coin,,,,,,,,,,False,0,False,False
103,RED,RedCoin,coin,Chain;Oracle,,,,,,,,,False,0,False,False
1307,REE,ReeCoin,coin,,,,,,,,,,False,0,False,False
2135,REV,Revain,coin,Smart Contract Platform,,,,,,,,,False,0,False,False
2021,REV,RChain,coin,DePIN;Smart Contract Platform,,,,,,,,,False,0,False,False
1140,RHC,RhinoCoin,coin,,,,,,,,,,False,0,False,False
160,RIC,Riecoin,coin,,,,,,,,,,False,0,False,False
496,RIN,Ringo,coin,Dexs,,,,,,,,,False,0,False,False
1294,RISE,Rise,coin,Cross Chain Bridge,,,,,,,,,False,0,False,False
14101,RON,Ronin,coin,Canonical Bridge;Gaming;Layer-1,,ronin-bridge,Canonical Bridge,ronin:0xe514d9deb7966c8be0ca922de8a064264ea6bcd4,Ethereum,Ethereum,,ronin,True,1,True,False
7653,ROSE,Oasis,coin,Dexs;AI/Big Data;NFT;DePIN;Layer-1;Privacy;Smart Contract Platform,,,,,,,,,False,0,False,False
2577,RVN,Ravencoin,coin,NFT;RWA,,,,,,,,,False,0,False,False
32684,S,Sonic,coin,Chain;Layer-1,,sonic,Chain,,,,,sonic-3,True,1,False,False
1417,SAC,SACoin,coin,Yield,,,,,,,,,False,0,False,False
3918,SAFE,Safe,coin,Services;Yield;Payments,,,,,,,,,False,0,False,False
21585,SAFE,Safe,coin,Services;Yield,,safe,Services,0x5afe3855358e112b5647b952709e6165e1c1eeee,Ethereum,Ethereum,safe.eth,safe,True,1,True,True
30372,SAGA,Saga,coin,Chain;AI Agents;AI/Big Data;Gaming;Layer-1,,saga,Chain,,,,,saga-2,True,1,False,False
1996,SALT,SALT,coin,Dexs;Smart Contract Platform,,,,,,,,,False,0,False,False
4121,SAPP,Sapphire,coin,,,,,,,,,,False,0,False,False
1042,SC,Siacoin,coin,DePIN;Storage,,,,,,,,,False,0,False,False
1302,SCN,Swiscoin,coin,,,,,,,,,,False,0,False,False
5604,SCRT,Secret,coin,Layer-1;Privacy,,,,,,,,,False,0,False,False
11451,SDN,Shiden Network,coin,Interoperability;Smart Contract Platform,,,,,,,,,False,0,False,False
23149,SEI,Sei,coin,Chain;Layer-1,,sei,Chain,,,,,sei-network,True,1,False,False
1399,SEQ,Sequence,coin,,,,,,,,,,False,0,False,False
1050,SHIFT,Shift,coin,Algo-Stables;DePIN;Storage,,,,,,,,,False,0,False,False
1082,SIB,SIBCoin,coin,,,,,,,,,,False,0,False,False
306,SILK,Silkcoin,coin,,,,,,,,,,False,0,False,False
5691,SKL,SKALE,coin,DePIN;Gaming;Layer-1;Layer-2;Modular Blockchain;Smart Contract Platform;Storage,,,,,,,,,False,0,False,False
627,SLG,Sterlingcoin,coin,,,,,,,,,,False,0,False,False
233,SLR,SolarCoin,coin,,,,,,,,,,False,0,False,False
1159,SLS,SaluS,coin,,,,,,,,,,False,0,False,False
1828,SMART,SmartCash,coin,,,,,,,,,,False,0,False,False
113,SMC,SmartCoin,coin,,,,,,,,,,False,0,False,False
799,SMLY,SmileyCoin,coin,,,,,,,,,,False,0,False,False
951,SNRG,Synergy,coin,,,,,,,,,,False,0,False,False
1111,SOIL,SOILcoin,coin,,,,,,,,,,False,0,False,False
5426,SOL,Solana,coin,Canonical Bridge;Dexs;Layer-1;Modular Blockchain,,solana,Canonical Bridge,,,,,solana,True,1,False,False
2827,SOUL,Phantasma,coin,Dexs;AI/Big Data;NFT;DePIN;Storage;Gaming;Layer-1;Metaverse;Smart Contract Platform,,,,,,,,,False,0,False,False
914,SPHR,Sphere,coin,,,,,,,,,,False,0,False,False
702,SPR,SpreadCoin,coin,Yield;Yield Aggregator,,newdex,Dexs,bsc:0x996f56299a5b7c4f825a44886e07dafc4660b794,EOS,EOS,,newdex-token,True,1,True,False
47,SPT,Spots,coin,Farm,,,,,,,,,False,0,False,False
57,SRC,SecureCoin,coin,,,,,,,,,,False,0,False,False
6187,SRM,Serum,coin,Dexs;Launchpad;DEX;Derivatives;Smart Contract Platform,,serum,Dexs,0x476c5e26a75bd202a9683ffd34359c0cc15be0ff,Solana,Solana,,serum,True,1,True,False
38892,STABLE,Stable,coin,Lending;Layer-1;Payments,,,,,,,,,False,0,False,False
389,START,Startcoin,coin,,,,,,,,,,False,0,False,False
1343,STRAX,Stratis,coin,Smart Contract Platform,,,,,,,,,False,0,False,False
22691,STRK,Starknet,coin,Canonical Bridge;Lending;Layer-2;Modular Blockchain;Privacy;Smart Contract Platform;Zero Knowledge,,starknet-bridge,Canonical Bridge,0xCa14007Eff0dB1f8135f4C25B34De49AB0d42766,Ethereum,Ethereum,,starknet,True,1,True,False
1183,STS,Stress,coin,,,,,,,,,,False,0,False,False
4847,STX,Stacks,coin,Chain;NFT;Gaming;Layer-2;Metaverse;Smart Contract Platform,,stacks-staking,Chain,,,,,blockstack,True,1,False,False
20947,SUI,Sui,coin,Canonical Bridge;Layer-1,,sui-foundation,Canonical Bridge,sui:0x2::sui::SUI,,,,sui,True,1,True,False
341,SUPER,SuperCoin,coin,Services,,,,,,,,,False,0,False,False
1085,SWING,Swing,coin,,,,,,,,,,False,0,False,False
58,SXC,Sexcoin,coin,,,,,,,,,,False,0,False,False
2381,SXDT,Spectre.ai Dividend Token,coin,Exchange Token;Smart Contract Platform,,,,,,,,,False,0,False,False
1304,SYNX,Syndicate,coin,,,,,,,,,,False,0,False,False
541,SYS,Syscoin,coin,NFT;Layer-1;Modular Blockchain;Privacy;Zero Knowledge,,,,,,,,,False,0,False,False
61,TAG,TagCoin,coin,,,,,,,,,,False,0,False,False
295,TALK,BTCtalkcoin,coin,,,,,,,,,,False,0,False,False
1894,TCC,The ChampCoin,coin,,,,,,,,,,False,0,False,False
1674,TECX,TrumpElon CannationX,coin,,,,,,,,,,False,0,False,False
325,TEK,TEKcoin,coin,,,,,,,,,,False,0,False,False
2394,TEL,Telcoin,coin,Payments;Identity;Layer-1,,telcoin,Payments,polygon:0xdf7837de1f2fa4631d716cf2502f8b230f1dcc32,Polygon,Polygon,,telcoin,True,1,True,False
114,TES,TeslaCoin,coin,,,,,,,,,,False,0,False,False
79,TGC,Tigercoin,coin,Luck Games,,,,,,,,,False,0,False,False
416,THC,HempCoin,coin,,,,,,,,,,False,0,False,False
2416,THETA,Theta Network,coin,AI/Big Data;NFT;DePIN;Layer-1;Metaverse;Smart Contract Platform,,,,,,,,,False,0,False,False
22861,TIA,Celestia,coin,Canonical Bridge;Layer-1;Modular Blockchain,,celestia,Canonical Bridge,osmosis:ibc/D79E7D83AB399BFFF93433E54FAA480C191248FC556924A2A8351AE2638B3877,,,,celestia,True,1,True,False
87,TIPS,FedoraCoin,coin,,,,,,,,,,False,0,False,False
513,TIT,Titcoin,coin,,,,,,,,,,False,0,False,False
59,TIX,Tickets,coin,,,,,,,,,,False,0,False,False
4660,TLOS,Telos,coin,NFT;Layer-1;Payments;Privacy;Smart Contract Platform;Zero Knowledge,,,,,,,,,False,0,False,False
2235,TNB,Time New Bank,coin,Smart Contract Platform,,,,,,,,,False,0,False,False
1833,TOA,ToaCoin,coin,,,,,,,,,,False,0,False,False
11419,TON,Toncoin,coin,Layer-1,,ton,Chain,ton:EQAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAM9c,,,,the-open-network,True,1,True,False
2467,TRAC,OriginTrail,coin,AI Agents;AI/Big Data;DePIN;Interoperability;Layer-1;Privacy;RWA;Smart Contract Platform,,,,,,,,,False,0,False,False
4944,TRB,Tellor,coin,,,,,,,,,,False,0,False,False
4,TRC,Terracoin,coin,,,,,,,,,,False,0,False,False
638,TROLL,Trollcoin,coin,,,,,,,,,,False,0,False,False
1638,TRST,WeTrust,coin,Smart Contract Platform,,benswap,Dexs,smartbch:0x77CB87b57F54667978Eb1B199b28a0db8C8E1c0B,Multi-Chain,smartBCH;Binance,bentokenfinance.eth,green-ben,True,1,True,True
2457,TRUE,TrueChain,coin,Prediction Market;Smart Contract Platform,,,,,,,,,False,0,False,False
1185,TRUMP,TrumpCoin,coin,Meme,,,,,,,,,False,0,False,False
1958,TRX,TRON,coin,Chain;Storage;Layer-1;Payments,,tron,Chain,,,,,tron,True,1,False,False
1032,TX,TransferCoin,coin,,,,,,,,,,False,0,False,False
588,UBQ,Ubiq,coin,Services,,,,,,,,,False,0,False,False
168,UFO,Uniform Fiscal Object,coin,,,,,,,,,,False,0,False,False
334,UNB,UnbreakableCoin,coin,Derivatives,,,,,,,,,False,0,False,False
176,UNC,UnionCoin,coin,,,,,,,,,,False,0,False,False
67,UNO,Unobtanium,coin,Insurance;Payments,,,,,,,,,False,0,False,False
380,URO,Uro,coin,Bridge,,,,,,,,,False,0,False,False
1617,USC,Ultimate Secure Cash,coin,,,,,,,,,,False,0,False,False
111,USDE,USDe,coin,Derivatives,,,,,,,,,False,0,False,False
33979,USUAL,Usual,coin,RWA;Synthetics,,usual-usd0,RWA,0xC4441c2BE5d8fA8126822B9929CA0b81Ea0DE38E,Ethereum,Ethereum,,usual,True,1,True,False
121,UTC,UltraCoin,coin,,,,,,,,,,False,0,False,False
2371,UTT,United Traders Token,coin,Payments;Smart Contract Platform,,,,,,,,,False,0,False,False
2645,UUU,U Network,coin,Smart Contract Platform,,,,,,,,,False,0,False,False
1154,VAL,Validity,coin,Reserve Currency;Yield,,,,,,,,,False,0,False,False
34619,VANA,Vana,coin,Chain;AI/Big Data;Layer-1,,vana,Chain,,,,,vana,True,1,False,False
8037,VANRY,Vanar Chain,coin,NFT;Layer-1;Metaverse,,,,,,,,,False,0,False,False
3846,VBK,VeriBlock,coin,,,,,,,,,,False,0,False,False
519,VC,VirtualCoin,coin,Dexs;Lending;NFT Marketplace,,,,,,,,,False,0,False,False
3607,VEST,VestChain,coin,Smart Contract Platform,,,,,,,,,False,0,False,False
3077,VET,VeChain,coin,IoT;Layer-1;RWA;Smart Contract Platform,,,,,,,,,False,0,False,False
470,VIA,Viacoin,coin,,,,,,,,,,False,0,False,False
2570,VIC,Viction,coin,,,,,,,,,,False,0,False,False
3845,VIDT,VIDT Datalink,coin,AI/Big Data;NFT;Gaming;Interoperability;IoT;Smart Contract Platform,,,,,,,,,False,0,False,False
1511,VIDZ,PureVidz,coin,,,,,,,,,,False,0,False,False
3063,VITAE,Vitae,coin,Payments,,,,,,,,,False,0,False,False
1368,VLT,Veltor,coin,,,,,,,,,,False,0,False,False
1486,VLTC,Vault Coin,coin,,,,,,,,,,False,0,False,False
375,VOOT,VootCoin,coin,,,,,,,,,,False,0,False,False
3816,VRA,Verasity,coin,AI/Big Data;NFT;Gaming;Metaverse;Payments,,,,,,,,,False,0,False,False
323,VRC,VeriCoin,coin,,,,,,,,,,False,0,False,False
1387,VRM,VeriumReserve,coin,,,,,,,,,,False,0,False,False
5049,VRSC,VerusCoin,coin,Identity;Interoperability;Privacy;Zero Knowledge,,,,,,,,,False,0,False,False
3704,VSYS,v.systems,coin,Smart Contract Platform,,,,,,,,,False,0,False,False
520,VTA,Virtacoin,coin,,,,,,,,,,False,0,False,False
99,VTC,Vertcoin,coin,Payments;Privacy,,,,,,,,,False,0,False,False
3012,VTHO,VeThor Token,coin,Layer-1,,,,,,,,,False,0,False,False
766,VTR,vTorrent,coin,,,,,,,,,,False,0,False,False
2606,WAN,Wanchain,coin,Interoperability;Layer-1;Privacy,,,,,,,,,False,0,False,False
2300,WAXP,WAX,coin,NFT;Gaming;Layer-1;Metaverse;Payments,,,,,,,,,False,0,False,False
831,WBB,Wild Beast Block,coin,,,,,,,,,,False,0,False,False
16,WDC,WorldCoin,coin,,,,,,,,,,False,0,False,False
7548,WEMIX,WEMIX,coin,NFT;Gaming;Layer-1;Metaverse,,,,,,,,,False,0,False,False
1779,WGR,Wagerr,coin,,,,,,,,,,False,0,False,False
1609,XAS,Asch,coin,,,,,,,,,,False,0,False,False
293,XBC,Bitcoin Plus,coin,Payments,,,,,,,,,False,0,False,False
9258,XCH,Chia,coin,Layer-1;RWA,,,,,,,,,False,0,False,False
501,XCN,Cryptonite,coin,Lending,,,,,,,,,False,0,False,False
18679,XCN,Onyxcoin,coin,Lending;Layer-1,,,,,,,,,False,0,False,False
132,XCP,Counterparty,coin,,,,,,,,,,False,0,False,False
2634,XDC,XDC Network,coin,Layer-1;RWA;Smart Contract Platform,,,,,,,,,False,0,False,False
405,XDN,DigitalNote,coin,Interoperability;Payments;Privacy,,,,,,,,,False,0,False,False
10791,XEC,eCash,coin,Layer-1,,,,,,,,,False,0,False,False
1244,XHI,HiCoin,coin,,,,,,,,,,False,0,False,False
512,XLM,Stellar,coin,DEX;Payments;RWA;Smart Contract Platform,,,,,,,,,False,0,False,False
629,XMG,Magi,coin,,,,,,,,,,False,0,False,False
328,XMR,Monero,coin,Layer-1;Payments;Privacy,,,,,,,,,False,0,False,False
182,XMY,Myriad,coin,,,,,,,,,,False,0,False,False
1567,XNO,Nano,coin,DAG;Layer-1;Payments,,,,,,,,,False,0,False,False
1367,XP,Experience Points,coin,,,,,,,,,,False,0,False,False
874,XPB,Pebblecoin,coin,,,,,,,,,,False,0,False,False
36645,XPL,Plasma,coin,Chain;Layer-1;Payments,,,,,,,,,False,0,False,False
42,XPM,Primecoin,coin,,,,,,,,,,False,0,False,False
764,XPY,PayCoin,coin,,,,,,,,,,False,0,False,False
978,XRA,Ratecoin,coin,,,,,,,,,,False,0,False,False
3839,XRC,Bitcoin Rhodium,coin,Payments,,,,,,,,,False,0,False,False
11948,XRD,Radix,coin,Layer-1,,,,,,,,,False,0,False,False
52,XRP,XRP,coin,Payments,,,,,,,,,False,0,False,False
2144,XSH,SHIELD,coin,,,,,,,,,,False,0,False,False
277,XSI,StabilityShares,coin,,,,,,,,,,False,0,False,False
2633,XSN,Stakenet,coin,,,,,,,,,,False,0,False,False
448,XST,Stealth,coin,Payments;Privacy,,,,,,,,,False,0,False,False
1391,XTO,Tao,coin,,,,,,,,,,False,0,False,False
2011,XTZ,Tezos,coin,Chain;NFT;Layer-1;Privacy;Smart Contract Platform,,tezos,Chain,,,,,tezos,True,1,False,False
836,XVC,Vcash,coin,,,,,,,,,,False,0,False,False
693,XVG,Verge,coin,Payments;Privacy,,,,,,,,,False,0,False,False
268,XWC,WhiteCoin,coin,Interoperability,,,,,,,,,False,0,False,False
17,YAC,Yacoin,coin,,,,,,,,,,False,0,False,False
1156,YOC,Yocoin,coin,,,,,,,,,,False,0,False,False
4691,ZANO,Zano,coin,Layer-1;Payments;Privacy,,,,,,,,,False,0,False,False
516,ZCC,ZcCoin,coin,,,,,,,,,,False,0,False,False
1447,ZCL,ZClassic,coin,Zero Knowledge,,,,,,,,,False,0,False,False
1437,ZEC,Zcash,coin,Layer-1;Payments;Privacy;Zero Knowledge,,fegex,Services,0x389999216860ab8e0175387a0c90e5c52522c945,Multi-Chain,Binance;Ethereum,,feg-token,True,1,True,False
181,ZEIT,Zeitcoin,coin,,,,,,,,,,False,0,False,False
1698,ZEN,Horizen,coin,Dexs;Services;Payments;Privacy;Smart Contract Platform;Zero Knowledge,,,,,,,,,False,0,False,False
1629,ZENI,Zennies,coin,,,,,,,,,,False,0,False,False
56,ZET,Zetacoin,coin,,,,,,,,,,False,0,False,False
21259,ZETA,ZetaChain,coin,Chain;AI/Big Data;Interoperability;Layer-1;Smart Contract Platform,,zetachain,Chain,ethereum:0xf091867ec603a6628ed83d274e835539d82e9cc8,,,,zetachain,True,1,True,False
9260,ZIG,ZIGChain,coin,AI/Big Data;Layer-1,,,,,,,,,False,0,False,False
